Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Shola Agboola,Scott A. A. Anderson,Denis Berthiaume,Jean-Denis Boudreault,Sébastien CoRhino,Matthew Correia,Naomi Crisostomo,Charles Currie,Manon Lili Desbiens,Alexandra Engering,Scott Falkingham,Kerri Hildebrandt,Ryan Huard,Conrad Lukawski,Jane MacDiarmid,Laurent Poliquin,Eliana Rosenblum,Patrick Strzalkowski,Tomas Szuchewycz,Dan Vandal,Meghan Waters,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 128","Winnipeg",73,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,0,69,33,0,184,403
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 129","Winnipeg",81,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,97,31,1,219,552
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 130A","Winnipeg",47,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,60,11,1,127,321
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 130B","Winnipeg",56,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,47,19,0,127,339
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 131","Winnipeg",85,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,0,74,44,1,214,592
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 132A","Winnipeg",19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,24,16,0,65,203
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 132B","Winnipeg",19,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,22,10,0,55,216
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 133","Winnipeg",66,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,84,36,1,201,531
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 134","Winnipeg",71,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,0,0,0,108,54,1,253,831
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 135","Winnipeg",58,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,0,0,1,68,37,1,177,557
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 136","Winnipeg",72,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,61,29,2,171,470
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 137","Winnipeg",64,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,55,41,1,170,578
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 138","Winnipeg",103,0,0,0,0,0,0,1,0,0,0,0,0,0,11,2,0,0,1,128,77,4,327,948
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 139","Winnipeg",71,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,68,21,0,171,460
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 140","Winnipeg",102,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,76,24,0,214,668
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 141","Winnipeg",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,34,0,131,381
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 142","Winnipeg",28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,40,15,1,89,348
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 143","Winnipeg",51,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,52,33,0,141,360
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 144","Winnipeg",40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,56,32,0,131,436
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 145","Winnipeg",39,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,34,19,0,98,392
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 146","Winnipeg",32,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,48,18,0,105,418
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 147A","Winnipeg",74,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,1,0,97,44,3,230,798
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 147B","Winnipeg",74,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,86,25,1,200,757
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 148A","Winnipeg",47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,50,15,0,116,371
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 148B","Winnipeg",41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,42,16,1,106,345
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 149","Winnipeg",23,0,1,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,39,19,2,95,362
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 150A","Winnipeg",78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,86,32,2,203,654
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 150B","Winnipeg",Merged with No./Fusionné avec le n°151,,,,,,,,,,,,,,,,,,,,,,,181
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 151","Winnipeg",114,0,0,0,0,0,0,0,0,0,1,2,0,0,24,8,0,0,0,68,42,3,262,569
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 400","Mobile poll/Bureau itinérant",11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,80,4,3,107,160
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 401","Mobile poll/Bureau itinérant",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,51,7,2,75,132
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 402","Mobile poll/Bureau itinérant",8,1,0,0,1,0,0,1,0,0,1,0,0,0,2,4,1,0,0,38,18,0,75,195
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 403","Winnipeg",30,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,79,39,0,155,279
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 404","Winnipeg",Merged with No./Fusionné avec le n°77A,,,,,,,,,,,,,,,,,,,,,,,239
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 405","Winnipeg",66,1,2,0,0,0,1,0,0,0,0,0,0,0,12,3,0,1,0,138,49,7,280,253
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 406","Winnipeg",36,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,81,16,4,146,188
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 407","Winnipeg",37,1,0,0,0,0,1,0,0,2,0,3,1,0,11,3,0,0,0,56,19,0,134,226
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 408","Mobile poll/Bureau itinérant",32,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,22,6,2,67,31
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 409","Mobile poll/Bureau itinérant",42,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,63,6,2,117,181
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 410","Winnipeg",Void/Supprimé,,,,,,,,,,,,,,,,,,,,,,,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 411","Mobile poll/Bureau itinérant",7,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,14,1,1,27,64
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,,,,,,,,,,,,,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 501","Mobile poll/Bureau itinérant",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,2,76,105
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,,,,,,,,,,,,,,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 503","Mobile poll/Bureau itinérant",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,1,25,65
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 504","Mobile poll/Bureau itinérant",9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,34,10,1,58,204
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 600","Winnipeg",144,1,0,0,2,0,1,0,0,0,0,1,0,0,35,15,1,0,0,500,185,3,888,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 601","Winnipeg",150,0,1,0,2,0,0,0,1,0,0,1,0,0,52,15,0,0,0,566,233,7,1028,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 602","Winnipeg",217,0,0,0,1,0,1,1,0,0,0,0,0,0,51,18,0,1,0,412,219,4,925,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 603","Winnipeg",462,1,0,0,2,0,0,0,0,1,0,1,1,0,74,18,1,0,0,650,290,12,1513,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 604","Winnipeg",401,2,0,0,2,0,1,2,0,0,0,1,0,0,63,18,1,0,0,563,228,6,1288,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 605","Winnipeg",232,2,1,0,2,0,2,1,0,0,0,3,0,0,57,15,0,0,0,428,331,4,1078,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 606","Winnipeg",213,0,0,0,2,0,0,1,0,0,0,0,0,0,32,4,0,2,0,297,77,1,629,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 607","Winnipeg",276,1,1,0,2,2,0,0,0,0,0,0,0,0,43,16,1,0,0,443,218,8,1011,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 608","Winnipeg",443,2,0,1,1,1,1,0,0,0,1,0,0,0,44,28,0,0,0,694,228,9,1453,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 609","Winnipeg",356,2,0,0,0,0,1,0,0,0,0,1,0,0,40,5,0,2,0,377,114,2,900,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 610","Winnipeg",788,2,0,1,2,0,0,2,1,1,0,1,1,0,60,22,0,1,1,1113,344,10,2350,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 611","Winnipeg",756,2,0,0,1,0,0,1,0,2,0,1,0,1,76,13,1,1,0,778,229,3,1865,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital"," 612","Winnipeg",756,5,1,3,2,0,1,2,0,0,0,0,0,0,57,12,0,0,1,773,195,9,1817,
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital",,Group 1/Groupe 1, 117,3,0,0,1,0,0,0,0,0,0,1,1,0,10,4,0,0,0,172,90,19,418,143
46009,"Saint Boniface--Saint Vital/Saint-Boniface--Saint-Vital",,Group 2/Groupe 2, 650,2,0,0,3,0,1,1,0,0,1,0,0,0,34,25,0,0,0,1295,516,94,2622,
