Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Amrit Birring,Perry DeNure,Ken Hardie,Dave Hayer,Murali Krishnan,Raji Toor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 101","Surrey",4,1,53,31,0,19,2,110,394
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 102","Surrey",5,2,50,31,0,29,2,119,402
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 103","Surrey",1,0,65,54,0,18,0,138,482
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 104","Surrey",9,5,42,53,0,16,0,125,438
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 105","Surrey",6,3,50,52,0,25,0,136,489
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 106A","Surrey",5,2,47,31,0,26,0,111,434
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 106B","Surrey",4,3,42,24,2,17,3,95,432
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 107","Surrey",4,5,116,54,1,47,1,228,638
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 108","Surrey",1,2,84,52,1,24,2,166,466
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 109","Surrey",3,4,78,67,0,38,5,195,520
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 110","Surrey",3,2,65,34,0,37,2,143,469
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 111","Surrey",1,2,55,50,0,26,4,138,432
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 112","Surrey",1,0,21,14,0,15,1,52,218
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 113","Surrey",2,3,50,25,0,19,0,99,407
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 114","Surrey",1,0,28,17,0,16,0,62,294
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 115","Surrey",2,4,79,35,1,50,0,171,540
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 116","Surrey",0,2,26,31,0,20,0,79,419
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 117","Surrey",1,3,56,36,1,25,1,123,438
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 118","Surrey",2,4,98,49,1,44,0,198,545
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 119","Surrey",6,6,57,56,0,30,0,155,524
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 120","Surrey",3,3,93,81,0,43,0,223,616
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 121","Surrey",2,1,74,23,0,29,0,129,538
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 122","Surrey",1,1,62,19,0,18,1,102,381
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 123","Surrey",0,2,59,26,0,21,3,111,410
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 124","Surrey",2,1,52,17,1,22,1,96,427
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 125","Surrey",2,5,106,33,0,43,0,189,588
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 126","Surrey",1,0,79,21,0,33,4,138,407
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 127","Surrey",3,3,60,29,3,13,0,111,418
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 128","Surrey",5,0,94,35,2,24,2,162,549
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 129","Surrey",1,4,76,28,0,22,2,133,447
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 130","Surrey",2,0,102,39,1,43,5,192,610
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 131","Surrey",1,1,60,25,0,18,1,106,370
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 132","Surrey",3,1,83,39,0,19,0,145,485
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 133","Surrey",1,0,71,29,0,22,0,123,427
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 134","Surrey",5,6,65,43,0,22,0,141,507
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 135","Surrey",1,0,56,34,0,18,2,111,350
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 136","Surrey",3,1,87,52,0,45,0,188,503
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 137","Surrey",4,2,58,28,0,31,0,123,379
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 138","Surrey",4,5,55,37,1,28,0,130,509
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 139A","Surrey",2,3,114,52,1,29,4,205,491
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 139B","Surrey",6,7,92,38,0,38,0,181,482
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 140","Surrey",7,2,138,45,0,48,1,241,653
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 141","Surrey",4,6,58,26,0,15,0,109,428
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 142","Surrey",1,3,43,30,0,32,0,109,478
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 143","Surrey",5,3,49,25,0,26,4,112,440
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 144","Surrey",7,2,93,29,0,53,0,184,649
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 145","Surrey",5,2,72,28,1,38,4,150,450
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 146","Surrey",5,4,109,43,1,41,2,205,610
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 147","Surrey",1,2,138,34,0,22,0,197,584
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 148","Surrey",0,3,108,32,0,26,1,170,527
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 149","Surrey",6,2,103,41,0,39,1,192,569
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 150","Surrey",8,0,80,49,1,17,3,158,507
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 151A","Surrey",8,2,37,30,0,22,1,100,405
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 151B","Surrey",4,4,56,29,0,38,1,132,435
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 152","Surrey",2,2,57,69,0,26,0,156,422
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 153","Surrey",3,0,79,54,0,22,0,158,396
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 154","Surrey",3,4,95,53,1,33,0,189,552
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 155","Surrey",4,6,76,74,0,21,0,181,475
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 156","Surrey",6,6,68,74,2,50,1,207,517
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 157","Surrey",5,4,85,56,1,44,2,197,515
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 158","Surrey",3,1,49,30,1,25,0,109,347
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 159","Surrey",0,5,55,46,0,26,2,134,435
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 160A","Surrey",1,2,62,47,1,37,0,150,428
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 160B","Surrey",2,5,58,38,1,16,1,121,394
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 161","Surrey",8,2,49,63,0,39,1,162,374
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 162","Surrey",2,1,44,43,0,15,1,106,323
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 163","Surrey",6,2,72,52,0,37,0,169,464
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 164","Surrey",4,2,71,59,0,33,0,169,510
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 165","Surrey",4,1,66,58,0,44,0,173,618
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 500","Mobile poll/Bureau itinérant",0,0,13,33,1,1,0,48,84
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 501","Mobile poll/Bureau itinérant",1,2,9,7,0,2,0,21,49
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 502","Mobile poll/Bureau itinérant",2,0,9,6,1,3,1,22,35
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 503","Mobile poll/Bureau itinérant",2,1,12,6,2,7,2,32,43
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 504","Mobile poll/Bureau itinérant",4,3,16,12,0,6,0,41,74
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 505","Mobile poll/Bureau itinérant",0,0,10,2,1,3,4,20,37
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 506","Mobile poll/Bureau itinérant",0,3,36,23,1,15,1,79,113
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 600","Surrey",30,10,284,277,3,89,2,695,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 601","Surrey",15,4,177,326,2,66,1,591,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 602","Surrey",41,14,225,278,3,102,0,663,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 603","Surrey",11,26,276,178,0,126,8,625,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 604","Surrey",15,19,295,192,6,137,5,669,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 605","Surrey",31,10,222,174,2,92,1,532,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 606","Surrey",23,20,331,391,0,139,14,918,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 607","Surrey",23,10,347,170,4,113,14,681,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 608","Surrey",24,4,299,118,1,69,5,520,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 609","Surrey",16,9,406,189,0,135,2,757,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 610","Surrey",6,1,295,88,0,76,5,471,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 611","Surrey",23,21,363,240,1,125,4,777,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 612","Surrey",17,13,322,311,2,118,3,786,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 613","Surrey",26,10,319,250,2,113,8,728,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 614","Surrey",17,13,229,337,2,67,8,673,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 615","Surrey",18,2,262,324,3,87,0,696,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 616","Surrey",23,7,224,229,1,117,1,602,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 617","Surrey",22,11,223,149,3,132,4,544,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 618","Surrey",30,20,290,197,1,155,6,699,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 619","Surrey",23,14,242,175,4,86,3,547,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 620","Surrey",15,9,280,208,1,128,0,641,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 621","Surrey",34,11,293,191,1,80,3,613,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 622","Surrey",8,9,371,160,1,125,0,674,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 623","Surrey",11,2,394,130,5,110,8,660,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 624","Surrey",6,8,373,156,3,97,1,644,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 625","Surrey",18,16,342,172,2,104,5,659,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 626","Surrey",14,11,336,265,1,144,4,775,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 627","Surrey",19,14,289,270,0,190,6,788,
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells",,Group 1/Groupe 1, 10,9,145,101,1,86,25,377,188
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells",,Group 2/Groupe 2, 42,68,1511,914,9,701,77,3322,
