Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Amrit Birring,Perry DeNure,Ken Hardie,Dave Hayer,Murali Krishnan,Raji Toor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 1","Surrey",5,2,50,51,0,20,0,128,454
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 2","Surrey",4,1,54,33,1,20,3,116,398
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 3","Surrey",6,4,56,42,0,18,0,126,432
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 4","Surrey",3,2,64,48,0,24,3,144,419
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 5","Surrey",4,1,61,46,1,35,1,149,534
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 6","Surrey",4,2,40,46,0,25,3,120,448
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 7","Surrey",1,3,72,71,2,46,0,195,489
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 8","Surrey",3,3,61,60,0,29,0,156,527
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 9","Surrey",8,2,66,42,0,25,0,143,418
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 10","Surrey",1,1,64,50,0,26,0,142,511
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 11","Surrey",10,0,47,41,1,23,0,122,466
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 12","Surrey",3,1,58,56,0,17,1,136,497
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 13","Surrey",2,1,45,48,0,20,0,116,423
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 14","Surrey",4,1,57,39,0,23,0,124,412
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 15","Surrey",4,4,46,73,0,23,0,150,457
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 16","Surrey",6,3,50,31,0,17,0,107,365
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 17","Surrey",1,2,37,35,0,15,1,91,335
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 18","Surrey",2,2,59,52,0,11,1,127,354
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 19","Surrey",2,5,38,54,0,24,2,125,425
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 20","Surrey",2,3,65,72,0,19,0,161,459
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 21","Surrey",6,3,69,55,0,32,0,165,556
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 22","Surrey",2,4,56,30,1,36,1,130,382
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 23A","Surrey",5,4,62,43,1,23,1,139,430
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 23B","Surrey",4,1,39,38,0,39,2,123,384
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 24A","Surrey",9,4,69,26,0,36,1,145,425
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 24B","Surrey",8,8,61,34,0,34,1,146,533
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 25","Surrey",6,3,61,44,0,33,3,150,496
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 26","Surrey",8,2,51,32,1,22,0,116,538
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 27","Surrey",4,7,105,97,0,50,2,265,611
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 28","Surrey",3,2,62,48,0,28,1,144,384
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 29","Surrey",5,5,42,39,1,24,1,117,448
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 30","Surrey",7,10,73,58,1,45,1,195,576
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 31","Surrey",8,5,52,24,1,23,1,114,518
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 32","Surrey",4,4,59,41,2,40,0,150,576
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 33","Surrey",6,5,49,22,0,27,1,110,504
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 34","Surrey",2,2,55,17,0,18,1,95,337
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 35","Surrey",4,6,48,32,0,24,0,114,444
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 36","Surrey",2,5,53,49,0,29,0,138,413
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 37","Surrey",2,2,48,37,0,19,1,109,428
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 38","Surrey",1,3,71,33,0,28,6,142,467
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 39","Surrey",1,2,53,30,0,35,1,122,516
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 40","Surrey",5,1,51,33,1,42,1,134,573
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 41","Surrey",9,4,76,33,1,57,1,181,513
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 42","Surrey",8,3,69,60,0,46,0,186,532
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 43","Surrey",4,6,84,61,0,50,0,205,560
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 44","Surrey",1,3,112,58,2,27,2,205,442
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 45","Surrey",3,6,66,29,2,13,1,120,383
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 46","Surrey",5,1,76,27,2,12,4,127,403
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 47","Surrey",1,2,53,40,0,38,0,134,461
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 48","Surrey",3,2,34,35,0,17,0,91,313
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 49","Surrey",3,1,53,41,1,32,2,133,469
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 50","Surrey",1,1,32,31,0,20,0,85,407
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 51","Surrey",5,1,26,40,0,15,0,87,415
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 52","Surrey",3,1,89,31,0,50,1,175,472
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 53","Surrey",2,2,90,53,2,38,1,188,488
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 54","Surrey",5,3,72,40,1,46,1,168,427
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 55","Surrey",3,2,74,24,0,26,1,130,539
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 56","Surrey",0,2,46,38,0,36,0,122,310
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 57","Surrey",0,4,59,53,1,26,1,144,376
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 58","Surrey",2,4,52,23,0,18,0,99,289
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 59","Surrey",4,4,72,41,1,42,0,164,575
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 60","Surrey",1,3,61,53,0,35,0,153,491
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 61","Surrey",9,1,60,34,0,33,0,137,412
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 62","Surrey",6,5,77,49,2,42,0,181,554
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 63","Surrey",1,3,55,22,0,43,0,124,402
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 64","Surrey",4,8,56,42,1,30,2,143,477
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 65","Surrey",1,2,82,41,1,25,0,152,596
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 66","Surrey",4,4,13,34,0,10,0,65,336
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 67","Surrey",4,5,41,59,0,31,0,140,417
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 68","Surrey",8,3,48,78,3,24,0,164,436
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 69","Surrey",8,2,62,70,3,27,0,172,510
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 70","Surrey",6,3,52,96,0,26,1,184,464
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 71","Surrey",9,5,54,100,0,22,6,196,541
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 72","Surrey",8,4,87,83,1,29,3,215,555
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73A","Surrey",1,1,48,53,0,31,3,137,433
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73B","Surrey",2,3,59,75,0,27,0,166,443
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74","Metro Vancouver A",14,6,70,97,1,41,3,232,600
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 75","Surrey",1,1,65,32,0,29,4,132,494
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 76","Surrey",8,6,81,39,2,24,5,165,499
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 77","Surrey",5,2,44,15,0,20,4,90,397
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 78","Surrey",2,3,52,20,0,20,0,97,416
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 79","Surrey",5,4,51,24,0,35,0,119,409
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 80","Surrey",8,2,57,36,0,14,1,118,494
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 81","Surrey",6,1,86,28,3,31,2,157,475
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 82","Surrey",6,3,55,26,0,22,0,112,426
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 83","Surrey",8,3,64,54,0,39,2,170,538
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 84","Surrey",4,3,55,30,0,36,2,130,422
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 85","Surrey",2,1,70,31,0,22,0,126,352
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 86","Surrey",5,4,81,26,0,32,3,151,443
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 87","Surrey",3,0,39,39,1,14,0,96,555
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 88","Surrey",7,3,57,27,0,42,1,137,413
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 89","Surrey",5,4,101,40,1,47,1,199,541
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 90","Surrey",0,0,63,31,0,28,2,124,373
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 91","Surrey",3,2,68,26,1,22,0,122,328
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 92","Surrey",4,1,132,44,1,42,2,226,550
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 93","Surrey",4,3,121,44,0,43,1,216,512
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 94","Surrey",4,4,70,29,1,19,0,127,510
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 95","Surrey",2,3,58,30,0,12,0,105,527
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 96","Surrey",3,1,85,26,0,24,2,141,501
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 97A","Surrey",1,1,49,36,0,27,0,114,478
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 97B","Surrey",6,2,39,21,0,27,0,95,423
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 98","Surrey",2,6,111,66,0,51,5,241,563
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 99","Surrey",7,5,75,58,1,23,0,169,479
59012,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 100","Surrey",1,2,82,49,0,30,1,165,500
