Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gene Balfour,Alison Davidson,Judi Forbes,Angel Godsoe,Zac Miller,Jamie Schmale,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 208","Kawartha Lakes",3,15,54,5,41,164,1,283,589
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 209","Kawartha Lakes",0,15,33,4,29,117,1,199,465
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 210","Kawartha Lakes",3,12,23,2,24,86,1,151,397
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 211","Kawartha Lakes",0,16,25,0,32,82,1,156,339
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 212","Cavan Monaghan",1,7,17,1,20,66,0,112,302
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 213","Kawartha Lakes",0,37,58,13,34,139,2,283,466
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 214","Kawartha Lakes",6,14,64,16,42,163,3,308,582
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 215","Kawartha Lakes",0,27,52,8,31,140,3,261,434
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 216","Millbrook",1,3,22,7,25,43,2,103,254
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 217","Millbrook",0,2,15,3,23,33,1,77,250
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 218","Sunderland",1,7,32,4,19,79,1,143,334
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 219","Brock",6,9,36,3,26,82,0,162,435
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 220","Brock",1,2,26,1,11,48,1,90,229
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 221","Brock",1,17,40,3,27,105,1,194,538
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 222","Brock",3,8,38,4,26,91,1,171,485
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 223","Brock",0,9,46,8,26,110,2,201,474
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 224","Millbrook",0,12,19,1,16,41,0,89,235
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 225","Millbrook",1,6,44,5,38,61,1,156,357
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 226","Millbrook",2,33,93,4,63,157,3,355,921
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 227","Cavan Monaghan",0,10,38,7,29,88,1,173,427
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 228","Kawartha Lakes",0,12,27,8,35,83,0,165,435
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 229","Kawartha Lakes",1,14,23,1,41,72,1,153,451
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 230","Kawartha Lakes",2,17,24,1,36,95,2,177,437
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 231","Kawartha Lakes",2,11,31,5,45,109,2,205,503
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°17,,,,,,,,33
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°19,,,,,,,,23
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°38,,,,,,,,39
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°111,,,,,,,,143
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°163,,,,,,,,39
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°78,,,,,,,,98
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°78,,,,,,,,47
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°60,,,,,,,,92
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°69,,,,,,,,41
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°113,,,,,,,,46
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°121,,,,,,,,68
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°121,,,,,,,,41
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°127,,,,,,,,72
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°135,,,,,,,,20
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°152,,,,,,,,62
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°152,,,,,,,,141
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°180,,,,,,,,116
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°181,,,,,,,,42
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°180,,,,,,,,161
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°179,,,,,,,,61
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°216,,,,,,,,125
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 600","Dorset",1,8,80,8,26,148,1,272,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 601","Minden Hills",3,41,250,19,92,488,1,894,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 602","Haliburton",3,39,183,10,61,398,1,695,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 603","Wilberforce",5,38,143,9,58,349,4,606,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 604","Haliburton",5,71,235,40,110,423,7,891,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 605","Minden",5,68,267,28,135,558,10,1071,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 606","Kawartha Lakes",12,61,196,25,90,591,3,978,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 607","Kawartha Lakes",2,34,78,3,34,214,3,368,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 608","Brock",5,84,183,17,87,394,6,776,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 609","Brock",6,58,179,7,65,488,0,803,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 610","Kawartha Lakes",5,107,142,23,102,610,1,990,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 611","Kawartha Lakes",2,43,156,10,99,421,0,731,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 612","Kawartha Lakes",6,51,239,12,114,468,6,896,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 613","Kawartha Lakes",4,23,191,8,95,343,3,667,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 614","Kawartha Lakes",1,15,175,5,80,337,3,616,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 615","Kawartha Lakes",3,35,184,8,86,378,3,697,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 616","Kawartha Lakes",2,64,160,22,70,463,12,793,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 617","Kawartha Lakes",2,48,216,26,99,537,4,932,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 618","Kawartha Lakes",9,59,241,23,104,555,4,995,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 619","Kawartha Lakes",8,61,418,15,132,791,11,1436,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 620","Kawartha Lakes",5,44,232,15,72,465,3,836,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 621","Kawartha Lakes",8,69,217,23,144,569,4,1034,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 622","Kawartha Lakes",2,32,102,10,62,278,1,487,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 623","Cavan Monaghan",6,50,205,19,70,498,0,848,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 624","Kawartha Lakes",4,65,137,14,116,520,0,856,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 625","Millbrook",6,102,312,17,148,742,0,1327,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 626","Brock",6,50,168,14,56,420,11,725,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 627","Brock",2,38,64,4,43,219,0,370,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 628","Kawartha Lakes",2,34,187,15,93,371,1,703,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 629","Kawartha Lakes",3,45,173,6,86,279,6,598,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 630","Kawartha Lakes",4,37,159,12,101,249,1,563,
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock",,Group 1/Groupe 1, 3,23,151,12,117,190,29,525,131
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock",,Group 2/Groupe 2, 19,120,1126,50,472,1572,147,3506,
