Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Biley,Robert Eppich,Susan Farlinger,Gord Johns,Susanne Lawson,Mary Lee,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59009,"Courtenay--Alberni/Courtenay--Alberni"," 500","Mobile poll/Bureau itinérant",1,0,8,11,5,9,1,35,100
59009,"Courtenay--Alberni/Courtenay--Alberni"," 501","Mobile poll/Bureau itinérant",0,2,7,3,4,5,3,24,66
59009,"Courtenay--Alberni/Courtenay--Alberni"," 502","Mobile poll/Bureau itinérant",1,0,5,10,1,4,2,23,47
59009,"Courtenay--Alberni/Courtenay--Alberni"," 503","Mobile poll/Bureau itinérant",0,0,6,15,5,9,0,35,61
59009,"Courtenay--Alberni/Courtenay--Alberni"," 504","Mobile poll/Bureau itinérant",3,2,5,18,3,4,0,35,65
59009,"Courtenay--Alberni/Courtenay--Alberni"," 505","Mobile poll/Bureau itinérant",0,0,2,5,0,0,1,8,31
59009,"Courtenay--Alberni/Courtenay--Alberni"," 506","Mobile poll/Bureau itinérant",0,1,9,8,3,5,0,26,33
59009,"Courtenay--Alberni/Courtenay--Alberni"," 507","Mobile poll/Bureau itinérant",1,10,9,20,3,9,3,55,74
59009,"Courtenay--Alberni/Courtenay--Alberni"," 508","Mobile poll/Bureau itinérant",0,0,9,9,0,8,3,29,32
59009,"Courtenay--Alberni/Courtenay--Alberni"," 509","Parksville",Merged with No./Fusionné avec le n°193,,,,,,,,4
59009,"Courtenay--Alberni/Courtenay--Alberni"," 600","Tofino",2,21,38,279,65,95,0,500,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 601","Courtenay",4,74,153,531,54,503,1,1320,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 602","Courtenay",2,38,167,440,38,655,7,1347,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 603","Courtenay",2,65,92,360,44,211,0,774,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 604","Courtenay",3,107,158,660,57,369,1,1355,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 605","Courtenay",2,66,87,405,40,263,2,865,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 606","Hornby Island",0,24,43,200,14,138,1,420,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 607","Port Alberni--Tsahaheh 1",0,56,57,325,36,310,0,784,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 608","Ucluelet",1,18,37,254,34,129,0,473,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 609","Port Alberni",2,81,131,655,45,351,4,1269,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 610","Port Alberni",3,63,145,646,52,366,1,1276,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 611","Port Alberni",4,75,147,649,34,463,6,1378,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 612","Deep Bay",2,89,181,541,66,434,4,1317,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 613","Qualicum Beach",0,63,224,638,37,472,4,1438,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 614","Dolphin Beach--False Bay",0,27,90,169,24,280,1,591,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 615","Qualicum Beach",4,52,169,423,22,625,2,1297,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 616","Parksville",1,58,170,401,29,462,1,1122,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 617","Qualicum Beach",2,85,247,685,59,577,0,1655,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 618","Nanaimo F",0,41,18,139,19,145,0,362,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 619","Nanaimo F",2,58,53,162,48,225,0,548,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 620","Parksville",4,45,165,482,44,384,3,1127,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 621","Parksville",2,71,208,512,47,568,3,1411,
59009,"Courtenay--Alberni/Courtenay--Alberni"," 622","Nanoose Bay",0,29,72,143,25,269,1,539,
59009,"Courtenay--Alberni/Courtenay--Alberni",,Group 1/Groupe 1, 1,38,127,386,44,506,45,1147,189
59009,"Courtenay--Alberni/Courtenay--Alberni",,Group 2/Groupe 2, 4,205,1057,3437,226,2399,1,7329,
