Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sylvie Bérubé,Cédric Brazeau,Michaël Cloutier,Steve Corriveau,Lise Kistabish,Pauline Lameboy,Jimmy Levesque,Didier Pilon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 154","Val-d'Or",52,3,6,15,36,10,0,4,7,133,354
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 155","Val-d'Or",43,2,3,14,29,13,2,5,4,115,389
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 156","Val-d'Or",33,2,4,17,36,8,0,2,8,110,362
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 157","Val-d'Or",41,2,2,25,37,7,1,1,5,121,371
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 158","Val-d'Or",61,0,3,20,41,15,1,0,9,150,404
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 159","Val-d'Or",77,2,7,30,46,13,1,4,15,195,500
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 160","Val-d'Or",54,3,2,25,41,5,4,1,7,142,390
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 161","Val-d'Or",56,1,4,25,47,9,0,3,3,148,380
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 162","Val-d'Or",86,4,10,39,63,7,0,3,5,217,545
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 163","Kitcisakik",0,0,1,0,31,2,0,0,4,38,139
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 400","Val-d'Or",40,3,2,13,66,0,0,1,14,139,168
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 401","Val-d'Or",69,5,2,18,74,2,0,1,1,172,222
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°72,,,,,,,,,,2
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 501","Mobile poll/Bureau itinérant",3,0,0,1,9,1,0,0,0,14,17
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 502","Senneterre",Merged with No./Fusionné avec le n°85,,,,,,,,,,3
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°520,,,,,,,,,,18
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 504","Senneterre",Merged with No./Fusionné avec le n°86,,,,,,,,,,0
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°520,,,,,,,,,,7
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,17
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°514,,,,,,,,,,124
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 508","Mobile poll/Bureau itinérant",40,5,2,24,62,2,1,1,10,147,139
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 509","Val-d'Or",Merged with No./Fusionné avec le n°151,,,,,,,,,,13
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°514,,,,,,,,,,78
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°128,,,,,,,,,,7
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 512","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°120,,,,,,,,,,0
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,22
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 514","Mobile poll/Bureau itinérant",28,3,3,10,31,1,1,1,6,84,22
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°149,,,,,,,,,,0
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°514,,,,,,,,,,16
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°514,,,,,,,,,,14
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,21
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,,,,42
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 520","Mobile poll/Bureau itinérant",9,1,1,6,19,3,1,0,3,43,34
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 600","Kuujjuaq",11,3,1,2,29,19,0,2,2,69,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 601","Chisasibi",5,0,2,0,21,52,0,0,1,81,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 602","Eeyou Istchee Baie-James",25,2,4,8,4,6,0,2,0,51,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 603","Eastmain",0,0,0,5,1,2,0,0,0,8,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 604","Mistissini",0,0,2,4,8,17,0,1,1,33,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 605","Waskaganish",1,2,2,7,6,16,1,0,0,35,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 606","Chibougamau",308,8,9,92,80,15,2,16,8,538,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 607","Chibougamau",291,4,14,99,109,26,2,7,7,559,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 608","Chapais",121,8,9,67,38,3,0,1,8,255,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 609","Lebel-sur-Quévillon",211,9,3,45,46,7,1,3,11,336,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 610","Matagami",90,1,7,24,59,17,6,3,3,210,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 611","Eeyou Istchee Baie-James",27,0,2,15,16,0,1,0,2,63,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 612","Louvicourt",28,0,2,11,19,1,1,1,0,63,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 613","Senneterre",334,25,20,121,234,26,3,9,21,793,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 614","Val-d'Or",206,6,23,107,109,13,1,4,11,480,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 615","Val-d'Or",216,9,5,78,133,13,2,5,5,466,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 616","Val-d'Or",137,11,15,53,103,13,3,6,9,350,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 617","Val-d'Or",196,10,13,68,114,15,1,9,15,441,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 618","Val-d'Or",172,7,6,45,166,19,0,6,9,430,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 619","Malartic",233,9,12,92,156,17,2,9,18,548,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 620","Val-d'Or",277,6,18,74,159,8,2,5,9,558,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 621","Val-d'Or",185,10,10,75,158,10,1,7,11,467,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 622","Val-d'Or",167,6,9,61,122,19,2,6,9,401,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 623","Val-d'Or",228,8,16,107,191,16,1,6,13,586,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou"," 624","Val-d'Or",250,7,19,89,172,9,2,5,9,562,
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou",,Group 1/Groupe 1, 71,11,10,34,120,53,25,5,45,374,192
24001,"Abitibi--Baie-James--Nunavik--Eeyou/Abitibi--Baie-James--Nunavik--Eeyou",,Group 2/Groupe 2, 278,12,23,104,212,48,2,4,33,716,
