Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chey Craik,Isaiah Hunter,Talon Regent,Fraser Tolmie,David Craig Townsend,Katelyn Zimmer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 156","Avonlea",10,0,8,75,5,3,0,101,242
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 157","Milestone",23,2,50,263,3,16,0,357,494
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 158","Milestone",6,0,10,96,2,4,0,118,200
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 500","Mobile poll/Bureau itinérant",0,0,1,4,0,1,1,7,17
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 501","Mobile poll/Bureau itinérant",5,2,6,12,2,6,2,35,60
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 502","Mobile poll/Bureau itinérant",2,0,17,41,0,12,4,76,114
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 503","Mobile poll/Bureau itinérant",1,0,4,5,3,3,0,16,34
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 504","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,31
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 505","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 506","Mobile poll/Bureau itinérant",5,0,11,30,0,11,5,62,80
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 507","Mobile poll/Bureau itinérant",0,0,3,12,0,7,0,22,49
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 508","Mobile poll/Bureau itinérant",5,1,15,20,1,13,2,57,110
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 509","Mobile poll/Bureau itinérant",2,0,11,7,0,4,1,25,94
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 510","Mobile poll/Bureau itinérant",0,2,6,6,0,4,0,18,37
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 600","Colonsay",27,6,52,225,9,8,0,327,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 601","Allan--Clavet",41,6,80,356,14,27,0,524,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 602","Dundurn",73,6,116,470,21,30,3,719,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 603","Outlook",99,8,105,506,16,45,1,780,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 604","Kenaston",54,2,32,136,16,10,0,250,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 605","Watrous",53,5,114,552,12,41,1,778,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 606","Lanigan",57,4,50,412,14,43,3,583,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 607","Semans--Nokomis",6,0,5,47,0,2,0,60,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 608","Davidson--Elbow",34,5,35,340,9,18,0,441,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 609","Marquis",41,3,22,203,4,9,2,284,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 610","Craik--Alice Beach",36,3,23,184,10,3,1,260,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 611","Strasbourg",41,7,74,396,15,31,3,567,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 612","Lumsden",116,13,204,805,25,127,5,1295,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 613","Moose Jaw",196,11,399,795,10,81,4,1496,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 614","Moose Jaw",146,10,249,861,13,87,4,1370,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 615","Moose Jaw",121,7,250,640,10,70,2,1100,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 616","Moose Jaw",169,8,289,460,15,67,5,1013,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 617","Moose Jaw",181,14,372,551,18,83,5,1224,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 618","Rouleau",45,2,52,340,11,18,1,469,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 619","Crestwynd",25,3,29,293,10,13,1,374,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan",,Group 1/Groupe 1, 42,10,98,272,9,43,29,503,77
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan",,Group 2/Groupe 2, 120,13,571,857,30,175,37,1803,
