Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Dunlop,Brendan Hanley,Lenore Morris,Jonas Jacot Smith,Lisa Vollans-Leduc,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
60001,"Yukon/Yukon"," 1","Old Crow",1,23,0,3,9,0,36,179
60001,"Yukon/Yukon"," 2A","Dawson",31,40,17,32,65,3,188,467
60001,"Yukon/Yukon"," 2B","Dawson",49,27,6,29,53,2,166,404
60001,"Yukon/Yukon"," 2C","Dawson",44,51,10,17,58,0,180,447
60001,"Yukon/Yukon"," 2D","Dawson",29,31,7,35,61,0,163,445
60001,"Yukon/Yukon"," 3","Beaver Creek",6,6,2,0,10,0,24,78
60001,"Yukon/Yukon"," 4","Mayo",33,41,7,17,62,1,161,420
60001,"Yukon/Yukon"," 5","Pelly Crossing",14,29,0,1,15,0,59,278
60001,"Yukon/Yukon"," 6","Burwash Landing",5,8,0,7,19,1,40,121
60001,"Yukon/Yukon"," 7","Carmacks",34,43,5,11,28,0,121,391
60001,"Yukon/Yukon"," 8","Faro",58,32,11,36,15,2,154,344
60001,"Yukon/Yukon"," 9A","Haines Junction",23,58,6,18,38,1,144,366
60001,"Yukon/Yukon"," 9B","Haines Junction",50,56,7,20,25,0,158,399
60001,"Yukon/Yukon"," 10A","Takhini",70,46,10,31,45,0,202,260
60001,"Yukon/Yukon"," 10B","Takhini",63,41,12,35,31,0,182,284
60001,"Yukon/Yukon"," 10C","Takhini",74,56,11,28,38,0,207,294
60001,"Yukon/Yukon"," 10D","Takhini",84,56,16,35,52,3,246,309
60001,"Yukon/Yukon"," 11A","Whitehorse ",Merged with No./Fusionné avec le n°10A,,,,,,,164
60001,"Yukon/Yukon"," 11B","Whitehorse ",Merged with No./Fusionné avec le n°10B,,,,,,,126
60001,"Yukon/Yukon"," 11C","Whitehorse ",Merged with No./Fusionné avec le n°10C,,,,,,,142
60001,"Yukon/Yukon"," 11D","Whitehorse ",Merged with No./Fusionné avec le n°10D,,,,,,,157
60001,"Yukon/Yukon"," 12","Ross River",14,15,1,12,21,1,64,293
60001,"Yukon/Yukon"," 13A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,63
60001,"Yukon/Yukon"," 13B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,42
60001,"Yukon/Yukon"," 13C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,34
60001,"Yukon/Yukon"," 13D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,40
60001,"Yukon/Yukon"," 13E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,36
60001,"Yukon/Yukon"," 13F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,25
60001,"Yukon/Yukon"," 13G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,44
60001,"Yukon/Yukon"," 13H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,24
60001,"Yukon/Yukon"," 13I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,33
60001,"Yukon/Yukon"," 13J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,30
60001,"Yukon/Yukon"," 13K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,25
60001,"Yukon/Yukon"," 14A","Whitehorse",74,68,9,37,79,1,268,98
60001,"Yukon/Yukon"," 14B","Whitehorse",66,78,13,37,65,0,259,73
60001,"Yukon/Yukon"," 14C","Whitehorse",77,64,10,29,45,2,227,80
60001,"Yukon/Yukon"," 14D","Whitehorse",79,51,5,31,42,0,208,64
60001,"Yukon/Yukon"," 14E","Whitehorse",60,57,6,29,53,1,206,72
60001,"Yukon/Yukon"," 14F","Whitehorse",59,64,15,29,44,1,212,79
60001,"Yukon/Yukon"," 14G","Whitehorse",43,49,6,18,39,2,157,48
60001,"Yukon/Yukon"," 14H","Whitehorse",34,21,2,11,20,2,90,30
60001,"Yukon/Yukon"," 14I","Whitehorse",49,48,17,25,63,3,205,82
60001,"Yukon/Yukon"," 14J","Whitehorse",33,32,5,11,29,0,110,41
60001,"Yukon/Yukon"," 14K","Whitehorse",52,37,2,16,26,3,136,34
60001,"Yukon/Yukon"," 15A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,65
60001,"Yukon/Yukon"," 15B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,71
60001,"Yukon/Yukon"," 15C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,68
60001,"Yukon/Yukon"," 15D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,71
60001,"Yukon/Yukon"," 15E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,55
60001,"Yukon/Yukon"," 15F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,47
60001,"Yukon/Yukon"," 15G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,45
60001,"Yukon/Yukon"," 15H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,28
60001,"Yukon/Yukon"," 15I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,61
60001,"Yukon/Yukon"," 15J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,29
60001,"Yukon/Yukon"," 15K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,31
60001,"Yukon/Yukon"," 16A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,73
60001,"Yukon/Yukon"," 16B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,55
60001,"Yukon/Yukon"," 16C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,56
60001,"Yukon/Yukon"," 16D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,56
60001,"Yukon/Yukon"," 16E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,41
60001,"Yukon/Yukon"," 16F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,60
60001,"Yukon/Yukon"," 16G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,30
60001,"Yukon/Yukon"," 16H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,24
60001,"Yukon/Yukon"," 16I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,32
60001,"Yukon/Yukon"," 16J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,39
60001,"Yukon/Yukon"," 16K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,25
60001,"Yukon/Yukon"," 17A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,37
60001,"Yukon/Yukon"," 17B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,34
60001,"Yukon/Yukon"," 17C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,23
60001,"Yukon/Yukon"," 17D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,31
60001,"Yukon/Yukon"," 17E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,35
60001,"Yukon/Yukon"," 17F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,30
60001,"Yukon/Yukon"," 17G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,30
60001,"Yukon/Yukon"," 17H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,6
60001,"Yukon/Yukon"," 17I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,24
60001,"Yukon/Yukon"," 17J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,9
60001,"Yukon/Yukon"," 17K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,27
60001,"Yukon/Yukon"," 18A","Whitehorse",64,71,11,26,42,0,214,472
60001,"Yukon/Yukon"," 18B","Whitehorse",55,93,11,24,52,1,236,445
60001,"Yukon/Yukon"," 18C","Whitehorse",48,80,2,26,38,1,195,415
60001,"Yukon/Yukon"," 19A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,36
60001,"Yukon/Yukon"," 19B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,46
60001,"Yukon/Yukon"," 19C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,43
60001,"Yukon/Yukon"," 19D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,28
60001,"Yukon/Yukon"," 19E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,36
60001,"Yukon/Yukon"," 19F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,46
60001,"Yukon/Yukon"," 19G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,20
60001,"Yukon/Yukon"," 19H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,10
60001,"Yukon/Yukon"," 19I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,35
60001,"Yukon/Yukon"," 19J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,24
60001,"Yukon/Yukon"," 19K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,35
60001,"Yukon/Yukon"," 20A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,50
60001,"Yukon/Yukon"," 20B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,38
60001,"Yukon/Yukon"," 20C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,35
60001,"Yukon/Yukon"," 20D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,44
60001,"Yukon/Yukon"," 20E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,38
60001,"Yukon/Yukon"," 20F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,30
60001,"Yukon/Yukon"," 20G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,22
60001,"Yukon/Yukon"," 20H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,13
60001,"Yukon/Yukon"," 20I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,24
60001,"Yukon/Yukon"," 20J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,23
60001,"Yukon/Yukon"," 20K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,20
60001,"Yukon/Yukon"," 21A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,55
60001,"Yukon/Yukon"," 21B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,50
60001,"Yukon/Yukon"," 21C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,26
60001,"Yukon/Yukon"," 21D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,34
60001,"Yukon/Yukon"," 21E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,35
60001,"Yukon/Yukon"," 21F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,35
60001,"Yukon/Yukon"," 21G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,27
60001,"Yukon/Yukon"," 21H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,19
60001,"Yukon/Yukon"," 21I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,31
60001,"Yukon/Yukon"," 21J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,19
60001,"Yukon/Yukon"," 21K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,29
60001,"Yukon/Yukon"," 22A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,52
60001,"Yukon/Yukon"," 22B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,74
60001,"Yukon/Yukon"," 22C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,57
60001,"Yukon/Yukon"," 22D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,53
60001,"Yukon/Yukon"," 22E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,41
60001,"Yukon/Yukon"," 22F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,65
60001,"Yukon/Yukon"," 22G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,49
60001,"Yukon/Yukon"," 22H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,12
60001,"Yukon/Yukon"," 22I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,51
60001,"Yukon/Yukon"," 22J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,35
60001,"Yukon/Yukon"," 22K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,42
60001,"Yukon/Yukon"," 23A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,27
60001,"Yukon/Yukon"," 23B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,43
60001,"Yukon/Yukon"," 23C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,36
60001,"Yukon/Yukon"," 23D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,15
60001,"Yukon/Yukon"," 23E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,32
60001,"Yukon/Yukon"," 23F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,33
60001,"Yukon/Yukon"," 23G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,13
60001,"Yukon/Yukon"," 23H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,5
60001,"Yukon/Yukon"," 23I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,18
60001,"Yukon/Yukon"," 23J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,10
60001,"Yukon/Yukon"," 23K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,11
60001,"Yukon/Yukon"," 24A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,71
60001,"Yukon/Yukon"," 24B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,55
60001,"Yukon/Yukon"," 24C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,68
60001,"Yukon/Yukon"," 24D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,73
60001,"Yukon/Yukon"," 24E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,69
60001,"Yukon/Yukon"," 24F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,65
60001,"Yukon/Yukon"," 24G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,55
60001,"Yukon/Yukon"," 24H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,21
60001,"Yukon/Yukon"," 24I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,65
60001,"Yukon/Yukon"," 24J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,34
60001,"Yukon/Yukon"," 24K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,39
60001,"Yukon/Yukon"," 25A","Whitehorse",Merged with No./Fusionné avec le n°14A,,,,,,,27
60001,"Yukon/Yukon"," 25B","Whitehorse",Merged with No./Fusionné avec le n°14B,,,,,,,43
60001,"Yukon/Yukon"," 25C","Whitehorse",Merged with No./Fusionné avec le n°14C,,,,,,,35
60001,"Yukon/Yukon"," 25D","Whitehorse",Merged with No./Fusionné avec le n°14D,,,,,,,37
60001,"Yukon/Yukon"," 25E","Whitehorse",Merged with No./Fusionné avec le n°14E,,,,,,,30
60001,"Yukon/Yukon"," 25F","Whitehorse",Merged with No./Fusionné avec le n°14F,,,,,,,34
60001,"Yukon/Yukon"," 25G","Whitehorse",Merged with No./Fusionné avec le n°14G,,,,,,,28
60001,"Yukon/Yukon"," 25H","Whitehorse",Merged with No./Fusionné avec le n°14H,,,,,,,17
60001,"Yukon/Yukon"," 25I","Whitehorse",Merged with No./Fusionné avec le n°14I,,,,,,,26
60001,"Yukon/Yukon"," 25J","Whitehorse",Merged with No./Fusionné avec le n°14J,,,,,,,17
60001,"Yukon/Yukon"," 25K","Whitehorse",Merged with No./Fusionné avec le n°14K,,,,,,,35
60001,"Yukon/Yukon"," 26A","Whitehorse",28,58,10,9,48,1,154,127
60001,"Yukon/Yukon"," 26B","Whitehorse",35,71,9,22,65,0,202,116
60001,"Yukon/Yukon"," 26C","Whitehorse",22,54,8,13,51,2,150,119
60001,"Yukon/Yukon"," 26D","Whitehorse",29,97,17,19,76,1,239,130
60001,"Yukon/Yukon"," 27A","Whitehorse",Merged with No./Fusionné avec le n°26A,,,,,,,114
60001,"Yukon/Yukon"," 27B","Whitehorse",Merged with No./Fusionné avec le n°26B,,,,,,,125
60001,"Yukon/Yukon"," 27C","Whitehorse",Merged with No./Fusionné avec le n°26C,,,,,,,77
60001,"Yukon/Yukon"," 27D","Whitehorse",Merged with No./Fusionné avec le n°26D,,,,,,,112
60001,"Yukon/Yukon"," 28A","Whitehorse",Merged with No./Fusionné avec le n°26A,,,,,,,80
60001,"Yukon/Yukon"," 28B","Whitehorse",Merged with No./Fusionné avec le n°26B,,,,,,,100
60001,"Yukon/Yukon"," 28C","Whitehorse",Merged with No./Fusionné avec le n°26C,,,,,,,78
60001,"Yukon/Yukon"," 28D","Whitehorse",Merged with No./Fusionné avec le n°26D,,,,,,,111
60001,"Yukon/Yukon"," 29A","Whitehorse",Merged with No./Fusionné avec le n°26A,,,,,,,72
60001,"Yukon/Yukon"," 29B","Whitehorse",Merged with No./Fusionné avec le n°26B,,,,,,,80
60001,"Yukon/Yukon"," 29C","Whitehorse",Merged with No./Fusionné avec le n°26C,,,,,,,65
60001,"Yukon/Yukon"," 29D","Whitehorse",Merged with No./Fusionné avec le n°26D,,,,,,,107
60001,"Yukon/Yukon"," 30A","Whitehorse",Merged with No./Fusionné avec le n°26A,,,,,,,67
60001,"Yukon/Yukon"," 30B","Whitehorse",Merged with No./Fusionné avec le n°26B,,,,,,,90
60001,"Yukon/Yukon"," 30C","Whitehorse",Merged with No./Fusionné avec le n°26C,,,,,,,53
60001,"Yukon/Yukon"," 30D","Whitehorse",Merged with No./Fusionné avec le n°26D,,,,,,,111
60001,"Yukon/Yukon"," 31A","Whitehorse",Merged with No./Fusionné avec le n°33A,,,,,,,146
60001,"Yukon/Yukon"," 31B","Whitehorse",Merged with No./Fusionné avec le n°33B,,,,,,,100
60001,"Yukon/Yukon"," 31C","Whitehorse",Merged with No./Fusionné avec le n°33C,,,,,,,65
60001,"Yukon/Yukon"," 31D","Whitehorse",Merged with No./Fusionné avec le n°33D,,,,,,,137
60001,"Yukon/Yukon"," 32A","Whitehorse",Merged with No./Fusionné avec le n°33A,,,,,,,100
60001,"Yukon/Yukon"," 32B","Whitehorse",Merged with No./Fusionné avec le n°33B,,,,,,,96
60001,"Yukon/Yukon"," 32C","Whitehorse",Merged with No./Fusionné avec le n°33C,,,,,,,108
60001,"Yukon/Yukon"," 32D","Whitehorse",Merged with No./Fusionné avec le n°33D,,,,,,,86
60001,"Yukon/Yukon"," 33A","Whitehorse",50,87,10,22,75,3,247,177
60001,"Yukon/Yukon"," 33B","Whitehorse",62,74,6,35,62,1,240,149
60001,"Yukon/Yukon"," 33C","Whitehorse",60,88,7,27,56,0,238,187
60001,"Yukon/Yukon"," 33D","Whitehorse",40,99,6,24,51,0,220,167
60001,"Yukon/Yukon"," 34A","Whitehorse",Merged with No./Fusionné avec le n°33A,,,,,,,89
60001,"Yukon/Yukon"," 34B","Whitehorse",Merged with No./Fusionné avec le n°33B,,,,,,,127
60001,"Yukon/Yukon"," 34C","Whitehorse",Merged with No./Fusionné avec le n°33C,,,,,,,86
60001,"Yukon/Yukon"," 34D","Whitehorse",Merged with No./Fusionné avec le n°33D,,,,,,,93
60001,"Yukon/Yukon"," 35A","Whitehorse",Merged with No./Fusionné avec le n°33A,,,,,,,85
60001,"Yukon/Yukon"," 35B","Whitehorse",Merged with No./Fusionné avec le n°33B,,,,,,,90
60001,"Yukon/Yukon"," 35C","Whitehorse",Merged with No./Fusionné avec le n°33C,,,,,,,107
60001,"Yukon/Yukon"," 35D","Whitehorse",Merged with No./Fusionné avec le n°33D,,,,,,,91
60001,"Yukon/Yukon"," 36A","Whitehorse",Merged with No./Fusionné avec le n°40A,,,,,,,118
60001,"Yukon/Yukon"," 36B","Whitehorse",Merged with No./Fusionné avec le n°40B,,,,,,,104
60001,"Yukon/Yukon"," 36C","Whitehorse",Merged with No./Fusionné avec le n°40C,,,,,,,68
60001,"Yukon/Yukon"," 36D","Whitehorse",Merged with No./Fusionné avec le n°40D,,,,,,,54
60001,"Yukon/Yukon"," 36E","Whitehorse",Merged with No./Fusionné avec le n°40E,,,,,,,103
60001,"Yukon/Yukon"," 37A","Whitehorse",Merged with No./Fusionné avec le n°40A,,,,,,,67
60001,"Yukon/Yukon"," 37B","Whitehorse",Merged with No./Fusionné avec le n°40B,,,,,,,81
60001,"Yukon/Yukon"," 37C","Whitehorse",Merged with No./Fusionné avec le n°40C,,,,,,,77
60001,"Yukon/Yukon"," 37D","Whitehorse",Merged with No./Fusionné avec le n°40D,,,,,,,58
60001,"Yukon/Yukon"," 37E","Whitehorse",Merged with No./Fusionné avec le n°40E,,,,,,,83
60001,"Yukon/Yukon"," 38A","Whitehorse",Merged with No./Fusionné avec le n°40A,,,,,,,83
60001,"Yukon/Yukon"," 38B","Whitehorse",Merged with No./Fusionné avec le n°40B,,,,,,,79
60001,"Yukon/Yukon"," 38C","Whitehorse",Merged with No./Fusionné avec le n°40C,,,,,,,73
60001,"Yukon/Yukon"," 38D","Whitehorse",Merged with No./Fusionné avec le n°40D,,,,,,,51
60001,"Yukon/Yukon"," 38E","Whitehorse",Merged with No./Fusionné avec le n°40E,,,,,,,84
60001,"Yukon/Yukon"," 39A","Whitehorse",Merged with No./Fusionné avec le n°40A,,,,,,,106
60001,"Yukon/Yukon"," 39B","Whitehorse",Merged with No./Fusionné avec le n°40B,,,,,,,126
60001,"Yukon/Yukon"," 39C","Whitehorse",Merged with No./Fusionné avec le n°40C,,,,,,,105
60001,"Yukon/Yukon"," 39D","Whitehorse",Merged with No./Fusionné avec le n°40D,,,,,,,96
60001,"Yukon/Yukon"," 39E","Whitehorse",Merged with No./Fusionné avec le n°40E,,,,,,,143
60001,"Yukon/Yukon"," 40A","Whitehorse",64,109,7,23,43,0,246,140
60001,"Yukon/Yukon"," 40B","Whitehorse",80,66,7,29,44,1,227,154
60001,"Yukon/Yukon"," 40C","Whitehorse",62,58,6,18,30,0,174,141
60001,"Yukon/Yukon"," 40D","Whitehorse",58,67,10,17,37,0,189,127
60001,"Yukon/Yukon"," 40E","Whitehorse",65,67,7,35,34,0,208,152
60001,"Yukon/Yukon"," 41A","Whitehorse",40,69,12,14,43,0,178,69
60001,"Yukon/Yukon"," 41B","Whitehorse",38,57,10,15,41,0,161,76
60001,"Yukon/Yukon"," 41C","Whitehorse",43,70,10,24,62,3,212,88
60001,"Yukon/Yukon"," 41D","Whitehorse",36,68,10,18,41,0,173,89
60001,"Yukon/Yukon"," 41E","Whitehorse",36,71,5,13,59,2,186,56
