Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leona Alleslev,Janice Hagan,Serge Korovitsyn,Anthony Siskos,Leah Taylor Roy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 90B","Richmond Hill",56,6,2,8,54,3,129,203
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 91A","Richmond Hill",Merged with No./Fusionné avec le n°92A,,,,,,,226
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 91B","Richmond Hill",Merged with No./Fusionné avec le n°90B,,,,,,,160
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 92A","Richmond Hill",94,16,3,6,67,7,193,260
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 92B","Richmond Hill",Merged with No./Fusionné avec le n°90B,,,,,,,193
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 93A","Richmond Hill",Merged with No./Fusionné avec le n°96A,,,,,,,230
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 93B","Richmond Hill",Merged with No./Fusionné avec le n°96B,,,,,,,189
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 94A","Richmond Hill",Merged with No./Fusionné avec le n°96A,,,,,,,251
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 94B","Richmond Hill",Merged with No./Fusionné avec le n°96B,,,,,,,171
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 95A","Richmond Hill",Merged with No./Fusionné avec le n°96A,,,,,,,211
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 95B","Richmond Hill",Merged with No./Fusionné avec le n°96B,,,,,,,156
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 96A","Richmond Hill",121,23,3,17,97,5,266,253
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 96B","Richmond Hill",66,14,2,10,91,8,191,200
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 97A","Richmond Hill",Merged with No./Fusionné avec le n°113A,,,,,,,225
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 97B","Richmond Hill",Merged with No./Fusionné avec le n°112B,,,,,,,185
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 98A","Richmond Hill",94,10,8,5,72,0,189,282
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 98B","Richmond Hill",85,5,2,6,80,1,179,266
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 99A","Richmond Hill",Merged with No./Fusionné avec le n°98A,,,,,,,269
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 99B","Richmond Hill",Merged with No./Fusionné avec le n°98B,,,,,,,210
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 100A","Richmond Hill",83,14,1,5,112,1,216,302
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 100B","Richmond Hill",56,7,3,5,96,1,168,272
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 101A","Richmond Hill",Merged with No./Fusionné avec le n°100A,,,,,,,251
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 101B","Richmond Hill",Merged with No./Fusionné avec le n°100B,,,,,,,214
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 102A","Richmond Hill",Merged with No./Fusionné avec le n°100A,,,,,,,247
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 102B","Richmond Hill",Merged with No./Fusionné avec le n°100B,,,,,,,186
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 103A","Richmond Hill",Merged with No./Fusionné avec le n°104A,,,,,,,280
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 103B","Richmond Hill",Merged with No./Fusionné avec le n°104B,,,,,,,253
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 104A","Richmond Hill",93,26,6,7,80,0,212,338
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 104B","Richmond Hill",65,10,5,9,106,3,198,304
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 105A","Richmond Hill",93,22,3,9,137,3,267,800
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 105B","Richmond Hill",61,13,2,8,72,1,157,578
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 106A","Richmond Hill",Merged with No./Fusionné avec le n°104A,,,,,,,251
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 106B","Richmond Hill",Merged with No./Fusionné avec le n°104B,,,,,,,185
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 107A","Richmond Hill",Merged with No./Fusionné avec le n°109A,,,,,,,232
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 107B","Richmond Hill",Merged with No./Fusionné avec le n°109B,,,,,,,193
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 108A","Richmond Hill",Merged with No./Fusionné avec le n°109A,,,,,,,183
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 108B","Richmond Hill",Merged with No./Fusionné avec le n°109B,,,,,,,179
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 109A","Richmond Hill",61,18,0,7,76,2,164,291
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 109B","Richmond Hill",54,12,1,8,66,3,144,227
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 110A","Richmond Hill",64,11,2,4,78,2,161,351
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 110B","Richmond Hill",67,9,1,8,65,1,151,246
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 111A","Richmond Hill",Merged with No./Fusionné avec le n°110A,,,,,,,229
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 111B","Richmond Hill",Merged with No./Fusionné avec le n°110B,,,,,,,194
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 112A","Richmond Hill",Merged with No./Fusionné avec le n°113A,,,,,,,241
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 112B","Richmond Hill",69,11,2,6,63,2,153,204
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 113A","Richmond Hill",84,9,0,7,97,5,202,286
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 113B","Richmond Hill",Merged with No./Fusionné avec le n°112B,,,,,,,152
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 114A","Richmond Hill",Merged with No./Fusionné avec le n°115A,,,,,,,236
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 114B","Richmond Hill",Merged with No./Fusionné avec le n°116B,,,,,,,210
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 115A","Richmond Hill",89,15,3,4,107,3,221,273
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 115B","Richmond Hill",Merged with No./Fusionné avec le n°116B,,,,,,,188
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 116A","Richmond Hill",Merged with No./Fusionné avec le n°115A,,,,,,,273
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 116B","Richmond Hill",78,8,3,6,81,4,180,235
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 117A","Richmond Hill",92,8,2,11,86,1,200,286
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 117B","Richmond Hill",Merged with No./Fusionné avec le n°118B,,,,,,,182
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 118A","Richmond Hill",Merged with No./Fusionné avec le n°117A,,,,,,,248
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 118B","Richmond Hill",67,14,4,7,75,2,169,226
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 119A","Richmond Hill",Merged with No./Fusionné avec le n°117A,,,,,,,266
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 119B","Richmond Hill",Merged with No./Fusionné avec le n°118B,,,,,,,183
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 120A","Richmond Hill",Merged with No./Fusionné avec le n°122A,,,,,,,226
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 120B","Richmond Hill",Merged with No./Fusionné avec le n°122B,,,,,,,238
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 121A","Richmond Hill",Merged with No./Fusionné avec le n°122A,,,,,,,161
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 121B","Richmond Hill",Merged with No./Fusionné avec le n°122B,,,,,,,202
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 122A","Richmond Hill",91,9,4,5,73,0,182,292
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 122B","Richmond Hill",92,21,7,4,75,0,199,266
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 123A","Richmond Hill",Merged with No./Fusionné avec le n°127A,,,,,,,196
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 123B","Richmond Hill",Merged with No./Fusionné avec le n°127B,,,,,,,157
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 124A","Richmond Hill",Merged with No./Fusionné avec le n°110A,,,,,,,192
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 124B","Richmond Hill",Merged with No./Fusionné avec le n°110B,,,,,,,163
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 125A","Richmond Hill",Merged with No./Fusionné avec le n°127A,,,,,,,221
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 125B","Richmond Hill",Merged with No./Fusionné avec le n°127B,,,,,,,150
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 126A","Richmond Hill",Merged with No./Fusionné avec le n°127A,,,,,,,208
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 126B","Richmond Hill",Merged with No./Fusionné avec le n°127B,,,,,,,185
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 127A","Richmond Hill",111,21,4,8,127,0,271,259
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 127B","Richmond Hill",78,21,3,11,90,0,203,206
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 128A","Richmond Hill",Merged with No./Fusionné avec le n°130A,,,,,,,217
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 128B","Richmond Hill",85,23,2,10,105,3,228,234
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 129A","Richmond Hill",Merged with No./Fusionné avec le n°130A,,,,,,,253
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 129B","Richmond Hill",Merged with No./Fusionné avec le n°128B,,,,,,,208
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 130A","Richmond Hill",79,16,5,11,118,3,232,311
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 130B","Richmond Hill",Merged with No./Fusionné avec le n°128B,,,,,,,212
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 131A","Richmond Hill",62,27,2,14,87,1,193,261
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 131B","Richmond Hill",44,5,6,3,73,0,131,250
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 132A","Richmond Hill",Merged with No./Fusionné avec le n°131A,,,,,,,256
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 132B","Richmond Hill",Merged with No./Fusionné avec le n°131B,,,,,,,171
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 133A","Richmond Hill",Merged with No./Fusionné avec le n°131A,,,,,,,237
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 133B","Richmond Hill",Merged with No./Fusionné avec le n°131B,,,,,,,182
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 134A","Richmond Hill",Merged with No./Fusionné avec le n°135A,,,,,,,182
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 134B","Richmond Hill",Merged with No./Fusionné avec le n°135B,,,,,,,198
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 135A","Richmond Hill",68,15,5,9,71,1,169,281
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 135B","Richmond Hill",61,18,3,7,89,3,181,251
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 136A","Richmond Hill",77,9,3,5,116,4,214,300
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 136B","Richmond Hill",70,11,3,6,99,4,193,246
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 137A","Richmond Hill",Merged with No./Fusionné avec le n°136A,,,,,,,251
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 137B","Richmond Hill",Merged with No./Fusionné avec le n°136B,,,,,,,199
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 138A","Richmond Hill",Merged with No./Fusionné avec le n°136A,,,,,,,284
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 138B","Richmond Hill",Merged with No./Fusionné avec le n°136B,,,,,,,189
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 139A","Richmond Hill",Merged with No./Fusionné avec le n°140A,,,,,,,228
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 139B","Richmond Hill",Merged with No./Fusionné avec le n°165B,,,,,,,212
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 140A","Richmond Hill",93,25,2,3,88,0,211,295
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 140B","Richmond Hill",Merged with No./Fusionné avec le n°165B,,,,,,,228
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 141A","Richmond Hill",Merged with No./Fusionné avec le n°135A,,,,,,,214
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 141B","Richmond Hill",Merged with No./Fusionné avec le n°135B,,,,,,,224
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 142A","Richmond Hill",Merged with No./Fusionné avec le n°143A,,,,,,,217
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 142B","Richmond Hill",Merged with No./Fusionné avec le n°143B,,,,,,,192
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 143A","Richmond Hill",60,12,5,4,98,1,180,258
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 143B","Richmond Hill",55,12,0,4,90,2,163,249
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 144A","Richmond Hill",Merged with No./Fusionné avec le n°143A,,,,,,,243
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 144B","Richmond Hill",Merged with No./Fusionné avec le n°143B,,,,,,,200
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 145A","Richmond Hill",Merged with No./Fusionné avec le n°146A,,,,,,,252
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 145B","Richmond Hill",Merged with No./Fusionné avec le n°146B,,,,,,,180
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 146A","Richmond Hill",83,27,4,10,97,4,225,291
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 146B","Richmond Hill",48,9,2,9,92,1,161,238
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 147A","Richmond Hill",Merged with No./Fusionné avec le n°146A,,,,,,,240
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 147B","Richmond Hill",Merged with No./Fusionné avec le n°146B,,,,,,,155
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 148A","Richmond Hill",Merged with No./Fusionné avec le n°149A,,,,,,,207
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 148B","Richmond Hill",Merged with No./Fusionné avec le n°149B,,,,,,,144
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 149A","Richmond Hill",90,23,1,4,101,1,220,278
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 149B","Richmond Hill",68,12,1,1,107,3,192,202
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 150A","Richmond Hill",Merged with No./Fusionné avec le n°149A,,,,,,,215
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 150B","Richmond Hill",Merged with No./Fusionné avec le n°149B,,,,,,,184
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 151A","Richmond Hill",Merged with No./Fusionné avec le n°149A,,,,,,,201
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 151B","Richmond Hill",Merged with No./Fusionné avec le n°149B,,,,,,,179
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 152A","Richmond Hill",77,17,2,4,104,3,207,309
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 152B","Richmond Hill",Merged with No./Fusionné avec le n°153B,,,,,,,189
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 153A","Richmond Hill",Merged with No./Fusionné avec le n°152A,,,,,,,289
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 153B","Richmond Hill",57,4,1,3,74,6,145,230
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 154A","Richmond Hill",Merged with No./Fusionné avec le n°152A,,,,,,,230
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 154B","Richmond Hill",Merged with No./Fusionné avec le n°153B,,,,,,,163
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 155A","Richmond Hill",65,23,5,2,130,3,228,309
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 155B","Richmond Hill",Merged with No./Fusionné avec le n°156B,,,,,,,196
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 156A","Richmond Hill",Merged with No./Fusionné avec le n°155A,,,,,,,269
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 156B","Richmond Hill",62,15,2,5,72,2,158,246
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 157A","Richmond Hill",Merged with No./Fusionné avec le n°155A,,,,,,,306
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 157B","Richmond Hill",Merged with No./Fusionné avec le n°156B,,,,,,,211
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 158A","Richmond Hill",69,25,1,5,80,2,182,318
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 158B","Richmond Hill",Merged with No./Fusionné avec le n°159B,,,,,,,239
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 159A","Richmond Hill",Merged with No./Fusionné avec le n°158A,,,,,,,239
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 159B","Mobile poll/Bureau itinérant",64,16,8,5,69,1,163,256
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 159C","Mobile poll/Bureau itinérant",46,6,2,1,62,3,120,118
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 160A","Richmond Hill",Merged with No./Fusionné avec le n°158A,,,,,,,261
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 160B","Richmond Hill",Merged with No./Fusionné avec le n°159B,,,,,,,216
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 161A","Richmond Hill",Merged with No./Fusionné avec le n°162A,,,,,,,266
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 161B","Richmond Hill",55,7,3,3,47,2,117,201
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 162A","Richmond Hill",74,13,5,4,92,2,190,279
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 162B","Richmond Hill",Merged with No./Fusionné avec le n°161B,,,,,,,201
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 163A","Richmond Hill",Merged with No./Fusionné avec le n°162A,,,,,,,203
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 163B","Richmond Hill",Merged with No./Fusionné avec le n°161B,,,,,,,176
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 164A","Richmond Hill",60,11,1,2,71,0,145,284
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 164B","Richmond Hill",52,18,2,2,62,0,136,277
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 165A","Richmond Hill",Merged with No./Fusionné avec le n°140A,,,,,,,277
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 165B","Richmond Hill",68,11,2,7,80,7,175,268
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 166A","Richmond Hill",Merged with No./Fusionné avec le n°168A,,,,,,,244
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 166B","Richmond Hill",75,20,8,7,91,4,205,252
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 167A","Richmond Hill",Merged with No./Fusionné avec le n°168A,,,,,,,192
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 167B","Richmond Hill",Merged with No./Fusionné avec le n°166B,,,,,,,219
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 168A","Richmond Hill",95,20,2,2,83,3,205,261
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 168B","Richmond Hill",Merged with No./Fusionné avec le n°166B,,,,,,,202
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",141,21,1,8,105,4,280,447
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",Merged with No./Fusionné avec le n°169,,,,,,,431
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 171A","Richmond Hill",Merged with No./Fusionné avec le n°164A,,,,,,,219
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 171B","Richmond Hill",Merged with No./Fusionné avec le n°164B,,,,,,,204
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 172A","Richmond Hill",Merged with No./Fusionné avec le n°164A,,,,,,,253
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 172B","Richmond Hill",Merged with No./Fusionné avec le n°164B,,,,,,,159
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 173A","Richmond Hill",Merged with No./Fusionné avec le n°175A,,,,,,,273
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 173B","Richmond Hill",78,8,5,1,75,0,167,257
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 174A","Richmond Hill",Merged with No./Fusionné avec le n°175A,,,,,,,228
