Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Anne Marie Anonsen,Linda Hogan,Churence Rogers,Sharon Vokey,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 202","Lewin's Cove--Salmonier",19,9,67,64,1,160,375
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 203","Corbin--Epworth",1,1,11,9,0,22,88
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 204","Frenchman's Cove",4,4,30,41,1,80,154
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 205","Garnish",16,10,91,95,4,216,482
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 206","Winterland",13,5,66,76,0,160,305
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 207","St. Lawrence",5,4,30,38,0,77,217
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 208","St. Lawrence",10,5,28,49,0,92,251
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 209","St. Lawrence",8,14,46,57,0,125,355
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 210","St. Lawrence",3,3,20,16,0,42,128
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 211","Lawn",18,2,90,151,3,264,525
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 212","Lord's Cove",2,4,30,33,1,70,126
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 213","Point au Gaul",1,1,12,18,0,32,61
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 214","Lamaline",5,1,44,40,0,90,210
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 215","Point May",7,7,28,55,0,97,193
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 216","Fortune",1,5,33,54,0,93,246
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 217","Fortune",6,4,31,21,0,62,228
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 218","Fortune",14,7,74,49,0,144,339
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 219","Fortune",3,6,54,53,0,116,299
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 220","Grand Bank",3,3,22,22,1,51,177
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 221","Grand Bank",4,7,38,43,1,93,276
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 222","Grand Bank",1,0,22,31,2,56,229
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 223","Grand Bank",3,3,43,33,0,82,255
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 224","Grand Bank",9,3,50,24,0,86,287
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 225","Grand Bank",8,8,41,38,0,95,281
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 226","Grand Bank",6,2,66,26,7,107,326
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 500","Mobile poll/Bureau itinérant",2,0,3,2,1,8,9
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 501","Mobile poll/Bureau itinérant",1,1,3,0,0,5,5
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 502","Mobile poll/Bureau itinérant",1,0,15,2,0,18,25
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 503","Mobile poll/Bureau itinérant",2,2,10,2,0,16,30
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 504","Mobile poll/Bureau itinérant",1,1,11,1,1,15,42
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 505","Mobile poll/Bureau itinérant",0,1,11,2,0,14,21
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 506","Mobile poll/Bureau itinérant",1,1,12,3,0,17,35
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 507","Mobile poll/Bureau itinérant",2,0,8,3,0,13,23
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 508","Mobile poll/Bureau itinérant",0,2,14,2,0,18,25
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 509","Mobile poll/Bureau itinérant",0,4,13,1,0,18,27
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 510","Mobile poll/Bureau itinérant",0,2,1,0,0,3,6
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 511","Mobile poll/Bureau itinérant",3,1,32,12,0,48,86
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 512","Mobile poll/Bureau itinérant",1,1,17,9,0,28,49
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 513","Mobile poll/Bureau itinérant",0,0,2,3,1,6,7
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 514","Mobile poll/Bureau itinérant",1,0,6,2,0,9,17
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 515","Mobile poll/Bureau itinérant",0,0,7,2,0,9,19
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 516","Mobile poll/Bureau itinérant",2,1,19,2,0,24,39
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 517","Mobile poll/Bureau itinérant",0,1,22,1,0,24,27
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 518","Mobile poll/Bureau itinérant",2,2,8,2,0,14,19
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 519","Mobile poll/Bureau itinérant",1,0,6,5,1,13,21
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 520","Mobile poll/Bureau itinérant",4,1,23,6,6,40,66
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 521","Mobile poll/Bureau itinérant",0,0,8,3,0,11,22
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 522","Mobile poll/Bureau itinérant",1,0,13,0,2,16,46
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 523","Mobile poll/Bureau itinérant",0,0,13,2,4,19,47
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 600","Carmanville",5,7,47,51,1,111,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 601","New-Wes-Valley",8,6,141,49,2,206,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 602","Gambo",30,9,132,80,3,254,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 603","Glovertown",37,23,178,209,0,447,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 604","Musgravetown",13,10,163,127,0,313,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 605","Bonavista",7,16,177,143,5,348,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 606","Trinity Bay North",8,8,67,79,0,162,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 607","Clarenville",62,28,408,323,13,834,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 608","North West Brook",9,4,66,56,0,135,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 609","Arnold's Cove",6,8,106,48,2,170,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 610","Norman's Cove-Long Cove",22,10,91,94,3,220,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 611","Dildo",25,6,170,108,5,314,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 612","Cavendish",18,2,84,40,0,144,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 613","Old Perlican",21,4,101,53,0,179,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 614","Terrenceville",1,3,15,29,1,49,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 615","Boat Harbour West",6,4,26,38,1,75,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 616","Burin",16,15,164,134,8,337,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 617","Marystown",33,28,265,256,22,604,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 618","St. Lawrence",7,7,91,78,1,184,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity"," 619","Grand Bank",13,10,186,143,19,371,
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity",,Group 1/Groupe 1, 15,10,77,158,7,267,27
10002,"Bonavista--Burin--Trinity/Bonavista--Burin--Trinity",,Group 2/Groupe 2, 99,20,639,478,27,1263,
