Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Wayne Allan,Frank Caputo,Iain Currie,Corally Delwo,Jesse McCormick,Bob O'Brien,Bill Sundhu,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 185A","Kamloops",0,67,7,2,29,0,25,1,131,386
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 185B","Kamloops",0,70,5,5,26,1,41,0,148,378
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 186","Kamloops",0,70,4,3,48,0,44,0,169,443
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 187","Kamloops",1,85,10,5,35,0,68,0,204,535
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 188","Kamloops",0,83,6,6,35,0,41,0,171,448
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 189","Kamloops",0,91,7,8,46,0,55,0,207,537
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 190","Kamloops",1,100,7,3,57,1,59,0,228,515
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 191","Pinantan Lake",0,98,5,24,30,1,43,0,201,333
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 192","Pinantan Lake",0,70,16,7,20,1,32,0,146,240
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 193","Kamloops",0,38,5,6,31,1,43,0,124,370
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 194","Kamloops",0,24,1,3,21,0,50,0,99,339
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 195","Kamloops",0,40,3,3,28,1,38,0,113,377
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 196","Kamloops",0,57,7,8,29,0,35,0,136,403
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 197","Kamloops",0,73,9,9,39,0,78,1,209,469
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 198","Kamloops",0,77,7,14,38,3,90,0,229,496
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 199","Kamloops",0,79,9,11,40,0,69,2,210,480
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 200","Kamloops",0,56,7,6,32,0,30,1,132,343
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 201","Kamloops",0,69,9,10,35,1,59,0,183,424
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 202","Kamloops",0,75,6,3,35,1,51,0,171,433
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 203","Kamloops",0,84,5,5,35,0,59,0,188,418
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 204","Kamloops",0,112,4,8,48,0,48,1,221,648
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 205","Kamloops",0,115,12,17,66,0,72,1,283,589
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 206A","Kamloops",0,37,2,4,22,0,42,0,107,337
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 206B","Kamloops",0,53,9,1,20,0,21,0,104,336
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 207","Kamloops",0,62,10,9,45,0,74,1,201,518
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 208","Kamloops",0,116,2,7,38,0,60,1,224,518
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 209A","Kamloops",0,102,12,9,32,0,51,0,206,428
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 209B","Kamloops",0,91,6,6,41,0,53,0,197,450
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 210","Kamloops",0,43,6,2,19,1,12,0,83,296
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 211A","Kamloops",0,48,4,7,12,0,32,0,103,303
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 211B","Kamloops",0,44,2,7,24,0,48,1,126,323
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 212","Kamloops",0,82,6,5,16,0,42,0,151,384
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 213","Kamloops",0,87,6,6,35,0,54,0,188,452
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 214","Kamloops",0,64,4,4,15,0,32,0,119,316
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 215","Kamloops",1,92,4,9,36,0,54,0,196,468
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 216","Kamloops",0,65,6,5,45,1,64,0,186,491
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 217","Kamloops",0,72,4,3,21,0,67,1,168,468
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 218","Kamloops",0,88,1,7,50,0,75,0,221,629
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 219","Kamloops",1,73,11,12,45,0,59,2,203,548
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 220","Kamloops",0,57,3,7,28,0,39,0,134,437
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 221","Kamloops",0,102,10,13,31,1,75,3,235,669
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 222","Kamloops",0,67,8,10,20,0,44,2,151,433
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 223","Kamloops",0,111,2,7,25,0,25,0,170,388
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 224A","Kamloops",0,62,4,2,25,0,31,0,124,359
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 224B","Kamloops",0,80,3,8,29,0,40,0,160,385
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 225","Campbell Creek",0,122,8,12,25,0,49,1,217,593
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 226","Pritchard ",1,114,7,24,19,0,21,1,187,383
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 227","Pritchard ",0,134,9,9,22,2,38,1,215,428
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 228","Pritchard ",0,74,4,14,16,0,23,1,132,284
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 229","Kamloops",0,87,5,14,33,2,62,1,204,546
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 230","Kamloops",0,53,7,20,32,0,34,0,146,450
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 231","Kamloops",1,67,6,3,27,0,41,0,145,475
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 232","Kamloops",0,61,5,3,20,1,43,0,133,323
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 233","Kamloops",0,110,5,6,37,0,46,0,204,529
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 234","Kamloops",0,100,10,11,27,0,35,1,184,406
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 235","Knutsford",0,107,5,7,31,2,41,1,194,384
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 236","Brigade Lake",0,65,9,1,19,1,21,1,117,201
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 237","Monte Lake",0,136,10,29,30,0,34,5,244,507
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 500","Mobile poll/Bureau itinérant",0,9,2,0,11,1,10,1,34,47
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 501","Mobile poll/Bureau itinérant",1,11,1,0,9,0,4,0,26,36
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 503","Mobile poll/Bureau itinérant",0,1,0,0,2,0,1,1,5,6
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 504","Mobile poll/Bureau itinérant",0,11,0,3,7,0,6,0,27,51
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 505","Mobile poll/Bureau itinérant",1,13,6,1,21,0,12,2,56,105
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 506","Mobile poll/Bureau itinérant",0,5,0,0,4,1,5,0,15,34
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 507","Mobile poll/Bureau itinérant",1,12,4,2,15,1,14,1,50,84
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 508","Mobile poll/Bureau itinérant",0,10,3,0,14,3,5,0,35,52
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 509","Mobile poll/Bureau itinérant",0,4,1,1,10,0,2,0,18,26
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 510","Mobile poll/Bureau itinérant",2,28,4,0,43,0,30,5,112,178
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 511","Mobile poll/Bureau itinérant",0,21,4,0,17,1,18,1,62,115
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 512","Mobile poll/Bureau itinérant",1,3,0,1,2,0,2,0,9,17
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 513","Mobile poll/Bureau itinérant",0,15,1,0,12,0,11,0,39,56
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 514","Mobile poll/Bureau itinérant",1,17,4,0,5,0,6,2,35,67
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 515","Kamloops",Merged with No./Fusionné avec le n°128,,,,,,,,,38
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 516","Mobile poll/Bureau itinérant",1,11,3,1,7,1,7,0,31,41
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 517","Mobile poll/Bureau itinérant",0,2,0,1,5,1,1,0,10,26
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 518","Mobile poll/Bureau itinérant",0,4,4,1,17,0,5,0,31,56
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 519","Mobile poll/Bureau itinérant",0,22,1,3,29,0,21,1,77,149
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 520","Mobile poll/Bureau itinérant",0,17,3,1,28,0,17,3,69,59
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 521","Mobile poll/Bureau itinérant",0,7,3,2,10,1,11,0,34,84
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 522","Mobile poll/Bureau itinérant",0,29,1,1,27,0,14,3,75,122
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 523","Mobile poll/Bureau itinérant",1,22,3,0,23,0,17,1,67,131
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 524","Mobile poll/Bureau itinérant",0,24,1,0,24,0,9,3,61,101
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 525","Mobile poll/Bureau itinérant",0,29,1,3,23,1,7,0,64,78
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 600","Clinton ",1,163,8,14,36,0,68,2,292,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 601","100 Mile House--70 Mile House",3,375,18,58,83,5,144,2,688,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 602","Lac la Hache ",1,443,21,114,134,2,187,1,903,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 603","Canim Lake",4,282,11,75,82,2,128,0,584,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 604","Blue River--Clearwater",1,455,33,86,122,3,170,1,871,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 605","Barrière--Little Fort",3,652,30,84,129,6,170,1,1075,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 606","Lone Butte",1,375,9,58,56,3,121,0,623,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 607","Kamloops ",4,659,43,67,258,5,361,3,1400,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 608","Kamloops ",4,423,27,95,204,5,367,0,1125,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 609","Kamloops ",1,618,46,99,239,3,416,1,1423,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 610","Kamloops ",3,670,45,108,257,6,328,4,1421,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 611","Kamloops ",0,347,18,70,79,2,137,3,656,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 612","Kamloops ",1,559,44,42,168,2,273,3,1092,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 613","Kamloops ",0,619,50,79,203,7,315,2,1275,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 614","Kamloops ",2,381,29,68,202,5,309,6,1002,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 615","Kamloops ",6,324,27,86,190,5,335,7,980,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 616","Kamloops ",0,525,72,56,317,6,424,2,1402,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 617","Kamloops ",1,533,40,56,283,0,400,6,1319,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 618","Kamloops ",1,289,60,52,229,2,431,24,1088,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 619","Kamloops ",0,689,37,71,177,1,331,1,1307,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 620","Kamloops ",2,681,20,45,255,4,348,4,1359,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 621","Kamloops ",1,580,66,69,333,4,429,5,1487,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 622","Kamloops ",3,788,47,112,172,3,289,6,1420,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 623","Kamloops ",6,568,20,75,118,2,148,4,941,
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo",,Group 1/Groupe 1, 1,267,25,35,95,2,182,30,637,149
59013,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo",,Group 2/Groupe 2, 7,2252,198,266,1087,14,1759,90,5673,
