Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eric Barnabé,Germain Dumas,Mélanie Gendron,Christel Marchand,Kristina Michaud,Louis-Éric Savoie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 178","Saint-François-d'Assise",2,9,4,1,44,28,5,93,200
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 179","Saint-Charles-Garnier",10,5,2,3,59,18,3,100,203
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 180","L'Ascension-de-Patapédia",0,4,3,1,32,28,2,70,139
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°5,,,,,,,,24
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°37,,,,,,,,11
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°38,,,,,,,,49
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°39,,,,,,,,41
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 504","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°40,,,,,,,,17
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°41,,,,,,,,31
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°49,,,,,,,,22
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°113,,,,,,,,13
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°119,,,,,,,,29
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°120,,,,,,,,16
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 510","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°121,,,,,,,,20
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 511","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°111,,,,,,,,19
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 512","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 513","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°129,,,,,,,,19
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 514","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°130,,,,,,,,53
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 515","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°131,,,,,,,,13
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 516","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°132,,,,,,,,20
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 517","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°138,,,,,,,,79
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 518","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°139,,,,,,,,80
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 519","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°147,,,,,,,,21
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 520","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°153,,,,,,,,16
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 521","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°141,,,,,,,,24
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 522","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°143,,,,,,,,8
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 523","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 524","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°75,,,,,,,,15
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 525","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 526","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°97,,,,,,,,8
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 527","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°98,,,,,,,,6
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 528","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°99,,,,,,,,77
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 529","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°98,,,,,,,,6
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 530","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°100,,,,,,,,21
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 531","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°164,,,,,,,,15
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 532","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°114,,,,,,,,19
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 533","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°115,,,,,,,,42
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 534","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°116,,,,,,,,61
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 535","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°92,,,,,,,,21
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 536","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93,,,,,,,,28
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 537","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°94,,,,,,,,9
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 538","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°175,,,,,,,,26
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 539","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°173,,,,,,,,11
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 540","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°134,,,,,,,,17
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 541","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°56,,,,,,,,27
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 542","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°83,,,,,,,,23
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 543","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°84,,,,,,,,5
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 544","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°62,,,,,,,,2
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 545","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°63,,,,,,,,50
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 546","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°64,,,,,,,,128
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 547","Mobile poll/Bureau itinérant",0,13,3,3,51,33,5,108,141
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 548","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140,,,,,,,,13
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 549","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°147,,,,,,,,20
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 550","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°144,,,,,,,,11
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 551","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140,,,,,,,,12
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 552","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°8,,,,,,,,15
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 553","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°154,,,,,,,,11
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 554","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°65,,,,,,,,12
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 600","Les Méchins",3,28,12,6,160,55,7,271,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 601","Matane",10,32,10,11,177,55,1,296,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 602","Rivière-Nouvelle",8,35,9,15,189,136,4,396,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 603","Carleton-sur-Mer",9,69,16,30,501,195,13,833,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 604","Maria",9,51,3,24,290,78,8,463,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 605","Pointe-à-la-Croix",5,33,15,29,91,144,5,322,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 606","Causapscal",11,24,8,10,257,93,7,410,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 607","Causapscal",3,12,7,2,135,40,2,201,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 608","Amqui",8,40,17,9,396,89,14,573,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 609","Amqui",7,30,7,6,321,67,2,440,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 610","Matane",15,76,28,18,519,234,9,899,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 611","Matane",14,63,16,20,396,167,16,692,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 612","Matane",10,66,8,21,438,149,2,694,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 613","Saint-Ulric",10,35,12,7,293,84,5,446,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 614","Sayabec",10,53,4,6,357,106,6,542,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 615","Amqui",11,39,7,12,207,49,5,330,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 616","Pointe-à-la-Croix",7,24,6,6,72,58,4,177,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 617","Saint-Gabriel",4,29,2,7,177,56,5,280,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 618","Mont-Joli",3,42,11,9,253,92,4,414,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 619","Mont-Joli",9,65,11,17,335,119,8,564,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 620","Price",6,47,11,10,224,75,7,380,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 621","Mont-Joli",7,62,14,14,383,143,11,634,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 622","Sainte-Luce",7,59,18,10,325,97,9,525,
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia",,Group 1/Groupe 1, 5,20,6,38,99,48,18,234,53
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia",,Group 2/Groupe 2, 20,121,39,31,615,512,53,1391,
