Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Katerina Anastasiadis,Kimberly Brundell,Laura Dupont,Ron McKinnon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 173","Port Coquitlam",51,7,54,82,0,194,742
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 174","Port Coquitlam",63,12,58,102,0,235,743
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 175","Port Coquitlam",34,8,65,71,3,181,458
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 176","Port Coquitlam",56,3,85,55,1,200,387
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 177","Port Coquitlam",84,12,115,68,0,279,595
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 178","Port Coquitlam",45,7,56,79,1,188,362
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 179","Port Coquitlam",71,8,73,86,1,239,550
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 180","Port Coquitlam",80,12,72,54,0,218,519
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 181","Port Coquitlam",67,10,81,88,3,249,608
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 182","Port Coquitlam",59,2,52,95,0,208,451
59008,"Coquitlam--Port Coquitlam/Coquitlam--Port Coquitlam"," 183","Port Coquitlam",66,13,67,83,1,230,528
