Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Doug Bebb,Terry Grimwood,Gordon Jeffrey,Avi Lewis,Chris MacGregor,Mike Simpson,Patrick Weiler,John Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 150","Bowen Island",4,0,3,109,0,25,93,31,0,265,360
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 151","Bowen Island",10,0,0,73,0,19,99,37,0,238,370
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 152","Bowen Island",7,0,0,70,1,8,93,44,0,223,412
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 153","Bowen Island",Merged with No./Fusionné avec le n°154,,,,,,,,,,343
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 154","Bowen Island",9,0,1,88,0,22,129,33,0,282,405
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 155","Bowen Island",Merged with No./Fusionné avec le n°150,,,,,,,,,,346
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 156","Bowen Island",6,0,0,44,0,10,52,33,1,146,426
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 157","Bowen Island",Merged with No./Fusionné avec le n°152,,,,,,,,,,259
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158","Bowen Island",Merged with No./Fusionné avec le n°151,,,,,,,,,,362
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 159","West Vancouver",2,0,0,2,0,2,40,41,0,87,486
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 160","West Vancouver",1,0,0,5,0,1,40,46,0,93,436
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 161","West Vancouver",4,0,0,11,0,0,46,30,0,91,487
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 162","West Vancouver",4,0,0,4,1,0,35,53,0,97,457
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 163","West Vancouver",2,0,0,8,1,5,47,48,0,111,484
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 164","West Vancouver",1,0,0,9,0,5,60,69,0,144,430
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 165","West Vancouver",0,0,1,6,0,9,52,69,0,137,470
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 166","West Vancouver",0,0,0,21,0,5,43,21,0,90,442
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 167","West Vancouver",2,0,0,10,0,4,49,37,0,102,521
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 168","West Vancouver",5,0,0,18,0,7,49,48,0,127,405
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 169","West Vancouver",5,0,0,16,0,4,55,77,1,158,416
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 170","West Vancouver",3,0,1,18,0,7,49,56,1,135,405
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 171","West Vancouver",5,0,0,21,0,5,62,56,1,150,408
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 172","West Vancouver",2,0,0,9,0,2,45,71,0,129,405
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 173","West Vancouver",8,1,0,11,1,5,54,57,4,141,422
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 174","West Vancouver",3,0,0,5,0,9,68,83,0,168,472
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 175","West Vancouver",3,0,0,11,0,10,56,99,1,180,473
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 176","West Vancouver",5,0,0,11,0,7,67,96,1,187,445
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 177","West Vancouver",1,0,0,24,0,5,62,57,0,149,399
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 178","West Vancouver",3,0,0,13,0,6,43,82,4,151,435
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 179","West Vancouver",4,0,0,20,0,8,48,86,0,166,396
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 180","West Vancouver",1,0,0,22,0,7,49,84,0,163,415
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 181","West Vancouver",2,0,0,18,0,3,64,61,0,148,378
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 182","West Vancouver",1,0,0,18,0,5,49,93,0,166,388
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 183","West Vancouver",3,0,1,11,0,6,51,81,0,153,422
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 184","West Vancouver",3,1,0,6,0,4,44,85,0,143,376
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 185","West Vancouver",1,0,0,6,0,3,49,35,0,94,416
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 186","West Vancouver",8,0,2,15,0,3,55,33,0,116,427
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 187","West Vancouver",3,0,0,9,0,7,29,43,0,91,413
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 188","West Vancouver",1,0,0,5,0,4,55,54,0,119,443
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 189","West Vancouver",1,1,0,11,0,2,59,46,2,122,411
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 190","West Vancouver",0,0,0,2,0,3,30,48,2,85,476
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 191","West Vancouver",4,0,0,4,1,1,33,27,0,70,330
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 192","West Vancouver",2,0,0,5,0,4,55,49,11,126,427
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 193","West Vancouver",2,0,0,4,0,2,51,50,1,110,389
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 194","West Vancouver",8,0,0,3,0,5,45,51,1,113,429
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 195","West Vancouver",6,0,0,13,0,9,61,76,0,165,500
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 196","West Vancouver",1,0,0,19,0,7,75,67,2,171,509
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 197","West Vancouver",1,0,0,11,0,4,43,57,0,116,443
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 198","West Vancouver",3,0,0,18,0,8,58,75,0,162,444
