Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Will Davis,Desta McPherson,Nelly Shin,Roland Verrier,Bonita Zarrillo,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 29","Port Moody",41,5,31,0,33,0,110,350
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 30","Port Moody",56,9,64,0,67,1,197,447
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 31","Port Moody",65,2,56,0,49,1,173,507
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 32","Port Moody",71,6,64,0,59,0,200,588
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 33","Port Moody",39,8,22,1,51,0,121,427
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 34","Port Moody",31,4,40,0,50,2,127,369
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 35","Port Moody",35,7,54,1,53,0,150,524
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 36","Port Moody",48,9,52,0,83,0,192,485
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 37","Port Moody",47,15,47,0,96,1,206,568
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 38","Port Moody",45,1,41,0,59,2,148,408
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 39","Port Moody",21,7,38,2,56,1,125,298
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 40","Port Moody",58,11,64,0,110,1,244,482
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 41","Port Moody",79,4,78,2,90,0,253,502
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 42","Port Moody",67,2,51,0,66,2,188,478
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 43","Port Moody",63,1,44,1,97,0,206,544
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 44","Port Moody",46,4,55,2,57,1,165,410
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 45","Port Moody",20,3,14,1,44,0,82,315
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 46","Port Moody",43,5,29,1,87,2,167,432
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 47","Port Moody",21,2,19,0,16,0,58,214
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 48","Port Moody",28,7,43,0,94,0,172,480
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 49","Port Moody",77,2,47,0,46,1,173,734
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 50","Port Moody",41,2,30,0,36,1,110,481
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 51","Coquitlam",47,5,56,0,71,3,182,492
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 52","Coquitlam",56,6,59,1,73,0,195,517
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 53","Coquitlam",52,20,53,0,72,0,197,461
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 54","Coquitlam",47,4,50,1,40,2,144,444
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 55","Coquitlam",26,6,25,1,39,1,98,354
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 56","Coquitlam",41,3,54,0,60,0,158,416
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 57","Coquitlam",60,4,43,1,68,0,176,493
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 58","Coquitlam",42,2,50,0,72,1,167,424
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 59","Port Moody",51,5,27,1,47,0,131,384
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 60","Port Moody",38,1,39,0,55,0,133,371
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 61","Port Moody",51,4,49,0,96,0,200,538
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 62","Port Moody",32,2,28,0,48,1,111,393
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 63","Port Moody",31,6,44,0,38,0,119,429
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 64","Port Moody",56,2,37,0,64,1,160,595
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 65","Port Moody",61,16,60,0,117,0,254,656
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 66","Port Moody",65,8,37,0,73,2,185,545
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 67","Port Moody",40,5,46,1,82,1,175,489
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 68","Port Moody",41,4,42,1,59,1,148,398
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 69","Port Moody",50,6,70,0,92,1,219,544
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 70","Coquitlam",37,7,27,0,50,0,121,386
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 71","Coquitlam",69,7,96,1,70,5,248,506
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 72","Coquitlam",40,7,64,0,71,0,182,391
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 73","Coquitlam",41,5,84,1,69,0,200,454
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 74","Coquitlam",49,5,50,1,54,0,159,391
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 75","Coquitlam",90,10,69,1,132,0,302,1052
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 76","Coquitlam",42,4,55,3,59,4,167,456
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 77","Coquitlam",42,6,40,0,65,3,156,520
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 78","Coquitlam",55,8,29,2,67,0,161,567
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 79","Coquitlam",42,10,54,1,56,0,163,434
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 80","Coquitlam",39,6,29,2,40,0,116,308
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 81","Coquitlam",42,5,72,0,48,0,167,497
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 82","Coquitlam",40,8,58,1,52,1,160,484
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 83","Coquitlam",80,5,61,1,68,3,218,704
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 84","Coquitlam",50,2,57,0,71,0,180,462
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 85","Coquitlam",53,4,68,0,67,2,194,460
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 86","Coquitlam",44,10,97,0,72,0,223,544
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 87","Coquitlam",40,5,86,0,48,2,181,452
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 88","Coquitlam",56,8,69,1,63,2,199,492
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 89","Coquitlam",63,6,45,1,63,1,179,396
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 90","Coquitlam",41,0,54,0,52,2,149,372
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 91","Coquitlam",52,1,54,0,85,0,192,561
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 92","Coquitlam",30,3,42,0,45,0,120,312
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 93","Coquitlam",64,2,58,1,76,0,201,471
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 94","Coquitlam",43,4,59,0,44,0,150,408
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 95","Coquitlam",46,8,58,1,71,0,184,424
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 96","Coquitlam",59,6,42,1,54,2,164,479
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 97","Coquitlam",36,6,80,1,64,2,189,458
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 98","Coquitlam",38,2,62,1,57,0,160,443
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 99","Coquitlam",34,5,54,0,53,1,147,474
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 100","Coquitlam",40,7,43,0,74,0,164,483
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 101","Coquitlam",25,2,47,0,48,0,122,451
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 102","Coquitlam",40,7,65,0,81,2,195,448
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 103","Coquitlam",12,4,19,0,18,0,53,151
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 104","Coquitlam",31,2,33,0,57,0,123,462
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 105","Coquitlam",58,10,62,0,67,0,197,668
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 106","Coquitlam",25,12,32,0,28,1,98,338
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 107","Coquitlam",39,3,75,0,28,3,148,364
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 108","Coquitlam",84,9,90,0,95,4,282,664
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 109","Coquitlam",31,5,68,0,25,2,131,376
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 110","Coquitlam",56,5,45,0,56,1,163,399
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 111","Coquitlam",51,3,67,0,51,2,174,477
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 112","Coquitlam",30,6,63,1,64,0,164,422
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 113","Coquitlam",50,17,75,0,72,2,216,615
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 114","Coquitlam",36,7,28,0,52,0,123,418
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 115","Coquitlam",34,12,29,0,69,1,145,482
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 116","Coquitlam",60,6,54,0,50,3,173,515
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 117","Coquitlam",30,10,37,1,70,3,151,510
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 118","Coquitlam",41,2,54,0,54,1,152,525
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 119","Coquitlam",59,6,34,0,56,0,155,434
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 120","Coquitlam",49,3,59,2,73,1,187,484
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 121","Coquitlam",39,1,32,0,65,0,137,410
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 122","Coquitlam",55,11,57,2,54,0,179,452
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 123","Coquitlam",55,11,36,3,65,5,175,437
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 124","Coquitlam",32,9,34,1,56,0,132,399
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 125","Coquitlam",67,9,39,0,59,0,174,480
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 126","Coquitlam",36,3,48,0,34,1,122,381
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 127","Coquitlam",35,2,42,0,46,0,125,324
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 128","Coquitlam",47,5,44,1,53,1,151,481
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 129","Coquitlam",53,1,50,0,61,3,168,456
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 130","Coquitlam",35,2,48,0,63,2,150,487
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 131","Coquitlam",42,7,58,0,66,0,173,474
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 132","Coquitlam",45,7,30,1,48,2,133,422
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 133","Coquitlam",24,6,10,1,33,3,77,294
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 134","Coquitlam",73,12,39,1,87,0,212,495
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 135","Coquitlam",54,3,52,2,86,0,197,420
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 136","Coquitlam",54,6,57,1,74,0,192,481
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 137","Coquitlam",50,0,54,0,64,1,169,424
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 138","Coquitlam",43,3,35,0,61,1,143,443
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 139","Coquitlam",46,2,50,2,49,1,150,392
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 140","Coquitlam",25,3,53,2,59,0,142,458
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 141","Coquitlam",40,13,29,1,76,1,160,541
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 142","Coquitlam",54,5,34,1,64,1,159,441
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 143","Coquitlam",35,2,42,0,57,0,136,437
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 144","Coquitlam",42,2,51,1,53,0,149,445
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 145","Coquitlam",55,5,42,0,45,0,147,395
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 146","Coquitlam",75,7,58,2,68,0,210,484
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 147","Coquitlam",49,1,43,0,29,1,123,344
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 148","Coquitlam",29,1,53,1,46,1,131,426
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 149","Coquitlam",43,0,36,0,36,2,117,322
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 150","Coquitlam",34,0,39,0,65,1,139,400
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 151","Coquitlam",44,6,34,1,55,6,146,496
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 152","Coquitlam",29,3,44,0,76,0,152,457
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 153","Coquitlam",38,4,31,0,47,0,120,458
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 154","Coquitlam",40,4,40,0,60,1,145,529
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 155","Coquitlam",38,13,39,2,86,2,180,505
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 156","Coquitlam",18,1,14,0,36,0,69,300
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 157","Coquitlam",22,3,32,1,39,1,98,370
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 158","Coquitlam",51,8,71,0,84,1,215,450
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 159","Coquitlam",73,10,68,0,63,2,216,506
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 160","Coquitlam",33,9,76,0,60,0,178,404
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 161","Coquitlam",39,5,98,1,70,2,215,411
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 162","Coquitlam",40,3,67,1,76,0,187,440
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 163","Coquitlam",58,7,53,0,39,0,157,442
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 164","Coquitlam",51,2,59,0,38,1,151,497
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 165","Coquitlam",36,1,46,0,22,2,107,353
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 166","Coquitlam",44,17,36,0,68,1,166,550
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 167","Coquitlam",44,10,40,0,51,0,145,555
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 168","Coquitlam",56,3,44,0,44,0,147,435
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 169","Coquitlam",34,5,46,0,39,0,124,325
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 170","Coquitlam",38,6,37,0,61,0,142,492
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 171","Coquitlam",51,18,69,2,63,2,205,521
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 172","Coquitlam",39,9,54,1,69,1,173,602
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 173","Coquitlam",83,9,71,0,92,0,255,625
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 174","Coquitlam",28,17,33,0,59,0,137,514
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 175","Coquitlam",45,6,71,0,74,1,197,457
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 176","Coquitlam",54,5,46,0,54,1,160,409
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 177","Coquitlam",52,3,46,0,48,0,149,378
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 178","Coquitlam",40,2,49,0,62,2,155,340
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 179","Coquitlam",44,3,44,1,53,0,145,411
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 180","Coquitlam",43,5,31,0,56,1,136,377
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 181","Coquitlam",31,5,31,0,40,2,109,411
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 182","Coquitlam",88,3,29,0,61,2,183,470
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 400","Coquitlam",Merged with No./Fusionné avec le n°76,,,,,,,200
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 401","Coquitlam",Merged with No./Fusionné avec le n°79,,,,,,,178
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 500","Mobile poll/Bureau itinérant",No poll held/Pas de scrutin,,,,,,,44
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 501","Mobile poll/Bureau itinérant",8,0,2,0,5,0,15,24
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°105,,,,,,,107
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 503","Mobile poll/Bureau itinérant",10,0,1,0,10,0,21,34
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 504","Mobile poll/Bureau itinérant",20,3,12,0,10,0,45,64
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°169,,,,,,,96
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°169,,,,,,,44
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 507","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°172,,,,,,,44
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 508","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°141,,,,,,,26
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 509","Mobile poll/Bureau itinérant",4,1,1,0,5,0,11,17
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 510","Mobile poll/Bureau itinérant",3,2,0,0,5,0,10,31
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 511","Mobile poll/Bureau itinérant",5,1,1,1,2,0,10,15
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 512","Mobile poll/Bureau itinérant",35,3,17,1,23,2,81,174
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 513","Mobile poll/Bureau itinérant",17,0,11,0,7,0,35,37
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 600","Anmore",122,21,321,0,143,2,609,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 601","Port Moody",383,30,498,3,322,5,1241,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 602","Port Moody",501,50,541,2,678,17,1789,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 603","Port Moody",333,70,425,4,598,6,1436,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 604","Port Moody",437,57,428,3,720,9,1654,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 605","Coquitlam",336,76,525,2,618,8,1565,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 606","Coquitlam",352,37,578,1,558,15,1541,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 607","Coquitlam",293,57,363,3,459,4,1179,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 608","Coquitlam",270,50,430,3,362,10,1125,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 609","Coquitlam",238,55,404,2,446,4,1149,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 610","Coquitlam",323,43,470,2,519,3,1360,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 611","Coquitlam",297,64,367,3,458,6,1195,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam"," 612","Coquitlam",341,53,519,4,419,5,1341,
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam",,Group 1/Groupe 1, 116,17,155,0,250,35,573,257
59023,"Port Moody--Coquitlam/Port Moody--Coquitlam",,Group 2/Groupe 2, 1250,67,1151,7,1791,136,4402,
