Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Charles-Eugène Bergeron,Carl Brochu,Ghislain Daigle,Guylaine Dumont,Jacques Gourde,Samuel Lamarche,Mariève Lemay,Benoit Simard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 195","Saint-Gilles",3,0,20,3,124,31,2,3,2,188,339
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 196","Lotbinière",5,0,24,7,73,39,2,8,2,160,385
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 197","Lotbinière",6,0,9,8,74,31,1,4,2,135,292
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 198","Laurier-Station",0,0,17,7,121,14,1,3,3,166,356
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 199","Laurier-Station",4,0,28,15,128,30,3,2,0,210,431
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 200","Laurier-Station",3,0,12,6,73,34,5,0,0,133,323
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 201","Laurier-Station",1,0,20,12,71,18,3,8,0,133,321
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 202","Laurier-Station",1,0,10,1,64,16,0,7,6,105,269
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 203","Laurier-Station",0,0,20,5,95,21,2,6,2,151,344
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 204","Saint-Flavien",1,0,24,3,96,16,2,6,0,148,292
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 205","Saint-Flavien",3,0,19,3,74,23,0,9,0,131,284
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 206","Saint-Flavien",2,0,20,10,97,32,5,3,3,172,307
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 207","Saint-Flavien",1,0,9,12,65,24,2,0,7,120,295
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 208","Saint-Édouard-de-Lotbinière",3,0,19,1,80,23,2,6,2,136,275
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 209","Saint-Édouard-de-Lotbinière",5,1,26,8,116,16,0,7,1,180,317
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 210","Saint-Édouard-de-Lotbinière",4,1,24,12,126,27,4,4,0,202,331
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 211","Saint-Patrice-de-Beaurivage",2,0,14,6,180,29,4,9,4,248,380
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 212","Saint-Patrice-de-Beaurivage",4,0,22,18,195,41,2,8,7,297,451
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 213","Dosquet",2,0,17,16,133,23,2,4,5,202,369
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 214","Dosquet",4,1,23,5,123,35,3,2,5,201,389
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 215","Saint-Janvier-de-Joly",4,0,23,5,153,29,3,8,0,225,445
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 216","Saint-Janvier-de-Joly",3,1,17,8,151,24,3,8,0,215,404
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 217","Leclercville",5,0,33,8,125,55,10,8,6,250,439
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 218","Saint-Sylvestre",5,0,28,7,145,31,2,13,2,233,371
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 219","Saint-Sylvestre",5,2,26,7,192,34,2,7,6,281,393
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 220","Sainte-Agathe-de-Lotbinière",5,0,20,16,208,21,5,6,3,284,433
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 221","Sainte-Agathe-de-Lotbinière",6,0,18,14,124,15,0,6,5,188,430
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 222","Val-Alain",6,0,31,6,113,28,2,6,7,199,402
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 223","Val-Alain",7,0,39,9,115,30,11,9,6,226,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 400","Mobile poll/Bureau itinérant",3,1,63,5,82,32,1,6,15,208,268
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 500","Mobile poll/Bureau itinérant",0,0,5,1,5,0,0,0,1,12,15
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 501","Mobile poll/Bureau itinérant",0,0,10,2,18,3,0,0,0,33,37
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 502","Mobile poll/Bureau itinérant",0,2,18,6,14,8,2,1,0,51,7
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 503","Mobile poll/Bureau itinérant",1,0,7,2,7,3,0,0,7,27,41
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 504","Mobile poll/Bureau itinérant",0,0,18,1,24,11,0,0,3,57,67
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 505","Mobile poll/Bureau itinérant",0,0,0,0,0,0,0,0,0,0,7
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 506","Mobile poll/Bureau itinérant",0,0,11,0,4,6,0,1,1,23,42
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 507","Mobile poll/Bureau itinérant",0,0,7,1,2,4,0,0,0,14,17
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 508","Mobile poll/Bureau itinérant",1,0,12,2,16,4,0,0,1,36,41
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 509","Mobile poll/Bureau itinérant",0,1,4,2,4,0,0,0,0,11,27
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 510","Mobile poll/Bureau itinérant",0,0,6,0,6,2,0,0,0,14,16
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 511","Saint-Narcisse",Merged with No./Fusionné avec le n°187,,,,,,,,,,1
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 512","Saint-Patrice-de-Beaurivage",Merged with No./Fusionné avec le n°211,,,,,,,,,,6
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 513","Mobile poll/Bureau itinérant",0,0,1,0,3,1,0,0,1,6,11
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 514","Mobile poll/Bureau itinérant",0,0,2,0,3,0,0,0,0,5,16
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 515","Mobile poll/Bureau itinérant",0,0,1,1,0,7,0,0,0,9,10
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 516","Mobile poll/Bureau itinérant",0,1,4,0,26,2,0,0,1,34,78
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 517","Mobile poll/Bureau itinérant",0,0,9,0,11,0,1,0,1,22,23
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 518","Mobile poll/Bureau itinérant",0,0,2,0,0,1,0,0,0,3,10
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 519","Saint-Flavien",Merged with No./Fusionné avec le n°205,,,,,,,,,,12
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 520","Mobile poll/Bureau itinérant",Results combined with no. 206/Résultats combinés au n° 206,,,,,,,,,,8
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 521","Mobile poll/Bureau itinérant",0,0,5,0,1,0,0,0,2,8,21
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 522","Mobile poll/Bureau itinérant",0,0,12,1,17,2,0,0,2,34,65
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 523","Mobile poll/Bureau itinérant",Results combined with no. 181/Résultats combinés au n° 181,,,,,,,,,,10
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 524","Mobile poll/Bureau itinérant",0,0,10,1,16,0,0,0,3,30,63
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 525","Mobile poll/Bureau itinérant",0,0,2,1,6,2,0,0,0,11,21
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 526","Mobile poll/Bureau itinérant",0,0,5,0,1,1,0,0,0,7,19
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 527","Mobile poll/Bureau itinérant",0,0,0,0,6,0,1,0,1,8,17
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 528","Mobile poll/Bureau itinérant",0,0,3,2,14,0,0,0,0,19,23
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 529","Mobile poll/Bureau itinérant",0,1,8,1,24,2,1,0,3,40,45
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 530","Mobile poll/Bureau itinérant",0,0,0,2,2,2,0,0,0,6,8
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 531","Mobile poll/Bureau itinérant",0,0,9,1,0,8,0,0,0,18,22
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 532","Mobile poll/Bureau itinérant",Results combined with no. 220/Résultats combinés au n° 220,,,,,,,,,,15
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 600","Lévis",9,2,247,84,795,427,14,22,15,1615,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 601","Lévis",16,1,193,71,775,461,11,20,19,1567,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 602","Lévis",2,1,124,44,558,215,6,21,3,974,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 603","Lévis",6,0,115,58,527,193,6,19,10,934,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 604","Lévis",15,9,183,40,428,257,10,26,12,980,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 605","Lévis",12,2,245,61,522,369,14,19,21,1265,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 606","Lévis",5,1,224,68,503,381,3,13,16,1214,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 607","Lévis",14,2,282,77,820,504,6,38,21,1764,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 608","Lévis",8,3,152,45,422,267,6,13,10,926,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 609","Lévis",5,1,145,49,470,241,5,26,11,953,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 610","Lévis",11,0,141,51,463,205,6,21,10,908,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 611","Lévis",9,2,143,70,552,228,11,28,8,1051,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 612","Lévis",5,3,107,35,556,144,8,27,11,896,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 613","Saint-Gilles",1,1,36,7,211,55,1,9,4,325,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 614","Lévis",11,1,120,70,547,245,3,30,13,1040,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 615","Lévis",11,0,211,72,683,351,21,33,15,1397,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 616","Saint-Antoine-de-Tilly--Sainte-Croix",7,0,86,41,208,145,5,6,3,501,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 617","Saint-Apollinaire",6,1,79,22,317,116,4,18,10,573,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 618","Saint-Apollinaire",6,1,84,33,364,115,9,27,15,654,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 619","Saint-Agapit",9,1,99,34,432,125,5,14,5,724,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 620","Laurier-Station",5,0,73,28,369,118,11,12,5,621,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 621","Lotbinière",5,1,68,17,169,105,3,5,4,377,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 622","Val-Alain",2,0,37,9,251,52,7,11,5,374,
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 623","Saint-Narcisse",3,1,46,14,203,34,1,10,4,316,
24042,"Lévis--Lotbinière/Lévis--Lotbinière",,Group 1/Groupe 1, 10,1,51,31,104,57,2,5,13,274,61
24042,"Lévis--Lotbinière/Lévis--Lotbinière",,Group 2/Groupe 2, 12,1,203,71,397,274,10,13,47,1028,
