Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Roberta L Abbott,Michael Barrett,Alex Cassell,Lorraine Rekmans,Michelle Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 150","Elizabethtown-Kitley",50,100,17,7,35,1,210,444
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 151","Elizabethtown-Kitley",57,82,9,2,27,2,179,471
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 152","Elizabethtown-Kitley",49,74,8,7,25,0,163,431
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 153","Elizabethtown-Kitley",24,61,1,3,14,1,104,311
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 154","Rideau Lakes",36,90,5,5,18,0,154,387
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 155","Rideau Lakes",57,117,16,5,36,0,231,450
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 156","Rideau Lakes",49,87,6,11,44,0,197,384
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 157","Rideau Lakes",76,131,11,11,26,2,257,507
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 158","Rideau Lakes",61,110,6,11,41,1,230,433
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 159","Athens",23,82,13,2,17,1,138,405
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 160","Athens",27,68,5,9,14,0,123,317
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 161","Athens",46,129,9,5,30,0,219,555
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 162","Elizabethtown-Kitley",49,68,8,4,32,0,161,322
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 163","Elizabethtown-Kitley",47,87,8,8,24,4,178,343
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 164","Elizabethtown-Kitley",32,75,6,4,23,2,142,277
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 165","Rideau Lakes",46,78,9,5,20,0,158,376
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 166","Rideau Lakes",21,29,10,3,16,0,79,283
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 167","Rideau Lakes",26,50,11,12,20,1,120,337
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 168","Leeds and the Thousand Islands",24,90,16,5,30,0,165,464
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 169","Leeds and the Thousand Islands",27,83,6,3,29,0,148,378
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 170","Leeds and the Thousand Islands",33,56,6,9,29,2,135,409
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 171","Front of Yonge",26,60,10,3,14,1,114,286
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 172","Front of Yonge",33,83,18,1,28,0,163,340
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 173","Front of Yonge",38,91,24,8,21,0,182,365
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 174","Front of Yonge",37,88,6,3,36,0,170,440
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 175","Front of Yonge",31,54,11,0,23,1,120,423
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 176","Front of Yonge",44,90,10,3,18,3,168,461
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 177","Leeds and the Thousand Islands",43,86,21,12,25,1,188,390
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 178","Rideau Lakes",27,68,7,2,30,2,136,409
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 179","Rideau Lakes",37,64,5,7,29,3,145,326
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 180","Leeds and the Thousand Islands",62,75,10,12,22,0,181,437
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 181","Leeds and the Thousand Islands",28,70,4,3,27,2,134,413
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 182","Leeds and the Thousand Islands",34,51,14,3,21,0,123,252
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 183","Leeds and the Thousand Islands",38,53,10,5,21,0,127,293
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 184","Leeds and the Thousand Islands",39,111,14,5,24,0,193,431
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 185","Leeds and the Thousand Islands",21,83,15,5,35,4,163,467
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 186","Leeds and the Thousand Islands",23,68,8,4,40,0,143,366
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 187","Leeds and the Thousand Islands",51,69,1,7,27,0,155,384
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 188","Leeds and the Thousand Islands",28,60,7,2,15,0,112,337
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 189","Leeds and the Thousand Islands",60,84,9,3,30,2,188,378
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 190","Leeds and the Thousand Islands",46,108,4,5,27,0,190,375
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 191","Leeds and the Thousand Islands",43,95,3,6,35,0,182,419
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 192","Leeds and the Thousand Islands",19,61,13,8,30,1,132,312
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 193","Leeds and the Thousand Islands",49,70,15,10,30,0,174,412
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 194","Leeds and the Thousand Islands",33,92,6,8,40,0,179,386
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 195","Leeds and the Thousand Islands",43,62,11,5,11,0,132,412
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 196","Leeds and the Thousand Islands",56,78,7,1,18,1,161,411
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 197","Gananoque",34,62,13,8,40,2,159,571
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 198","Gananoque",49,73,14,5,35,2,178,573
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 199","Gananoque",53,64,17,7,36,0,177,509
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 200","Gananoque",54,45,13,8,36,1,157,516
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 201","Gananoque",46,36,5,8,13,2,110,420
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 202","Gananoque",45,39,5,3,37,0,129,402
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 203","Gananoque",55,40,6,7,25,0,133,420
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 204","Gananoque",94,59,7,8,42,1,211,463
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 205A","Gananoque",37,37,7,2,19,0,102,284
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 205B","Gananoque",46,59,5,4,22,0,136,328
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 500","Mobile poll/Bureau itinérant",13,43,2,0,4,4,66,110
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°14,,,,,,,1
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 502","Mobile poll/Bureau itinérant",3,8,1,0,2,0,14,43
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 503","Mobile poll/Bureau itinérant",0,6,0,0,1,0,7,57
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 504","Mobile poll/Bureau itinérant",7,14,0,1,1,2,25,53
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 505","Mobile poll/Bureau itinérant",6,24,1,1,2,1,35,56
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 506","Mobile poll/Bureau itinérant",6,10,1,3,1,0,21,36
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 507","Mobile poll/Bureau itinérant",15,26,4,5,3,1,54,93
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 508","Mobile poll/Bureau itinérant",5,13,1,1,2,0,22,43
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°127,,,,,,,45
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 510","Mobile poll/Bureau itinérant",17,32,0,1,4,1,55,64
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 511","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 512","Brockville",Merged with No./Fusionné avec le n°138,,,,,,,1
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 513","Mobile poll/Bureau itinérant",27,28,0,1,2,1,59,84
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 514","Mobile poll/Bureau itinérant",2,6,0,0,4,0,12,35
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 515","Mobile poll/Bureau itinérant",49,47,2,2,5,2,107,149
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 516","Mobile poll/Bureau itinérant",18,16,1,1,1,1,38,128
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 517","Mobile poll/Bureau itinérant",13,35,1,1,2,1,53,75
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 518","Mobile poll/Bureau itinérant",25,59,0,3,6,4,97,109
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 519","Mobile poll/Bureau itinérant",16,17,0,1,3,1,38,117
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 600","Westport--Rideau Lakes",239,455,56,37,104,1,892,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 601","Rideau Lakes",180,446,42,21,98,4,791,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 602","Rideau Lakes--Lombardy",198,511,70,14,97,3,893,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 603","Elizabethtown-Kitley--Frankville",139,517,54,17,75,5,807,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 604","Merrickville",253,486,35,35,107,1,917,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 605","North Grenville",257,463,42,53,126,2,943,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 606","North Grenville",468,944,53,77,172,13,1727,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 607","North Grenville",247,674,52,64,156,9,1202,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 608","Edwardsburgh/Cardinal",158,665,63,49,123,5,1063,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 609","Edwardsburgh/Cardinal",161,619,47,25,91,8,951,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 610","Prescott",272,657,66,37,152,11,1195,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 611","Maitland",232,703,40,39,105,5,1124,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 612","Brockville",338,380,47,24,138,17,944,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 613","Brockville",346,648,60,41,180,6,1281,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 614","Brockville",400,630,38,24,137,8,1237,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 615","Brockville",357,476,35,36,146,0,1050,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 616","Elizabethtown-Kitley--Spring Valley",209,445,38,21,77,6,796,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 617","Front of Yonge--Leeds and the Thousand Islands",255,503,42,24,128,7,959,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 618","Athens--Front of Yonge",165,530,42,29,112,5,883,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 619","Leeds and the Thousand Islands--Lyndhurst",174,327,61,36,68,4,670,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 620","Leeds and the Thousand Islands",144,355,43,23,102,6,673,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes"," 621","Gananoque",654,575,66,44,203,17,1559,
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes",,Group 1/Groupe 1, 204,297,38,34,139,32,744,174
35050,"Leeds--Grenville--Thousand Islands and Rideau Lakes/Leeds--Grenville--Thousand Islands et Rideau Lakes",,Group 2/Groupe 2, 949,1302,89,131,377,10,2858,
