Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Yves Destroismaisons,Stéphane Lauzon,Marie Louis-Seize,Paul Lynes,Marc Vachon,Michel Welt,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 158","Lochaber",15,28,8,0,5,8,1,65,282
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 159","Thurso",52,51,20,2,9,23,5,162,455
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 160","Lochaber",52,57,21,1,19,12,6,168,419
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 161","Thurso",35,37,5,1,3,5,4,90,335
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 162","Thurso",61,48,6,1,9,9,3,137,368
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 163","Thurso",16,23,10,1,2,8,4,64,288
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 164","Thurso",34,41,6,2,5,8,4,100,378
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 165","Lochaber",25,15,11,0,7,6,1,65,225
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 166","L'Ange-Gardien",42,76,38,3,17,18,2,196,417
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 167","L'Ange-Gardien",29,41,20,0,6,6,3,105,237
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 168","Gatineau",45,49,16,4,4,20,2,140,387
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 169","Gatineau",25,36,10,1,10,12,2,96,348
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 170","Gatineau",30,36,15,1,9,6,1,98,433
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 171","Gatineau",41,29,6,0,17,11,3,107,365
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 172","Gatineau",29,60,10,3,4,16,1,123,397
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 173","Gatineau",46,51,16,1,5,18,2,139,391
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 174","Gatineau",31,38,10,0,5,10,0,94,320
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 175","Gatineau",33,42,16,0,11,6,3,111,340
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 176","Gatineau",30,37,8,3,5,6,1,90,387
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 177","Gatineau",25,25,11,1,9,9,1,81,424
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 178","Gatineau",48,74,9,1,14,14,2,162,793
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 179","Gatineau",58,68,24,3,16,18,3,190,557
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 180","Gatineau",27,45,14,3,6,14,3,112,350
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 181","Gatineau",34,56,16,5,17,26,2,156,457
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 182","Gatineau",47,59,18,2,15,20,1,162,421
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 183","Gatineau",52,55,24,0,10,17,3,161,434
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 184","Gatineau",52,67,20,4,13,12,2,170,433
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 185","Gatineau",56,62,18,0,8,10,2,156,421
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 186","Gatineau",54,72,21,1,8,12,2,170,421
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 187","Gatineau",38,65,14,2,4,21,0,144,373
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 188","Gatineau",40,76,17,2,4,10,4,153,408
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 189","Gatineau",37,51,19,2,15,15,2,141,350
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 190","Gatineau",44,52,13,1,17,15,5,147,397
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 191","Gatineau",84,107,36,2,12,23,2,266,670
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 192","L'Ange-Gardien",66,135,43,2,10,34,2,292,546
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 193","L'Ange-Gardien",64,69,19,4,1,6,1,164,339
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 194","L'Ange-Gardien",41,46,10,2,5,19,1,124,274
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 195","L'Ange-Gardien",57,98,21,1,17,21,0,215,423
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 196","Gatineau",41,52,15,1,15,13,2,139,353
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 197","Gatineau",47,34,15,0,12,15,0,123,405
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 198","Gatineau",46,61,19,1,7,18,3,155,398
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 199","Gatineau",47,59,20,4,21,21,0,172,524
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 200","Gatineau",41,67,18,3,12,12,1,154,416
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 201","Gatineau",39,61,14,4,16,13,2,149,400
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 202","Gatineau",38,24,18,0,12,14,0,106,386
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 203","Gatineau",30,35,17,4,10,18,2,116,359
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 204","Gatineau",48,85,15,5,11,21,4,189,568
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 205","Gatineau",28,33,24,2,14,10,2,113,382
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 206","Gatineau",45,53,11,0,7,6,3,125,334
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 207","Gatineau",46,78,21,3,14,19,0,181,515
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 208","Gatineau",42,72,19,2,12,11,3,161,377
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 209","Gatineau",50,86,28,0,13,27,1,205,471
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 210","Gatineau",53,115,24,1,5,22,3,223,455
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 211","Gatineau",38,86,19,0,19,15,7,184,435
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 212","Gatineau",60,83,10,2,13,20,5,193,447
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 213","Gatineau",49,63,19,2,11,13,2,159,415
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 214","Gatineau",47,54,15,1,16,15,3,151,433
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 215","Gatineau",25,55,23,0,12,10,1,126,484
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 216","Gatineau",23,58,19,4,10,13,3,130,358
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 217","Gatineau",71,90,34,1,19,28,6,249,627
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 218","Gatineau",73,65,34,5,11,17,2,207,520
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 500","Mobile poll/Bureau itinérant",2,9,0,0,0,0,2,13,20
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 501","Gatineau",Merged with No./Fusionné avec le n°187,,,,,,,,7
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 502","Gatineau",Merged with No./Fusionné avec le n°183,,,,,,,,50
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 503","Mobile poll/Bureau itinérant",4,47,7,0,0,0,3,61,67
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 504","Gatineau",Merged with No./Fusionné avec le n°171,,,,,,,,19
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 505","Saint-André-Avellin",Merged with No./Fusionné avec le n°124,,,,,,,,57
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 506","Mobile poll/Bureau itinérant",3,8,0,0,1,0,0,12,17
