Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jordan Craig Larouche,Emma Elbourne-Weinstock,Sam Fairbrother,David Freiheit,Marc Garneau,Rachel Hoffman,Mathew Kaminski,Geofryde Wandji,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 1","Montréal",7,20,3,4,54,0,20,0,2,110,301
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 2","Montréal",6,11,6,4,53,2,15,0,0,97,315
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 3","Montréal",2,7,5,2,54,0,19,0,2,91,291
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 4","Montréal",7,35,4,4,60,0,15,0,2,127,343
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 5","Montréal",5,14,7,3,73,1,46,0,1,150,440
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 6","Montréal",1,11,1,2,60,0,21,0,0,96,331
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 7","Montréal",5,12,5,2,53,0,12,0,0,89,374
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 8","Westmount",8,8,9,4,60,1,28,0,1,119,352
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 9","Westmount",1,12,5,2,44,0,30,1,0,95,421
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 10","Westmount",10,10,3,6,46,0,41,0,2,118,360
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 11","Westmount",0,5,1,3,31,0,55,0,0,95,408
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 12","Westmount",5,22,4,1,41,0,31,0,2,106,340
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 13","Westmount",2,16,6,19,57,0,20,0,1,121,364
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 14","Westmount",4,29,6,4,56,0,20,0,3,122,294
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 15","Westmount",1,7,2,2,32,1,46,1,0,92,331
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 16","Westmount",2,5,0,2,27,0,47,0,1,84,292
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 17","Westmount",7,9,1,2,66,0,42,0,0,127,403
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 18","Westmount",5,11,11,3,76,0,76,1,2,185,404
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 19","Montréal",18,17,3,4,66,2,26,0,1,137,417
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 20","Montréal",13,25,7,9,70,0,14,3,1,142,375
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 21","Westmount",7,26,8,4,101,0,41,1,0,188,482
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 22","Westmount",4,8,5,0,72,0,36,0,1,126,376
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 23","Westmount",1,13,5,2,65,0,62,0,1,149,348
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 24","Westmount",2,14,9,2,67,0,54,0,0,148,424
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 25","Westmount",2,9,4,3,73,0,47,0,1,139,358
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 26","Westmount",8,36,7,5,58,0,16,0,0,130,451
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 27","Westmount",2,18,6,5,69,0,37,0,2,139,408
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 28","Westmount",2,22,7,7,63,0,33,0,1,135,382
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 29","Westmount",5,34,9,5,96,0,27,0,4,180,402
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 30","Westmount",2,20,6,5,55,0,18,0,2,108,345
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 31","Westmount",3,31,13,17,107,0,32,0,1,204,508
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 32","Westmount",5,12,15,5,62,0,40,0,0,139,370
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 33","Westmount",4,11,4,5,49,0,31,0,0,104,323
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 34","Westmount",3,21,3,3,69,0,33,0,3,135,349
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 35A","Westmount",2,21,7,3,55,0,44,0,0,132,375
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 35B","Mobile poll/Bureau itinérant",0,5,6,0,63,1,18,0,1,94,111
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 36","Westmount",2,28,8,7,75,0,50,0,3,173,452
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 37","Westmount",4,28,8,3,66,0,17,0,0,126,418
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 38","Westmount",2,26,9,1,65,1,16,0,1,121,300
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 39","Montréal",15,31,4,0,89,0,19,1,5,164,451
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 40","Montréal",1,20,4,1,43,0,21,0,0,90,357
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 41","Montréal",8,55,8,5,135,0,31,1,1,244,523
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 42","Montréal",3,50,2,1,58,1,19,0,3,137,412
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 43","Montréal",3,26,7,7,77,0,29,0,1,150,242
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 44","Montréal",7,36,6,1,84,1,18,1,1,155,385
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 45","Montréal",9,24,2,5,59,0,7,0,1,107,351
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 46A","Montréal",9,41,7,4,80,1,39,0,1,182,438
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 46B","Montréal",Merged with No./Fusionné avec le n°43,,,,,,,,,,165
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 47","Montréal",5,26,6,0,102,0,43,0,1,183,428
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 48","Westmount",8,24,11,1,92,0,34,0,1,171,480
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 49","Westmount",1,29,11,5,52,0,14,0,0,112,310
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 50","Montréal",18,30,8,3,63,0,35,0,0,157,422
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 51","Montréal",4,43,9,5,55,2,17,0,0,135,457
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 52","Westmount",4,40,10,3,49,0,11,0,1,118,315
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 53","Westmount",4,12,2,0,50,0,5,0,2,75,292
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 54","Westmount",2,17,2,5,53,0,16,0,0,95,337
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 55","Westmount",4,36,5,5,77,0,24,0,1,152,425
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 56","Westmount",3,24,3,3,51,0,15,0,3,102,389
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 57","Montréal",5,56,10,5,62,1,15,0,1,155,392
