id,type,item owner id,layer title,title,description,image count,created date,last modification date,item views,Media Type,change_type,change_date,Owner,Community,Sources,Language,FEDDGUID_CEFIDUGD,FEDENAME,PRUID,fed_code,total_votes,electors,turnout,election_year,national_turnout,turnout_diff,type_val,election_date,cumulative_news
781,marker,622,Newspapers,Northeast Sun,"Northeast Sun merged with Melfort Journal and Nipawin Journal to form The Journal on August 2, 2019. The last issue of the community newspaper was published on July 24, 2019.",0,2020-11-30T23:44:42Z,2020-11-30T23:49:35Z,59,community paper,closed due to merger,2019-07-24,Postmedia,"Nipawin and surrounding region, Saskatchewan","[""https:\/\/www.simcoereformer.ca\/news\/local-news\/nipawin-melfort-journals-and-northeast-sun-to-merge\/wcm\/514294a3-3f53-47e7-af4d-178b1faed137"",""https:\/\/www.melfortjournal.com\/news\/local-news\/journals-sun-to-merge-into-one-print-edition""]","[""English""]",2013A000447006,Prince Albert,47,47006,39947,58367,0.6844107115322015,2019,0.6703803060659135,0.014030405466287976,-1,2019-10-21,-5
781,marker,622,Newspapers,Northeast Sun,"Northeast Sun merged with Melfort Journal and Nipawin Journal to form The Journal on August 2, 2019. The last issue of the community newspaper was published on July 24, 2019.",0,2020-11-30T23:44:42Z,2020-11-30T23:49:35Z,59,community paper,closed due to merger,2019-07-24,Postmedia,"Nipawin and surrounding region, Saskatchewan","[""https:\/\/www.simcoereformer.ca\/news\/local-news\/nipawin-melfort-journals-and-northeast-sun-to-merge\/wcm\/514294a3-3f53-47e7-af4d-178b1faed137"",""https:\/\/www.melfortjournal.com\/news\/local-news\/journals-sun-to-merge-into-one-print-edition""]","[""English""]",2013A000447006,Prince Albert,47,47006,39613,57794,0.6854171713326643,2015,0.6828126123999229,0.002604558932741474,-1,2015-10-19,1
790,marker,622,Newspapers,Canadian Jewish News Toronto Edition,"Canadian Jewish News relaunched as a news website with a national focus in January, 2021. Canadian Jewish News Toronto Edition, a weekly community newspaper serving the Toronto Jewish community, published its final issue on April 9, 2020. The closure was due to the economic impacts of COVID-19. Canadian Jewish News launched in Toronto in 1960, added a Montreal Edition in 1976, shut down temporarily in June, 2013, and was revived in early 2014.",0,2020-12-01T07:45:50Z,2021-03-21T00:31:34Z,47,community paper,shifted to online,2021-01-01,independent,"Toronto, Ontario","[""https:\/\/www.facebook.com\/TheCJN\/posts\/3462335040449971"",""https:\/\/nationalpost.com\/news\/another-covid-19-casualty-after-60-years-the-canadian-jewish-news-will-cease-operations"",""https:\/\/www.theglobeandmail.com\/canada\/article-the-canadian-jewish-news-closes-after-60-years\/"",""https:\/\/canadianjewishrecord.ca\/2020\/12\/14\/canadian-jewish-news-returns-next-month\/"",""https:\/\/www.jweekly.com\/2020\/12\/15\/canadian-jewish-news-to-relaunch-next-month-as-online-publication\/"",""https:\/\/mailchi.mp\/thecjn\/from-yonis-dining-room-table?e=f154e14bef""]","[""English""]",2013A000435104,Thornhill,35,35104,50452,85690,0.5887734858209827,2021,0.6255952853516473,-0.03682179953066467,-1,2021-09-19,-1
790,marker,622,Newspapers,Canadian Jewish News Toronto Edition,"Canadian Jewish News relaunched as a news website with a national focus in January, 2021. Canadian Jewish News Toronto Edition, a weekly community newspaper serving the Toronto Jewish community, published its final issue on April 9, 2020. The closure was due to the economic impacts of COVID-19. Canadian Jewish News launched in Toronto in 1960, added a Montreal Edition in 1976, shut down temporarily in June, 2013, and was revived in early 2014.",0,2020-12-01T07:45:50Z,2021-03-21T00:31:34Z,47,community paper,shifted to online,2021-01-01,independent,"Toronto, Ontario","[""https:\/\/www.facebook.com\/TheCJN\/posts\/3462335040449971"",""https:\/\/nationalpost.com\/news\/another-covid-19-casualty-after-60-years-the-canadian-jewish-news-will-cease-operations"",""https:\/\/www.theglobeandmail.com\/canada\/article-the-canadian-jewish-news-closes-after-60-years\/"",""https:\/\/canadianjewishrecord.ca\/2020\/12\/14\/canadian-jewish-news-returns-next-month\/"",""https:\/\/www.jweekly.com\/2020\/12\/15\/canadian-jewish-news-to-relaunch-next-month-as-online-publication\/"",""https:\/\/mailchi.mp\/thecjn\/from-yonis-dining-room-table?e=f154e14bef""]","[""English""]",2013A000435104,Thornhill,35,35104,54079,85005,0.636186106699606,2019,0.6703803060659135,-0.03419419936630752,-1,2019-10-21,0
790,marker,622,Newspapers,Canadian Jewish News Toronto Edition,"Canadian Jewish News relaunched as a news website with a national focus in January, 2021. Canadian Jewish News Toronto Edition, a weekly community newspaper serving the Toronto Jewish community, published its final issue on April 9, 2020. The closure was due to the economic impacts of COVID-19. Canadian Jewish News launched in Toronto in 1960, added a Montreal Edition in 1976, shut down temporarily in June, 2013, and was revived in early 2014.",0,2020-12-01T07:45:50Z,2021-03-21T00:31:34Z,47,community paper,shifted to online,2021-01-01,independent,"Toronto, Ontario","[""https:\/\/www.facebook.com\/TheCJN\/posts\/3462335040449971"",""https:\/\/nationalpost.com\/news\/another-covid-19-casualty-after-60-years-the-canadian-jewish-news-will-cease-operations"",""https:\/\/www.theglobeandmail.com\/canada\/article-the-canadian-jewish-news-closes-after-60-years\/"",""https:\/\/canadianjewishrecord.ca\/2020\/12\/14\/canadian-jewish-news-returns-next-month\/"",""https:\/\/www.jweekly.com\/2020\/12\/15\/canadian-jewish-news-to-relaunch-next-month-as-online-publication\/"",""https:\/\/mailchi.mp\/thecjn\/from-yonis-dining-room-table?e=f154e14bef""]","[""English""]",2013A000435104,Thornhill,35,35104,54815,81672,0.6711602507591341,2015,0.6828126123999229,-0.011652361640788755,-1,2015-10-19,0
791,marker,622,Newspapers,Journal Pioneer,"Journal Pioneer was a daily newspaper in Summerside, PEI, publishing Monday through Saturday. The newspaper launched as the Summerside Journal in 1865. On March 24, 2020, SaltWire Network suspended publication of the newspaper due to the impacts of the COVID-19 pandemic. Journal Pioneer returned as a weekly newspaper on November 4, 2020, publishing a print edition on Wednesdays.",0,2020-12-01T08:39:41Z,2020-12-01T08:39:41Z,99,daily paper - paid,daily becomes a community paper,2020-11-04,SaltWire Network,"Summerside, Prince Edward Island","[""https:\/\/www.cbc.ca\/news\/canada\/prince-edward-island\/pei-journal-pioneer-returns-1.5790070"",""https:\/\/www.journalpioneer.com\/news\/local\/summersides-journal-pioneer-returning-in-november-511991\/"",""https:\/\/www.cbc.ca\/news\/canada\/prince-edward-island\/pei-journal-pioneer-newspaper-1.5773446"",""https:\/\/www.saltwire.com\/news\/local\/a-letter-to-readers-this-is-not-what-we-want-to-do-but-its-what-we-must-do-428961\/""]","[""English""]",2013A000411003,Egmont,11,11003,19805,28729,0.6893731073131679,2021,0.6255952853516473,0.0637778219615206,0,2021-09-19,0
791,marker,622,Newspapers,Journal Pioneer,"Journal Pioneer was a daily newspaper in Summerside, PEI, publishing Monday through Saturday. The newspaper launched as the Summerside Journal in 1865. On March 24, 2020, SaltWire Network suspended publication of the newspaper due to the impacts of the COVID-19 pandemic. Journal Pioneer returned as a weekly newspaper on November 4, 2020, publishing a print edition on Wednesdays.",0,2020-12-01T08:39:41Z,2020-12-01T08:39:41Z,99,daily paper - paid,daily becomes a community paper,2020-11-04,SaltWire Network,"Summerside, Prince Edward Island","[""https:\/\/www.cbc.ca\/news\/canada\/prince-edward-island\/pei-journal-pioneer-returns-1.5790070"",""https:\/\/www.journalpioneer.com\/news\/local\/summersides-journal-pioneer-returning-in-november-511991\/"",""https:\/\/www.cbc.ca\/news\/canada\/prince-edward-island\/pei-journal-pioneer-newspaper-1.5773446"",""https:\/\/www.saltwire.com\/news\/local\/a-letter-to-readers-this-is-not-what-we-want-to-do-but-its-what-we-must-do-428961\/""]","[""English""]",2013A000411003,Egmont,11,11003,20452,28557,0.7161816717442309,2019,0.6703803060659135,0.045801365678317385,0,2019-10-21,0
791,marker,622,Newspapers,Journal Pioneer,"Journal Pioneer was a daily newspaper in Summerside, PEI, publishing Monday through Saturday. The newspaper launched as the Summerside Journal in 1865. On March 24, 2020, SaltWire Network suspended publication of the newspaper due to the impacts of the COVID-19 pandemic. Journal Pioneer returned as a weekly newspaper on November 4, 2020, publishing a print edition on Wednesdays.",0,2020-12-01T08:39:41Z,2020-12-01T08:39:41Z,99,daily paper - paid,daily becomes a community paper,2020-11-04,SaltWire Network,"Summerside, Prince Edward Island","[""https:\/\/www.cbc.ca\/news\/canada\/prince-edward-island\/pei-journal-pioneer-returns-1.5790070"",""https:\/\/www.journalpioneer.com\/news\/local\/summersides-journal-pioneer-returning-in-november-511991\/"",""https:\/\/www.cbc.ca\/news\/canada\/prince-edward-island\/pei-journal-pioneer-newspaper-1.5773446"",""https:\/\/www.saltwire.com\/news\/local\/a-letter-to-readers-this-is-not-what-we-want-to-do-but-its-what-we-must-do-428961\/""]","[""English""]",2013A000411003,Egmont,11,11003,21449,27858,0.7699404120898844,2015,0.6828126123999229,0.08712779968996154,0,2015-10-19,0
795,marker,622,Newspapers,Le Port-Cartois,"TC Media announced the sale of Le Nord-Est in Sept-ÃŽles, Le Port-Cartois in Port-Cartier and Le Plein Jour in Baie-Comeau to Gestion PJNE on October 7, 2014. Gestion PJNE immediately closed all three newspapers, resulting in nine layoffs. The final issue of Le Port-Cartois, a weekly community newspaper in Port-Cartier, was published on October 8, 2014.",0,2021-01-27T11:47:47Z,2021-01-27T11:47:47Z,21,community paper,closed,2014-10-08,Gestion PJNE,"Port-Cartier, Quebec","[""https:\/\/ici.radio-canada.ca\/nouvelle\/688109\/hebdo-tc-media-cote-nord-fermeture-editions-nordiques"",""https:\/\/lenord-cotier.com\/gestion-pjne-achete-les-journaux-de-tc-media-sur-la-cote-nord\/"",""https:\/\/www.tvanouvelles.ca\/2014\/10\/07\/fermeture-de-trois-hebdos-sur-la-cote-nord"",""https:\/\/www.lesoleil.com\/affaires\/trois-hebdos-de-la-cote-nord-ferment-leurs-portes-83275aae03923c2036d14ab7b3751a77"",""https:\/\/www.journaldemontreal.com\/2014\/10\/08\/fin-des-hebdos-iplein-jour\/i-iport-cartois\/i-et-inord-est\/i"",""https:\/\/tctranscontinental.com\/en-ca\/company-overview\/news-room\/press-releases\/tc-media-sells-its-weekly-papers-cote-nord"",""https:\/\/es-la.facebook.com\/tvaestduquebec\/videos\/derni%C3%88re-%C3%89dition-du-%C2%ABport-cartois%C2%BB\/752099514844539\/""]","[""French""]",2013A000424046,Manicouagan,24,24046,35904,71686,0.5008509332366152,2021,0.6255952853516473,-0.1247443521150321,-1,2021-09-19,-4
795,marker,622,Newspapers,Le Port-Cartois,"TC Media announced the sale of Le Nord-Est in Sept-ÃŽles, Le Port-Cartois in Port-Cartier and Le Plein Jour in Baie-Comeau to Gestion PJNE on October 7, 2014. Gestion PJNE immediately closed all three newspapers, resulting in nine layoffs. The final issue of Le Port-Cartois, a weekly community newspaper in Port-Cartier, was published on October 8, 2014.",0,2021-01-27T11:47:47Z,2021-01-27T11:47:47Z,21,community paper,closed,2014-10-08,Gestion PJNE,"Port-Cartier, Quebec","[""https:\/\/ici.radio-canada.ca\/nouvelle\/688109\/hebdo-tc-media-cote-nord-fermeture-editions-nordiques"",""https:\/\/lenord-cotier.com\/gestion-pjne-achete-les-journaux-de-tc-media-sur-la-cote-nord\/"",""https:\/\/www.tvanouvelles.ca\/2014\/10\/07\/fermeture-de-trois-hebdos-sur-la-cote-nord"",""https:\/\/www.lesoleil.com\/affaires\/trois-hebdos-de-la-cote-nord-ferment-leurs-portes-83275aae03923c2036d14ab7b3751a77"",""https:\/\/www.journaldemontreal.com\/2014\/10\/08\/fin-des-hebdos-iplein-jour\/i-iport-cartois\/i-et-inord-est\/i"",""https:\/\/tctranscontinental.com\/en-ca\/company-overview\/news-room\/press-releases\/tc-media-sells-its-weekly-papers-cote-nord"",""https:\/\/es-la.facebook.com\/tvaestduquebec\/videos\/derni%C3%88re-%C3%89dition-du-%C2%ABport-cartois%C2%BB\/752099514844539\/""]","[""French""]",2013A000424046,Manicouagan,24,24046,41102,72431,0.5674642073145476,2019,0.6703803060659135,-0.10291609875136587,-1,2019-10-21,-3
795,marker,622,Newspapers,Le Port-Cartois,"TC Media announced the sale of Le Nord-Est in Sept-ÃŽles, Le Port-Cartois in Port-Cartier and Le Plein Jour in Baie-Comeau to Gestion PJNE on October 7, 2014. Gestion PJNE immediately closed all three newspapers, resulting in nine layoffs. The final issue of Le Port-Cartois, a weekly community newspaper in Port-Cartier, was published on October 8, 2014.",0,2021-01-27T11:47:47Z,2021-01-27T11:47:47Z,21,community paper,closed,2014-10-08,Gestion PJNE,"Port-Cartier, Quebec","[""https:\/\/ici.radio-canada.ca\/nouvelle\/688109\/hebdo-tc-media-cote-nord-fermeture-editions-nordiques"",""https:\/\/lenord-cotier.com\/gestion-pjne-achete-les-journaux-de-tc-media-sur-la-cote-nord\/"",""https:\/\/www.tvanouvelles.ca\/2014\/10\/07\/fermeture-de-trois-hebdos-sur-la-cote-nord"",""https:\/\/www.lesoleil.com\/affaires\/trois-hebdos-de-la-cote-nord-ferment-leurs-portes-83275aae03923c2036d14ab7b3751a77"",""https:\/\/www.journaldemontreal.com\/2014\/10\/08\/fin-des-hebdos-iplein-jour\/i-iport-cartois\/i-et-inord-est\/i"",""https:\/\/tctranscontinental.com\/en-ca\/company-overview\/news-room\/press-releases\/tc-media-sells-its-weekly-papers-cote-nord"",""https:\/\/es-la.facebook.com\/tvaestduquebec\/videos\/derni%C3%88re-%C3%89dition-du-%C2%ABport-cartois%C2%BB\/752099514844539\/""]","[""French""]",2013A000424046,Manicouagan,24,24046,42675,75229,0.5672679418841139,2015,0.6828126123999229,-0.11554467051580897,-1,2015-10-19,-3
798,marker,622,Newspapers,Le Courrier,"Le Courrier published it final issue on February 23, 2015. Six employees were laid off. The weekly community newspaper first launched in 1975.",0,2021-01-27T11:56:45Z,2021-01-27T11:56:45Z,46,community paper,closed,2015-02-23,Groupe JCL,"Sainte-ThÃ©rÃ¨se and Blainville, Quebec","[""https:\/\/www.lechodelarivenord.ca\/actualites\/actualites\/213022\/deux-institutions-de-la-presse-ecrite-des-laurentides-ferment-leurs-portes"",""https:\/\/www.pressreader.com\/canada\/24-heures-montreal\/20150225\/281526519505015"",""http:\/\/journaldescitoyens.ca\/lejournal\/2015\/03\/PDF\/JDC-201503%2010.pdf"",""https:\/\/www.lechodelaval.ca\/actualites\/actualites\/213107\/deux-institutions-de-la-presse-regionale-ferment-leurs-portes"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/echo-du-nord-ferme\/""]","[""French""]",2013A000424078,Vimy,24,24078,52011,88413,0.5882732177394727,2021,0.6255952853516473,-0.0373220676121746,-1,2021-09-19,-1
798,marker,622,Newspapers,Le Courrier,"Le Courrier published it final issue on February 23, 2015. Six employees were laid off. The weekly community newspaper first launched in 1975.",0,2021-01-27T11:56:45Z,2021-01-27T11:56:45Z,46,community paper,closed,2015-02-23,Groupe JCL,"Sainte-ThÃ©rÃ¨se and Blainville, Quebec","[""https:\/\/www.lechodelarivenord.ca\/actualites\/actualites\/213022\/deux-institutions-de-la-presse-ecrite-des-laurentides-ferment-leurs-portes"",""https:\/\/www.pressreader.com\/canada\/24-heures-montreal\/20150225\/281526519505015"",""http:\/\/journaldescitoyens.ca\/lejournal\/2015\/03\/PDF\/JDC-201503%2010.pdf"",""https:\/\/www.lechodelaval.ca\/actualites\/actualites\/213107\/deux-institutions-de-la-presse-regionale-ferment-leurs-portes"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/echo-du-nord-ferme\/""]","[""French""]",2013A000424078,Vimy,24,24078,56590,88462,0.6397097058624042,2019,0.6703803060659135,-0.030670600203509313,-1,2019-10-21,-1
798,marker,622,Newspapers,Le Courrier,"Le Courrier published it final issue on February 23, 2015. Six employees were laid off. The weekly community newspaper first launched in 1975.",0,2021-01-27T11:56:45Z,2021-01-27T11:56:45Z,46,community paper,closed,2015-02-23,Groupe JCL,"Sainte-ThÃ©rÃ¨se and Blainville, Quebec","[""https:\/\/www.lechodelarivenord.ca\/actualites\/actualites\/213022\/deux-institutions-de-la-presse-ecrite-des-laurentides-ferment-leurs-portes"",""https:\/\/www.pressreader.com\/canada\/24-heures-montreal\/20150225\/281526519505015"",""http:\/\/journaldescitoyens.ca\/lejournal\/2015\/03\/PDF\/JDC-201503%2010.pdf"",""https:\/\/www.lechodelaval.ca\/actualites\/actualites\/213107\/deux-institutions-de-la-presse-regionale-ferment-leurs-portes"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/echo-du-nord-ferme\/""]","[""French""]",2013A000424078,Vimy,24,24078,55284,86225,0.6411597564511453,2015,0.6828126123999229,-0.041652855948777545,-1,2015-10-19,-1
799,marker,622,Newspapers,Lâ€™Ã‰cho du Nord,"Lâ€™Ã‰cho du Nord published its final issue on February 18, 2015. Three employees were laid off. The first edition of the weekly community newspaper in Saint-JÃ©rÃ´me was published in October, 1935.",0,2021-01-27T12:02:55Z,2021-01-28T12:59:44Z,31,community paper,closed,2015-02-18,Groupe JCL,"Saint-JÃ©rÃ´me, Quebec","[""https:\/\/www.lechodelarivenord.ca\/actualites\/actualites\/213022\/deux-institutions-de-la-presse-ecrite-des-laurentides-ferment-leurs-portes"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/echo-du-nord-ferme\/"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/reaction-fpjq-laurentides-fermeture-echo-du-nord\/"",""https:\/\/www.pressreader.com\/canada\/24-heures-montreal\/20150225\/281526519505015"",""http:\/\/journaldescitoyens.ca\/lejournal\/2015\/03\/PDF\/JDC-201503%2010.pdf"",""https:\/\/www.lechodelaval.ca\/actualites\/actualites\/213107\/deux-institutions-de-la-presse-regionale-ferment-leurs-portes""]","[""French""]",2013A000424063,Rivière-du-Nord,24,24063,58656,99384,0.5901956049263463,2021,0.6255952853516473,-0.03539968042530106,-1,2021-09-19,-2
799,marker,622,Newspapers,Lâ€™Ã‰cho du Nord,"Lâ€™Ã‰cho du Nord published its final issue on February 18, 2015. Three employees were laid off. The first edition of the weekly community newspaper in Saint-JÃ©rÃ´me was published in October, 1935.",0,2021-01-27T12:02:55Z,2021-01-28T12:59:44Z,31,community paper,closed,2015-02-18,Groupe JCL,"Saint-JÃ©rÃ´me, Quebec","[""https:\/\/www.lechodelarivenord.ca\/actualites\/actualites\/213022\/deux-institutions-de-la-presse-ecrite-des-laurentides-ferment-leurs-portes"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/echo-du-nord-ferme\/"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/reaction-fpjq-laurentides-fermeture-echo-du-nord\/"",""https:\/\/www.pressreader.com\/canada\/24-heures-montreal\/20150225\/281526519505015"",""http:\/\/journaldescitoyens.ca\/lejournal\/2015\/03\/PDF\/JDC-201503%2010.pdf"",""https:\/\/www.lechodelaval.ca\/actualites\/actualites\/213107\/deux-institutions-de-la-presse-regionale-ferment-leurs-portes""]","[""French""]",2013A000424063,Rivière-du-Nord,24,24063,61307,96054,0.638255564578258,2019,0.6703803060659135,-0.03212474148765543,-1,2019-10-21,-2
799,marker,622,Newspapers,Lâ€™Ã‰cho du Nord,"Lâ€™Ã‰cho du Nord published its final issue on February 18, 2015. Three employees were laid off. The first edition of the weekly community newspaper in Saint-JÃ©rÃ´me was published in October, 1935.",0,2021-01-27T12:02:55Z,2021-01-28T12:59:44Z,31,community paper,closed,2015-02-18,Groupe JCL,"Saint-JÃ©rÃ´me, Quebec","[""https:\/\/www.lechodelarivenord.ca\/actualites\/actualites\/213022\/deux-institutions-de-la-presse-ecrite-des-laurentides-ferment-leurs-portes"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/echo-du-nord-ferme\/"",""https:\/\/www.topolocal.ca\/2015\/02\/24\/reaction-fpjq-laurentides-fermeture-echo-du-nord\/"",""https:\/\/www.pressreader.com\/canada\/24-heures-montreal\/20150225\/281526519505015"",""http:\/\/journaldescitoyens.ca\/lejournal\/2015\/03\/PDF\/JDC-201503%2010.pdf"",""https:\/\/www.lechodelaval.ca\/actualites\/actualites\/213107\/deux-institutions-de-la-presse-regionale-ferment-leurs-portes""]","[""French""]",2013A000424063,Rivière-du-Nord,24,24063,57701,89667,0.6435031840030334,2015,0.6828126123999229,-0.039309428396889445,-1,2015-10-19,-1
804,marker,622,Newspapers,Fergus-Elora News Express,"Fergus-Elora News Express was closed by Metroland on December 21, 2016. The weekly community newspaper first published as The British Constitution in 1854.",0,2021-01-27T12:23:18Z,2021-01-27T12:23:18Z,41,community paper,closed,2016-12-21,Metroland,"Fergus and Elora, Ontario","[""https:\/\/www.wellingtonadvertiser.com\/fergus-elora-news-express-publishes-final-issue\/"",""https:\/\/www.facebook.com\/TheWellingtonAdvertiser\/posts\/the-loss-of-the-fergus-elora-news-express-is-sad-news-for-the-community-of-centr\/246110969145476\/""]","[""English""]",2013A000435113,Wellington--Halton Hills,35,35113,68104,101133,0.6734102617345475,2021,0.6255952853516473,0.04781497638290022,-1,2021-09-19,1
804,marker,622,Newspapers,Fergus-Elora News Express,"Fergus-Elora News Express was closed by Metroland on December 21, 2016. The weekly community newspaper first published as The British Constitution in 1854.",0,2021-01-27T12:23:18Z,2021-01-27T12:23:18Z,41,community paper,closed,2016-12-21,Metroland,"Fergus and Elora, Ontario","[""https:\/\/www.wellingtonadvertiser.com\/fergus-elora-news-express-publishes-final-issue\/"",""https:\/\/www.facebook.com\/TheWellingtonAdvertiser\/posts\/the-loss-of-the-fergus-elora-news-express-is-sad-news-for-the-community-of-centr\/246110969145476\/""]","[""English""]",2013A000435113,Wellington--Halton Hills,35,35113,70039,99113,0.70665805696528206,2019,0.6703803060659135,0.03627775089936858,-1,2019-10-21,0
804,marker,622,Newspapers,Fergus-Elora News Express,"Fergus-Elora News Express was closed by Metroland on December 21, 2016. The weekly community newspaper first published as The British Constitution in 1854.",0,2021-01-27T12:23:18Z,2021-01-27T12:23:18Z,41,community paper,closed,2016-12-21,Metroland,"Fergus and Elora, Ontario","[""https:\/\/www.wellingtonadvertiser.com\/fergus-elora-news-express-publishes-final-issue\/"",""https:\/\/www.facebook.com\/TheWellingtonAdvertiser\/posts\/the-loss-of-the-fergus-elora-news-express-is-sad-news-for-the-community-of-centr\/246110969145476\/""]","[""English""]",2013A000435113,Wellington--Halton Hills,35,35113,63997,90117,0.7101545768279015,2015,0.6828126123999229,0.02734196442797865,-1,2015-10-19,0
811,marker,622,Newspapers,Saskatchewan Valley News,"Saskatchewan Valley News published its final issue on January 26, 2017. The owner cited declining advertising revenue as the main reason for closing the paper. Two employees were laid off and two were transferred to the ownerâ€™s other newspaper. The weekly community newspaper launched as The Enterprise in 1902.",0,2021-01-27T12:40:29Z,2021-01-27T12:40:29Z,46,community paper,closed,2017-01-26,independent,"Rosthern, Saskatchewan","[""https:\/\/www.cbc.ca\/news\/canada\/saskatoon\/saskatchewan-valley-news-closing-1.3845780"",""https:\/\/canadianmennonite.org\/valley-news-donation""]","[""English""]",2013A000447004,Carlton Trail--Eagle Creek,47,47004,41278,59577,0.6928512681068197,2021,0.6255952853516473,0.06725598275517242,-1,2021-09-19,-2
811,marker,622,Newspapers,Saskatchewan Valley News,"Saskatchewan Valley News published its final issue on January 26, 2017. The owner cited declining advertising revenue as the main reason for closing the paper. Two employees were laid off and two were transferred to the ownerâ€™s other newspaper. The weekly community newspaper launched as The Enterprise in 1902.",0,2021-01-27T12:40:29Z,2021-01-27T12:40:29Z,46,community paper,closed,2017-01-26,independent,"Rosthern, Saskatchewan","[""https:\/\/www.cbc.ca\/news\/canada\/saskatoon\/saskatchewan-valley-news-closing-1.3845780"",""https:\/\/canadianmennonite.org\/valley-news-donation""]","[""English""]",2013A000447004,Carlton Trail--Eagle Creek,47,47004,45189,58887,0.76738499159407,2019,0.6703803060659135,0.09700468552815655,-1,2019-10-21,-2
811,marker,622,Newspapers,Saskatchewan Valley News,"Saskatchewan Valley News published its final issue on January 26, 2017. The owner cited declining advertising revenue as the main reason for closing the paper. Two employees were laid off and two were transferred to the ownerâ€™s other newspaper. The weekly community newspaper launched as The Enterprise in 1902.",0,2021-01-27T12:40:29Z,2021-01-27T12:40:29Z,46,community paper,closed,2017-01-26,independent,"Rosthern, Saskatchewan","[""https:\/\/www.cbc.ca\/news\/canada\/saskatoon\/saskatchewan-valley-news-closing-1.3845780"",""https:\/\/canadianmennonite.org\/valley-news-donation""]","[""English""]",2013A000447004,Carlton Trail--Eagle Creek,47,47004,40288,56074,0.7184791525484182,2015,0.6828126123999229,0.03566654014849535,-1,2015-10-19,0
813,marker,622,Newspapers,Lakeshore News,"Lakeshore News closed after merging with Salmon Arm Observer and Shuswap Market News on March 24, 2017. Features of Lakeshore News were incorporated into the Shuswap Market News. The last issue of the community newspaper was published on March 17, 2017. The publisher of Lakeshore News joined the Salmon Arm Observer team, while all other employees were laid off.",0,2021-01-27T12:48:43Z,2021-01-27T12:48:43Z,38,community paper,closed due to merger,2017-03-17,Black Press,"Salmon Arm, British Columbia","[""https:\/\/www.saobserver.net\/news\/shuswap-newspapers-to-amlagamate\/"",""https:\/\/www.saobserver.net\/news\/2017-in-review-march\/"",""https:\/\/www.eaglevalleynews.com\/news\/eagle-valley-news-to-publish-as-ususal\/"",""https:\/\/www.vernonmorningstar.com\/news\/shuswap-newspapers-to-amlagamate\/""]","[""English""]",2013A000459020,North Okanagan--Shuswap,59,59020,72769,112329,0.6478202423238879,2021,0.6255952853516473,0.022224956972240584,-1,2021-09-19,-2
813,marker,622,Newspapers,Lakeshore News,"Lakeshore News closed after merging with Salmon Arm Observer and Shuswap Market News on March 24, 2017. Features of Lakeshore News were incorporated into the Shuswap Market News. The last issue of the community newspaper was published on March 17, 2017. The publisher of Lakeshore News joined the Salmon Arm Observer team, while all other employees were laid off.",0,2021-01-27T12:48:43Z,2021-01-27T12:48:43Z,38,community paper,closed due to merger,2017-03-17,Black Press,"Salmon Arm, British Columbia","[""https:\/\/www.saobserver.net\/news\/shuswap-newspapers-to-amlagamate\/"",""https:\/\/www.saobserver.net\/news\/2017-in-review-march\/"",""https:\/\/www.eaglevalleynews.com\/news\/eagle-valley-news-to-publish-as-ususal\/"",""https:\/\/www.vernonmorningstar.com\/news\/shuswap-newspapers-to-amlagamate\/""]","[""English""]",2013A000459020,North Okanagan--Shuswap,59,59020,74594,107712,0.6925319370172311,2019,0.6703803060659135,0.02215163095131767,-1,2019-10-21,-1
813,marker,622,Newspapers,Lakeshore News,"Lakeshore News closed after merging with Salmon Arm Observer and Shuswap Market News on March 24, 2017. Features of Lakeshore News were incorporated into the Shuswap Market News. The last issue of the community newspaper was published on March 17, 2017. The publisher of Lakeshore News joined the Salmon Arm Observer team, while all other employees were laid off.",0,2021-01-27T12:48:43Z,2021-01-27T12:48:43Z,38,community paper,closed due to merger,2017-03-17,Black Press,"Salmon Arm, British Columbia","[""https:\/\/www.saobserver.net\/news\/shuswap-newspapers-to-amlagamate\/"",""https:\/\/www.saobserver.net\/news\/2017-in-review-march\/"",""https:\/\/www.eaglevalleynews.com\/news\/eagle-valley-news-to-publish-as-ususal\/"",""https:\/\/www.vernonmorningstar.com\/news\/shuswap-newspapers-to-amlagamate\/""]","[""English""]",2013A000459020,North Okanagan--Shuswap,59,59020,70106,97554,0.7186378826086065,2015,0.6828126123999229,0.035825270208683646,-1,2015-10-19,0
