Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Erika Alexander,Georgia Beauchemin,John-Paul Danko,Jim Enos,Roberto Henriquez,Ava Sharavi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 96","Hamilton",50,3,94,1,19,2,0,169,536
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 97","Hamilton",106,4,85,0,21,4,2,222,505
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 98","Hamilton",84,1,53,0,23,2,0,163,405
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 99","Hamilton",63,2,119,0,9,1,0,194,463
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 100","Hamilton",60,1,77,0,1,2,0,141,319
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 101","Hamilton",79,4,132,0,3,1,0,219,416
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 102","Hamilton",86,2,88,0,3,0,0,179,466
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 103","Hamilton",61,2,59,0,1,2,0,125,412
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 104","Hamilton",74,3,83,2,12,0,1,175,391
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 105","Hamilton",81,5,89,2,14,3,0,194,402
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 106","Hamilton",86,3,107,2,14,0,2,214,605
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 107","Hamilton",76,1,91,0,8,0,0,176,381
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 108","Hamilton",69,6,81,1,34,0,0,191,470
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 109","Hamilton",73,2,93,2,13,0,1,184,409
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 110","Hamilton",73,1,94,0,9,0,0,177,427
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 111","Hamilton",50,0,68,0,18,2,0,138,478
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 112","Hamilton",73,3,103,2,20,0,0,201,470
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 113","Hamilton",87,5,96,3,20,6,0,217,472
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 114","Hamilton",77,3,138,2,31,2,7,260,620
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 115","Hamilton",72,2,91,0,23,2,0,190,422
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 116","Hamilton",66,1,91,0,15,0,0,173,401
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 117","Hamilton",110,5,96,0,18,3,0,232,563
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 118","Hamilton",104,0,70,0,8,1,1,184,475
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 119","Hamilton",78,3,82,0,12,5,2,182,428
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 120","Hamilton",126,9,132,0,5,0,0,272,467
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 121","Hamilton",111,3,121,0,1,2,0,238,530
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 122","Hamilton",76,0,130,0,6,0,1,213,425
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 123","Hamilton",86,2,98,0,16,1,1,204,383
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 124","Hamilton",72,3,70,0,1,0,3,149,419
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 125","Hamilton",90,0,63,0,4,0,0,157,405
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 126","Hamilton",85,4,101,0,7,1,3,201,398
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 127","Hamilton",88,1,85,0,22,0,1,197,439
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 128","Hamilton",70,4,94,1,12,3,0,184,346
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 129","Hamilton",90,6,94,3,20,2,2,217,425
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 130","Hamilton",78,4,75,0,16,1,3,177,400
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 131","Hamilton",99,5,67,0,11,4,0,186,373
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 132","Hamilton",78,5,81,1,18,2,1,186,453
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 133","Hamilton",60,2,89,0,6,0,0,157,378
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 134","Hamilton",121,3,88,1,3,1,0,217,568
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 135","Hamilton",78,1,82,0,9,1,2,173,480
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 136","Hamilton",104,3,90,1,17,1,1,217,515
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 137","Hamilton",60,5,121,2,2,3,1,194,472
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 138","Hamilton",64,2,71,0,7,1,0,145,336
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 139","Hamilton",99,0,86,0,6,0,0,191,465
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 140","Hamilton",93,2,106,0,6,0,1,208,460
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 141","Hamilton",61,0,100,1,17,0,1,180,410
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 142","Hamilton",92,1,112,1,11,0,0,217,509
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 143","Hamilton",100,2,163,1,6,1,0,273,513
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 144","Hamilton",105,1,118,0,8,0,1,233,570
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 145","Hamilton",129,1,138,0,11,2,0,281,517
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 146","Hamilton",142,1,83,0,5,0,1,232,527
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 147","Hamilton",113,2,132,1,13,1,1,263,584
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 148","Hamilton",114,1,99,0,17,0,0,231,526
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 149","Hamilton",75,2,91,0,9,0,0,177,456
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 150","Hamilton",128,4,131,1,9,0,0,273,614
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 151","Hamilton",71,1,126,1,11,2,1,213,474
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 152","Hamilton",116,0,120,0,7,2,2,247,553
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 153","Hamilton",134,4,89,2,13,3,1,246,529
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 154","Hamilton",86,0,77,1,2,2,0,168,446
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 155","Hamilton",133,0,107,0,1,3,1,245,586
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 156","Hamilton",170,2,113,0,8,2,3,298,596
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 157","Hamilton",139,1,117,2,8,0,0,267,676
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 158","Hamilton",138,3,118,0,5,4,2,270,589
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 159","Hamilton",151,1,135,1,10,0,0,298,646
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 160","Hamilton",46,1,56,0,1,0,0,104,345
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 161","Hamilton",75,2,51,0,2,0,0,130,397
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 162","Hamilton",49,0,77,0,1,0,0,127,396
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 163","Hamilton",67,3,71,0,5,0,0,146,463
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 164","Hamilton",56,0,91,0,3,2,2,154,429
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 165","Hamilton",74,1,68,0,1,1,0,145,421
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 166","Hamilton",63,0,69,0,3,0,0,135,446
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 167","Hamilton",58,4,87,0,0,0,0,149,411
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 168","Hamilton",73,4,68,1,5,1,0,152,435
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 169","Hamilton",63,1,86,0,1,1,1,153,458
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 170","Hamilton",42,0,71,0,1,0,2,116,396
35039,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 171","Hamilton",86,1,79,1,7,1,0,175,371
