Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Patrick Agbokou,Tchad Deschenes,Danielle Dubuc,Marie Louis-Seize,Christine Normandin,Vincent Piette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Jean/Saint-Jean"," 218","Lacolle",47,1,3,28,32,1,0,112,301
24067,"Saint-Jean/Saint-Jean"," 400","Saint-Jean-sur-Richelieu",37,3,1,6,28,1,3,79,131
24067,"Saint-Jean/Saint-Jean"," 401","Saint-Jean-sur-Richelieu",165,3,5,26,104,3,11,317,408
24067,"Saint-Jean/Saint-Jean"," 402","Saint-Jean-sur-Richelieu",101,2,2,7,56,2,8,178,261
24067,"Saint-Jean/Saint-Jean"," 403","Saint-Jean-sur-Richelieu",82,3,0,6,60,2,6,159,160
24067,"Saint-Jean/Saint-Jean"," 404","Saint-Jean-sur-Richelieu",Combined with No./Résultats combinés à ceux du n°82A,,,,,,,,0
24067,"Saint-Jean/Saint-Jean"," 405","Saint-Jean-sur-Richelieu",140,6,2,18,99,1,20,286,336
24067,"Saint-Jean/Saint-Jean"," 406","Saint-Jean-sur-Richelieu",65,2,5,4,61,2,9,148,171
24067,"Saint-Jean/Saint-Jean"," 500","Saint-Jean-sur-Richelieu",Combined with No./Résultats combinés à ceux du n°85,,,,,,,,55
24067,"Saint-Jean/Saint-Jean"," 501","Mobile poll/Bureau itinérant",69,0,4,7,50,3,8,141,109
24067,"Saint-Jean/Saint-Jean"," 502","Saint-Jean-sur-Richelieu",Combined with No./Résultats combinés à ceux du n°110,,,,,,,,28
24067,"Saint-Jean/Saint-Jean"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,82
24067,"Saint-Jean/Saint-Jean"," 504","Saint-Jean-sur-Richelieu",Combined with No./Résultats combinés à ceux du n°110,,,,,,,,27
24067,"Saint-Jean/Saint-Jean"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,22
24067,"Saint-Jean/Saint-Jean"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,63
24067,"Saint-Jean/Saint-Jean"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,34
24067,"Saint-Jean/Saint-Jean"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,47
24067,"Saint-Jean/Saint-Jean"," 509","Mobile poll/Bureau itinérant",59,5,4,8,49,0,13,138,82
24067,"Saint-Jean/Saint-Jean"," 600","Mont-Saint-Grégoire",322,10,12,144,400,13,14,915,
24067,"Saint-Jean/Saint-Jean"," 601","Saint-Jean-sur-Richelieu",276,4,13,76,336,4,4,713,
24067,"Saint-Jean/Saint-Jean"," 602","Saint-Jean-sur-Richelieu",379,14,14,134,389,7,10,947,
24067,"Saint-Jean/Saint-Jean"," 603","Saint-Jean-sur-Richelieu",753,10,32,200,745,11,13,1764,
24067,"Saint-Jean/Saint-Jean"," 604","Saint-Jean-sur-Richelieu",827,8,39,224,749,23,17,1887,
24067,"Saint-Jean/Saint-Jean"," 605","Saint-Jean-sur-Richelieu",844,8,44,221,874,17,22,2030,
24067,"Saint-Jean/Saint-Jean"," 606","Saint-Jean-sur-Richelieu",441,7,30,124,458,12,17,1089,
24067,"Saint-Jean/Saint-Jean"," 607","Saint-Jean-Sur-Richelieu",453,7,12,85,484,7,13,1061,
24067,"Saint-Jean/Saint-Jean"," 608","Saint-Jean-sur-Richelieu",611,7,29,135,657,12,19,1470,
24067,"Saint-Jean/Saint-Jean"," 609","Saint-Jean-sur-Richelieu",410,3,21,125,397,7,9,972,
24067,"Saint-Jean/Saint-Jean"," 610","Saint-Jean-sur-Richelieu",502,6,26,151,560,10,22,1277,
24067,"Saint-Jean/Saint-Jean"," 611","Saint-Jean-sur-Richelieu",191,4,14,74,288,7,19,597,
24067,"Saint-Jean/Saint-Jean"," 612","Saint-Jean-sur-Richelieu",285,6,14,78,350,21,7,761,
24067,"Saint-Jean/Saint-Jean"," 613","Saint-Jean-sur-Richelieu",419,9,27,137,523,13,11,1139,
24067,"Saint-Jean/Saint-Jean"," 614","Saint-Jean-sur-Richelieu",471,11,25,159,556,10,27,1259,
24067,"Saint-Jean/Saint-Jean"," 615","Saint-Jean-sur-Richelieu",403,7,12,137,578,4,8,1149,
24067,"Saint-Jean/Saint-Jean"," 616","Saint-Jean-sur-Richelieu",344,3,17,89,382,11,7,853,
24067,"Saint-Jean/Saint-Jean"," 617","Saint-Jean-sur-Richelieu",290,4,16,98,386,13,15,822,
24067,"Saint-Jean/Saint-Jean"," 618","Saint-Jean-sur-Richelieu",187,2,3,63,205,5,2,467,
24067,"Saint-Jean/Saint-Jean"," 619","Saint-Jean-sur-Richelieu",504,8,37,159,577,12,21,1318,
24067,"Saint-Jean/Saint-Jean"," 620","Saint-Alexandre",200,7,13,107,298,7,7,639,
24067,"Saint-Jean/Saint-Jean"," 621","Saint-Blaise-sur-Richelieu",164,4,16,59,227,8,2,480,
24067,"Saint-Jean/Saint-Jean"," 622","Saint-Paul-de-l'Île-aux-Noix",137,5,4,41,119,2,9,317,
24067,"Saint-Jean/Saint-Jean"," 623","Lacolle",316,7,15,130,262,10,13,753,
24067,"Saint-Jean/Saint-Jean",,Group 1/Groupe 1, 188,4,26,145,120,9,28,520,111
24067,"Saint-Jean/Saint-Jean",,Group 2/Groupe 2, 522,6,36,178,501,9,54,1306,
