Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Mary Forbes,Cory Grizz Longley,Peter Njenga,David Watson,Bob Zimmer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 74","Fort St. John",5,6,34,1,201,1,248,711
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 75","Moberly Lake",2,9,19,2,67,0,99,215
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 75-1","East Moberly Lake 169",2,11,19,1,41,0,74,172
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 75-2","West Moberly Lake 168A",Combined with No./Résultats combinés à ceux du n°75-1,,,,,,,51
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 76","Baldonnel",4,3,16,6,246,1,276,563
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 77","Flatrock",2,5,6,3,190,0,206,281
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 78","Farmington",1,4,12,5,126,0,148,287
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 79","Fort St. John",0,4,10,1,80,1,96,348
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 80","Taylor",2,1,7,2,114,0,126,329
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 81","Taylor",3,1,10,2,95,0,111,325
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 82","Taylor",2,4,17,0,121,0,144,399
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 83","Tower Lake",1,4,7,1,89,0,102,272
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 84","Doe River",2,2,10,4,84,0,102,163
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 85","Progress",5,8,17,0,283,0,313,517
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 86","McLeod Lake",6,15,18,1,20,0,60,136
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 86-1","McLeod Lake 1",Combined with No./Résultats combinés à ceux du n°86,,,,,,,73
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 87","Bessborough",1,4,15,0,125,1,146,330
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 88","Rolla",3,6,20,0,113,0,142,269
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 89","Dawson Creek",3,3,8,0,131,1,146,274
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 90","Dawson Creek",0,7,31,2,129,1,170,514
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 91","Dawson Creek",0,10,18,0,131,1,160,432
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 92","Dawson Creek",3,7,15,1,110,0,136,372
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 93","Dawson Creek",4,9,24,1,118,0,156,427
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 94","Dawson Creek",3,10,24,0,95,0,132,414
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 95","Dawson Creek",1,8,24,0,93,0,126,419
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 96","Dawson Creek",1,6,21,1,110,2,141,396
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 97","Dawson Creek",6,9,26,2,81,0,124,439
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 98","Dawson Creek",1,6,14,3,96,1,121,452
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 99","Dawson Creek",6,6,25,4,97,1,139,484
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 100","Dawson Creek",4,5,14,0,90,0,113,397
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 101","Dawson Creek",5,6,12,0,65,3,91,393
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 102","Dawson Creek",0,3,17,2,99,0,121,363
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 103","Dawson Creek",1,5,14,1,132,0,153,352
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 104","Dawson Creek",1,5,15,1,76,0,98,398
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 105","Dawson Creek",2,13,25,2,113,0,155,479
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 106","Dawson Creek",3,10,17,0,71,0,101,346
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 107","Dawson Creek",2,8,21,1,64,0,96,360
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 108","Dawson Creek",2,7,22,1,65,1,98,315
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 109","Dawson Creek",3,6,20,3,104,0,136,393
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 110","Dawson Creek",4,8,24,1,67,1,105,321
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 111","Dawson Creek",1,6,12,1,68,3,91,374
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 112","Dawson Creek",9,8,20,1,181,0,219,567
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 113","Dawson Creek",2,5,18,0,117,0,142,525
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 114","Pouce Coupe",2,15,12,0,102,0,131,336
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 115","Pouce Coupe",3,10,14,1,127,2,157,382
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 116","Pouce Coupe",3,1,8,4,82,0,98,274
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 117","Arras",1,6,12,2,95,1,117,262
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 118","Fellers Heights",0,5,9,0,151,1,166,245
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 119","Tomslake",2,9,8,2,167,1,189,406
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 120","Chetwynd",3,9,6,2,153,1,174,560
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 121","Chetwynd",2,6,12,2,125,1,148,463
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 122","Chetwynd",3,7,23,6,160,0,199,605
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 123","Chetwynd",3,7,13,0,125,0,148,402
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 124","Chetwynd",3,12,28,2,139,0,184,610
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 125","Chetwynd",0,0,16,0,93,2,111,313
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 126","Tumbler Ridge",4,10,20,2,105,4,145,465
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 127","Tumbler Ridge",2,4,13,2,42,0,63,206
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 128","Tumbler Ridge",4,1,16,0,88,5,114,342
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 129","Tumbler Ridge",0,4,21,3,98,1,127,347
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 130","Tumbler Ridge",4,6,13,1,112,1,137,436
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 131","Bear Lake",2,3,18,12,58,0,93,170
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 132","Nukko Lake",5,7,57,4,111,0,184,491
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 133","Ness Lake",11,11,67,3,129,0,221,464
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 134","Reid Lake",1,8,26,2,128,3,168,507
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 135","Kelly Lake",0,3,15,0,8,0,26,13
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 136","Salmon Valley",6,14,41,5,167,2,235,487
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 137","Prince George",1,14,21,2,105,0,143,535
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 138","Prince George",4,10,24,3,92,0,133,504
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 139","Prince George",0,4,37,0,89,0,130,430
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 140","Prince George",5,3,37,1,87,0,133,432
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 141","Prince George",2,5,22,2,67,0,98,400
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 142","Prince George",3,7,29,0,66,0,105,433
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 143","Prince George",1,11,46,0,97,0,155,490
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 144","Prince George",0,4,55,1,62,0,122,389
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 145","Prince George",7,10,47,0,101,3,168,495
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 146","Prince George",4,13,37,4,82,1,141,380
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 147","Prince George",5,10,43,3,83,0,144,540
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 148","Prince George",2,14,68,0,70,1,155,452
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 149","Prince George",1,2,18,3,65,1,90,257
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 150","Prince George",1,4,36,0,114,0,155,410
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 151","Fraser-Fort George A",3,2,27,4,95,1,132,428
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 152","Prince George",2,7,20,2,102,0,133,478
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 153","Prince George",3,7,25,0,72,0,107,391
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 154","Prince George",4,14,25,0,77,0,120,406
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 155","Prince George",4,11,45,0,73,1,134,446
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 156","Prince George",1,11,21,0,65,1,99,320
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 157","Prince George",3,11,48,1,93,0,156,578
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 158","Prince George",5,10,38,1,99,0,153,570
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 159","Prince George",1,5,54,0,97,0,157,516
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 160","Prince George",4,7,27,1,93,1,133,367
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 160-1","Fort George 2",Combined with No./Résultats combinés à ceux du n°160,,,,,,,75
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 161","Prince George",3,18,45,0,83,0,149,498
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 162","Prince George",6,14,42,0,99,1,162,514
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 163","Prince George",9,11,64,1,113,0,198,483
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 164","Prince George",3,24,70,1,100,0,198,503
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 165","Prince George",6,8,61,2,111,0,188,494
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 166","Prince George",5,15,61,0,144,2,227,522
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 167","Prince George",4,15,41,1,71,1,133,552
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 168","Prince George",5,15,54,2,90,0,166,466
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 169","Prince George",2,13,63,5,61,0,144,403
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 170","Prince George",3,9,42,1,69,0,124,398
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 171","Prince George",8,10,41,1,66,3,129,400
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 172","Prince George",5,16,47,2,67,0,137,450
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 173","Prince George",3,18,44,1,54,1,121,450
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 174","Prince George",10,12,33,5,49,1,110,406
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 175","Prince George",7,23,56,0,47,0,133,426
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 176","Prince George",3,15,48,1,56,0,123,479
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 177","Prince George",7,15,34,0,64,0,120,420
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 178","Prince George",8,27,49,5,64,0,153,452
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 179","Prince George",5,16,36,2,58,2,119,347
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 180","Prince George",3,14,47,2,56,0,122,463
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 181","Prince George",5,12,56,0,74,0,147,378
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 182A","Prince George",5,17,33,2,32,0,89,584
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 182B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,27
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 183","Shelley",4,9,48,5,154,4,224,450
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 184","Prince George",1,10,41,2,98,1,153,353
59026,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 185","Prince George",3,11,37,5,106,1,163,352
