Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Kulbir Chawla,You-Ju Choi,Alan Clarke,Brian Deheer,Laila Goodridge,Kaitlyn Staines,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 180","Cold Lake",0,3,6,0,113,27,0,149,402
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 181","Cold Lake",1,12,7,5,157,34,0,216,506
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 182","Cold Lake",0,5,4,0,125,22,0,156,380
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 183","Cold Lake",0,4,4,3,123,18,0,152,433
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 184","Cold Lake 149B",Combined with No./Résultats combinés à ceux du n°210,,,,,,,,5
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 185A","Cold Lake",0,4,3,0,100,17,1,125,460
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 185B","Cold Lake",0,1,1,1,141,31,0,175,485
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 186","Cold Lake",1,4,5,0,133,23,0,166,551
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 187A","Cold Lake",0,0,2,1,96,19,1,119,383
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 187B","Cold Lake",0,2,1,2,79,20,1,105,362
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 188","Cold Lake",1,5,7,4,93,16,0,126,384
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 189","Cold Lake",0,2,1,1,91,16,0,111,353
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 190","Cold Lake",0,8,5,3,81,25,2,124,492
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 191","Cold Lake",0,11,4,0,69,25,3,112,455
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 192","Cold Lake",0,3,3,2,63,21,0,92,360
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 193","Cold Lake",0,12,3,0,131,32,0,178,443
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 194","Bonnyville No. 87",0,2,2,2,87,18,0,111,323
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 195","Cold Lake",Combined with No./Résultats combinés à ceux du n°196,,,,,,,,6
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 196","Cold Lake",0,4,7,1,105,24,1,142,495
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 197","Cold Lake",0,7,2,2,128,31,0,170,542
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 198","Cold Lake",1,6,5,4,108,28,1,153,458
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 199","Cold Lake",2,3,1,1,101,29,1,138,490
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 200A","Cold Lake",Combined with No./Résultats combinés à ceux du n°201A,,,,,,,,115
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 200B","Cold Lake",Combined with No./Résultats combinés à ceux du n°201B,,,,,,,,128
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 201A","Cold Lake",0,2,5,6,108,48,1,170,370
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 201B","Cold Lake",0,7,3,3,135,50,3,201,387
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 202","Iron River",Combined with No./Résultats combinés à ceux du n°203,,,,,,,,190
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 203","Fort Kent",0,2,6,3,250,17,1,279,288
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 204","Ardmore",0,3,10,0,256,27,4,300,251
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 205","Fort Kent",1,5,9,1,269,36,0,321,533
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 206","Ardmore",0,0,8,0,131,12,1,152,350
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 207","Muriel Lake",Combined with No./Résultats combinés à ceux du n°204,,,,,,,,262
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 208","Cherry Grove",0,4,4,0,217,24,2,251,456
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 209","Cherry Grove",0,6,8,3,209,25,1,252,380
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 210","Cold Lake 149",1,16,2,0,42,82,7,150,437
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 211","Cherry Grove",Combined with No./Résultats combinés à ceux du n°209,,,,,,,,147
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 501","Mobile poll/Bureau itinérant",1,1,5,0,27,6,0,40,39
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 502","Mobile poll/Bureau itinérant",0,4,1,1,24,9,0,39,70
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,19
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,11
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 505","Mobile poll/Bureau itinérant",1,2,2,2,43,13,4,67,16
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 506","Mobile poll/Bureau itinérant",1,4,1,3,3,12,1,25,22
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,25
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,20
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 509","Mobile poll/Bureau itinérant",2,2,3,0,19,1,1,28,19
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 510","Mobile poll/Bureau itinérant",2,0,2,0,41,8,1,54,53
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,1
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,14
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 600","Fort Chipewyan",0,3,1,1,11,24,1,41,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 601","Fitzgerald",0,3,0,1,2,3,0,9,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 602","Fitzgerald",Combined with No./Résultats combinés à ceux du n°601,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 603","Fitzgerald",Combined with No./Résultats combinés à ceux du n°600,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 604","Fitzgerald",Combined with No./Résultats combinés à ceux du n°600,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 605","Fitzgerald",Combined with No./Résultats combinés à ceux du n°600,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 606","Fitzgerald",Combined with No./Résultats combinés à ceux du n°600,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 607","Wood Buffalo--Fort Mckay 174",Combined with No./Résultats combinés à ceux du n°608,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 608","Fort McKay",0,0,0,0,9,7,0,16,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 609","Fort McMurray",1,8,4,0,219,34,1,267,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 610","Wood Buffalo",5,23,4,2,826,108,7,975,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 611","Wood Buffalo",0,21,15,8,722,125,2,893,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 612","Wood Buffalo",3,23,9,2,760,115,2,914,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 613","Wood Buffalo",0,21,11,0,717,116,2,867,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 614","Wood Buffalo",0,11,11,0,663,107,3,795,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 615","Wood Buffalo",0,24,9,3,696,134,2,868,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 616","Wood Buffalo",0,29,6,0,747,125,3,910,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 617","Wood Buffalo",0,12,6,4,257,116,1,396,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 618","Wood Buffalo",0,7,8,2,366,93,0,476,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 619","Wood Buffalo",3,33,9,4,805,137,4,995,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 620","Fort McMurray",1,30,10,1,935,169,2,1148,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 621","Fort McMurray",2,18,5,2,538,93,2,660,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 622","Fort McMurray",0,22,8,1,606,89,0,726,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 623","Gregoire Lake 176",Combined with No./Résultats combinés à ceux du n°624,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 624","Anzac ",0,3,2,1,108,13,0,127,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 625","Wabasca",1,27,4,1,90,65,12,200,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 626","Wabasca 166",Combined with No./Résultats combinés à ceux du n°625,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 627","Wabasca",Combined with No./Résultats combinés à ceux du n°625,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 628","Calling Lake ",0,0,0,0,0,0,0,0,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 629","Calling Lake ",Combined with No./Résultats combinés à ceux du n°628,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 630","Janvier 194",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 631","Janvier 194",0,1,1,0,2,5,0,9,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 632","Conklin",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 633","Lac La Biche",3,28,9,10,509,137,3,699,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 634","Heart Lake 167",No poll held/Pas de scrutin,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 635","Beaver Lake 131",Combined with No./Résultats combinés à ceux du n°633,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 636","Rich Lake",Combined with No./Résultats combinés à ceux du n°633,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 637","Lac La Biche",2,19,8,15,463,80,4,591,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 638","Fort Kent",1,10,16,3,656,48,4,738,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 639","Cold Lake 149B",Combined with No./Résultats combinés à ceux du n°643,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 640","Cold Lake",2,27,21,7,914,207,1,1179,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 641","Cold Lake",Combined with No./Résultats combinés à ceux du n°643,,,,,,,,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 642","Cold Lake",2,26,31,7,942,199,9,1216,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 643","Cold Lake 149",0,2,0,0,13,10,0,25,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 644","Cold Lake",1,14,13,3,770,142,2,945,
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake",,Group 1/Groupe 1, 6,41,17,11,711,323,60,1169,252
48025,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake",,Group 2/Groupe 2, 7,63,59,21,3515,448,55,4168,
