Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Randall Emmons,Garnett Genuis,Tanya Holm,Mark Horseman,Chris Jones,Jay Sobel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166A","Strathcona County",1,133,62,0,9,0,0,205,238
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166B","Strathcona County",1,102,51,0,2,0,2,158,228
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166C","Strathcona County",0,116,45,3,1,4,1,170,237
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 167","Strathcona County",4,115,48,1,9,1,0,178,388
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 168","Strathcona County",1,139,65,3,16,0,0,224,635
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 169","Strathcona County",1,79,36,2,3,0,0,121,317
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 170","Strathcona County",2,141,59,0,9,0,0,211,536
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 171A","Ardrossan",2,145,34,0,10,2,0,193,359
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 171B","Ardrossan",3,153,36,1,7,1,0,201,363
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 172","Ardrossan",2,138,44,0,11,1,0,196,351
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 173A","Ardrossan",0,131,36,0,4,3,1,175,380
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 173B","Ardrossan",0,154,27,0,3,3,2,189,372
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 174","Ardrossan",2,141,21,0,8,0,0,172,388
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 175","Strathcona County",1,83,13,0,6,2,0,105,244
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 176","Ardrossan",2,184,47,1,7,2,1,244,510
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 177","Ardrossan",2,146,18,1,3,3,0,173,337
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 178","Whitecroft",2,159,68,2,9,0,3,243,624
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 179","Whitecroft",1,156,41,2,5,0,0,205,515
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 180","Strathcona County",0,137,60,1,6,0,0,204,464
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 181","Whitecroft",0,167,41,0,6,0,0,214,492
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 182","Strathcona County",2,161,41,0,7,3,0,214,409
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 183","Strathcona County",1,120,38,0,7,0,1,167,414
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 184","Strathcona County",1,92,44,0,8,0,0,145,364
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 185","Strathcona County",0,167,68,0,7,0,1,243,480
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 186","Strathcona County",2,183,94,1,18,1,0,299,587
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 187","Strathcona County",3,129,80,0,11,0,0,223,483
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 188","Strathcona County",2,121,56,0,5,1,0,185,426
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 189","Strathcona County",0,108,79,1,12,0,1,201,487
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 190","Wyeclif",2,115,59,3,5,2,0,186,402
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 191","Strathcona County",3,99,50,0,3,1,0,156,404
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 192","Wyeclif",0,75,14,0,8,1,0,98,194
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 193","Strathcona County",1,89,25,0,7,5,0,127,240
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 194","Strathcona County",0,153,40,0,11,0,1,205,396
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 195","Ardrossan",0,133,23,1,8,0,1,166,305
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 196A","Uncas",1,142,30,1,14,2,1,191,419
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 196B","Uncas",2,137,38,1,12,4,1,195,392
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 197","Sherwood Park--Ardrossan",3,134,36,1,7,0,1,182,375
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 198","Uncas",5,147,56,0,9,1,0,218,415
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 199","North Cooking Lake",0,110,27,1,8,0,1,147,311
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 200","Strathcona County",2,163,38,1,15,1,0,220,455
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 201","Cooking Lake",0,152,43,0,19,2,0,216,382
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 202","Cooking Lake",0,183,34,0,10,0,0,227,422
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 203","Cooking Lake",1,128,37,0,9,0,0,175,411
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 204","Cooking Lake",3,90,23,0,11,4,0,131,333
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 205","Bretona",0,125,57,0,4,1,0,187,310
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 206","Bretona",2,156,46,0,6,6,0,216,402
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 207","Bretona",1,149,19,0,9,1,1,180,342
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 208","Cooking Lake",1,147,41,0,7,1,0,197,355
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 209","Cooking Lake",2,124,24,0,5,2,1,158,409
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 210","Cooking Lake",1,120,26,0,13,1,0,161,374
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 211","Cooking Lake",3,146,33,2,4,2,1,191,428
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 212","Cooking Lake",4,134,17,0,6,1,0,162,392
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 213","Cooking Lake",1,124,39,1,10,0,0,175,410
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 214","North Cooking Lake",4,153,58,1,16,4,0,236,414
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 215","North Cooking Lake",5,137,25,0,11,1,0,179,366
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 216","Deville",1,174,41,0,9,0,1,226,508
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 217","Cooking Lake",0,72,29,0,3,2,0,106,315
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 218","Cooking Lake",2,104,26,0,3,0,0,135,322
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 219","Cooking Lake",1,130,32,2,5,2,0,172,376
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 400A","Strathcona County",Combined with No./Résultats combinés à ceux du n°48A,,,,,,,,113
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 400B","Strathcona County",Combined with No./Résultats combinés à ceux du n°48B,,,,,,,,100
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 401A","Strathcona County",Combined with No./Résultats combinés à ceux du n°48A,,,,,,,,132
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 401B","Strathcona County",Combined with No./Résultats combinés à ceux du n°48B,,,,,,,,86
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 402A","Strathcona County",Combined with No./Résultats combinés à ceux du n°123A,,,,,,,,75
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 402B","Strathcona County",Combined with No./Résultats combinés à ceux du n°123B,,,,,,,,82
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,13
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 501","Fort Saskatchewan",Combined with No./Résultats combinés à ceux du n°1,,,,,,,,33
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 502","Fort Saskatchewan",Combined with No./Résultats combinés à ceux du n°9,,,,,,,,18
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,88
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 504","Mobile poll/Bureau itinérant",0,83,44,0,12,4,0,143,144
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 505","Mobile poll/Bureau itinérant",2,116,83,2,6,1,1,211,238
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 506","Mobile poll/Bureau itinérant",3,94,55,1,7,0,1,161,124
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,83
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 508","Strathcona County",Combined with No./Résultats combinés à ceux du n°47,,,,,,,,67
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,82
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 510","Mobile poll/Bureau itinérant",1,109,48,1,11,1,0,171,107
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,25
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,39
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 513","Mobile poll/Bureau itinérant",0,68,36,0,6,0,2,112,121
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,45
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 515","Strathcona County",Combined with No./Résultats combinés à ceux du n°89,,,,,,,,79
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 516","Mobile poll/Bureau itinérant",1,34,10,0,2,1,0,48,59
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 600","Fort Saskatchewan",8,1186,433,7,95,14,2,1745,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 601","Fort Saskatchewan",9,960,385,2,115,13,2,1486,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 602","Fort Saskatchewan",7,1810,493,7,86,19,6,2428,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 603","Strathcona County--Ardrossan",4,676,159,3,35,3,0,880,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 604","Strathcona County",6,1641,474,5,121,18,4,2269,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 605","Wyeclif",4,990,319,1,35,7,2,1358,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 606","Strathcona County",5,1049,573,7,89,6,4,1733,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 607","Strathcona County",11,1025,577,6,96,3,5,1723,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 608","Strathcona County",6,1045,613,7,78,3,7,1759,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 609","Strathcona County",5,1012,473,14,78,12,1,1595,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 610","Strathcona County",8,1072,612,2,61,12,4,1771,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 611","Strathcona County",4,1131,605,3,71,6,5,1825,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 612","Strathcona County",4,914,477,4,67,5,1,1472,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 613","Strathcona County",7,853,481,1,62,1,2,1407,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 614","Strathcona County",9,842,520,5,80,10,4,1470,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 615","Strathcona County",5,628,436,4,67,7,3,1150,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 616","Strathcona County",1,1027,475,2,46,10,3,1564,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 617","Sherwood Park",6,641,213,1,32,3,2,898,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 618","Strathcona County",6,1012,237,3,53,13,1,1325,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 619","Strathcona County",5,998,267,1,43,16,4,1334,
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,Group 1/Groupe 1, 7,583,300,5,71,8,47,1021,304
48035,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan",,Group 2/Groupe 2, 4,2738,1107,7,145,14,57,4072,
