Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,David Beckham,Elizabeth May,Cathie Ounsted,Colin Plant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 79B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,9
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 80","South Saanich 1",21,105,22,42,1,191,508
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 80-1","South Saanich 1",Combined with No./Résultats combinés à ceux du n°80,,,,,,195
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 81","South Saanich 1",42,67,64,11,0,184,635
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 82","Central Saanich",41,50,38,12,0,141,432
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 83","Central Saanich",32,61,64,9,0,166,496
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 84","Central Saanich",34,77,56,8,1,176,471
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 85","Central Saanich",44,71,45,4,0,164,476
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 86","Central Saanich",30,54,42,4,0,130,389
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 87","Central Saanich",47,67,44,6,1,165,478
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 88","Central Saanich",40,70,45,7,2,164,563
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 89","East Saanich 2",64,58,29,17,1,169,491
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 90","Central Saanich",26,55,44,9,1,135,363
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 91","North Saanich",Combined with No./Résultats combinés à ceux du n°91-1,,,,,,66
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 91-1","Cole Bay 3",11,37,6,15,0,69,212
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 92","North Saanich",25,50,65,0,0,140,534
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 93","North Saanich",45,53,60,3,0,161,499
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 94","North Saanich",28,60,32,4,2,126,458
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 95","North Saanich",49,67,87,13,0,216,560
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 96","North Saanich",54,68,62,8,0,192,502
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 97","North Saanich",57,81,67,2,0,207,511
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 98","Central Saanich",46,51,59,12,0,168,520
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 99","Southern Gulf Islands",43,47,35,2,1,128,489
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 100","East Saanich 2",67,67,68,26,4,232,536
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 101","East Saanich 2",33,65,20,40,3,161,442
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 102","East Saanich 2",66,71,62,31,2,232,597
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 103","Central Saanich",59,63,44,4,0,170,560
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 104","Central Saanich",47,93,62,8,0,210,490
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 105","Central Saanich",72,132,61,15,0,280,671
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 106","Central Saanich",46,75,79,5,0,205,449
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 107","Central Saanich",41,77,47,3,1,169,487
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 108","Central Saanich",27,73,39,2,0,141,468
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 109","Central Saanich",50,97,51,9,0,207,571
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 110","Central Saanich",30,82,34,6,2,154,418
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 111A","Central Saanich",27,26,43,6,0,102,237
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 111B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,14
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 112","Central Saanich",49,70,79,9,0,207,574
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 113A","Central Saanich",41,72,69,7,0,189,568
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 113B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,2
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 114","Central Saanich",33,66,77,9,1,186,520
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 115","Central Saanich",46,48,44,10,1,149,450
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 116","Central Saanich",45,61,68,0,0,174,490
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 117","Central Saanich",48,74,59,4,0,185,492
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 118","Central Saanich",39,50,49,4,0,142,478
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 119","Southern Gulf Islands",35,48,56,0,1,140,475
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 120","Saanich",70,90,80,17,1,258,500
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 121","Saanich",49,66,68,8,0,191,443
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 122","Saanich",34,43,61,12,0,150,322
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 123","Saanich",53,63,52,6,0,174,428
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 124","Saanich",58,78,70,16,0,222,545
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 125","Saanich",93,83,66,0,0,242,549
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 126","Saanich",46,35,51,4,0,136,531
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 127","Saanich",44,61,50,2,0,157,455
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 128","Saanich",63,62,47,1,0,173,502
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 129","Saanich",44,47,45,4,0,140,461
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 130","Saanich",44,41,57,4,0,146,491
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 131","Saanich",38,50,74,6,0,168,527
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 132","Saanich",51,49,59,7,0,166,541
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 133","Saanich",55,50,44,3,2,154,456
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 134","Saanich",63,45,39,5,0,152,528
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 135","Saanich",53,42,40,18,0,153,416
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 136","Saanich",39,23,24,8,0,94,429
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 137","Saanich",45,27,44,12,0,128,486
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 138","Saanich",32,33,49,12,0,126,447
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 139","Saanich",32,27,23,2,1,85,409
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 140","Saanich",62,54,46,6,0,168,534
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 141","Saanich",47,20,37,6,1,111,450
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 142","Saanich",43,49,46,17,2,157,456
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 143","Saanich",53,33,44,6,0,136,489
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 144","Saanich",26,34,56,6,0,122,358
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 145","Saanich",57,34,32,8,1,132,391
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 146","Saanich",57,42,61,2,0,162,508
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 147","Saanich",57,76,49,11,0,193,500
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 148","Saanich",53,46,67,17,3,186,472
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 149","Saanich",53,28,32,10,0,123,381
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 150","Saanich",33,37,46,13,1,130,444
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 151","Saanich",59,44,49,2,1,155,425
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 152","Saanich",42,44,46,5,0,137,354
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 153","Saanich",62,48,51,9,0,170,441
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 154","Saanich",43,41,35,6,1,126,345
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 155","Saanich",65,72,60,4,0,201,510
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 156","Saanich",44,52,35,13,2,146,430
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 157","Saanich",87,50,52,5,0,194,479
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 158","Saanich",41,43,38,4,0,126,383
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 159","Saanich",43,54,50,11,1,159,434
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 160","Saanich",44,72,34,6,0,156,487
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 161","Saanich",23,49,43,6,1,122,387
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 162","Saanich",35,41,53,2,0,131,420
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 163","Saanich",50,57,24,9,0,140,416
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 164","Saanich",49,41,57,10,1,158,432
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 165","Saanich",41,71,46,8,0,166,431
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 166","Saanich",39,72,60,9,2,182,430
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 167","Saanich",51,52,20,5,0,128,340
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 168","Saanich",48,71,44,14,0,177,401
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 169","Saanich",53,72,41,4,1,171,366
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 170","Saanich",42,52,34,20,1,149,353
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 171","Saanich",30,42,42,7,2,123,505
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 172A","Saanich",41,33,50,12,0,136,400
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 172B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,106
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 173","Saanich",68,40,50,12,0,170,587
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 174","Saanich",37,41,24,15,0,117,407
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 175","Saanich",47,51,32,9,1,140,439
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 176","Saanich",45,54,35,3,1,138,506
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 177","Saanich",30,41,34,10,0,115,401
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 178","Saanich",26,64,36,3,0,129,497
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 179","Saanich",33,50,41,9,0,133,447
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 180","Saanich",32,32,24,1,0,89,350
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 181","Saanich",34,55,48,2,1,140,452
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 182","Saanich",55,45,51,8,0,159,440
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 183","Saanich",38,71,35,12,0,156,401
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 184","Saanich",33,71,27,4,1,136,555
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 185","Saanich",42,50,40,10,0,142,496
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 186","Saanich",39,60,18,14,0,131,422
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 187","Saanich",55,79,33,5,0,172,395
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 188","Saanich",53,67,59,13,0,192,558
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 189","Saanich",44,69,65,4,0,182,482
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 190","Saanich",37,47,29,1,2,116,377
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 191","Saanich",64,58,39,7,0,168,365
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 192","Saanich",61,53,44,6,1,165,413
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 193","Saanich",45,43,41,7,2,138,350
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 194","Saanich",52,59,38,9,0,158,428
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 195","Saanich",61,86,39,11,1,198,428
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 196","Saanich",39,47,47,3,1,137,454
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 197","Saanich",38,52,22,6,0,118,406
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 198","Saanich",49,59,38,12,1,159,499
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 199","Saanich",24,76,29,10,0,139,445
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 200","Saanich",37,76,37,8,1,159,510
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 201","Saanich",33,79,27,8,0,147,416
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 202","Saanich",44,70,35,17,0,166,531
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 203","Saanich",40,72,29,6,0,147,463
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 204","Saanich",38,64,23,17,1,143,470
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 205","Saanich",52,63,42,14,0,171,494
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 206","Saanich",53,69,34,7,1,164,413
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 207","Saanich",58,65,46,8,1,178,469
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 208","Saanich",46,53,32,10,1,142,371
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 209","Saanich",39,38,22,9,0,108,426
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 210","Saanich",29,51,24,12,3,119,399
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 211","Saanich",29,41,24,9,0,103,353
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 212","Saanich",57,53,29,6,0,145,507
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 213","Saanich",27,68,24,5,0,124,442
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 214","Saanich",58,64,41,11,0,174,412
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 215","Saanich",52,65,42,5,0,164,479
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 216","Saanich",45,50,22,7,0,124,439
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 217A","Saanich",50,53,28,15,1,147,368
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 217B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,5
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 217C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,52
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 218","Saanich",54,72,42,11,2,181,503
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 219","Saanich",43,70,28,5,0,146,500
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 220","Saanich",58,94,54,19,0,225,506
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 221","Saanich",89,92,42,19,0,242,579
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 222","Saanich",63,78,38,28,0,207,483
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 400","Mobile poll/Bureau itinérant",115,55,25,12,6,213,247
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,31
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 501","Mobile poll/Bureau itinérant",22,61,16,4,1,104,46
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,13
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,14
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 504","Mobile poll/Bureau itinérant",25,19,5,6,0,55,84
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,19
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 506","Mobile poll/Bureau itinérant",31,41,12,3,0,87,80
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 507","Mobile poll/Bureau itinérant",24,13,7,4,0,48,72
