Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Félix-Antoine Brault,Arnold Downey,Neil Drabkin,Anna Gainey,Stephen Hensley,Rachel Hoffman,Malcolm Lewis-Richmond,Alex Trainman Montagano,Marc Perez,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 13","Westmount",6,3,42,112,0,0,8,2,2,5,180,400
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 14","Westmount",1,4,27,73,0,0,10,0,2,1,118,378
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 15","Westmount",1,2,36,67,1,0,7,0,2,1,117,351
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 16","Westmount",3,0,37,60,0,0,1,0,0,2,103,364
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 17","Westmount",2,1,35,64,0,0,1,0,0,1,104,338
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 18","Westmount",4,1,47,31,0,0,1,0,1,0,85,348
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 19","Westmount",2,2,70,89,0,0,1,0,2,0,166,356
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 20","Westmount",1,6,91,66,0,1,3,0,0,0,168,371
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 21","Westmount",2,3,55,79,0,1,1,0,0,0,141,354
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 22","Westmount",3,1,42,84,0,3,1,0,1,1,136,353
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 23","Westmount",3,1,72,79,2,0,1,0,0,2,160,357
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 24","Montréal",7,2,32,72,0,0,5,0,0,0,118,393
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 25","Westmount",4,2,35,64,0,0,2,0,0,1,108,336
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 26","Westmount",2,2,37,73,0,2,4,0,0,3,123,459
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 27","Westmount",1,0,39,58,0,0,2,1,1,1,103,335
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 28","Westmount",0,2,69,99,1,0,1,0,0,0,172,456
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 29","Westmount",0,3,40,71,0,0,7,0,0,2,123,390
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 30","Westmount",5,4,38,83,2,0,7,1,0,1,141,466
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 31","Montréal",6,5,42,119,0,0,6,0,2,2,182,432
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 32","Westmount",6,3,31,76,0,0,3,0,0,0,119,350
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 33","Montréal",3,0,17,66,0,0,3,0,0,0,89,363
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 34","Montréal",8,2,31,106,1,3,11,0,1,1,164,438
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 35","Montréal",19,7,22,77,0,2,25,0,4,0,156,390
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 36","Montréal",16,12,39,123,2,1,32,0,4,1,230,501
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 37","Montréal",27,7,30,125,1,1,19,0,2,1,213,460
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 38","Montréal",10,4,25,100,0,0,11,0,0,3,153,340
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 39","Montréal",15,4,32,116,1,0,20,0,0,0,188,386
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 40","Montréal",36,11,20,129,2,1,31,1,2,3,236,475
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 41","Montréal",31,14,31,145,1,0,39,0,2,2,265,471
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 42","Montréal",39,7,28,84,0,3,28,1,2,0,192,400
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 43","Montréal",46,10,19,94,0,1,33,0,0,0,203,365
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 44","Montréal",9,5,37,91,0,1,5,0,1,1,150,427
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 45","Montréal",15,6,24,70,0,0,11,0,2,1,129,378
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 46","Montréal",11,8,35,91,0,0,17,0,0,3,165,478
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 47","Montréal",3,4,58,87,0,0,11,0,0,0,163,509
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 48","Montréal",8,3,40,100,0,0,11,0,0,1,163,406
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 49","Montréal",1,4,26,88,0,1,23,0,1,1,145,366
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 50","Westmount",2,4,35,66,1,0,5,0,0,1,114,379
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 51","Westmount",2,3,29,69,1,0,3,0,0,0,107,417
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 52","Westmount",4,5,29,83,0,1,7,0,0,0,129,395
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 53","Montréal",3,4,49,90,2,0,21,1,3,2,175,376
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 54","Montréal",9,2,39,117,1,0,15,0,0,2,185,492
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 55","Montréal",16,8,71,108,2,1,4,1,3,4,218,527
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 56","Montréal",16,3,24,102,0,0,14,0,2,1,162,357
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 57","Westmount",3,8,44,99,1,0,11,0,0,0,166,467
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 58","Westmount",0,9,30,74,2,1,8,0,0,0,124,398
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 59","Westmount",4,7,32,94,1,0,7,0,4,1,150,476
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 60","Westmount",3,4,20,67,0,0,6,0,1,1,102,394
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 61","Westmount",1,3,15,70,0,0,6,0,0,0,95,369
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 62","Westmount",6,2,13,45,0,0,3,0,1,0,70,398
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 63","Montréal",5,5,21,76,0,0,6,0,1,0,114,376
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 64A","Montréal",3,6,20,85,0,1,23,0,1,0,139,459
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 64B","Montréal",7,3,15,182,1,0,6,0,0,6,220,292
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 65","Montréal",19,15,19,110,0,0,49,0,0,0,212,448
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 66","Montréal",23,6,30,102,1,3,36,1,0,3,205,426
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 67","Montréal",24,5,22,80,2,1,31,1,0,2,168,399
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 68","Montréal",32,6,18,92,2,0,18,0,0,0,168,329
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 69","Montréal",25,4,39,111,1,3,28,0,1,1,213,517
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 70","Montréal",17,4,22,75,1,0,10,0,0,0,129,349
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 71","Montréal",13,4,17,71,0,3,17,2,2,1,130,340
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 72","Montréal",19,5,23,96,0,1,18,0,0,1,163,373
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 73","Montréal",23,2,27,80,0,0,14,0,1,0,147,388
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 74","Montréal",5,4,39,61,2,0,1,0,1,1,114,337
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 75","Montréal",36,5,26,114,2,0,18,3,0,2,206,489
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 76","Montréal",6,3,23,71,0,2,15,1,0,0,121,368
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 77","Montréal",4,7,21,50,1,0,21,0,0,0,104,330
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 78","Montréal",5,3,32,86,0,0,25,0,2,0,153,444
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 79","Montréal",10,9,26,85,0,3,17,1,0,1,152,340
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 80","Montréal",16,9,34,95,0,0,16,0,1,0,171,474
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 81","Montréal",14,2,15,68,0,0,14,1,0,2,116,400
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 82","Montréal",36,13,51,137,0,1,10,1,0,3,252,511
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 83","Montréal",8,5,28,84,0,0,16,3,2,1,147,384
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 84","Montréal",23,6,39,111,0,0,21,2,0,5,207,450
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 85","Montréal",14,12,24,104,0,0,23,0,1,3,181,470
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 86","Montréal",9,12,19,88,0,0,17,1,2,0,148,387
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 87","Montréal",12,6,20,107,0,0,8,1,0,0,154,359
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 88","Montréal",24,2,41,141,0,2,14,2,0,1,227,477
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 89","Montréal",24,3,32,72,0,0,6,1,0,1,139,343
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 90","Montréal",15,7,19,129,0,0,15,1,0,1,187,508
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 91","Montréal",11,3,25,90,0,1,22,2,0,0,154,354
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 92","Montréal",14,2,17,98,2,0,11,0,0,0,144,362
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 93","Montréal",12,6,9,86,0,0,12,1,0,1,127,366
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 94","Montréal",9,1,34,68,0,0,15,1,1,1,130,346
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 95","Montréal",15,7,25,69,0,0,9,0,0,1,126,337
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 96","Montréal",21,8,18,75,1,0,11,1,0,0,135,382
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 97","Montréal",14,4,37,109,0,0,14,1,0,0,179,404
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 98","Montréal",4,5,46,125,0,1,19,0,2,0,202,499
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 99","Montréal",8,4,24,75,0,0,18,2,0,1,132,371
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 100","Montréal",5,9,15,79,0,1,35,1,0,0,145,461
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 101","Montréal",8,2,24,65,0,0,13,0,2,4,118,419
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 102","Montréal",2,5,32,105,0,1,21,1,0,1,168,417
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 103","Montréal",9,5,41,134,1,2,20,0,2,2,216,470
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 104","Montréal",4,8,61,154,1,2,21,5,3,1,260,483
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 105","Montréal",10,7,47,152,1,1,19,4,0,3,244,461
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 106","Montréal",3,8,25,79,0,2,24,2,3,1,147,341
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 107","Montréal",2,1,22,62,0,1,18,2,0,1,109,312
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 108","Montréal",23,8,11,120,1,3,10,0,2,1,179,423
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 109","Montréal",17,6,37,97,2,5,30,2,0,0,196,489
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 110","Montréal",16,6,20,102,1,1,18,1,1,1,167,401
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 111","Montréal",13,8,18,76,0,2,20,2,0,1,140,331
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 112","Montréal",11,5,16,87,1,3,23,4,2,1,153,407
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 113","Montréal",6,5,15,87,0,0,15,0,1,0,129,391
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 114","Montréal",9,7,16,113,3,0,29,2,1,0,180,411
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 115","Montréal",7,4,20,79,0,2,20,2,3,1,138,379
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 116","Montréal",7,4,21,87,1,1,12,0,3,0,136,372
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 117","Montréal",15,7,26,68,1,1,9,1,4,0,132,407
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 118","Montréal",3,5,46,117,0,0,22,1,3,0,197,446
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 119","Montréal",9,2,46,83,0,0,18,1,1,2,162,369
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 120","Montréal",9,4,23,79,0,0,10,2,1,1,129,356
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 121","Montréal",6,3,43,109,0,0,13,1,7,4,186,446
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 122","Montréal",9,4,42,104,1,0,14,1,0,0,175,394
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 123","Montréal",10,6,40,98,0,1,19,3,2,6,185,465
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 124","Montréal",2,4,46,125,0,1,17,0,0,6,201,431
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 125","Montréal",9,2,30,88,0,0,7,1,0,2,139,357
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 126","Montréal",2,0,42,146,0,0,9,1,0,1,201,432
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 127","Montréal",4,5,31,128,0,0,12,1,2,1,184,457
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 128","Montréal",2,3,31,107,1,2,6,1,4,3,160,423
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 129","Montréal",11,7,22,79,0,0,12,4,0,1,136,352
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 130","Montréal",21,5,13,97,0,0,6,4,1,7,154,436
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 131","Montréal",9,6,16,76,2,0,11,3,1,2,126,361
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 132","Montréal",7,8,17,58,0,0,14,1,0,0,105,357
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 133","Montréal",19,1,28,72,0,0,9,0,2,0,131,399
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 134","Montréal",5,5,21,62,0,0,5,2,1,3,104,404
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 135","Montréal",3,5,42,91,0,0,9,0,3,0,153,551
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 136","Montréal",14,8,56,112,0,1,25,2,1,0,219,476
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 137","Montréal",2,1,31,97,1,1,11,0,0,0,144,408
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 138","Montréal",4,5,26,103,1,1,26,1,2,1,170,515
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 139","Montréal",7,7,25,54,0,2,11,0,1,3,110,368
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 140","Montréal",4,7,25,73,0,1,5,3,0,7,125,432
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 141","Montréal",4,2,18,48,0,0,6,0,3,6,87,352
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 142","Montréal",3,1,18,61,0,0,13,0,3,0,99,432
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 143","Montréal",5,3,25,47,1,1,7,2,0,1,92,330
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 144","Montréal",13,4,13,75,0,0,14,0,0,1,120,322
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 145","Montréal",7,3,40,58,0,0,9,1,3,0,121,391
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 146","Montréal",12,4,21,92,1,0,6,1,0,2,139,371
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 147","Montréal",5,8,24,86,0,1,13,0,1,1,139,409
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 148","Montréal",4,2,42,66,0,0,9,2,1,0,126,417
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 149","Montréal",12,2,39,130,0,0,10,2,0,0,195,395
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 150","Montréal",2,7,38,98,0,0,15,1,1,2,164,513
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 151","Montréal",5,5,38,127,0,3,9,7,1,4,199,466
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 152","Montréal",6,3,74,116,1,2,18,1,0,1,222,507
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 153","Montréal",3,2,56,115,1,2,20,3,1,2,205,399
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 154","Montréal",2,2,46,85,0,0,4,0,0,0,139,401
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 155","Montréal",3,1,27,104,0,0,7,1,1,0,144,349
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 156","Montréal",8,1,35,110,1,0,13,0,1,4,173,426
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 157","Montréal",5,3,32,103,1,0,13,2,0,1,160,428
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 158","Montréal",5,8,28,77,1,0,13,1,1,0,134,361
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 159","Montréal",1,1,43,99,0,0,7,1,1,3,156,427
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 160","Montréal",4,1,28,93,2,1,26,0,2,4,161,398
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 161","Montréal",12,6,26,90,0,0,18,3,1,2,158,343
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 162","Montréal",6,3,28,90,1,0,8,0,2,2,140,374
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 163","Montréal",4,5,32,79,1,0,9,0,0,1,131,405
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 164","Montréal",3,5,30,76,0,0,7,1,1,1,124,359
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 165","Montréal",7,2,19,59,1,0,11,0,0,1,100,392
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 166","Montréal",8,4,49,103,0,1,12,2,1,1,181,487
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 167","Montréal",5,5,27,104,0,0,13,1,0,0,155,359
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 168","Montréal",8,6,34,92,0,0,14,1,1,7,163,380
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 169","Montréal",5,3,44,100,0,0,9,0,1,0,162,343
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 170","Montréal",6,2,21,58,1,1,13,0,0,0,102,348
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 171","Montréal",5,4,29,79,1,1,10,1,1,0,131,439
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 172","Montréal",0,2,48,92,0,0,8,1,1,0,152,490
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 173","Montréal",6,1,31,90,0,0,10,1,2,5,146,439
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 174","Montréal-Ouest",2,5,39,129,2,1,5,0,1,0,184,453
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 175","Montréal-Ouest",7,3,55,116,1,1,7,0,3,3,196,338
