Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Amir Badr Eldeen,Anju Dhillon,André Lavigne,Angélique Soleil Lavoie,Katy Le Rougetel,Michael Patterson,Pauline Fleur Julie Postel,Alioune Sarr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 97","Montréal",3,56,3,8,0,0,23,25,2,120,348
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 98","Montréal",3,74,2,4,0,1,11,33,0,128,374
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 99","Montréal",4,69,0,2,0,4,33,44,1,157,404
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 100","Montréal",2,93,0,6,0,1,5,57,2,166,468
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 101","Montréal",2,66,0,4,0,0,10,24,1,107,344
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 102","Montréal",2,68,0,3,1,3,4,40,0,121,315
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 103","Montréal",2,90,1,3,0,1,12,38,4,151,500
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 104","Montréal",0,53,0,5,0,3,11,21,0,93,291
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 105","Montréal",2,71,2,4,0,2,7,29,2,119,439
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 106","Montréal",3,56,0,7,0,0,28,38,6,138,344
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 107","Montréal",5,70,1,9,1,3,7,49,5,150,444
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 108","Montréal",1,106,0,5,1,0,11,23,0,147,377
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 109","Montréal",4,60,1,6,0,0,22,35,1,129,356
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 110","Montréal",7,72,2,6,0,3,19,31,1,141,419
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 111","Montréal",4,76,2,4,1,1,2,25,1,116,360
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 112","Montréal",3,56,3,6,1,1,31,32,5,138,389
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 113","Montréal",5,61,2,12,0,0,33,29,1,143,383
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 114","Montréal",2,110,2,15,0,6,28,65,1,229,634
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 115","Montréal",5,109,1,7,0,1,18,73,2,216,593
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 116","Montréal",2,53,1,4,0,0,9,35,1,105,415
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 117","Montréal",3,79,0,9,0,1,25,40,1,158,443
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 118","Montréal",1,57,0,9,0,1,32,30,5,135,422
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 119","Montréal",2,76,4,6,1,5,12,31,3,140,456
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 120","Montréal",0,52,0,5,0,0,5,22,2,86,346
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 121","Montréal",5,59,0,5,0,5,11,53,1,139,374
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 122","Dorval",1,108,0,4,0,2,9,52,0,176,355
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 123","Dorval",4,92,1,4,0,0,6,41,1,149,427
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 124","Dorval",4,89,1,16,0,1,4,36,0,151,360
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 125","Dorval",1,146,0,8,0,1,26,55,2,239,526
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 126","Dorval",3,79,2,4,1,1,13,35,0,138,434
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 127","Dorval",5,96,1,7,0,0,19,44,1,173,417
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 128","Dorval",5,98,2,10,1,0,8,25,1,150,406
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 129","Dorval",3,79,1,9,0,1,14,36,0,143,420
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 130","Dorval",2,111,0,5,0,1,8,38,0,165,441
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 131","Dorval",4,116,2,12,0,4,16,72,0,226,507
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 132","Montréal",2,202,1,6,1,3,67,15,6,303,442
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 133","Montréal",1,77,1,3,1,1,31,26,0,141,363
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 134","Montréal",3,98,2,2,0,4,41,19,0,169,365
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 135","Montréal",5,70,0,7,0,0,36,25,2,145,398
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 136","Montréal",5,99,0,16,0,3,39,27,0,189,378
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 137","Montréal",1,93,1,4,0,0,12,34,2,147,444
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 138","Montréal",4,63,0,9,0,2,6,18,0,102,349
24022,"Dorval--Lachine--LaSalle/Dorval--Lachine--LaSalle"," 139","Montréal",1,61,0,4,0,1,9,34,3,113,393
