Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Dorothy Anderson,Brigitte Cecelia,Michael Cooper,Lucia Stachurski,Jeff Willerton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 228","St. Albert",9,1,93,78,2,0,183,464
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 229","St. Albert",6,4,111,72,1,0,194,525
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 230","St. Albert",27,3,138,77,3,0,248,573
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 231","St. Albert",17,1,96,63,0,1,178,412
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 232","St. Albert",12,1,119,66,1,2,201,491
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 500","Mobile poll/Bureau itinérant",3,1,15,7,0,1,27,35
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 501","Mobile poll/Bureau itinérant",2,0,17,10,0,0,29,54
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 502","Mobile poll/Bureau itinérant",1,0,40,2,0,1,44,70
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,42
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 504","Mobile poll/Bureau itinérant",1,1,35,13,0,1,51,70
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 505","Mobile poll/Bureau itinérant",1,1,22,6,0,0,30,57
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,84
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 507","Mobile poll/Bureau itinérant",9,0,67,36,4,7,123,211
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 508","St. Albert",Combined with No./Résultats combinés à ceux du n°159,,,,,,,0
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 509","Mobile poll/Bureau itinérant",10,2,47,33,1,2,95,129
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,76
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 511","Mobile poll/Bureau itinérant",3,0,38,22,0,1,64,120
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,44
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 513","Mobile poll/Bureau itinérant",6,0,55,46,0,0,107,103
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,8
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 515","St. Albert",Combined with No./Résultats combinés à ceux du n°167,,,,,,,12
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 516","St Albert",Combined with No./Résultats combinés à ceux du n°167,,,,,,,0
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 517","Mobile poll/Bureau itinérant",11,1,27,24,3,1,67,210
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 518","Mobile poll/Bureau itinérant",6,1,31,28,0,0,66,94
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 519","Mobile poll/Bureau itinérant",13,1,94,55,0,0,163,174
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,95
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 600","Mayerthorpe",15,7,296,56,6,0,380,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 601","Onoway",45,20,855,152,1,2,1075,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 602","Alexis 133",Combined with No./Résultats combinés à ceux du n°600,,,,,,,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 603","Alberta Beach",36,17,1008,182,4,2,1249,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 604","Onoway--Calahoo",34,16,764,138,5,5,962,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 605","Alexander 134",8,0,4,14,0,0,26,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 606","Morinville",21,9,392,75,2,0,499,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 607","Morinville",17,5,485,103,9,1,620,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 608","Gibbons",43,17,901,150,4,4,1119,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 609","Gibbons",68,8,825,188,3,1,1093,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 610","Gibbons",50,13,821,175,1,2,1062,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 611","Namao",25,7,537,161,0,3,733,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 612","Morinville",80,21,1317,513,7,4,1942,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 613","Morinville",53,10,751,277,8,1,1100,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 614","Namao",24,4,993,298,1,3,1323,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 615","St. Albert",46,6,782,472,0,3,1309,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 616","St. Albert",59,15,1019,693,1,1,1788,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 617","St. Albert",70,10,987,867,1,11,1946,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 618","St. Albert",74,8,909,723,3,6,1723,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 619","St. Albert",63,6,853,695,0,8,1625,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 620","St. Albert",59,9,969,808,0,4,1849,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 621","St. Albert",46,3,758,681,3,1,1492,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 622","St. Albert",63,10,625,576,2,9,1285,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 623","St. Albert",81,14,704,527,7,4,1337,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 624","St. Albert",70,10,779,617,3,1,1480,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River"," 625","Edmonton",96,13,936,816,0,3,1864,
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River",,Group 1/Groupe 1, 88,18,1118,402,6,83,1715,256
48036,"St. Albert--Sturgeon River/St. Albert--Sturgeon River",,Group 2/Groupe 2, 99,11,1782,1133,7,43,3075,
