Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Eric Duncan,Sarah Good,Gordon Kubanek,Mario Leclerc,Karl Ivan MacKinnon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 200","Winchester",90,59,3,0,0,0,152,406
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 201","Beckstead",102,46,4,8,0,1,161,401
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 202","Elma",150,36,0,6,1,1,194,410
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 203","Hoasic",133,30,1,1,1,0,166,343
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 204","Boucks Hill",96,48,3,3,3,0,153,386
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 205","Williamsburg--Glen Becker",129,41,0,3,2,1,176,377
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 206","Reids Mills",120,42,2,6,1,1,172,471
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 207","Reids Mills--Hallville",117,74,3,7,0,0,201,424
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 208","Mountain",105,33,5,2,0,1,146,369
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 209","Inkerman",76,34,1,3,2,0,116,320
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 210","Hulbert",86,22,1,1,2,1,113,295
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 211","North Dundas",96,28,0,6,1,0,131,323
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 212","South Mountain",98,46,1,4,0,2,151,443
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 213","Pleasant Valley",140,43,3,3,0,0,189,429
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 214","Nudell Bush",68,27,2,3,0,0,100,307
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 215","Riverside Heights",59,26,1,3,1,0,90,270
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 216","Muttonville",82,30,2,4,0,1,119,348
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 217","South Dundas",76,36,0,4,1,1,118,511
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 218","Dundela",152,26,1,2,0,3,184,354
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 219","Hainsville",178,35,4,5,1,2,225,406
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 220","Rowena",169,32,1,4,2,3,211,389
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 221","South Dundas",154,34,3,4,0,1,196,570
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 222","Morrisburg",72,52,0,1,0,1,126,390
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 223","South Dundas",101,32,2,5,1,2,143,422
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 224","Morrisburg--Mariatown",85,37,1,4,2,1,130,365
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 225","Mariatown",46,20,1,0,1,0,68,235
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 226","Stampville",132,48,2,2,2,0,186,461
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 227","South Dundas",75,45,3,1,0,0,124,334
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 228","Iroquois",102,35,2,7,0,0,146,400
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 229","Iroquois",72,46,1,8,0,1,128,412
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 230","Iroquois",84,27,2,2,0,1,116,387
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 231","South Dundas",97,24,4,6,1,0,132,387
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 400","Cornwall",33,39,3,5,2,1,83,139
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 401","Cornwall",Combined with No./Résultats combinés à ceux du n°400,,,,,,,141
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 402","Cornwall",50,38,1,7,0,0,96,161
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 403","Cornwall",38,40,1,8,1,0,88,150
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,29
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 501","Mobile poll/Bureau itinérant",12,27,3,1,0,1,44,42
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,30
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 503","Mobile poll/Bureau itinérant",15,16,3,3,2,3,42,32
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 504","Mobile poll/Bureau itinérant",13,19,3,2,1,2,40,37
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,29
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 506","Mobile poll/Bureau itinérant",27,12,1,2,0,0,42,45
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 507","Mobile poll/Bureau itinérant",32,36,0,3,0,1,72,149
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 508","Mobile poll/Bureau itinérant",35,43,0,2,3,2,85,72
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,50
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,61
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,60
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 512","Mobile poll/Bureau itinérant",62,121,3,7,3,2,198,194
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°532,,,,,,,67
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,71
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 515","Mobile poll/Bureau itinérant",44,39,2,4,1,0,90,104
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 516","Cornwall",Combined with No./Résultats combinés à ceux du n°137,,,,,,,10
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 517","Mobile poll/Bureau itinérant",25,36,3,1,1,3,69,94
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,15
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,21
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 520","Mobile poll/Bureau itinérant",17,7,0,2,1,3,30,26
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 521","Mobile poll/Bureau itinérant",44,38,1,3,2,4,92,114
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,90
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,53
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 524","Mobile poll/Bureau itinérant",41,42,2,5,0,3,93,160
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,15
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°531,,,,,,,41
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 527","Mobile poll/Bureau itinérant",49,35,1,2,1,5,93,78
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 528","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,16
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 529","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,58
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 530","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,72
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 531","Mobile poll/Bureau itinérant",45,37,0,1,1,1,85,67
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 532","Mobile poll/Bureau itinérant",45,72,2,1,7,2,129,102
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 600","Alexandria",467,456,7,10,6,3,949,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 601","Alexandria--Maxville",476,622,8,18,10,4,1138,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 602","South Glengarry",368,396,6,21,2,5,798,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 603","South Glengarry",535,557,15,19,3,7,1136,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 604","South Glengarry",447,399,3,11,2,2,864,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 605","South Glengarry",330,501,7,16,2,3,859,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 606","Akwesasne (Part) 59",12,6,0,0,0,0,18,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 607","Cornwall",533,642,5,27,1,6,1214,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 608","Cornwall",400,569,5,32,1,6,1013,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 609","South Stormont",625,590,3,25,3,2,1248,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 610","Cornwall",570,575,5,24,2,7,1183,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 611","Cornwall",466,476,8,25,1,2,978,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 612","Cornwall",482,457,6,28,2,3,978,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 613","Cornwall",325,461,9,27,6,6,834,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 614","Cornwall",572,686,9,29,3,7,1306,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 615","South Stormont",611,664,11,22,3,2,1313,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 616","South Stormont",469,271,3,12,2,0,757,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 617","North Stormont",547,375,11,23,5,5,966,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 618","North Stormont",565,312,4,14,6,4,905,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 619","Gallingertown",791,478,9,21,6,6,1311,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 620","South Dundas",819,472,7,23,5,11,1337,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 621","North Dundas",781,292,13,16,4,4,1110,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 622","Winchester",822,476,18,33,5,5,1359,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 623","Reids Mills",616,305,7,14,2,0,944,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 624","North Dundas",666,329,12,12,4,2,1025,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry"," 625","South Dundas",771,408,15,25,4,7,1230,
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry",,Group 1/Groupe 1, 232,264,5,18,3,27,549,195
35102,"Stormont--Dundas--Glengarry/Stormont--Dundas--Glengarry",,Group 2/Groupe 2, 1382,1525,23,76,10,69,3085,
