Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Bernard Généreux,Iseult L'Heureux Hubert,Rémi Massé,Thibaud Mony,Jean-François Morin,Alexie Plourde,Diane Sénécal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 241","Saint-Marc-du-Lac-Long",71,4,30,1,0,1,11,1,119,365
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 242","Montmagny",99,1,51,0,0,1,34,1,187,505
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 243","Montmagny",79,4,16,0,0,1,11,0,111,329
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 244","Montmagny",61,0,41,0,1,0,22,1,126,345
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 245","Montmagny",103,3,32,0,2,3,29,0,172,375
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 246","Montmagny",77,0,34,0,1,2,11,0,125,319
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 247","Montmagny",89,5,27,0,1,1,18,2,143,344
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 248","Montmagny",101,3,38,1,3,0,28,3,177,436
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 249","Montmagny",74,4,20,0,3,0,24,3,128,384
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 250","Saint-Adalbert",85,2,38,0,1,1,20,2,149,379
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 251","Saint-Adalbert",109,1,18,0,1,2,23,2,156,401
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 252","Montmagny",119,3,36,0,4,2,31,0,195,438
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 253","Montmagny",122,2,31,0,0,0,13,1,169,409
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 254","Montmagny",99,1,15,0,1,0,10,0,126,198
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 255","Montmagny",117,1,20,0,4,0,18,1,161,231
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 256","Montmagny",83,1,52,0,1,0,38,1,176,340
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 257","Montmagny",108,5,50,0,2,2,37,1,205,350
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 258","Sainte-Apolline-de-Patton",88,6,52,1,0,4,57,2,210,385
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 259","Sainte-Apolline-de-Patton",119,4,53,0,1,2,47,2,228,389
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 260","Berthier-sur-Mer",139,3,28,0,3,0,27,7,207,347
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 261","Berthier-sur-Mer",100,1,32,0,0,3,25,3,164,338
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 262","Berthier-sur-Mer",123,2,32,0,5,1,24,2,189,352
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 263","Berthier-sur-Mer",96,0,35,0,0,0,19,0,150,236
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 264","Notre-Dame-du-Rosaire",82,1,16,3,1,0,8,2,113,231
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 265","Saint-Pierre-de-la-Rivière-du-Sud",107,2,33,0,2,2,29,0,175,324
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 266","Saint-Pierre-de-la-Rivière-du-Sud",144,4,28,1,0,2,29,0,208,402
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 267","Sainte-Lucie-de-Beauregard",92,0,13,0,1,1,13,2,122,243
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 268","Saint-François-de-la-Rivière-du-Sud",98,3,14,0,1,2,35,3,156,306
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 269","Saint-François-de-la-Rivière-du-Sud",69,0,14,0,0,0,15,0,98,147
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 270","Saint-François-de-la-Rivière-du-Sud",100,3,22,1,4,0,17,4,151,295
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 271","Saint-François-de-la-Rivière-du-Sud",88,3,30,0,0,1,21,0,143,339
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 272A","Sainte-Euphémie",120,8,36,0,2,1,30,5,202,372
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 272B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°597,,,,,,,,,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 273","Lac-Frontière",153,2,42,1,5,0,35,3,241,412
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 274","Saint-Paul-de-Montminy",99,2,35,0,4,0,17,2,159,271
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 275","Saint-Paul-de-Montminy",106,1,42,0,4,0,25,4,182,276
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 400","Rivière-du-Loup",50,0,133,0,0,1,29,11,224,308
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 401","Montmagny",61,3,46,0,0,1,7,8,126,201
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,22
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 501","Saint-Michel-du-Squatec",Combined with No./Résultats combinés à ceux du n°8,,,,,,,,,3
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 503","Mobile poll/Bureau itinérant",0,0,16,1,0,0,4,0,21,13
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 504","L'Isle-Verte",Combined with No./Résultats combinés à ceux du n°4,,,,,,,,,8
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 505","L'Isle-Verte",Combined with No./Résultats combinés à ceux du n°5,,,,,,,,,9
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 506","Saint-Cyprien",Combined with No./Résultats combinés à ceux du n°12,,,,,,,,,26
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,,10
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 508","Mobile poll/Bureau itinérant",13,0,8,0,0,2,5,3,31,23
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°535,,,,,,,,,12
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,18
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 511","Mobile poll/Bureau itinérant",10,1,15,1,0,0,7,1,35,24
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 512","Rivière-du-Loup",Combined with No./Résultats combinés à ceux du n°53,,,,,,,,,7
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 513","Rivière-du-Loup",Combined with No./Résultats combinés à ceux du n°45,,,,,,,,,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°536,,,,,,,,,23
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°531,,,,,,,,,97
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 516","Rivière-du-Loup",Combined with No./Résultats combinés à ceux du n°60,,,,,,,,,5
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 517","Mobile poll/Bureau itinérant",11,0,8,1,0,0,12,4,36,49
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,,15
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 519","Mobile poll/Bureau itinérant",39,3,63,0,0,3,11,16,135,104
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,,,83
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 521","Mobile poll/Bureau itinérant",21,3,27,0,2,0,3,4,60,34
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,24
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 523","Mobile poll/Bureau itinérant",33,2,88,0,0,0,20,3,146,144
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 524","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,95
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,,77
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,,,23
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 527","Mobile poll/Bureau itinérant",7,0,5,0,0,0,3,1,16,14
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 528","Mobile poll/Bureau itinérant",9,0,12,0,1,0,5,0,27,30
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 529","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,,,,35
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 530","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°536,,,,,,,,,30
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 531","Mobile poll/Bureau itinérant",8,4,34,0,0,0,9,5,60,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 532","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,,,,32
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 533","Mobile poll/Bureau itinérant",7,0,18,0,0,0,7,2,34,26
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 534","Saint-Antonin",Combined with No./Résultats combinés à ceux du n°107,,,,,,,,,1
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 535","Mobile poll/Bureau itinérant",8,1,18,1,0,0,4,5,37,36
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 536","Mobile poll/Bureau itinérant",7,1,25,0,0,0,7,2,42,31
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 537","Mobile poll/Bureau itinérant",11,2,35,0,3,1,11,1,64,26
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 538","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°537,,,,,,,,,63
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 539","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 540","Mobile poll/Bureau itinérant",18,0,10,0,0,0,2,6,36,41
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 541","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°540,,,,,,,,,19
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 542","Mobile poll/Bureau itinérant",19,0,14,0,0,1,4,4,42,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 543","Saint-Alexandre-de-Kamouraska",Combined with No./Résultats combinés à ceux du n°115,,,,,,,,,4
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 544","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°542,,,,,,,,,56
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 545","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°546,,,,,,,,,24
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 546","Mobile poll/Bureau itinérant",4,0,10,1,0,0,5,1,21,20
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 547","Mobile poll/Bureau itinérant",2,0,22,1,2,0,1,3,31,35
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 548","Saint-Jean-de-la-Lande",Combined with No./Résultats combinés à ceux du n°123A,,,,,,,,,8
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 549","Pohénégamook",Combined with No./Résultats combinés à ceux du n°128,,,,,,,,,8
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 550","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°540,,,,,,,,,21
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 551","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°553,,,,,,,,,22
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 552","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°557,,,,,,,,,77
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 553","Mobile poll/Bureau itinérant",10,0,3,1,0,0,1,2,17,13
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 554","Mobile poll/Bureau itinérant",7,0,8,0,1,0,3,2,21,30
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 555","Mobile poll/Bureau itinérant",5,0,5,0,0,0,1,1,12,9
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 556","Mobile poll/Bureau itinérant",9,1,7,0,0,0,1,0,18,21
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 557","Mobile poll/Bureau itinérant",14,1,18,1,0,0,5,3,42,7
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 558","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°556,,,,,,,,,15
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 559","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°554,,,,,,,,,9
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 560","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°562,,,,,,,,,86
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 561","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°555,,,,,,,,,20
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 562","Mobile poll/Bureau itinérant",27,0,27,0,0,1,10,5,70,34
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 563","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°570,,,,,,,,,48
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 564","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°575,,,,,,,,,19
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 565","Saint-Jean-Port-Joli",Combined with No./Résultats combinés à ceux du n°190,,,,,,,,,9
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 566","Mobile poll/Bureau itinérant",10,0,7,0,0,0,0,0,17,22
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 567","Mobile poll/Bureau itinérant",14,2,13,0,0,0,0,1,30,27
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 568","Sainte-Perpétue",Combined with No./Résultats combinés à ceux du n°199,,,,,,,,,6
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 569","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°571,,,,,,,,,39
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 570","Mobile poll/Bureau itinérant",24,0,18,0,0,0,4,3,49,9
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 571","Mobile poll/Bureau itinérant",20,0,19,0,1,0,5,5,50,30
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 572","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°575,,,,,,,,,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 573","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°574,,,,,,,,,13
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 574","Mobile poll/Bureau itinérant",19,3,12,0,0,1,5,2,42,38
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 575","Mobile poll/Bureau itinérant",10,0,8,0,1,0,2,2,23,22
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 576","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°566,,,,,,,,,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 577","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°566,,,,,,,,,5
