Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Jim Belanger,Andréane Chénier,Himal Hossain,Justin Dean Newell Leroux,Marc G. Serré,Sharilynne St. Louis,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 170","Espanola",89,18,0,1,53,3,0,164,455
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 171","Espanola",65,16,3,2,45,0,0,131,389
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 172","Espanola",72,17,1,1,50,1,0,142,395
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 173","Espanola",76,7,0,0,63,3,0,149,401
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 174","Anderson Lake",45,13,0,0,23,1,0,82,204
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 175","Espanola",79,18,0,2,56,0,3,158,474
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 176","Anderson--Espanola",36,12,0,0,35,0,0,83,239
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 177","Massey",97,15,2,3,33,2,2,154,414
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 178","Massey",75,18,0,1,45,0,1,140,400
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 179","Massey",79,11,1,2,40,1,0,134,363
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 180","Lee Valley",50,3,3,0,10,1,0,67,209
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 181","Massey",84,15,0,1,40,3,2,145,389
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 182","Walford",120,14,3,1,33,3,0,174,327
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 183","Alban",101,12,0,2,72,1,1,189,348
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 184","Alban",81,7,1,1,109,3,3,205,382
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 185","Key Junction",148,16,0,0,95,0,0,259,428
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 186","Whitefish Falls",73,11,5,2,68,0,1,160,288
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 187","Killarney",59,6,1,1,113,2,0,182,296
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 187-1","Point Grondine 3",Combined with No./Résultats combinés à ceux du n°187,,,,,,,,2
