Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Alexis Deschênes,Denise Giroux,Shawn Grenier,Diane Lebouthillier,Jean-Pierre Pigeon,Christian Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 506","Mobile poll/Bureau itinérant",5,0,0,15,0,0,1,21,22
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 507","Mobile poll/Bureau itinérant",26,2,0,66,4,0,5,103,124
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,8
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 509","Mobile poll/Bureau itinérant",13,1,0,15,10,0,2,41,52
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,6
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 511","Mobile poll/Bureau itinérant",13,0,1,13,5,0,1,33,39
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 512","Mobile poll/Bureau itinérant",10,3,2,35,2,1,11,64,33
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,28
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 514","Mobile poll/Bureau itinérant",2,2,1,9,2,0,1,17,21
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,27
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,32
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 517","Les Îles-de-la-Madeleine",Combined with No./Résultats combinés à ceux du n°122,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 518","Mobile poll/Bureau itinérant",10,1,1,48,3,0,0,63,135
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 519","Sainte-Félicité",Combined with No./Résultats combinés à ceux du n°136,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,1
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 521","Matane",Combined with No./Résultats combinés à ceux du n°150,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,,9
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,,10
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 524","Matane",Combined with No./Résultats combinés à ceux du n°192,,,,,,,,6
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,,22
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 526","Matane",Combined with No./Résultats combinés à ceux du n°166,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 527","Mobile poll/Bureau itinérant",18,1,2,15,5,0,2,43,28
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 528","Matane",Combined with No./Résultats combinés à ceux du n°164,,,,,,,,1
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 529","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°532,,,,,,,,21
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 530","Mobile poll/Bureau itinérant",10,1,0,5,3,1,2,22,40
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 531","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,,14
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 532","Mobile poll/Bureau itinérant",29,3,0,23,4,3,2,64,30
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 533","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°532,,,,,,,,20
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 534","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°240B,,,,,,,,24
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 535","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°532,,,,,,,,20
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 536","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°532,,,,,,,,10
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 537","Mobile poll/Bureau itinérant",35,1,0,64,8,1,7,116,115
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 538","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°537,,,,,,,,88
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 539","Maria",Combined with No./Résultats combinés à ceux du n°248,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 540","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°537,,,,,,,,22
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 541","Carleton",Combined with No./Résultats combinés à ceux du n°254,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 542","Mobile poll/Bureau itinérant",6,1,1,14,4,1,2,29,25
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 543","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°542,,,,,,,,13
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 544","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°542,,,,,,,,20
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 545","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°542,,,,,,,,6
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 546","Matapédia",Combined with No./Résultats combinés à ceux du n°273,,,,,,,,5
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 547","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°548,,,,,,,,22
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 548","Mobile poll/Bureau itinérant",9,1,0,26,0,0,11,47,31
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 549","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°548,,,,,,,,25
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 550","Saint-François-d'Assise",Combined with No./Résultats combinés à ceux du n°277,,,,,,,,0
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 600","Saint-Ulric",222,4,3,128,29,1,2,389,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 601","Matane",263,1,6,156,41,5,9,481,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 602","Matane",567,13,7,339,96,6,7,1035,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 603","Matane",505,3,5,294,70,7,28,912,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 604","Matane",146,2,0,82,48,1,2,281,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 605","Les Méchins",173,6,2,88,35,3,4,311,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 606","Cap-Chat",268,8,4,195,39,4,11,529,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 607","Mont-Albert",391,13,9,461,114,3,11,1002,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 608","Mont-Albert",53,2,0,50,12,0,1,118,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 609","Sainte-Madeleine-de-la-Rivière-Madeleine",112,7,3,109,18,2,4,255,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 610","Murdochville",46,4,0,60,6,0,0,116,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 611","Grande-Vallée",150,3,0,122,30,1,1,307,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 612","Gaspé",164,3,0,98,30,0,5,300,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 613","Gaspé",209,1,3,102,35,5,5,360,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 614","Gaspé",122,3,2,170,24,2,5,328,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 615","Gaspé",448,16,1,494,72,2,7,1040,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 616","Rivière-Saint-Jean",122,10,3,222,30,0,4,391,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 617","Percé",99,5,7,78,19,0,3,211,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 618","Percé",73,4,2,77,34,5,0,195,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 619","Saint-François-de-Pabos",314,7,8,265,52,5,14,665,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 620","Chandler",170,7,1,150,25,1,2,356,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 621","Chandler",183,4,2,213,23,1,4,430,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 622","Mont-Alexandre",173,2,0,216,35,1,1,428,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 623","Port-Daniel",220,7,3,211,55,1,1,498,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 624","Paspébiac",246,4,2,208,65,2,10,537,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 625","Paspébiac",173,4,3,267,64,2,6,519,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 626","Bonaventure",305,9,4,379,61,11,8,777,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 627","Caplan--Saint-Alphonse",165,6,2,129,42,3,2,349,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 628","New Richmond",435,29,16,484,110,4,3,1081,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 629","Gesgapegiag",2,10,0,33,6,1,1,53,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 630","Maria",340,7,5,156,36,1,5,550,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 631","Carleton-sur-Mer",580,8,9,294,47,2,14,954,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 632","Rivière-Nouvelle",198,8,2,152,56,5,4,425,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 633","Pointe-à-la-Croix",88,6,1,161,84,1,12,353,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 634","Listuguj",5,17,0,198,34,1,0,255,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 635","Pointe-à-la-Croix",41,1,2,76,38,0,1,159,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 636","Les Îles-de-la-Madeleine",68,1,1,119,6,3,1,199,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 637","Les Îles-de-la-Madeleine",105,9,1,240,23,3,3,384,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 638","Les Îles-de-la-Madeleine",144,10,3,265,22,1,5,450,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 639","Les Îles-de-la-Madeleine",99,6,4,205,11,1,1,327,
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj",,Group 1/Groupe 1, 267,43,12,315,102,3,14,756,129
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj",,Group 2/Groupe 2, 775,19,11,881,155,13,61,1915,
