Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Nick Babic,Kathy Borrelli,Helmi Charif,Alex Ilijoski,Irek Kusmierczyk,Beth St Denis,Roxanne Tellier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 186","Windsor",5,93,1,13,64,3,6,0,185,428
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 187","Windsor",8,132,1,33,73,1,2,0,250,497
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 188","Windsor",1,112,1,18,85,0,1,0,218,510
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 189","Windsor",3,101,2,21,76,1,4,1,209,526
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 190","Windsor",1,81,4,10,80,0,2,0,178,460
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 191","Windsor",3,80,0,10,55,0,4,2,154,451
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 192","Windsor",6,91,0,12,67,0,0,0,176,470
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 193","Windsor",0,90,0,7,68,1,0,2,168,426
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 194","Windsor",1,97,0,5,80,1,0,0,184,507
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 195","Windsor",1,81,0,15,58,0,0,0,155,413
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 196","Windsor",7,70,0,16,56,2,1,1,153,434
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 197","Windsor",0,33,0,0,22,0,1,1,57,140
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 198","Windsor",6,129,2,21,68,1,4,2,233,553
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 199","Windsor",7,92,0,13,63,0,2,0,177,523
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 200","Windsor",3,95,1,15,36,0,0,1,151,383
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 201","Windsor",1,92,2,12,65,0,0,2,174,451
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 202","Windsor",1,51,1,10,40,0,2,1,106,389
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 203","Windsor",1,60,1,18,64,0,2,0,146,444
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 204","Windsor",1,49,2,22,75,0,1,2,152,470
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 205","Windsor",4,75,0,11,83,1,1,3,178,419
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 206","Windsor",2,67,2,13,54,1,1,0,140,412
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 207","Windsor",0,70,0,13,107,0,1,0,191,545
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 208","Windsor",2,39,0,19,47,0,1,0,108,435
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 209","Windsor",1,46,0,13,71,0,3,1,135,373
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 210","Windsor",2,56,1,17,53,1,0,0,130,421
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 211","Windsor",2,79,0,23,85,0,2,1,192,424
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 212","Windsor",5,89,0,18,63,0,1,0,176,445
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 213","Windsor",5,105,2,21,75,3,4,1,216,508
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 214","Windsor",5,94,2,13,71,2,5,4,196,494
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 215","Windsor",2,91,1,10,88,0,1,2,195,489
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 216","Windsor",0,99,2,23,67,0,0,3,194,428
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 217","Windsor",0,93,0,13,70,0,3,2,181,410
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 218","Windsor",3,91,1,12,47,0,2,0,156,416
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 219","Windsor",4,86,0,15,62,0,7,2,176,412
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 220","Windsor",4,73,0,10,65,1,1,2,156,367
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 221","Windsor",2,76,1,7,66,1,1,1,155,471
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 222","Windsor",3,71,1,7,50,0,1,0,133,353
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 223","Windsor",2,109,1,17,49,0,0,0,178,441
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 224","Windsor",2,72,2,5,61,0,1,0,143,383
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 225","Tecumseh",1,101,0,3,64,0,0,1,170,405
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 226","Tecumseh",5,111,0,5,56,0,0,0,177,437
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 227","Tecumseh",0,83,0,5,57,0,0,1,146,368
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 228","Tecumseh",3,85,0,5,52,0,1,2,148,431
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 229","Tecumseh",3,127,0,5,61,0,1,1,198,450
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 230","Tecumseh",2,100,2,11,86,0,2,0,203,454
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 231","Tecumseh",2,130,0,12,103,0,3,1,251,452
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 232","Tecumseh",4,149,4,12,94,0,1,1,265,515
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 233","Tecumseh",5,109,2,10,97,0,1,1,225,455
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 234","Windsor",6,98,0,17,70,0,1,3,195,483
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 235","Tecumseh",3,79,0,4,35,1,0,0,122,300
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 236","Tecumseh",0,83,0,7,54,0,2,0,146,346
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 237","Tecumseh",3,118,1,9,90,3,1,0,225,411
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 238","Tecumseh",4,126,1,13,71,0,0,3,218,369
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 400","Windsor",1,36,0,13,34,0,2,0,86,153
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 401","Windsor",1,43,0,8,58,1,0,1,112,180
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 402","Windsor",0,49,0,5,39,0,0,0,93,158
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 403","Windsor",4,49,0,8,63,0,0,1,125,206
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 404","Windsor",2,45,0,11,49,0,1,1,109,161
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 405","Windsor",4,85,0,25,196,0,2,0,312,399
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 406","Windsor",3,96,0,9,138,1,1,2,250,385
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 407","Windsor",Void/Supprimé,,,,,,,,,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 408","Windsor",Void/Supprimé,,,,,,,,,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 409","Windsor",1,43,1,21,55,1,1,1,124,168
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 410","Windsor",3,60,0,17,55,0,0,0,135,198
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 411","Tecumseh",Combined with No./Résultats combinés à ceux du n°135,,,,,,,,,115
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 412","Tecumseh",1,46,1,8,55,0,1,1,113,196
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 413","Windsor",4,77,3,28,88,1,4,1,206,395
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 414","Windsor",2,25,2,9,20,1,2,0,61,105
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 415","Windsor",1,37,0,15,51,1,0,2,107,138
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 500","Mobile poll/Bureau itinérant",2,23,0,16,80,3,2,5,131,110
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,56
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 502","Windsor",1,21,0,3,88,0,0,3,116,168
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,,80
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,86
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 505","Mobile poll/Bureau itinérant",2,24,0,15,70,4,0,5,120,104
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 506","Mobile poll/Bureau itinérant",2,30,0,5,37,0,1,2,77,69
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 507","Windsor",Combined with No./Résultats combinés à ceux du n°146,,,,,,,,,25
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 508","Windsor",Combined with No./Résultats combinés à ceux du n°146,,,,,,,,,17
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 509","Mobile poll/Bureau itinérant",2,28,1,8,20,2,1,8,70,100
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 510","Mobile poll/Bureau itinérant",3,8,0,1,12,2,0,0,26,57
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,,42
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,57
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 600","Lakeshore",4,626,1,26,554,1,3,0,1215,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 601","Tecumseh",6,513,3,35,728,4,2,3,1294,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 602","Windsor",10,481,2,33,648,1,1,4,1180,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 603","Windsor",5,535,3,25,701,5,5,3,1282,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 604","Windsor",8,317,1,42,465,2,4,0,839,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 605","Windsor",12,432,0,68,649,3,8,1,1173,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 606","Windsor",17,443,0,77,766,4,6,3,1316,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 607","Windsor",9,254,0,35,468,1,0,3,770,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 608","Windsor",6,266,3,89,572,1,5,5,947,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 609","Windsor",9,317,2,87,597,3,7,2,1024,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 610","Windsor",8,319,3,73,360,2,10,3,778,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 611","Windsor",16,471,2,100,440,2,5,5,1041,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 612","Windsor",8,362,2,62,350,2,6,1,793,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 613","Windsor",24,685,3,68,547,1,5,7,1340,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 614","Windsor",12,312,4,53,314,2,6,4,707,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 615","Windsor",11,346,2,50,505,0,4,8,926,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 616","Windsor",12,569,7,74,709,3,6,3,1383,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 617","Windsor",13,445,6,37,566,2,6,3,1078,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 618","Windsor",6,595,4,48,690,3,10,7,1363,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 619","Tecumseh",6,481,0,35,754,3,5,1,1285,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 620","Windsor",14,600,1,51,712,3,5,1,1387,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 621","Lakeshore",2,247,0,21,221,2,3,1,497,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore"," 622","Tecumseh",8,290,0,23,210,2,0,2,535,
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore",,Group 1/Groupe 1, 7,218,1,48,343,2,7,63,689,367
35118,"Windsor--Tecumseh--Lakeshore/Windsor--Tecumseh--Lakeshore",,Group 2/Groupe 2, 21,1120,5,116,1664,9,15,100,3050,
