Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Laurie Baird,Reggie Goldsbury,Kallee Lins,Steven Maffioli,Rob Morrison,James Wiedrick,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 185B","East Kootenay C",1,26,5,0,57,0,0,89,277
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 186","Cranbrook",1,21,13,2,57,1,1,96,364
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 187","Cranbrook",1,11,6,1,55,2,1,77,295
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 188","Cranbrook",Combined with No./Résultats combinés à ceux du n°187,,,,,,,,1
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 189","Cranbrook",0,32,9,0,92,1,0,134,410
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 190A","Arrow Creek",1,22,8,2,74,1,0,108,255
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 190B","Arrow Creek",2,15,3,0,61,0,1,82,275
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 191A","Creston",1,23,2,1,54,1,0,82,268
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 191B","Creston",0,18,4,0,41,0,2,65,287
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 192A","Creston",0,12,10,1,45,0,0,68,271
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 192B","Creston",0,16,13,1,50,1,1,82,276
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 193A","Erickson",0,17,6,5,40,1,0,69,233
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 193B","Erickson",0,11,4,3,40,1,1,60,271
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 194A","Creston",3,23,5,0,45,2,0,78,260
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 194B","Creston",0,25,7,0,47,0,0,79,260
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 195A","Creston",1,23,12,1,36,0,0,73,262
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 195B","Creston",1,25,9,1,50,0,0,86,273
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 196A","Creston",0,18,8,0,30,0,0,56,264
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 196B","Creston",0,14,5,2,33,0,1,55,266
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 197A","Creston",1,21,8,3,38,0,1,72,273
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 197B","Creston",1,18,4,1,38,0,1,63,249
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 198A","Creston",0,25,3,1,42,0,0,71,292
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 198B","Creston",1,17,7,0,32,2,1,60,308
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 199","Creston",0,40,11,2,82,2,0,137,477
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 200","Wynndel",2,26,9,5,60,0,0,102,294
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 201","Wynndel",1,46,16,4,122,0,3,192,477
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 202A","Alice Siding",1,25,5,3,44,0,0,78,270
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 202B","Alice Siding",2,6,6,3,68,0,0,85,275
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 203","Wardner",2,35,37,4,191,4,2,275,460
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 204A","Fernie",0,29,9,1,56,0,1,96,287
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 204B","Fernie",0,48,11,4,43,1,0,107,275
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 205","Fernie",1,57,25,4,89,1,1,178,425
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 206","Fernie",1,84,27,2,79,0,0,193,463
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 207","East Kootenay A",1,57,20,4,63,1,0,146,411
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 208","Fernie",0,64,31,4,38,1,0,138,425
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 209","Fernie",0,62,24,1,82,1,0,170,456
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 210","Fernie",0,74,20,3,54,2,1,154,442
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 211","Fernie",0,52,22,1,83,2,0,160,388
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 212","Fernie",0,53,19,6,57,3,1,139,403
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 213","Hosmer",0,50,18,4,119,1,1,193,484
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 214A","Fernie--Cokato",0,33,6,0,56,1,0,96,273
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 214B","Fernie--Cokato",0,27,7,3,54,0,0,91,259
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 215","East Kootenay A",1,60,21,7,98,2,0,189,503
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 216","Fernie--Cokato",0,71,25,2,95,1,0,194,516
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 217","Moyie",1,56,14,1,152,3,2,229,425
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 218","Erickson",0,23,17,3,65,0,0,108,500
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 219","Creston",1,31,4,1,45,0,0,82,502
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 220","Erickson",3,35,10,2,42,0,1,93,441
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 221","Galloway",1,36,11,1,198,0,3,250,390
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 222","Jaffray",4,31,13,0,231,3,0,282,420
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 223","Creston",4,21,3,3,73,1,0,105,317
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 224","Huscroft",Combined with No./Résultats combinés à ceux du n°226,,,,,,,,51
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 225","Canyon",3,32,8,3,132,0,0,178,591
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 226","Huscroft",3,35,11,7,80,0,2,138,299
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 227A","Lister",0,17,2,2,54,0,0,75,319
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 227B","Lister",2,16,10,0,67,0,0,95,315
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 228","Yahk",5,53,16,0,182,6,2,264,462
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 229","Elko",0,30,7,4,118,1,0,160,322
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 230","Baynes Lake",2,52,8,3,189,2,0,256,393
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 231","Grasmere",Combined with No./Résultats combinés à ceux du n°232,,,,,,,,33
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 232","Grasmere",1,31,16,0,95,0,0,143,220
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 500","Mobile poll/Bureau itinérant",0,26,10,2,26,0,0,64,39
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,11
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,14
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 503","Mobile poll/Bureau itinérant",2,31,21,0,15,0,4,73,96
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 504","Mobile poll/Bureau itinérant",2,20,15,2,15,1,0,55,65
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,24
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 506","Mobile poll/Bureau itinérant",1,21,10,2,19,0,2,55,69
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,17
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 508","Kimberley",Combined with No./Résultats combinés à ceux du n°59,,,,,,,,34
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,18
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 510","Mobile poll/Bureau itinérant",0,19,10,0,13,2,0,44,41
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,67
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 512","Mobile poll/Bureau itinérant",1,32,21,4,14,3,1,76,61
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 513","Mobile poll/Bureau itinérant",0,22,5,2,38,1,1,69,143
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,19
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 515","Sparwood",Combined with No./Résultats combinés à ceux du n°137,,,,,,,,36
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°168C,,,,,,,,22
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 517","Fernie",Combined with No./Résultats combinés à ceux du n°209,,,,,,,,0
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,15
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 519","Mobile poll/Bureau itinérant",2,7,5,4,19,1,0,38,75
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 520","Mobile poll/Bureau itinérant",2,32,13,2,26,0,1,76,101
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,58
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 600","Golden",10,185,230,16,303,10,2,756,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 601","Golden",3,207,45,1,305,5,0,566,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 602","Radium Hot Springs",5,292,77,10,524,12,1,921,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 603","Kaslo",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 604","Invermere",3,511,145,8,602,28,1,1298,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 605","Fairmont",Combined with No./Résultats combinés à ceux du n°604,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 606","Nelson--Balfour",4,82,27,3,466,8,6,596,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 607","Central Kootenay F",11,439,402,14,630,19,3,1518,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 608","Kimberley",6,535,418,14,662,14,1,1650,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 609","Sparwood",5,151,62,3,222,7,0,450,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 610","Central Kootenay E",6,248,196,12,251,16,3,732,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 611","Central Kootenay F",5,339,430,18,230,21,3,1046,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 612","East Kootenay E",4,349,489,25,219,16,3,1105,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 613","Nelson",8,152,234,11,199,10,0,614,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 614","Salmo",4,200,137,17,325,7,4,694,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 615","Crawford Bay--Riondel",Combined with No./Résultats combinés à ceux du n°618,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 616","Nelson",4,291,143,4,268,2,2,714,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 617","Kimberley",5,670,294,24,580,13,8,1594,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 618","Fruitvale",4,191,93,8,320,1,2,619,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 619","Sparwood",4,288,87,13,716,4,4,1116,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 620","Salmo",Combined with No./Résultats combinés à ceux du n°619,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 621","Fruitvale",7,670,153,27,1005,7,5,1874,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 622","Cranbrook",12,332,73,17,822,5,11,1272,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 623","Cranbrook--Fort Steele",6,216,116,7,710,7,1,1063,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 624","Cranbrook",6,520,206,12,989,25,3,1761,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 625","East Kootenay C",12,499,258,17,994,22,4,1806,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 626","Creston",12,539,205,11,870,26,5,1668,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 627","Creston",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 628","East Kootenay C",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 629","Creston",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 630","East Kootenay A",Combined with No./Résultats combinés à ceux du n°631,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 631","Cranbrook--Yahk",11,277,131,7,887,7,9,1329,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 632","Baynes Lake--Jaffray",6,390,190,14,460,11,4,1075,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 633","Kootenay Boundary B / Lower Columbia-Old-Glory",9,223,48,5,820,5,1,1111,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 634","Grassmere",6,448,216,25,458,10,2,1165,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 635","Baynes Lake--Jaffray",Combined with No./Résultats combinés à ceux du n°636,,,,,,,,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies"," 636","Fruitvale",0,43,12,2,116,1,1,175,
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies",,Group 1/Groupe 1, 2,384,191,12,352,8,39,988,279
59007,"Columbia--Kootenay--Southern Rockies/Columbia--Kootenay--Southern Rockies",,Group 2/Groupe 2, 19,1112,1092,69,1664,43,56,4055,
