Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Claude Bertrand,Sophie Chatel,Todd Hoffman,Brian Nolan,Suzanne Proulx,Gilbert W. Whiteduck,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 199","Gatineau",1,76,1,44,5,5,11,143,398
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 200","Gatineau",1,66,1,29,4,3,0,104,285
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 201","Gatineau",2,133,0,72,11,15,0,233,671
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 202","Gatineau",0,81,1,56,17,10,1,166,532
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 203","Gatineau",0,78,0,33,10,4,3,128,274
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 204","Gatineau",3,121,2,23,12,9,2,172,540
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 205","Gatineau",3,61,0,49,15,3,0,131,402
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 206","Gatineau",7,85,2,29,13,15,3,154,429
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 207","Gatineau",1,101,2,56,13,10,4,187,492
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 208","Gatineau",6,125,0,36,23,10,0,200,525
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 209","Gatineau",3,132,0,39,19,3,3,199,484
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 210","Gatineau",1,109,0,23,29,9,0,171,407
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 211","Gatineau",3,138,1,34,13,3,2,194,441
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 212","Gatineau",5,84,4,32,21,4,1,151,390
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 213","Gatineau",2,101,2,40,19,3,1,168,377
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 214","Gatineau",1,177,0,52,18,13,1,262,609
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 215","Gatineau",1,124,1,33,4,6,2,171,470
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 216","Gatineau",1,128,3,55,13,7,4,211,537
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 217","Gatineau",2,71,2,47,17,11,0,150,413
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 218","Gatineau",2,114,1,43,14,12,3,189,518
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 219","Gatineau",1,127,0,64,14,6,2,214,542
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,53
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 501","Mobile poll/Bureau itinérant",2,52,0,12,16,2,4,88,95
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,23
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,36
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,17
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,3
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 506","Mobile poll/Bureau itinérant",3,18,0,1,2,0,0,24,39
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,15
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 508","Mobile poll/Bureau itinérant",0,20,3,19,0,1,0,43,33
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 509","Cantley",Combined with No./Résultats combinés à ceux du n°114,,,,,,,,1
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,25
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 511","Mobile poll/Bureau itinérant",2,143,0,6,29,3,4,187,283
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 600","Lac-Rapide",Combined with No./Résultats combinés à ceux du n°601,,,,,,,,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 601","Montcerf",6,158,2,78,102,19,3,368,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 602","Maniwaki",4,313,6,145,133,27,14,642,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 603","Maniwaki",9,259,4,73,108,22,12,487,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 604","Kitigan Zibi",0,30,1,9,0,18,1,59,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 605","Messines",8,244,7,107,121,24,6,517,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 606","Gracefield",9,265,11,137,95,30,1,548,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 607","Rapides-des-Joachims",2,11,1,17,6,2,0,39,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 608","Waltham",6,228,6,217,2,10,4,473,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 609","Fort-Coulonge",4,414,26,426,40,33,15,958,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 610","Mansfield-et-Pontefract",3,317,24,261,19,16,3,643,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 611","Shawville",7,380,25,464,7,17,1,901,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 612","Quyon",4,229,11,255,21,30,2,552,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 613","Masham",8,525,7,199,151,42,9,941,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 614","Kazabazua",6,233,17,223,36,26,3,544,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 615","Wakefield",18,961,7,238,37,90,9,1360,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 616","Pontiac",12,527,7,365,63,40,3,1017,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 617","Chelsea",12,1025,1,157,61,90,1,1347,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 618","Cantley",5,665,2,202,168,41,12,1095,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 619","Cantley",2,191,6,57,49,8,2,315,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 620","Cantley",13,940,6,257,213,51,10,1490,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 621","Chelsea",15,861,3,145,94,50,5,1173,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 622","Gatineau",11,761,6,268,99,46,7,1198,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 623","Gatineau",12,890,5,228,83,54,2,1274,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 624","Gatineau",7,948,7,241,102,59,10,1374,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 625","Gatineau",11,885,8,243,114,49,4,1314,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 626","Gatineau",13,911,5,180,119,64,18,1310,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi"," 627","Gatineau",21,1095,5,188,166,47,7,1529,
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi",,Group 1/Groupe 1, 16,645,4,178,82,69,55,1049,289
24057,"Pontiac--Kitigan Zibi/Pontiac--Kitigan Zibi",,Group 2/Groupe 2, 25,1235,13,393,182,95,53,1996,
