Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Patricia Conlin,Justin Graham,Robert Grossi,Jacob Mantle,Matt Pearce,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35121,"York--Durham/York--Durham"," 143A","Uxbridge",Combined with No./Résultats combinés à ceux du n°142A,,,,,,,123
35121,"York--Durham/York--Durham"," 143B","Uxbridge",Combined with No./Résultats combinés à ceux du n°142B,,,,,,,128
35121,"York--Durham/York--Durham"," 143C","Uxbridge",Combined with No./Résultats combinés à ceux du n°142C,,,,,,,114
35121,"York--Durham/York--Durham"," 143D","Uxbridge",Combined with No./Résultats combinés à ceux du n°142D,,,,,,,115
35121,"York--Durham/York--Durham"," 144A","Uxbridge",Combined with No./Résultats combinés à ceux du n°142A,,,,,,,83
35121,"York--Durham/York--Durham"," 144B","Uxbridge",Combined with No./Résultats combinés à ceux du n°142B,,,,,,,84
35121,"York--Durham/York--Durham"," 144C","Uxbridge",Combined with No./Résultats combinés à ceux du n°142C,,,,,,,96
35121,"York--Durham/York--Durham"," 144D","Uxbridge",Combined with No./Résultats combinés à ceux du n°142D,,,,,,,107
35121,"York--Durham/York--Durham"," 145A","Uxbridge",Combined with No./Résultats combinés à ceux du n°142A,,,,,,,94
35121,"York--Durham/York--Durham"," 145B","Uxbridge",Combined with No./Résultats combinés à ceux du n°142B,,,,,,,73
35121,"York--Durham/York--Durham"," 145C","Uxbridge",Combined with No./Résultats combinés à ceux du n°142C,,,,,,,96
35121,"York--Durham/York--Durham"," 145D","Uxbridge",Combined with No./Résultats combinés à ceux du n°142D,,,,,,,82
35121,"York--Durham/York--Durham"," 146A","Uxbridge",Combined with No./Résultats combinés à ceux du n°142A,,,,,,,87
35121,"York--Durham/York--Durham"," 146B","Uxbridge",Combined with No./Résultats combinés à ceux du n°142B,,,,,,,68
35121,"York--Durham/York--Durham"," 146C","Uxbridge",Combined with No./Résultats combinés à ceux du n°142C,,,,,,,72
35121,"York--Durham/York--Durham"," 146D","Uxbridge",Combined with No./Résultats combinés à ceux du n°142D,,,,,,,93
35121,"York--Durham/York--Durham"," 147A","Uxbridge",1,3,104,92,3,0,203,117
35121,"York--Durham/York--Durham"," 147B","Uxbridge",1,2,85,85,3,0,176,126
35121,"York--Durham/York--Durham"," 147C","Uxbridge",1,3,96,98,0,0,198,93
35121,"York--Durham/York--Durham"," 147D","Uxbridge",0,4,84,93,3,2,186,89
35121,"York--Durham/York--Durham"," 148","Uxbridge",1,5,107,104,3,0,220,296
35121,"York--Durham/York--Durham"," 149A","Uxbridge",Combined with No./Résultats combinés à ceux du n°147A,,,,,,,104
35121,"York--Durham/York--Durham"," 149B","Uxbridge",Combined with No./Résultats combinés à ceux du n°147B,,,,,,,117
35121,"York--Durham/York--Durham"," 149C","Uxbridge",Combined with No./Résultats combinés à ceux du n°147C,,,,,,,106
35121,"York--Durham/York--Durham"," 149D","Uxbridge",Combined with No./Résultats combinés à ceux du n°147D,,,,,,,103
35121,"York--Durham/York--Durham"," 150A","Uxbridge",Combined with No./Résultats combinés à ceux du n°147A,,,,,,,92
35121,"York--Durham/York--Durham"," 150B","Uxbridge",Combined with No./Résultats combinés à ceux du n°147B,,,,,,,101
35121,"York--Durham/York--Durham"," 150C","Uxbridge",Combined with No./Résultats combinés à ceux du n°147C,,,,,,,108
35121,"York--Durham/York--Durham"," 150D","Uxbridge",Combined with No./Résultats combinés à ceux du n°147D,,,,,,,113
35121,"York--Durham/York--Durham"," 151A","Uxbridge",Combined with No./Résultats combinés à ceux du n°147A,,,,,,,137
35121,"York--Durham/York--Durham"," 151B","Uxbridge",Combined with No./Résultats combinés à ceux du n°147B,,,,,,,88
35121,"York--Durham/York--Durham"," 151C","Uxbridge",Combined with No./Résultats combinés à ceux du n°147C,,,,,,,106
35121,"York--Durham/York--Durham"," 151D","Uxbridge",Combined with No./Résultats combinés à ceux du n°147D,,,,,,,88
35121,"York--Durham/York--Durham"," 152A","Uxbridge",Combined with No./Résultats combinés à ceux du n°147A,,,,,,,93
35121,"York--Durham/York--Durham"," 152B","Uxbridge",Combined with No./Résultats combinés à ceux du n°147B,,,,,,,98
35121,"York--Durham/York--Durham"," 152C","Uxbridge",Combined with No./Résultats combinés à ceux du n°147C,,,,,,,86
35121,"York--Durham/York--Durham"," 152D","Uxbridge",Combined with No./Résultats combinés à ceux du n°147D,,,,,,,98
35121,"York--Durham/York--Durham"," 153A","Uxbridge",1,5,104,110,1,0,221,98
35121,"York--Durham/York--Durham"," 153B","Uxbridge",1,6,73,97,3,1,181,67
35121,"York--Durham/York--Durham"," 153C","Uxbridge",4,7,98,96,1,5,211,93
35121,"York--Durham/York--Durham"," 153D","Uxbridge",6,2,107,103,1,0,219,125
35121,"York--Durham/York--Durham"," 154A","Uxbridge",Combined with No./Résultats combinés à ceux du n°153A,,,,,,,115
35121,"York--Durham/York--Durham"," 154B","Uxbridge",Combined with No./Résultats combinés à ceux du n°153B,,,,,,,110
35121,"York--Durham/York--Durham"," 154C","Uxbridge",Combined with No./Résultats combinés à ceux du n°153C,,,,,,,97
35121,"York--Durham/York--Durham"," 154D","Uxbridge",Combined with No./Résultats combinés à ceux du n°153D,,,,,,,105
35121,"York--Durham/York--Durham"," 155","Uxbridge",5,6,99,130,1,0,241,490
35121,"York--Durham/York--Durham"," 156A","Uxbridge",Combined with No./Résultats combinés à ceux du n°153A,,,,,,,92
35121,"York--Durham/York--Durham"," 156B","Uxbridge",Combined with No./Résultats combinés à ceux du n°153B,,,,,,,87
35121,"York--Durham/York--Durham"," 156C","Uxbridge",Combined with No./Résultats combinés à ceux du n°153C,,,,,,,107
35121,"York--Durham/York--Durham"," 156D","Uxbridge",Combined with No./Résultats combinés à ceux du n°153D,,,,,,,88
35121,"York--Durham/York--Durham"," 157A","Uxbridge",Combined with No./Résultats combinés à ceux du n°153A,,,,,,,131
35121,"York--Durham/York--Durham"," 157B","Uxbridge",Combined with No./Résultats combinés à ceux du n°153B,,,,,,,98
35121,"York--Durham/York--Durham"," 157C","Uxbridge",Combined with No./Résultats combinés à ceux du n°153C,,,,,,,96
35121,"York--Durham/York--Durham"," 157D","Uxbridge",Combined with No./Résultats combinés à ceux du n°153D,,,,,,,109
35121,"York--Durham/York--Durham"," 158A","Uxbridge",Combined with No./Résultats combinés à ceux du n°153A,,,,,,,116
35121,"York--Durham/York--Durham"," 158B","Uxbridge",Combined with No./Résultats combinés à ceux du n°153B,,,,,,,104
35121,"York--Durham/York--Durham"," 158C","Uxbridge",Combined with No./Résultats combinés à ceux du n°153C,,,,,,,83
35121,"York--Durham/York--Durham"," 158D","Uxbridge",Combined with No./Résultats combinés à ceux du n°153D,,,,,,,116
35121,"York--Durham/York--Durham"," 159","Scugog",3,1,71,55,0,0,130,462
35121,"York--Durham/York--Durham"," 160","Scugog",1,0,45,43,0,0,89,426
35121,"York--Durham/York--Durham"," 161","Scugog",2,6,71,92,2,0,173,512
35121,"York--Durham/York--Durham"," 162","Scugog",2,3,66,93,2,0,166,517
35121,"York--Durham/York--Durham"," 163A","Scugog",Combined with No./Résultats combinés à ceux du n°138A,,,,,,,102
35121,"York--Durham/York--Durham"," 163B","Scugog",Combined with No./Résultats combinés à ceux du n°138B,,,,,,,78
35121,"York--Durham/York--Durham"," 163C","Scugog",Combined with No./Résultats combinés à ceux du n°138C,,,,,,,105
35121,"York--Durham/York--Durham"," 163D","Scugog",Combined with No./Résultats combinés à ceux du n°138D,,,,,,,79
35121,"York--Durham/York--Durham"," 164","Scugog",3,8,104,92,1,0,208,314
35121,"York--Durham/York--Durham"," 165","Scugog",Combined with No./Résultats combinés à ceux du n°164,,,,,,,286
35121,"York--Durham/York--Durham"," 166A","Scugog",0,7,80,109,4,0,200,126
35121,"York--Durham/York--Durham"," 166B","Scugog",1,3,76,93,2,0,175,99
35121,"York--Durham/York--Durham"," 166C","Scugog",4,3,82,86,5,0,180,132
35121,"York--Durham/York--Durham"," 167A","Scugog",Combined with No./Résultats combinés à ceux du n°166A,,,,,,,134
35121,"York--Durham/York--Durham"," 167B","Scugog",Combined with No./Résultats combinés à ceux du n°166B,,,,,,,132
35121,"York--Durham/York--Durham"," 167C","Scugog",Combined with No./Résultats combinés à ceux du n°166C,,,,,,,110
35121,"York--Durham/York--Durham"," 168A","Scugog",Combined with No./Résultats combinés à ceux du n°166A,,,,,,,122
35121,"York--Durham/York--Durham"," 168B","Scugog",Combined with No./Résultats combinés à ceux du n°166B,,,,,,,145
35121,"York--Durham/York--Durham"," 168C","Scugog",Combined with No./Résultats combinés à ceux du n°166C,,,,,,,146
35121,"York--Durham/York--Durham"," 169A","Scugog",Combined with No./Résultats combinés à ceux du n°166A,,,,,,,151
35121,"York--Durham/York--Durham"," 169B","Scugog",Combined with No./Résultats combinés à ceux du n°166B,,,,,,,165
35121,"York--Durham/York--Durham"," 169C","Scugog",Combined with No./Résultats combinés à ceux du n°166C,,,,,,,173
35121,"York--Durham/York--Durham"," 170","Scugog",2,4,55,118,0,0,179,536
35121,"York--Durham/York--Durham"," 171A","Scugog",1,8,67,129,0,1,206,204
35121,"York--Durham/York--Durham"," 171B","Scugog",7,2,86,107,1,1,204,175
35121,"York--Durham/York--Durham"," 172","Scugog",1,3,76,113,1,0,194,497
35121,"York--Durham/York--Durham"," 173A","Scugog",Combined with No./Résultats combinés à ceux du n°171A,,,,,,,161
35121,"York--Durham/York--Durham"," 173B","Scugog",Combined with No./Résultats combinés à ceux du n°171B,,,,,,,184
35121,"York--Durham/York--Durham"," 174A","Scugog",Combined with No./Résultats combinés à ceux du n°171A,,,,,,,116
35121,"York--Durham/York--Durham"," 174B","Scugog",Combined with No./Résultats combinés à ceux du n°171B,,,,,,,138
35121,"York--Durham/York--Durham"," 175","Uxbridge",8,9,78,91,5,0,191,180
35121,"York--Durham/York--Durham"," 176","Uxbridge",Combined with No./Résultats combinés à ceux du n°148,,,,,,,286
35121,"York--Durham/York--Durham"," 177","Uxbridge",Combined with No./Résultats combinés à ceux du n°175,,,,,,,403
35121,"York--Durham/York--Durham"," 178","Uxbridge",1,4,92,106,4,0,207,438
35121,"York--Durham/York--Durham"," 179","Uxbridge",4,2,91,60,1,0,158,249
35121,"York--Durham/York--Durham"," 180","Uxbridge",Combined with No./Résultats combinés à ceux du n°179,,,,,,,270
35121,"York--Durham/York--Durham"," 181","Uxbridge",Combined with No./Résultats combinés à ceux du n°178,,,,,,,349
35121,"York--Durham/York--Durham"," 182","Uxbridge",2,4,71,93,5,0,175,514
35121,"York--Durham/York--Durham"," 183","Scugog",3,4,59,120,5,2,193,471
35121,"York--Durham/York--Durham"," 184","Scugog",4,4,61,67,0,2,138,459
35121,"York--Durham/York--Durham"," 185","Uxbridge",1,4,59,63,1,1,129,369
35121,"York--Durham/York--Durham"," 186","Uxbridge",4,0,61,92,3,1,161,459
35121,"York--Durham/York--Durham"," 187","Uxbridge",2,1,29,73,1,0,106,369
35121,"York--Durham/York--Durham"," 188","Uxbridge",4,2,68,90,3,1,168,478
35121,"York--Durham/York--Durham"," 189A","Whitchurch-Stouffville",1,3,72,105,3,0,184,141
35121,"York--Durham/York--Durham"," 189B","Whitchurch-Stouffville",2,1,73,98,2,0,176,120
35121,"York--Durham/York--Durham"," 189C","Whitchurch-Stouffville",1,6,88,110,2,0,207,131
35121,"York--Durham/York--Durham"," 190A","Whitchurch-Stouffville",2,4,86,102,0,0,194,111
35121,"York--Durham/York--Durham"," 190B","Whitchurch-Stouffville",1,1,44,95,0,0,141,109
35121,"York--Durham/York--Durham"," 190C","Whitchurch-Stouffville",3,3,67,94,1,0,168,93
35121,"York--Durham/York--Durham"," 190D","Whitchurch-Stouffville",1,5,52,96,0,0,154,91
35121,"York--Durham/York--Durham"," 190E","Whitchurch-Stouffville",4,1,49,60,0,1,115,61
35121,"York--Durham/York--Durham"," 191","Whitchurch-Stouffville",0,0,47,84,1,0,132,408
35121,"York--Durham/York--Durham"," 192A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°189A,,,,,,,125
35121,"York--Durham/York--Durham"," 192B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°189B,,,,,,,127
35121,"York--Durham/York--Durham"," 192C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°189C,,,,,,,133
35121,"York--Durham/York--Durham"," 193A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°189A,,,,,,,214
35121,"York--Durham/York--Durham"," 193B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°189B,,,,,,,208
35121,"York--Durham/York--Durham"," 193C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°189C,,,,,,,256
35121,"York--Durham/York--Durham"," 194A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190A,,,,,,,108
35121,"York--Durham/York--Durham"," 194B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190B,,,,,,,120
35121,"York--Durham/York--Durham"," 194C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190C,,,,,,,134
35121,"York--Durham/York--Durham"," 194D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190D,,,,,,,105
35121,"York--Durham/York--Durham"," 194E","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190E,,,,,,,91
35121,"York--Durham/York--Durham"," 195A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190A,,,,,,,115
35121,"York--Durham/York--Durham"," 195B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190B,,,,,,,112
35121,"York--Durham/York--Durham"," 195C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190C,,,,,,,121
35121,"York--Durham/York--Durham"," 195D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190D,,,,,,,152
35121,"York--Durham/York--Durham"," 195E","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190E,,,,,,,98
35121,"York--Durham/York--Durham"," 196A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190A,,,,,,,125
35121,"York--Durham/York--Durham"," 196B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190B,,,,,,,96
35121,"York--Durham/York--Durham"," 196C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190C,,,,,,,133
35121,"York--Durham/York--Durham"," 196D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190D,,,,,,,112
35121,"York--Durham/York--Durham"," 196E","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°190E,,,,,,,66
35121,"York--Durham/York--Durham"," 197","Whitchurch-Stouffville",1,3,41,118,1,0,164,511
35121,"York--Durham/York--Durham"," 198A","Whitchurch-Stouffville",1,4,145,65,1,2,218,111
35121,"York--Durham/York--Durham"," 198B","Whitchurch-Stouffville",2,3,147,67,1,0,220,105
35121,"York--Durham/York--Durham"," 198C","Whitchurch-Stouffville",0,1,160,91,0,1,253,127
35121,"York--Durham/York--Durham"," 199A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198A,,,,,,,113
35121,"York--Durham/York--Durham"," 199B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198B,,,,,,,161
35121,"York--Durham/York--Durham"," 199C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198C,,,,,,,167
35121,"York--Durham/York--Durham"," 200A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198A,,,,,,,166
35121,"York--Durham/York--Durham"," 200B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198B,,,,,,,144
35121,"York--Durham/York--Durham"," 200C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198C,,,,,,,147
35121,"York--Durham/York--Durham"," 201A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198A,,,,,,,131
35121,"York--Durham/York--Durham"," 201B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198B,,,,,,,133
35121,"York--Durham/York--Durham"," 201C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°198C,,,,,,,124
35121,"York--Durham/York--Durham"," 202A","Uxbridge",5,1,42,100,1,4,153,75
35121,"York--Durham/York--Durham"," 202B","Uxbridge",1,2,76,92,2,0,173,113
35121,"York--Durham/York--Durham"," 202C","Uxbridge",2,1,44,98,3,1,149,81
35121,"York--Durham/York--Durham"," 202D","Uxbridge",2,3,64,75,3,1,148,82
35121,"York--Durham/York--Durham"," 203A","Uxbridge",Combined with No./Résultats combinés à ceux du n°202A,,,,,,,61
35121,"York--Durham/York--Durham"," 203B","Uxbridge",Combined with No./Résultats combinés à ceux du n°202B,,,,,,,71
35121,"York--Durham/York--Durham"," 203C","Uxbridge",Combined with No./Résultats combinés à ceux du n°202C,,,,,,,74
35121,"York--Durham/York--Durham"," 203D","Uxbridge",Combined with No./Résultats combinés à ceux du n°202D,,,,,,,76
35121,"York--Durham/York--Durham"," 204","Uxbridge",4,0,33,44,4,0,85,232
35121,"York--Durham/York--Durham"," 205A","Uxbridge",Combined with No./Résultats combinés à ceux du n°202A,,,,,,,127
35121,"York--Durham/York--Durham"," 205B","Uxbridge",Combined with No./Résultats combinés à ceux du n°202B,,,,,,,123
35121,"York--Durham/York--Durham"," 205C","Uxbridge",Combined with No./Résultats combinés à ceux du n°202C,,,,,,,84
35121,"York--Durham/York--Durham"," 205D","Uxbridge",Combined with No./Résultats combinés à ceux du n°202D,,,,,,,104
35121,"York--Durham/York--Durham"," 206A","Uxbridge",Combined with No./Résultats combinés à ceux du n°202A,,,,,,,75
35121,"York--Durham/York--Durham"," 206B","Uxbridge",Combined with No./Résultats combinés à ceux du n°202B,,,,,,,78
35121,"York--Durham/York--Durham"," 206C","Uxbridge",Combined with No./Résultats combinés à ceux du n°202C,,,,,,,85
35121,"York--Durham/York--Durham"," 206D","Uxbridge",Combined with No./Résultats combinés à ceux du n°202D,,,,,,,52
35121,"York--Durham/York--Durham"," 207","Uxbridge",5,7,78,104,2,0,196,497
35121,"York--Durham/York--Durham"," 208A","Uxbridge",Combined with No./Résultats combinés à ceux du n°202A,,,,,,,114
35121,"York--Durham/York--Durham"," 208B","Uxbridge",Combined with No./Résultats combinés à ceux du n°202B,,,,,,,126
35121,"York--Durham/York--Durham"," 208C","Uxbridge",Combined with No./Résultats combinés à ceux du n°202C,,,,,,,85
35121,"York--Durham/York--Durham"," 208D","Uxbridge",Combined with No./Résultats combinés à ceux du n°202D,,,,,,,90
35121,"York--Durham/York--Durham"," 209A","Whitchurch-Stouffville",3,1,73,116,1,0,194,138
35121,"York--Durham/York--Durham"," 209B","Whitchurch-Stouffville",2,5,86,91,4,1,189,112
35121,"York--Durham/York--Durham"," 209C","Whitchurch-Stouffville",2,1,76,92,0,2,173,129
35121,"York--Durham/York--Durham"," 209D","Whitchurch-Stouffville",4,5,53,106,0,0,168,157
35121,"York--Durham/York--Durham"," 210A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209A,,,,,,,106
35121,"York--Durham/York--Durham"," 210B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209B,,,,,,,81
35121,"York--Durham/York--Durham"," 210C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209C,,,,,,,102
35121,"York--Durham/York--Durham"," 210D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209D,,,,,,,90
35121,"York--Durham/York--Durham"," 211A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209A,,,,,,,134
35121,"York--Durham/York--Durham"," 211B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209B,,,,,,,132
35121,"York--Durham/York--Durham"," 211C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209C,,,,,,,122
35121,"York--Durham/York--Durham"," 211D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209D,,,,,,,128
35121,"York--Durham/York--Durham"," 212A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209A,,,,,,,153
35121,"York--Durham/York--Durham"," 212B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209B,,,,,,,132
35121,"York--Durham/York--Durham"," 212C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209C,,,,,,,119
35121,"York--Durham/York--Durham"," 212D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°209D,,,,,,,116
35121,"York--Durham/York--Durham"," 213","Whitchurch-Stouffville",2,8,78,100,5,0,193,479
35121,"York--Durham/York--Durham"," 214","Whitchurch-Stouffville",2,6,28,106,0,0,142,275
35121,"York--Durham/York--Durham"," 215","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°214,,,,,,,198
35121,"York--Durham/York--Durham"," 216A","Whitchurch-Stouffville",3,1,52,79,1,0,136,73
35121,"York--Durham/York--Durham"," 216B","Whitchurch-Stouffville",2,1,55,104,2,0,164,83
35121,"York--Durham/York--Durham"," 216C","Whitchurch-Stouffville",4,1,43,66,0,1,115,119
35121,"York--Durham/York--Durham"," 216D","Whitchurch-Stouffville",0,3,56,91,0,0,150,68
35121,"York--Durham/York--Durham"," 216E","Whitchurch-Stouffville",1,1,47,56,1,0,106,61
35121,"York--Durham/York--Durham"," 217A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216A,,,,,,,73
35121,"York--Durham/York--Durham"," 217B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216B,,,,,,,127
35121,"York--Durham/York--Durham"," 217C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216C,,,,,,,109
35121,"York--Durham/York--Durham"," 217D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216D,,,,,,,110
35121,"York--Durham/York--Durham"," 217E","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216E,,,,,,,88
35121,"York--Durham/York--Durham"," 218A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216A,,,,,,,123
35121,"York--Durham/York--Durham"," 218B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216B,,,,,,,121
35121,"York--Durham/York--Durham"," 218C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216C,,,,,,,123
35121,"York--Durham/York--Durham"," 218D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216D,,,,,,,148
35121,"York--Durham/York--Durham"," 218E","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216E,,,,,,,91
35121,"York--Durham/York--Durham"," 219A","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216A,,,,,,,100
35121,"York--Durham/York--Durham"," 219B","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216B,,,,,,,110
35121,"York--Durham/York--Durham"," 219C","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216C,,,,,,,79
35121,"York--Durham/York--Durham"," 219D","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216D,,,,,,,120
35121,"York--Durham/York--Durham"," 219E","Whitchurch-Stouffville",Combined with No./Résultats combinés à ceux du n°216E,,,,,,,72
35121,"York--Durham/York--Durham"," 400","Mobile poll/Bureau itinérant",2,9,48,38,1,4,102,133
35121,"York--Durham/York--Durham"," 500","Mobile poll/Bureau itinérant",2,10,13,20,1,5,51,65
35121,"York--Durham/York--Durham"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,22
35121,"York--Durham/York--Durham"," 502","Mobile poll/Bureau itinérant",1,9,15,4,3,0,32,38
35121,"York--Durham/York--Durham"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,22
35121,"York--Durham/York--Durham"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,27
35121,"York--Durham/York--Durham"," 505","Mobile poll/Bureau itinérant",2,4,9,28,1,0,44,55
35121,"York--Durham/York--Durham"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,21
35121,"York--Durham/York--Durham"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,36
35121,"York--Durham/York--Durham"," 508","Mobile poll/Bureau itinérant",2,4,46,29,1,2,84,144
35121,"York--Durham/York--Durham"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,20
35121,"York--Durham/York--Durham"," 510","Mobile poll/Bureau itinérant",1,6,39,30,1,5,82,89
35121,"York--Durham/York--Durham"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,53
35121,"York--Durham/York--Durham"," 512","Mobile poll/Bureau itinérant",4,4,30,24,1,0,63,80
35121,"York--Durham/York--Durham"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,44
35121,"York--Durham/York--Durham"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,39
35121,"York--Durham/York--Durham"," 515","Mobile poll/Bureau itinérant",2,1,25,21,1,0,50,44
35121,"York--Durham/York--Durham"," 516","Mobile poll/Bureau itinérant",4,1,54,27,2,0,88,121
35121,"York--Durham/York--Durham"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,45
35121,"York--Durham/York--Durham"," 600","Brock",18,29,308,505,8,2,870,
35121,"York--Durham/York--Durham"," 601","Brock",8,23,301,575,10,3,920,
35121,"York--Durham/York--Durham"," 602","Georgina",10,23,344,543,5,2,927,
35121,"York--Durham/York--Durham"," 603","Chippewas of Georgina Island First Nation",0,7,32,32,1,0,72,
35121,"York--Durham/York--Durham"," 604","Georgina",13,21,444,640,8,2,1128,
35121,"York--Durham/York--Durham"," 605","Georgina",17,33,437,518,12,4,1021,
35121,"York--Durham/York--Durham"," 606","Georgina",11,36,414,665,12,3,1141,
35121,"York--Durham/York--Durham"," 607","Georgina",4,19,351,609,8,0,991,
35121,"York--Durham/York--Durham"," 608","Georgina",20,33,459,638,11,0,1161,
35121,"York--Durham/York--Durham"," 609","Georgina",8,14,318,434,9,3,786,
35121,"York--Durham/York--Durham"," 610","Georgina",9,8,289,439,5,1,751,
35121,"York--Durham/York--Durham"," 611","Georgina",13,30,404,613,8,3,1071,
35121,"York--Durham/York--Durham"," 612","Georgina",7,27,419,560,12,1,1026,
35121,"York--Durham/York--Durham"," 613","Georgina",23,89,1096,1625,20,8,2861,
35121,"York--Durham/York--Durham"," 614","Uxbridge",11,15,374,519,3,5,927,
35121,"York--Durham/York--Durham"," 615","Brock",13,14,197,320,6,0,550,
35121,"York--Durham/York--Durham"," 616","Brock",7,17,384,630,10,1,1049,
35121,"York--Durham/York--Durham"," 617","Scugog",7,26,587,681,10,11,1322,
35121,"York--Durham/York--Durham"," 618","Uxbridge",10,21,712,594,14,2,1353,
35121,"York--Durham/York--Durham"," 619","Uxbridge",19,15,593,513,7,1,1148,
35121,"York--Durham/York--Durham"," 620","Uxbridge",12,25,596,544,12,4,1193,
35121,"York--Durham/York--Durham"," 621","Uxbridge",1,8,440,605,8,2,1064,
35121,"York--Durham/York--Durham"," 622","Whitchurch-Stouffville",9,8,489,667,9,4,1186,
35121,"York--Durham/York--Durham"," 623","Whitchurch-Stouffville",6,12,501,639,6,9,1173,
35121,"York--Durham/York--Durham"," 624","Whitchurch-Stouffville",13,6,708,541,7,3,1278,
35121,"York--Durham/York--Durham"," 625","Uxbridge",21,7,478,549,5,0,1060,
