Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Louis Bellemare,Danick Bisson,Paul Cyr,Dominique Harrisson,Bladimir Laborit Infante,Pierre Paul-Hus,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 55","Québec",42,0,1,7,25,81,1,157,356
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 56","Québec",34,2,4,1,42,70,1,154,347
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 57","Québec",39,1,2,4,42,66,4,158,375
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 58","Québec",47,0,3,2,22,47,1,122,341
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 59","Québec",47,1,0,4,38,75,3,168,453
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 60","Québec",73,0,0,4,29,66,2,174,384
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 61","Québec",83,1,0,3,29,66,1,183,553
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 62","Québec",51,0,1,6,14,61,6,139,382
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 63","Québec",38,1,2,8,19,48,3,119,307
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 64","Québec",59,2,4,9,38,102,4,218,420
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 65","Québec",52,3,0,2,28,54,4,143,392
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 66","Québec",46,0,2,7,23,76,5,159,398
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 67","Québec",50,1,0,7,30,58,3,149,336
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 68","Québec",68,3,0,3,55,77,4,210,421
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 69","Québec",80,0,3,8,39,63,2,195,314
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 70","Québec",68,1,2,4,39,42,0,156,343
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 71","Québec",80,3,3,6,42,50,2,186,412
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 72","Québec",54,1,1,2,32,96,3,189,383
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 73","Québec",47,1,0,11,26,85,2,172,439
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 74","Québec",58,1,2,4,22,36,2,125,382
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 75","Québec",31,2,3,6,28,69,3,142,350
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 76","Québec",44,2,0,10,26,49,1,132,388
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 77","Québec",22,0,3,1,27,55,2,110,318
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 78","Québec",42,1,0,12,30,80,0,165,432
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 79","Québec",51,2,2,2,37,80,3,177,411
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 80","Québec",35,1,2,7,39,60,5,149,367
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 81","Québec",46,2,1,11,33,46,5,144,346
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 82","Québec",58,1,2,8,36,79,3,187,410
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 83","Québec",46,1,1,8,28,63,5,152,392
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 84","Québec",93,1,0,9,59,73,0,235,418
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 85","Québec",86,1,4,0,47,75,2,215,494
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 86","Québec",40,1,1,5,30,41,2,120,324
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 87","Québec",42,0,1,6,26,61,3,139,332
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 88","Québec",67,2,1,7,37,76,0,190,428
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 89","Québec",36,0,0,2,22,82,0,142,333
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 90","Québec",27,3,2,2,17,81,4,136,359
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 91","Québec",35,2,1,6,24,64,3,135,410
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 92","Québec",43,2,1,3,22,109,3,183,515
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 93","Québec",56,2,1,3,39,123,5,229,550
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 94","Québec",14,2,5,7,23,100,0,151,416
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 95","Québec",24,1,0,4,29,90,1,149,412
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 96","Québec",82,2,5,4,30,117,1,241,504
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 97","Québec",56,0,1,7,19,111,3,197,539
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 98","Québec",47,1,1,4,20,104,2,179,399
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 99","Québec",23,0,6,6,18,125,0,178,443
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 100","Québec",36,0,3,7,15,95,3,159,397
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 101","Québec",36,1,3,2,25,136,3,206,441
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102","Québec",18,0,0,4,10,81,2,115,397
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 103","Québec",46,1,1,4,34,91,0,177,369
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 104","Québec",62,2,0,5,20,107,0,196,528
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 105","Québec",53,2,1,3,21,86,2,168,461
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 106","Québec",33,0,1,4,19,117,5,179,395
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 107","Québec",34,1,4,4,30,108,0,181,533
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 108","Québec",43,2,1,3,18,116,4,187,463
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 109","Québec",3,2,1,5,29,143,2,185,489
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 110","Québec",74,0,1,5,33,78,4,195,401
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 111","Québec",73,1,0,7,59,43,2,185,340
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 112","Québec",37,2,1,9,56,64,3,172,351
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 113","Québec",87,0,0,5,39,77,2,210,394
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 114","Québec",60,0,0,8,50,60,5,183,391
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 115","Québec",48,0,1,8,29,77,1,164,370
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 116","Québec",40,3,2,10,32,56,2,145,363
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 117","Québec",73,0,0,7,43,85,4,212,393
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 118","Québec",58,3,1,4,53,54,3,176,354
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 119","Québec",81,1,7,7,57,90,2,245,425
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 120","Québec",63,0,0,5,46,49,1,164,347
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 121","Québec",96,3,0,5,34,72,7,217,434
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 122","Québec",95,0,1,9,48,64,0,217,415
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 123","Québec",69,1,5,4,45,70,3,197,402
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 124","Québec",54,0,4,9,69,65,3,204,377
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 125","Québec",46,1,2,7,35,49,4,144,352
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 126","Québec",44,1,3,3,39,35,3,128,329
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 127","Québec",28,0,0,4,22,58,4,116,317
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 128","Québec",75,0,3,5,44,81,3,211,514
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 129","Québec",85,1,2,12,62,65,2,229,503
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 130","Québec",63,0,1,3,65,43,1,176,361
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 131","Québec",49,0,6,6,29,64,2,156,511
24016,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 132","Québec",83,2,0,2,67,49,3,206,539
