Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Frank Caputo,Iain Currie,Chris Enns,Miguel Godau,Jenna Lindley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 198","Kamloops",57,44,0,5,1,0,107,436
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 199","Kamloops",106,116,1,6,2,0,231,521
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 200","Kamloops",61,52,0,8,2,0,123,373
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 201","Kamloops",60,52,2,11,1,1,127,433
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 202","Kamloops",49,49,0,3,1,1,103,452
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 203","Kamloops",85,89,0,2,0,0,176,522
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 204","Kamloops",80,89,0,6,1,1,177,571
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 205","Kamloops",80,60,0,5,0,0,145,508
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 206","Kamloops",85,56,0,10,3,0,154,548
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 207","Lac Le Jeune",56,47,0,7,0,0,110,323
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 208","Kamloops",71,59,1,11,0,0,142,448
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 209","Shulus",Combined with No./Résultats combinés à ceux du n°210,,,,,,,82
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 210","Nooaitch 10",41,28,1,11,5,1,87,120
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 211","Lower Nicola",135,45,2,12,7,3,204,501
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 212","Lower Nicola",112,36,4,6,5,1,164,400
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 213","Lower Nicola",144,27,3,11,5,3,193,373
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 214","Merritt",99,37,1,13,1,1,152,525
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 215","Merritt",83,41,3,16,2,1,146,494
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 216","Merritt",87,44,4,10,4,0,149,525
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 217","Merritt",71,45,3,9,1,0,129,451
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 218","Quilchena",93,37,2,18,1,1,152,484
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 218-1","Zoht 4",Combined with No./Résultats combinés à ceux du n°218,,,,,,,13
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 219","Nicola Mameet 1",49,42,1,37,4,1,134,370
