Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Cannings,Connie Denesiuk,Carolina Hopkins,Tara Howse,Helena Konanz,Sean Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 152","Osoyoos",43,28,1,8,66,3,2,151,392
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 153","Osoyoos",40,41,0,7,109,0,0,197,466
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 154","Osoyoos",37,32,3,11,55,4,2,144,388
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 155","Osoyoos",45,44,2,11,55,2,1,160,402
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 156","Osoyoos",39,27,2,15,75,5,0,163,396
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 157","Osoyoos",35,29,1,11,70,1,1,148,391
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 158","Osoyoos",18,18,0,1,25,0,1,63,242
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 159","Osoyoos",33,35,1,9,55,2,0,135,348
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 160","Osoyoos",32,46,0,10,67,2,1,158,357
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 161","Westbridge",28,23,1,24,77,10,1,164,294
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 162","Bridesville",27,6,0,13,54,3,1,104,249
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 163","Rock Creek",49,26,2,21,97,11,2,208,444
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 164","Greenwood",52,22,3,20,80,9,1,187,449
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 165","Greenwood",70,25,2,15,77,5,2,196,439
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 166","Crescent Valley",87,9,1,12,20,4,0,133,332
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 167","Crescent Valley",112,17,1,26,39,3,1,199,398
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 168","Crescent Valley",66,14,4,25,27,6,0,142,312
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 169","Shoreacres",119,20,3,30,36,0,0,208,383
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 170","Thrums",71,16,0,9,25,4,1,126,220
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 171","Tarrys",73,14,1,28,51,3,2,172,369
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 172A","West Midway",47,24,4,7,83,2,0,167,279
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 172B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508B,,,,,,,,22
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 173","West Midway",40,26,1,7,67,4,1,146,256
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 174","Castlegar",51,21,4,23,40,8,0,147,289
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 175","Castlegar",63,26,0,16,49,9,0,163,358
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 176","Castlegar",120,16,2,14,52,6,1,211,457
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 177","Castlegar",105,25,2,12,42,4,0,190,444
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 178","Castlegar",108,19,1,14,57,9,0,208,484
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 179","Castlegar",93,34,2,15,69,7,0,220,476
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 180","Castlegar",59,15,3,12,38,2,0,129,363
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 181","Castlegar",74,26,1,11,61,1,1,175,433
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 182","Ootischenia",85,22,0,13,67,7,0,194,326
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 183","Ootischenia",67,33,1,14,63,1,1,180,375
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 184","Castlegar",64,33,2,14,82,9,0,204,408
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 185","Castlegar",98,28,3,18,83,7,0,237,478
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 186","Ootischenia",67,20,0,19,104,4,2,216,430
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 187","Castlegar",69,23,1,16,59,2,0,170,391
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 188","Castlegar",116,45,0,22,84,6,1,274,584
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 189","Castlegar",77,14,1,9,66,0,0,167,359
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 190","Ootischenia",62,15,0,12,70,2,0,161,364
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 191","Grand Forks",83,10,0,16,114,3,0,226,414
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 192","Grand Forks",68,14,0,17,50,8,1,158,324
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 193","Grand Forks",72,21,1,17,57,4,0,172,404
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 194","Grand Forks",55,27,5,20,67,7,2,183,472
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 195","Grand Forks",66,31,1,17,68,5,1,189,417
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 196","Christina Lake",102,27,2,27,95,11,2,266,501
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 197","Christina Lake",54,35,2,15,88,2,1,197,336
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 198","Christina Lake",83,50,1,34,107,11,0,286,453
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 199","Blueberry Creek",37,23,1,8,46,3,0,118,234
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 200","Blueberry Creek",66,16,1,16,65,4,0,168,309
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 201","China Creek",74,41,1,13,75,10,4,218,378
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 202","China Creek",72,28,2,11,74,5,0,192,301
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 203","Oasis",61,28,1,10,61,8,1,170,283
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 204","Rossland",58,29,1,21,55,3,0,167,321
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 205","Rossland",56,26,1,35,19,5,0,142,274
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 206","Rossland",112,33,4,30,22,0,0,201,337
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 207","Rossland",107,21,1,43,29,4,0,205,364
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 208","Rossland",113,35,0,46,25,1,1,221,452
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 209","Rossland",78,20,1,31,19,2,1,152,303
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 210","Rossland",104,15,1,39,23,4,0,186,362
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 211","Rossland",86,35,0,32,33,5,0,191,368
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 212","Rossland",119,44,1,49,54,6,0,273,491
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 213","Columbia Gardens",58,41,0,4,68,4,0,175,342
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 214","Trail",106,43,1,20,90,7,0,267,593
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 215","Trail",107,72,2,18,80,9,0,288,545
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 216","Park Siding",38,15,1,16,63,3,1,137,261
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 217A","Fruitvale",97,24,1,25,105,9,0,261,438
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 217B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°509B,,,,,,,,56
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 218","Fruitvale",88,21,3,12,85,7,2,218,402
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 219","Fruitvale",100,40,0,23,83,16,2,264,479
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 220","Fruitvale",50,18,1,8,51,3,3,134,217
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 221","Fruitvale",103,35,0,12,89,3,0,242,459
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 222","Fruitvale",99,19,1,16,83,13,0,231,402
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 223","Warfield",104,28,0,24,69,5,0,230,426
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 224","Warfield",73,38,2,29,58,4,0,204,342
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 225","Warfield",59,21,2,23,48,8,1,162,281
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 226","Warfield",59,43,0,18,51,3,0,174,305
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 227","Trail",85,49,1,20,63,4,1,223,415
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 228","Trail",86,40,0,14,61,8,1,210,449
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 229","Trail",102,27,0,12,53,5,1,200,451
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 230","Trail",89,27,4,20,42,9,0,191,485
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 231","Trail",80,34,1,21,43,20,1,200,497
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 232","Trail",63,26,1,18,36,10,1,155,453
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 233","Trail",71,39,3,7,68,5,0,193,435
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 234","Trail",85,29,2,12,56,5,0,189,485
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 235","Trail",91,31,2,29,56,20,0,229,529
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 236","Casino",82,32,1,25,60,12,1,213,482
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 237","Montrose",82,34,3,20,91,11,0,241,386
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 238","Montrose",67,35,0,6,59,5,2,174,281
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 239","Montrose",89,39,3,6,102,3,3,245,365
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 240","Columbia Gardens",39,31,0,18,60,11,0,159,316
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 500","Mobile poll/Bureau itinérant",9,6,0,3,7,2,1,28,31
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 501","Mobile poll/Bureau itinérant",32,24,1,8,31,0,3,99,57
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 502A","Mobile poll/Bureau itinérant",41,54,1,6,50,0,7,159,84
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,95
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 502C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,81
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 503A","Mobile poll/Bureau itinérant",23,23,1,5,26,1,5,84,58
