Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ceylan Borgers,Luc Desilets,Joseph Hakizimana,Linda Lapointe,Maikel Mikhael,Hans Roker Jr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 162B","Deux-Montagnes",Merged with No./Fusionné avec le n°192B,,,,,,,,224
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 163","Saint-Eustache",7,95,22,89,13,1,2,229,437
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 164","Saint-Eustache",8,94,29,107,29,3,2,272,502
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 165","Saint-Eustache",8,103,17,84,38,0,0,250,532
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 166","Saint-Eustache",8,83,21,94,21,0,4,231,470
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 167","Saint-Eustache",7,77,15,47,17,0,4,167,472
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 168","Saint-Eustache",10,120,20,80,13,3,8,254,612
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 169","Saint-Eustache",5,95,5,178,29,0,27,339,469
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 170","Saint-Eustache",15,95,18,71,16,4,1,220,412
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 171","Saint-Eustache",12,101,14,96,19,4,7,253,542
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 172","Saint-Eustache",7,114,21,59,21,1,4,227,519
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 173","Deux-Montagnes",10,85,21,58,11,1,3,189,431
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 174","Deux-Montagnes",13,60,23,78,14,3,5,196,454
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 175","Deux-Montagnes",10,40,21,62,11,0,9,153,343
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 176","Deux-Montagnes",10,56,17,63,13,1,3,163,372
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 177","Deux-Montagnes",7,56,31,73,16,4,1,188,403
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 178","Deux-Montagnes",4,69,26,62,36,1,4,202,385
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 179","Deux-Montagnes",10,54,24,75,26,2,3,194,397
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 180","Deux-Montagnes",10,65,24,78,11,6,2,196,398
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 181","Deux-Montagnes",12,75,24,86,15,2,2,216,433
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 182","Deux-Montagnes",9,65,23,101,17,0,1,216,481
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 183","Deux-Montagnes",10,93,21,93,25,0,1,243,445
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 184A","Deux-Montagnes",9,108,22,107,15,6,3,270,537
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 184B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,21
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 185","Deux-Montagnes",7,64,32,53,12,0,2,170,363
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 186","Deux-Montagnes",5,60,22,57,17,1,0,162,362
24062,"Rivière-des-Mille-Îles/Rivière-des-Mille-Îles"," 187","Deux-Montagnes",12,66,20,56,12,4,3,173,373
