Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nahed AlShawa,Luc Bertrand,Claude Debellefeuille,Marc Faubert,Joan Gottman,Cynthia Larivière,Alain Savard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24071,"Salaberry--Suroît/Salaberry--Suroît"," 199","Hemmingford",7,1,43,65,15,36,1,1,169,390
24071,"Salaberry--Suroît/Salaberry--Suroît"," 200","Hemmingford",7,2,26,49,25,31,2,6,148,385
24071,"Salaberry--Suroît/Salaberry--Suroît"," 201","Hemmingford",10,1,37,63,15,16,4,3,149,375
24071,"Salaberry--Suroît/Salaberry--Suroît"," 202","Hemmingford",14,1,29,64,21,17,8,2,156,367
24071,"Salaberry--Suroît/Salaberry--Suroît"," 203","Ormstown",11,1,45,57,20,14,0,2,150,343
24071,"Salaberry--Suroît/Salaberry--Suroît"," 204","Ormstown",5,1,50,45,10,14,2,3,130,297
24071,"Salaberry--Suroît/Salaberry--Suroît"," 205","Ormstown",3,0,27,36,13,16,1,2,98,287
24071,"Salaberry--Suroît/Salaberry--Suroît"," 206","Ormstown",4,1,52,41,12,20,4,4,138,338
24071,"Salaberry--Suroît/Salaberry--Suroît"," 207","Ormstown",9,0,44,77,16,20,2,1,169,318
24071,"Salaberry--Suroît/Salaberry--Suroît"," 208","Ormstown",8,0,29,43,17,12,1,1,111,249
24071,"Salaberry--Suroît/Salaberry--Suroît"," 209","Ormstown",10,1,66,49,9,15,0,8,158,335
24071,"Salaberry--Suroît/Salaberry--Suroît"," 210","Ormstown",8,3,80,45,25,25,3,7,196,445
24071,"Salaberry--Suroît/Salaberry--Suroît"," 211","Ormstown",4,1,78,39,15,23,2,1,163,327
24071,"Salaberry--Suroît/Salaberry--Suroît"," 212","Havelock",8,1,69,44,12,42,5,0,181,285
24071,"Salaberry--Suroît/Salaberry--Suroît"," 213","Havelock",8,1,48,76,17,28,2,0,180,338
24071,"Salaberry--Suroît/Salaberry--Suroît"," 214","Saint-Anicet",6,0,61,79,3,8,0,0,157,354
24071,"Salaberry--Suroît/Salaberry--Suroît"," 215","Saint-Anicet",0,0,56,40,5,13,0,0,114,320
24071,"Salaberry--Suroît/Salaberry--Suroît"," 216","Saint-Anicet",5,0,60,32,14,24,0,0,135,323
24071,"Salaberry--Suroît/Salaberry--Suroît"," 217","Saint-Antoine-Abbé",10,1,122,57,16,35,4,2,247,380
24071,"Salaberry--Suroît/Salaberry--Suroît"," 218","Saint-Antoine-Abbé",8,2,90,63,16,34,6,4,223,398
24071,"Salaberry--Suroît/Salaberry--Suroît"," 219","Franklin",17,1,37,49,16,35,3,1,159,267
24071,"Salaberry--Suroît/Salaberry--Suroît"," 220","Franklin",6,0,60,60,24,17,2,1,170,336
24071,"Salaberry--Suroît/Salaberry--Suroît"," 221","Huntingdon",6,1,29,45,22,17,1,4,125,341
24071,"Salaberry--Suroît/Salaberry--Suroît"," 222","Huntingdon",5,0,24,27,10,7,0,2,75,248
24071,"Salaberry--Suroît/Salaberry--Suroît"," 223","Huntingdon",5,0,45,48,13,18,3,4,136,410
24071,"Salaberry--Suroît/Salaberry--Suroît"," 224","Huntingdon",3,1,30,37,11,18,4,4,108,368
24071,"Salaberry--Suroît/Salaberry--Suroît"," 225","Huntingdon",3,0,35,80,12,29,2,1,162,379
24071,"Salaberry--Suroît/Salaberry--Suroît"," 226","Hinchinbrooke",11,0,23,41,9,15,0,2,101,500
24071,"Salaberry--Suroît/Salaberry--Suroît"," 227","Hinchinbrooke",14,0,19,82,26,37,5,0,183,461
24071,"Salaberry--Suroît/Salaberry--Suroît"," 228","Hinchinbrooke",14,0,33,100,29,23,3,0,202,387
24071,"Salaberry--Suroît/Salaberry--Suroît"," 229","Hinchinbrooke",9,1,63,45,7,30,3,4,162,396
24071,"Salaberry--Suroît/Salaberry--Suroît"," 230","Godmanchester",6,0,55,99,19,45,4,2,230,390
24071,"Salaberry--Suroît/Salaberry--Suroît"," 231","Godmanchester",8,2,73,77,17,36,2,3,218,363
24071,"Salaberry--Suroît/Salaberry--Suroît"," 232","Godmanchester",10,0,41,91,25,34,5,4,210,371
24071,"Salaberry--Suroît/Salaberry--Suroît"," 233","Saint-Anicet",6,0,60,61,5,15,1,0,148,389
24071,"Salaberry--Suroît/Salaberry--Suroît"," 234","Cazaville",1,0,46,24,7,16,1,10,105,337
24071,"Salaberry--Suroît/Salaberry--Suroît"," 235","Cazaville",5,3,56,29,8,16,0,2,119,255
24071,"Salaberry--Suroît/Salaberry--Suroît"," 236","Cazaville",4,3,30,28,4,19,1,1,90,265
24071,"Salaberry--Suroît/Salaberry--Suroît"," 237","Hinchinbrooke",6,0,27,44,6,15,3,5,106,351
24071,"Salaberry--Suroît/Salaberry--Suroît"," 238","Elgin",10,0,29,78,30,33,3,2,185,310
24071,"Salaberry--Suroît/Salaberry--Suroît"," 239","Dundee",6,1,50,63,10,25,2,0,157,317
24071,"Salaberry--Suroît/Salaberry--Suroît"," 240","Akwesasne (Partie)",Results combined with No./Résultats combinés au n°241,,,,,,,,,787
24071,"Salaberry--Suroît/Salaberry--Suroît"," 241","Akwesasne (Partie)",0,0,0,1,5,0,0,0,6,417
24071,"Salaberry--Suroît/Salaberry--Suroît"," 400","Salaberry-de-Valleyfield",1,1,29,48,3,5,1,3,91,144
24071,"Salaberry--Suroît/Salaberry--Suroît"," 401","Salaberry-de-Valleyfield",1,0,44,66,3,6,0,2,122,155
24071,"Salaberry--Suroît/Salaberry--Suroît"," 402","Salaberry-de-Valleyfield",0,0,39,64,3,8,0,1,115,138
24071,"Salaberry--Suroît/Salaberry--Suroît"," 403","Salaberry-de-Valleyfield",0,2,75,75,0,19,0,5,176,247
24071,"Salaberry--Suroît/Salaberry--Suroît"," 404","Salaberry-de-Valleyfield",1,0,58,77,1,8,2,12,159,194
24071,"Salaberry--Suroît/Salaberry--Suroît"," 405","Salaberry-de-Valleyfield",1,0,37,60,2,10,0,10,120,160
24071,"Salaberry--Suroît/Salaberry--Suroît"," 406","Salaberry-de-Valleyfield",1,1,23,24,1,5,0,2,57,98
24071,"Salaberry--Suroît/Salaberry--Suroît"," 500","Mobile poll/Bureau itinérant",0,4,10,19,0,4,1,2,40,45
24071,"Salaberry--Suroît/Salaberry--Suroît"," 501","Mobile poll/Bureau itinérant",0,4,6,19,1,13,3,3,49,123
24071,"Salaberry--Suroît/Salaberry--Suroît"," 502","Mobile poll/Bureau itinérant",1,1,28,38,3,7,1,7,86,231
24071,"Salaberry--Suroît/Salaberry--Suroît"," 503","Mobile poll/Bureau itinérant",0,2,17,19,1,5,1,4,49,108
24071,"Salaberry--Suroît/Salaberry--Suroît"," 504","Mobile poll/Bureau itinérant",0,2,12,37,1,0,2,2,56,112
24071,"Salaberry--Suroît/Salaberry--Suroît"," 505A","Mobile poll/Bureau itinérant",0,2,27,24,0,4,3,0,60,71
24071,"Salaberry--Suroît/Salaberry--Suroît"," 505B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505A,,,,,,,,,17
24071,"Salaberry--Suroît/Salaberry--Suroît"," 506","Mobile poll/Bureau itinérant",0,1,35,27,1,3,2,2,71,110
24071,"Salaberry--Suroît/Salaberry--Suroît"," 507","Mobile poll/Bureau itinérant",0,1,16,19,2,2,0,1,41,126
24071,"Salaberry--Suroît/Salaberry--Suroît"," 508","Mobile poll/Bureau itinérant",0,0,3,22,0,2,0,1,28,58
24071,"Salaberry--Suroît/Salaberry--Suroît"," 509","Mobile poll/Bureau itinérant",1,2,4,37,0,6,0,0,50,99
24071,"Salaberry--Suroît/Salaberry--Suroît"," 600","Saint-Clet",18,4,162,118,41,58,6,3,410,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 601","Coteau-du-Lac",44,6,652,387,107,139,9,22,1366,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 602","Salaberry-de-Valleyfield",16,6,639,311,70,86,11,26,1165,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 603","Salaberry-de-Valleyfield",23,6,561,309,43,85,9,16,1052,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 604","Beauharnois",21,7,491,207,50,85,8,15,884,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 605","Beauharnois",13,3,320,147,48,42,23,17,613,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 606","Beauharnois",20,6,555,224,62,104,20,24,1015,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 607","Beauharnois",19,2,499,186,65,88,29,21,909,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 608","Sainte-Barbe",16,2,198,101,14,37,3,12,383,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 609","Salaberry-de-Valleyfield",15,6,549,293,59,85,9,21,1037,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 610","Salaberry-de-Valleyfield",15,5,413,316,44,85,5,20,903,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 611","Salaberry-de-Valleyfield",20,2,484,239,60,85,9,35,934,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 612","Salaberry-de-Valleyfield",17,4,553,291,63,85,2,33,1048,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 613","Salaberry-de-Valleyfield",22,4,623,428,70,93,9,11,1260,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 614","Les Coteaux",20,2,436,220,80,91,8,19,876,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 615","Saint-Polycarpe",31,1,187,113,33,54,5,6,430,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 616","Rivière-Beaudette",23,5,477,271,60,97,10,15,958,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 617","Saint-Zotique",29,5,516,357,73,108,13,23,1124,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 618","Sainte-Barbe",18,1,281,207,30,54,1,6,598,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 619","Saint-Anicet",17,4,309,273,56,79,4,9,751,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 620","Huntingdon",57,7,211,463,114,151,14,10,1027,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 621","Ormstown",22,4,271,335,78,88,11,10,819,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 622","Saint-Chrysostome",20,1,66,153,22,27,3,2,294,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 623","Saint-Chrysostome",7,6,224,110,31,64,1,5,448,
24071,"Salaberry--Suroît/Salaberry--Suroît"," 624","Hemmingford",32,1,127,284,67,95,12,10,628,
24071,"Salaberry--Suroît/Salaberry--Suroît",,Group 1/Groupe 1, 5,1,20,55,5,6,3,5,100,98
24071,"Salaberry--Suroît/Salaberry--Suroît",,Group 2/Groupe 2, 45,0,492,399,98,107,18,14,1173,
