Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Henri Cousineau,Kalden Dhatsenpa,Cathy Lepage,Casandra Poitras,Stéphane Robichaud,Sherry Romanado,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 162","Longueuil",7,11,57,9,22,49,5,160,419
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 163","Longueuil",5,14,58,2,10,57,4,150,390
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 164","Longueuil",6,23,49,12,8,78,2,178,414
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 165","Longueuil",3,35,61,13,6,94,0,212,444
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 166","Longueuil",0,26,42,10,11,63,3,155,432
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 167","Longueuil",0,20,36,14,5,73,3,151,372
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 168","Longueuil",5,20,30,6,19,55,2,137,339
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 169","Longueuil",2,18,36,14,8,77,5,160,529
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 170","Longueuil",0,12,65,5,13,55,3,153,352
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 171","Longueuil",1,22,37,3,16,86,6,171,371
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 172","Longueuil",0,12,40,6,11,66,2,137,375
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 173","Longueuil",1,20,51,6,15,81,5,179,435
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 174","Longueuil",2,13,50,7,21,67,1,161,348
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 175","Longueuil",0,16,80,12,13,63,1,185,404
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 176","Longueuil",0,38,55,14,17,96,3,223,434
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 177","Longueuil",2,20,33,4,12,55,2,128,354
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 178","Longueuil",4,30,28,9,10,85,5,171,373
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 179","Longueuil",6,23,42,10,4,101,1,187,445
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 180","Longueuil",4,23,29,11,16,128,1,212,400
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 181","Longueuil",0,22,21,12,8,83,1,147,320
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 182","Longueuil",2,31,43,11,11,84,5,187,378
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 183","Longueuil",4,32,30,22,15,98,2,203,419
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 184","Longueuil",2,30,42,9,15,138,4,240,445
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 185","Longueuil",0,33,32,13,14,121,1,214,406
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 186","Longueuil",1,23,29,11,11,138,1,214,382
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 187","Longueuil",1,8,44,6,13,66,2,140,364
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 188","Longueuil",0,21,58,5,7,72,4,167,397
24041,"Longueuil--Charles-LeMoyne/Longueuil--Charles-LeMoyne"," 189","Longueuil",1,17,68,9,12,98,2,207,420
