Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lynn Beaulieu,Guy Bernatchez,Jay Cowboy,Dennis Drainville,Eric Hébert,Diane Lebouthillier,Jean-Pierre Pigeon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 57","Sainte-Anne-des-Monts",8,44,2,2,1,29,3,1,90,357
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 58","Val-d'Espoir",4,69,2,7,2,57,9,3,153,475
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 59","Grande-Rivière",12,48,0,5,0,54,5,0,124,455
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 60","Grande-Rivière",1,40,0,3,0,39,3,0,86,378
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 61","Grande-Rivière",2,41,0,0,0,31,3,1,78,331
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 62","Grande-Entrée",2,93,1,2,1,129,14,7,249,432
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 63","Cap-d'Espoir",5,47,1,4,0,63,7,1,128,296
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 64","Cap-d'Espoir",2,76,0,3,0,65,9,2,157,361
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 65","Cap-Seize",3,21,0,2,1,23,5,2,57,59
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 66","Sainte-Thérèse-de-Gaspé",2,64,0,1,0,58,3,1,129,294
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 67","Sainte-Thérèse-de-Gaspé",3,54,0,1,0,53,2,2,115,249
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 68","Sainte-Thérèse-de-Gaspé",3,77,0,1,0,65,6,1,153,335
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 69","Pointe-aux-Loups",5,24,0,3,0,23,8,0,63,111
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 70","Sainte-Anne-des-Monts",6,46,0,4,1,38,10,6,111,368
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 71","Sainte-Anne-des-Monts",8,65,1,3,0,27,3,4,111,407
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 72A","Sainte-Anne-des-Monts",Merged with No./Fusionné avec le n°65,,,,,,,,,19
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 72B","Sainte-Anne-des-Monts",4,38,0,7,0,44,14,3,110,350
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 73","Cap-Chat",5,32,0,0,2,15,4,2,60,262
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 74","Cap-Chat",4,42,1,3,1,16,10,1,78,260
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 75","Cap-Chat",2,38,1,1,1,20,10,3,76,274
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 76","Cap-Chat",5,45,0,1,0,13,10,0,74,377
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 77","Cap-Chat",0,35,0,1,0,19,2,2,59,293
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 78","Cap-Chat",6,46,0,2,0,27,5,2,88,311
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 79","Grande-Rivière",3,45,0,3,1,43,1,0,96,403
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 80","Grande-Rivière",5,89,0,1,0,70,8,0,173,525
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 81","Grande-Rivière",1,48,0,2,0,53,6,2,112,466
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 82","Grande-Rivière",2,39,1,2,1,32,2,3,82,337
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 83","Cap-Chat",0,43,1,4,0,15,5,2,70,274
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 84","Saint-François-de-Pabos",6,63,0,3,0,67,7,2,148,415
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 85","Saint-François-de-Pabos",2,45,1,1,0,36,12,4,101,337
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 86","Pabos",5,97,2,2,0,74,7,8,195,420
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 87","Grand-Pabos",5,57,2,1,1,58,5,1,130,415
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 88","Newport",7,101,1,2,0,158,8,5,282,693
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 89","Newport",4,129,1,3,0,152,10,0,299,695
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 90","Havre-aux-Maisons",21,112,1,5,1,103,9,5,257,539
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 91","Havre-aux-Maisons",5,112,0,5,2,85,8,7,224,376
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 92","Havre-aux-Maisons",4,66,1,8,0,79,8,4,170,324
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 93","Havre-aux-Maisons",6,109,0,4,2,87,8,3,219,411
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 94","Sainte-Anne-des-Monts",7,55,2,3,0,24,5,0,96,356
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 95","Sainte-Anne-des-Monts",3,46,2,1,6,36,4,0,98,392
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 96","Sainte-Anne-des-Monts",4,37,1,1,1,32,10,4,90,385
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 97A","Sainte-Anne-des-Monts",Merged with No./Fusionné avec le n°65,,,,,,,,,55
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 97B","Sainte-Anne-des-Monts",9,55,0,6,1,40,9,0,120,457
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 98","Sainte-Anne-des-Monts",4,47,3,5,1,36,7,2,105,432
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 99A","Sainte-Anne-des-Monts",Merged with No./Fusionné avec le n°65,,,,,,,,,7
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 99B","Sainte-Anne-des-Monts",2,35,2,5,0,33,11,1,89,315
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 100","Chandler",5,32,0,2,0,44,3,0,86,358
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 101","Chandler",2,46,0,0,0,40,5,1,94,365
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 102","Chandler",3,46,1,0,0,33,5,4,92,334
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 103","Chandler",6,56,1,0,0,35,4,1,103,382
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 104","Chandler",3,44,0,1,0,44,5,1,98,427
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 105","Chandler",2,45,1,1,0,45,3,1,98,371
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 106","Chandler",7,55,0,2,0,52,4,0,120,523
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 107","Fatima",12,91,0,4,0,128,10,4,249,450
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 108","Fatima",6,66,0,2,1,96,18,4,193,408
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 109","Fatima",9,77,1,9,3,100,13,5,217,367
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 110","Fatima",10,90,1,5,1,68,12,2,189,340
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 111","Fatima",11,94,1,10,1,91,25,3,236,476
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 112","Fatima",12,66,1,4,1,70,14,9,177,361
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 113A","Grand-Pabos-Ouest",Merged with No./Fusionné avec le n°115,,,,,,,,,52
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 113B","Grand-Pabos-Ouest",2,26,0,1,1,39,4,0,73,246
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 114A","Pabos Mills",Merged with No./Fusionné avec le n°115,,,,,,,,,12
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 114B","Pabos Mills",3,48,0,2,0,50,4,0,107,251
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 115","Pabos Mills",3,51,0,0,1,32,7,0,94,172
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 116","Cap-aux-Meules",5,74,0,0,1,83,4,7,174,349
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 117","Cap-aux-Meules",8,55,1,2,0,91,7,6,170,337
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 118","Cap-aux-Meules",11,75,1,8,0,147,9,4,255,465
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 119","Cap-aux-Meules",5,56,0,4,0,66,12,4,147,259
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 120","L'Île-d'Entrée",0,2,0,4,0,21,14,2,43,77
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 121","L'Étang-du-Nord",16,77,2,4,1,137,31,13,281,554
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 122","L'Étang-du-Nord",13,58,0,1,0,90,7,7,176,350
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 123","L'Étang-du-Nord",3,82,0,3,0,62,7,5,162,323
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 124","L'Étang-du-Nord",10,76,3,2,1,105,10,6,213,450
24026,"Gaspésie--Les Îles-de-la-Madeleine/Gaspésie--Les Îles-de-la-Madeleine"," 125","L'Étang-du-Nord",9,62,1,3,0,61,8,4,148,303
