Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Jacques Desgranges,Darcy Neal Donnelly,Francis Drouin,Daniel John Fey,Marc-Antoine Gagnier,Pierre Lemieux,Marthe Lépine,Konstantine Malakos,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 187","Benoit",6,1,78,0,0,61,8,32,1,187,371
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 188","Mayerville",5,1,151,3,1,60,9,14,1,245,377
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 189","Mayerville",2,0,92,0,1,39,8,5,2,149,262
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 190","The Nation / La Nation",0,0,103,1,0,47,4,17,0,172,333
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 191","The Nation / La Nation",3,0,123,1,0,73,11,20,4,235,433
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 192","Russell",4,1,84,3,0,61,6,18,1,178,341
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 193","Brisson",7,0,224,2,1,138,18,59,1,450,866
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 194","Russell",3,0,99,0,1,71,4,43,0,221,409
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 195","Russell",0,0,98,0,1,62,8,15,2,186,350
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 196","Embrun",1,1,73,0,0,56,3,12,1,147,295
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 197","Russell",3,0,104,0,0,62,4,25,1,199,390
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 198","Russell",2,2,74,0,1,46,7,20,3,155,429
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 199","Embrun",2,2,60,1,0,48,2,14,2,131,279
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 200","Embrun",1,0,54,0,2,40,4,17,2,120,286
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 201","Russell",3,0,83,0,0,60,3,25,0,174,349
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 202","Embrun",1,0,94,1,2,52,0,18,2,170,340
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 203","North Russell",3,0,42,0,1,97,7,25,1,176,339
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 204","Russell",1,0,73,1,0,99,10,46,2,232,480
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 205","Russell",9,0,194,2,0,202,9,69,5,490,913
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 206","Russell",0,0,61,1,0,68,4,28,1,163,313
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 207","Russell",1,0,55,2,0,82,2,33,0,175,322
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 208","Russell",1,0,49,1,0,72,5,35,0,163,299
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 209","Russell",4,2,51,1,0,49,5,10,0,122,242
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 210","Russell",3,0,41,0,0,59,4,24,0,131,300
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 211","Russell",3,0,66,0,1,56,6,27,0,159,293
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 212","Russell",0,2,103,1,0,110,8,33,0,257,522
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 213","Russell",1,0,89,0,0,55,2,28,1,176,358
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 214","Embrun",2,1,87,0,0,49,10,20,1,170,389
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 215","Forget",2,0,104,1,0,44,4,10,0,165,336
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 216","Embrun",1,2,137,0,1,102,7,36,2,288,599
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 217","Embrun",2,0,63,1,0,36,5,14,2,123,248
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 218","Forget",3,3,57,1,3,59,6,13,1,146,286
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 219","Russell",1,0,152,1,0,93,8,22,2,279,576
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 220","Russell",1,0,73,0,2,76,6,25,0,183,285
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 221","Russell",5,1,70,1,0,97,6,46,2,228,452
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 222","Russell",2,0,61,0,0,72,5,24,2,166,307
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 223","Russell",4,2,99,0,2,121,7,28,1,264,447
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 224","Felton",7,1,118,1,0,133,9,21,2,292,268
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 225","Felton",Merged with No./Fusionné avec le n°224,,,,,,,,,,259
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 400","Clarence-Rockland",0,0,82,0,0,19,0,3,5,109,102
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 500","Mobile poll/Bureau itinérant",1,1,14,1,0,6,0,0,6,29,93
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 501","Mobile poll/Bureau itinérant",3,1,41,0,0,17,1,2,7,72,174
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 502","Mobile poll/Bureau itinérant",1,1,46,0,0,9,0,0,6,63,107
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 503","Mobile poll/Bureau itinérant",0,0,88,1,0,18,1,1,0,109,134
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 504","Mobile poll/Bureau itinérant",2,2,55,1,2,10,2,0,15,89,158
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 505","Mobile poll/Bureau itinérant",1,0,12,1,0,27,0,0,2,43,73
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 506","Mobile poll/Bureau itinérant",2,2,23,0,1,9,0,2,4,43,115
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 507","Mobile poll/Bureau itinérant",2,4,72,1,0,13,2,1,16,111,137
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 508","Mobile poll/Bureau itinérant",2,4,64,0,0,38,7,2,0,117,233
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 509","Mobile poll/Bureau itinérant",1,1,25,0,0,9,0,4,0,40,112
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 510","Mobile poll/Bureau itinérant",1,0,31,0,0,17,2,1,4,56,116
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 511","Mobile poll/Bureau itinérant",0,2,25,0,0,32,0,0,2,61,115
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 512","Mobile poll/Bureau itinérant",0,0,25,0,0,38,1,1,1,66,152
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 513","Mobile poll/Bureau itinérant",1,2,44,1,1,13,4,2,4,72,101
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 514","Mobile poll/Bureau itinérant",0,0,35,0,1,11,1,1,0,49,66
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 515","Mobile poll/Bureau itinérant",4,3,77,0,1,21,2,2,2,112,212
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 516","Mobile poll/Bureau itinérant",0,1,21,0,0,11,1,1,0,35,83
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 517","Mobile poll/Bureau itinérant",0,0,38,0,0,10,0,0,4,52,130
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 600","Saint-Eugène",10,3,209,1,1,152,11,40,6,433,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 601","Hawkesbury",24,2,715,9,3,354,38,75,21,1241,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 602","Hawkesbury",7,3,466,2,2,254,12,36,0,782,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 603","L'Orignal",11,2,461,14,4,224,23,78,5,822,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 604","Alfred",8,0,318,2,3,118,13,33,1,496,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 605","Vankleek Hill",18,3,360,3,2,471,18,92,1,968,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 606","Alexandria",16,2,243,5,1,333,14,75,4,693,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 607","Alexandria",16,4,312,1,0,338,19,73,8,771,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 608","Casselman",5,2,208,1,3,137,15,51,0,422,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 609","Plantagenet",12,2,309,7,2,251,29,40,1,653,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 610","Bourget",11,1,219,0,0,185,20,68,4,508,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 611","Rockland",18,1,516,2,5,317,15,96,5,975,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 612","Rockland",16,1,491,1,1,315,27,73,3,928,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 613","Rockland",18,1,523,3,1,337,23,79,0,985,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 614","Bourget",4,2,190,1,0,202,9,44,2,454,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 615","Cumberland",18,3,389,3,3,478,28,73,2,997,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 616","Cumberland",6,0,81,0,2,170,8,32,0,299,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 617","Bearbrook",7,0,162,0,0,231,16,44,1,461,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 618","Casselman",6,2,153,1,1,91,11,25,1,291,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 619","Casselman",20,2,422,0,4,197,18,67,5,735,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 620","Casselman",9,0,224,2,3,166,12,39,5,460,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 621","Embrun",11,2,292,2,1,261,16,70,1,656,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 622","Russell",9,8,287,5,3,527,30,103,9,981,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 623","Embrun",7,1,301,2,0,243,18,63,2,637,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 624","Embrun",21,0,269,0,2,211,14,50,1,568,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 625","Russell",6,4,230,2,2,399,23,65,4,735,
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell",,Group 1/Groupe 1, 7,4,70,1,3,76,14,23,13,211,117
35031,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell",,Group 2/Groupe 2, 20,9,1211,7,7,681,77,165,28,2205,
