Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Melissa Coenraad,Justina McCaffrey,Karen McCrimmon,Scott Miller,Jennifer Purdy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35041,"Kanata--Carleton/Kanata--Carleton"," 1","West Carleton",24,74,89,3,17,1,208,440
35041,"Kanata--Carleton/Kanata--Carleton"," 2","West Carleton",32,93,86,4,26,1,242,459
35041,"Kanata--Carleton/Kanata--Carleton"," 3","West Carleton",29,84,65,5,12,1,196,364
35041,"Kanata--Carleton/Kanata--Carleton"," 4","West Carleton",27,97,81,4,20,1,230,470
35041,"Kanata--Carleton/Kanata--Carleton"," 5","West Carleton",15,90,59,4,9,3,180,361
35041,"Kanata--Carleton/Kanata--Carleton"," 6","West Carleton",6,97,50,9,15,1,178,357
35041,"Kanata--Carleton/Kanata--Carleton"," 7","West Carleton",17,63,78,3,6,1,168,339
35041,"Kanata--Carleton/Kanata--Carleton"," 8A","West Carleton",16,37,45,5,10,1,114,354
35041,"Kanata--Carleton/Kanata--Carleton"," 8B","West Carleton",Merged with No./Fusionné avec le n°11,,,,,,,88
35041,"Kanata--Carleton/Kanata--Carleton"," 9","West Carleton",30,117,134,4,34,2,321,500
35041,"Kanata--Carleton/Kanata--Carleton"," 10","West Carleton",32,126,111,3,30,0,302,458
35041,"Kanata--Carleton/Kanata--Carleton"," 11","Kanata",21,151,112,10,28,0,322,434
35041,"Kanata--Carleton/Kanata--Carleton"," 12","West Carleton",60,244,172,11,51,4,542,480
35041,"Kanata--Carleton/Kanata--Carleton"," 13","Kanata",Merged with No./Fusionné avec le n°12,,,,,,,447
35041,"Kanata--Carleton/Kanata--Carleton"," 14","West Carleton",23,84,54,4,15,0,180,374
35041,"Kanata--Carleton/Kanata--Carleton"," 15","West Carleton",17,98,72,6,6,1,200,396
35041,"Kanata--Carleton/Kanata--Carleton"," 16","West Carleton",21,114,76,7,27,1,246,441
35041,"Kanata--Carleton/Kanata--Carleton"," 17","Kanata",29,124,107,6,25,0,291,433
35041,"Kanata--Carleton/Kanata--Carleton"," 18","Kanata",26,61,94,0,7,0,188,407
35041,"Kanata--Carleton/Kanata--Carleton"," 19","Kanata",27,53,118,2,10,0,210,397
35041,"Kanata--Carleton/Kanata--Carleton"," 20","Kanata",27,60,91,2,8,0,188,475
35041,"Kanata--Carleton/Kanata--Carleton"," 21","Kanata",14,70,65,2,15,1,167,330
35041,"Kanata--Carleton/Kanata--Carleton"," 22","Kanata",Merged with No./Fusionné avec le n°23,,,,,,,334
35041,"Kanata--Carleton/Kanata--Carleton"," 23","Kanata",48,102,150,2,15,1,318,388
35041,"Kanata--Carleton/Kanata--Carleton"," 24","West Carleton",32,133,56,2,10,1,234,351
35041,"Kanata--Carleton/Kanata--Carleton"," 25","West Carleton",26,112,49,4,15,0,206,325
35041,"Kanata--Carleton/Kanata--Carleton"," 26","West Carleton",27,124,88,2,12,1,254,361
35041,"Kanata--Carleton/Kanata--Carleton"," 27","West Carleton",26,121,64,4,10,4,229,383
35041,"Kanata--Carleton/Kanata--Carleton"," 28","West Carleton",28,149,45,4,21,1,248,403
35041,"Kanata--Carleton/Kanata--Carleton"," 29","Kanata",59,92,157,6,28,1,343,364
35041,"Kanata--Carleton/Kanata--Carleton"," 30","Kanata",Merged with No./Fusionné avec le n°29,,,,,,,279
35041,"Kanata--Carleton/Kanata--Carleton"," 31","Kanata",34,74,128,3,11,0,250,537
35041,"Kanata--Carleton/Kanata--Carleton"," 32","Kanata",31,70,94,3,7,1,206,470
35041,"Kanata--Carleton/Kanata--Carleton"," 33","Kanata",24,65,103,0,6,2,200,423
35041,"Kanata--Carleton/Kanata--Carleton"," 34","Kanata",28,63,118,3,11,0,223,494
35041,"Kanata--Carleton/Kanata--Carleton"," 35","Kanata",35,47,83,3,10,3,181,408
35041,"Kanata--Carleton/Kanata--Carleton"," 36","Kanata",55,145,209,4,19,7,439,508
35041,"Kanata--Carleton/Kanata--Carleton"," 37","Kanata",Merged with No./Fusionné avec le n°36,,,,,,,416
35041,"Kanata--Carleton/Kanata--Carleton"," 38","Kanata",Merged with No./Fusionné avec le n°39,,,,,,,362
35041,"Kanata--Carleton/Kanata--Carleton"," 39","Kanata",41,103,182,3,36,1,366,409
35041,"Kanata--Carleton/Kanata--Carleton"," 40","Kanata",31,79,152,4,14,3,283,483
35041,"Kanata--Carleton/Kanata--Carleton"," 41","Kanata",22,69,131,0,11,2,235,406
35041,"Kanata--Carleton/Kanata--Carleton"," 42","Kanata",18,37,96,2,12,0,165,393
35041,"Kanata--Carleton/Kanata--Carleton"," 43","Kanata",35,67,99,4,10,0,215,510
35041,"Kanata--Carleton/Kanata--Carleton"," 44","Kanata",24,71,96,1,18,0,210,464
35041,"Kanata--Carleton/Kanata--Carleton"," 45","Kanata",34,67,106,8,18,0,233,426
35041,"Kanata--Carleton/Kanata--Carleton"," 46","Kanata",23,45,116,1,9,2,196,443
35041,"Kanata--Carleton/Kanata--Carleton"," 47","Kanata",33,52,105,4,10,3,207,434
35041,"Kanata--Carleton/Kanata--Carleton"," 48","Kanata",33,47,74,1,10,1,166,357
35041,"Kanata--Carleton/Kanata--Carleton"," 49","Kanata",20,78,91,2,12,2,205,428
35041,"Kanata--Carleton/Kanata--Carleton"," 50","Kanata",14,65,95,3,12,1,190,347
35041,"Kanata--Carleton/Kanata--Carleton"," 51","Kanata",25,160,125,5,21,4,340,596
35041,"Kanata--Carleton/Kanata--Carleton"," 52","Kanata",16,111,98,4,16,0,245,463
35041,"Kanata--Carleton/Kanata--Carleton"," 53","Kanata",18,97,113,8,16,2,254,486
35041,"Kanata--Carleton/Kanata--Carleton"," 54","West Carleton",36,119,116,8,18,1,298,515
35041,"Kanata--Carleton/Kanata--Carleton"," 55","West Carleton",28,77,116,4,12,3,240,434
35041,"Kanata--Carleton/Kanata--Carleton"," 56","West Carleton",37,92,103,4,21,0,257,502
35041,"Kanata--Carleton/Kanata--Carleton"," 57","West Carleton",23,137,98,6,16,3,283,527
35041,"Kanata--Carleton/Kanata--Carleton"," 58","Kanata",55,78,116,6,24,3,282,528
35041,"Kanata--Carleton/Kanata--Carleton"," 59","Kanata",42,64,124,2,39,1,272,428
35041,"Kanata--Carleton/Kanata--Carleton"," 60","Kanata",35,42,78,1,17,0,173,291
35041,"Kanata--Carleton/Kanata--Carleton"," 61","Kanata",19,60,122,3,27,0,231,380
35041,"Kanata--Carleton/Kanata--Carleton"," 62","Kanata",55,41,83,4,16,1,200,369
35041,"Kanata--Carleton/Kanata--Carleton"," 63","Kanata",27,70,96,6,29,0,228,332
35041,"Kanata--Carleton/Kanata--Carleton"," 64","Kanata",24,82,105,2,9,1,223,408
35041,"Kanata--Carleton/Kanata--Carleton"," 65","Kanata",22,59,91,0,24,2,198,441
35041,"Kanata--Carleton/Kanata--Carleton"," 66","Kanata",25,107,119,0,12,0,263,461
35041,"Kanata--Carleton/Kanata--Carleton"," 67","Kanata",47,70,78,2,16,0,213,457
35041,"Kanata--Carleton/Kanata--Carleton"," 68","Kanata",30,73,144,1,25,1,274,465
35041,"Kanata--Carleton/Kanata--Carleton"," 69","Kanata",15,61,133,5,35,2,251,445
35041,"Kanata--Carleton/Kanata--Carleton"," 70","Kanata",15,74,97,3,16,0,205,355
35041,"Kanata--Carleton/Kanata--Carleton"," 71","Kanata",22,68,97,2,16,1,206,377
35041,"Kanata--Carleton/Kanata--Carleton"," 72","Kanata",24,80,80,3,12,0,199,464
35041,"Kanata--Carleton/Kanata--Carleton"," 73","Kanata",29,47,94,2,7,0,179,409
35041,"Kanata--Carleton/Kanata--Carleton"," 74","Kanata",24,57,79,6,11,0,177,400
35041,"Kanata--Carleton/Kanata--Carleton"," 75","Kanata",35,50,95,3,12,2,197,401
35041,"Kanata--Carleton/Kanata--Carleton"," 76","Kanata",35,176,202,5,17,2,437,727
35041,"Kanata--Carleton/Kanata--Carleton"," 77","Kanata",30,72,109,4,21,3,239,444
35041,"Kanata--Carleton/Kanata--Carleton"," 78","Kanata",27,117,150,2,15,2,313,536
35041,"Kanata--Carleton/Kanata--Carleton"," 79","Kanata",22,88,118,4,4,0,236,439
35041,"Kanata--Carleton/Kanata--Carleton"," 80","Kanata",Merged with No./Fusionné avec le n°81,,,,,,,280
35041,"Kanata--Carleton/Kanata--Carleton"," 81","Kanata",36,158,150,6,16,2,368,431
35041,"Kanata--Carleton/Kanata--Carleton"," 82","Kanata",22,101,138,3,14,1,279,525
35041,"Kanata--Carleton/Kanata--Carleton"," 83","Kanata",28,119,142,1,19,3,312,653
35041,"Kanata--Carleton/Kanata--Carleton"," 84","Kanata",21,83,103,4,15,1,227,496
35041,"Kanata--Carleton/Kanata--Carleton"," 85","Kanata",18,60,64,0,6,1,149,362
35041,"Kanata--Carleton/Kanata--Carleton"," 86","Kanata",19,55,74,1,10,2,161,350
35041,"Kanata--Carleton/Kanata--Carleton"," 87","Kanata",30,98,137,6,10,1,282,449
35041,"Kanata--Carleton/Kanata--Carleton"," 88","Kanata",26,87,121,4,14,2,254,407
35041,"Kanata--Carleton/Kanata--Carleton"," 89","West Carleton",39,205,121,5,31,5,406,346
35041,"Kanata--Carleton/Kanata--Carleton"," 90","West Carleton",35,133,83,5,15,1,272,531
35041,"Kanata--Carleton/Kanata--Carleton"," 91","West Carleton",Merged with No./Fusionné avec le n°89,,,,,,,329
35041,"Kanata--Carleton/Kanata--Carleton"," 92","Kanata",40,63,97,5,26,2,233,361
35041,"Kanata--Carleton/Kanata--Carleton"," 93","Kanata",29,65,114,6,11,3,228,476
35041,"Kanata--Carleton/Kanata--Carleton"," 94","Kanata",53,75,98,1,18,1,246,462
35041,"Kanata--Carleton/Kanata--Carleton"," 95","Kanata",37,55,81,6,6,0,185,342
35041,"Kanata--Carleton/Kanata--Carleton"," 96","Kanata",Merged with No./Fusionné avec le n°97,,,,,,,316
35041,"Kanata--Carleton/Kanata--Carleton"," 97","Kanata",57,111,158,8,27,2,363,326
35041,"Kanata--Carleton/Kanata--Carleton"," 98","Kanata",35,62,127,4,18,1,247,465
35041,"Kanata--Carleton/Kanata--Carleton"," 99A","Kanata",49,92,142,2,20,0,305,540
35041,"Kanata--Carleton/Kanata--Carleton"," 99B","Kanata",Merged with No./Fusionné avec le n°100,,,,,,,44
35041,"Kanata--Carleton/Kanata--Carleton"," 99C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,155
35041,"Kanata--Carleton/Kanata--Carleton"," 100","Kanata",37,80,95,8,12,0,232,441
35041,"Kanata--Carleton/Kanata--Carleton"," 101","Kanata",45,87,110,3,18,1,264,479
35041,"Kanata--Carleton/Kanata--Carleton"," 102","West Carleton",38,134,65,4,24,0,265,451
35041,"Kanata--Carleton/Kanata--Carleton"," 103","West Carleton",28,169,60,9,25,1,292,464
35041,"Kanata--Carleton/Kanata--Carleton"," 104","West Carleton",33,169,99,7,13,3,324,485
35041,"Kanata--Carleton/Kanata--Carleton"," 105","Kanata",17,58,87,0,8,0,170,350
35041,"Kanata--Carleton/Kanata--Carleton"," 106","Kanata",27,49,58,2,11,1,148,354
35041,"Kanata--Carleton/Kanata--Carleton"," 107","Kanata",24,71,104,0,9,0,208,403
35041,"Kanata--Carleton/Kanata--Carleton"," 108","Kanata",36,76,102,0,15,0,229,487
35041,"Kanata--Carleton/Kanata--Carleton"," 109","Kanata",30,67,99,2,11,3,212,415
35041,"Kanata--Carleton/Kanata--Carleton"," 110","Kanata",39,55,102,0,14,1,211,414
35041,"Kanata--Carleton/Kanata--Carleton"," 111","Kanata",42,70,104,5,13,0,234,490
35041,"Kanata--Carleton/Kanata--Carleton"," 112","Kanata",17,54,71,1,14,1,158,412
35041,"Kanata--Carleton/Kanata--Carleton"," 113","Kanata",12,61,48,3,9,2,135,375
35041,"Kanata--Carleton/Kanata--Carleton"," 114","Kanata",48,115,196,12,23,2,396,383
35041,"Kanata--Carleton/Kanata--Carleton"," 115","Kanata",39,57,93,1,13,2,205,418
35041,"Kanata--Carleton/Kanata--Carleton"," 116","Kanata",Merged with No./Fusionné avec le n°114,,,,,,,372
35041,"Kanata--Carleton/Kanata--Carleton"," 117","Kanata",57,75,100,2,20,1,255,447
35041,"Kanata--Carleton/Kanata--Carleton"," 118","Kanata",57,116,154,8,14,3,352,360
35041,"Kanata--Carleton/Kanata--Carleton"," 119","Kanata",Merged with No./Fusionné avec le n°118,,,,,,,319
35041,"Kanata--Carleton/Kanata--Carleton"," 120","Kanata",46,66,79,5,6,1,203,399
35041,"Kanata--Carleton/Kanata--Carleton"," 121","Kanata",27,64,73,9,18,0,191,347
35041,"Kanata--Carleton/Kanata--Carleton"," 122","Kanata",15,44,75,3,10,0,147,306
35041,"Kanata--Carleton/Kanata--Carleton"," 123","Kanata",5,62,85,5,9,0,166,381
35041,"Kanata--Carleton/Kanata--Carleton"," 124","Kanata",27,48,93,1,5,0,174,378
35041,"Kanata--Carleton/Kanata--Carleton"," 125","Kanata",16,74,96,1,19,0,206,427
35041,"Kanata--Carleton/Kanata--Carleton"," 126","Kanata",30,55,104,2,16,0,207,424
35041,"Kanata--Carleton/Kanata--Carleton"," 127","Kanata",17,83,119,4,12,3,238,440
35041,"Kanata--Carleton/Kanata--Carleton"," 128","Kanata",63,91,166,3,17,0,340,645
35041,"Kanata--Carleton/Kanata--Carleton"," 129","Kanata",22,58,77,4,8,0,169,342
35041,"Kanata--Carleton/Kanata--Carleton"," 130","Kanata",25,80,58,1,10,2,176,391
35041,"Kanata--Carleton/Kanata--Carleton"," 131","Kanata",52,72,70,4,17,3,218,436
35041,"Kanata--Carleton/Kanata--Carleton"," 132","Kanata",25,85,88,6,14,0,218,383
35041,"Kanata--Carleton/Kanata--Carleton"," 133","Kanata",28,60,110,1,20,3,222,407
35041,"Kanata--Carleton/Kanata--Carleton"," 134","Kanata",32,83,105,2,4,2,228,452
35041,"Kanata--Carleton/Kanata--Carleton"," 135","Kanata",50,69,91,6,9,2,227,427
35041,"Kanata--Carleton/Kanata--Carleton"," 136","Kanata",40,65,81,4,16,5,211,446
35041,"Kanata--Carleton/Kanata--Carleton"," 137","Kanata",31,53,88,2,15,2,191,420
35041,"Kanata--Carleton/Kanata--Carleton"," 138","Kanata",15,60,69,3,11,0,158,387
35041,"Kanata--Carleton/Kanata--Carleton"," 139","Kanata",37,66,109,5,23,2,242,448
35041,"Kanata--Carleton/Kanata--Carleton"," 140","Kanata",21,61,88,1,8,1,180,313
35041,"Kanata--Carleton/Kanata--Carleton"," 141","Kanata",24,69,93,3,15,2,206,376
35041,"Kanata--Carleton/Kanata--Carleton"," 142","Kanata",22,69,64,0,11,0,166,377
35041,"Kanata--Carleton/Kanata--Carleton"," 143","Kanata",31,80,117,2,13,3,246,488
35041,"Kanata--Carleton/Kanata--Carleton"," 144","Kanata",27,78,99,6,15,1,226,475
35041,"Kanata--Carleton/Kanata--Carleton"," 145","Kanata",34,72,99,2,18,0,225,481
35041,"Kanata--Carleton/Kanata--Carleton"," 146","Kanata",62,101,111,4,13,1,292,622
35041,"Kanata--Carleton/Kanata--Carleton"," 147","Kanata",27,78,122,1,13,1,242,484
35041,"Kanata--Carleton/Kanata--Carleton"," 148","Kanata",29,83,127,3,24,2,268,557
35041,"Kanata--Carleton/Kanata--Carleton"," 149","Kanata",Merged with No./Fusionné avec le n°150,,,,,,,304
35041,"Kanata--Carleton/Kanata--Carleton"," 150","Kanata",43,101,123,10,21,2,300,337
35041,"Kanata--Carleton/Kanata--Carleton"," 151","Kanata",27,64,76,1,15,2,185,343
35041,"Kanata--Carleton/Kanata--Carleton"," 152","Kanata",52,74,83,6,20,4,239,400
35041,"Kanata--Carleton/Kanata--Carleton"," 153","Kanata",38,73,74,8,15,1,209,410
35041,"Kanata--Carleton/Kanata--Carleton"," 154","Kanata",44,73,72,2,18,0,209,434
35041,"Kanata--Carleton/Kanata--Carleton"," 155","Kanata",35,78,69,2,5,1,190,375
35041,"Kanata--Carleton/Kanata--Carleton"," 156","Kanata",35,70,63,8,20,0,196,389
35041,"Kanata--Carleton/Kanata--Carleton"," 157","Kanata",33,94,66,1,12,0,206,461
35041,"Kanata--Carleton/Kanata--Carleton"," 158","Kanata",40,69,84,6,14,4,217,422
35041,"Kanata--Carleton/Kanata--Carleton"," 159","Kanata",62,53,72,4,14,0,205,456
35041,"Kanata--Carleton/Kanata--Carleton"," 160","Kanata",40,104,129,3,20,4,300,614
35041,"Kanata--Carleton/Kanata--Carleton"," 161","Kanata",49,91,135,5,21,1,302,609
35041,"Kanata--Carleton/Kanata--Carleton"," 162","Kanata",31,56,84,1,14,4,190,417
35041,"Kanata--Carleton/Kanata--Carleton"," 163","Kanata",53,86,119,5,11,1,275,628
35041,"Kanata--Carleton/Kanata--Carleton"," 164","Kanata",44,119,149,2,20,4,338,787
35041,"Kanata--Carleton/Kanata--Carleton"," 165","Kanata",31,63,87,2,13,3,199,457
35041,"Kanata--Carleton/Kanata--Carleton"," 166","Kanata",41,61,102,3,17,1,225,480
35041,"Kanata--Carleton/Kanata--Carleton"," 167","Kanata",39,80,182,2,10,3,316,686
35041,"Kanata--Carleton/Kanata--Carleton"," 168","Kanata",31,67,72,9,12,1,192,390
35041,"Kanata--Carleton/Kanata--Carleton"," 169","Kanata",30,81,67,1,9,0,188,347
35041,"Kanata--Carleton/Kanata--Carleton"," 170","Kanata",29,101,58,7,18,1,214,362
35041,"Kanata--Carleton/Kanata--Carleton"," 171","Kanata",52,98,92,8,19,2,271,522
35041,"Kanata--Carleton/Kanata--Carleton"," 172","Kanata",48,73,117,6,22,4,270,494
35041,"Kanata--Carleton/Kanata--Carleton"," 173","Kanata",41,74,91,5,11,2,224,417
35041,"Kanata--Carleton/Kanata--Carleton"," 174","Kanata",34,78,142,4,19,4,281,648
35041,"Kanata--Carleton/Kanata--Carleton"," 175","Kanata",46,60,108,2,12,1,229,447
35041,"Kanata--Carleton/Kanata--Carleton"," 176","Kanata",54,63,119,2,12,1,251,566
35041,"Kanata--Carleton/Kanata--Carleton"," 177","Kanata",36,73,124,1,19,4,257,484
35041,"Kanata--Carleton/Kanata--Carleton"," 178","Kanata",34,59,87,1,19,1,201,432
35041,"Kanata--Carleton/Kanata--Carleton"," 179","Kanata",20,54,101,3,7,2,187,431
35041,"Kanata--Carleton/Kanata--Carleton"," 180","Kanata",31,67,97,5,16,1,217,446
35041,"Kanata--Carleton/Kanata--Carleton"," 181","Kanata",30,50,63,1,14,2,160,394
35041,"Kanata--Carleton/Kanata--Carleton"," 182","Kanata",31,71,106,0,17,2,227,467
35041,"Kanata--Carleton/Kanata--Carleton"," 183","Kanata",25,58,74,2,12,0,171,340
35041,"Kanata--Carleton/Kanata--Carleton"," 184","Kanata",78,118,180,5,23,8,412,789
35041,"Kanata--Carleton/Kanata--Carleton"," 185","Kanata",33,124,155,4,15,0,331,589
35041,"Kanata--Carleton/Kanata--Carleton"," 186","West Carleton",17,105,78,1,14,0,215,452
35041,"Kanata--Carleton/Kanata--Carleton"," 187","West Carleton",23,116,62,4,11,0,216,445
35041,"Kanata--Carleton/Kanata--Carleton"," 188","Goulbourn",53,93,151,1,13,12,323,366
35041,"Kanata--Carleton/Kanata--Carleton"," 189","Goulbourn",40,77,141,2,23,9,292,603
35041,"Kanata--Carleton/Kanata--Carleton"," 190","West Carleton",22,102,83,3,13,0,223,403
35041,"Kanata--Carleton/Kanata--Carleton"," 191","West Carleton",23,113,71,2,16,0,225,420
35041,"Kanata--Carleton/Kanata--Carleton"," 192","West Carleton",23,141,90,9,11,0,274,480
35041,"Kanata--Carleton/Kanata--Carleton"," 193","West Carleton",24,105,82,0,11,0,222,392
35041,"Kanata--Carleton/Kanata--Carleton"," 194","West Carleton",20,99,76,1,19,2,217,369
35041,"Kanata--Carleton/Kanata--Carleton"," 195","West Carleton",32,82,77,6,16,0,213,418
35041,"Kanata--Carleton/Kanata--Carleton"," 196","West Carleton",33,116,73,6,14,2,244,405
35041,"Kanata--Carleton/Kanata--Carleton"," 400","Kanata",34,134,153,3,18,0,342,183
35041,"Kanata--Carleton/Kanata--Carleton"," 401","Kanata",Merged with No./Fusionné avec le n°400,,,,,,,178
35041,"Kanata--Carleton/Kanata--Carleton"," 402","Kanata",Merged with No./Fusionné avec le n°400,,,,,,,175
35041,"Kanata--Carleton/Kanata--Carleton"," 403","Kanata",Void/Supprimé,,,,,,,
35041,"Kanata--Carleton/Kanata--Carleton"," 404","Goulbourn",Merged with No./Fusionné avec le n°188,,,,,,,156
35041,"Kanata--Carleton/Kanata--Carleton"," 500","Mobile poll/Bureau itinérant",5,31,28,1,1,6,72,57
35041,"Kanata--Carleton/Kanata--Carleton"," 501A","Mobile poll/Bureau itinérant",6,31,31,1,3,4,76,32
35041,"Kanata--Carleton/Kanata--Carleton"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,48
35041,"Kanata--Carleton/Kanata--Carleton"," 502","Mobile poll/Bureau itinérant",3,72,63,1,5,1,145,275
35041,"Kanata--Carleton/Kanata--Carleton"," 503","Mobile poll/Bureau itinérant",22,69,75,0,7,3,176,280
35041,"Kanata--Carleton/Kanata--Carleton"," 600","West Carleton",122,559,363,16,58,1,1119,
35041,"Kanata--Carleton/Kanata--Carleton"," 601","West Carleton",76,506,298,16,87,5,988,
35041,"Kanata--Carleton/Kanata--Carleton"," 602","West Carleton",100,499,305,12,66,3,985,
35041,"Kanata--Carleton/Kanata--Carleton"," 603","West Carleton",103,627,513,18,101,8,1370,
35041,"Kanata--Carleton/Kanata--Carleton"," 604","Kanata",116,338,701,10,58,7,1230,
35041,"Kanata--Carleton/Kanata--Carleton"," 605","Kanata",125,377,664,14,73,6,1259,
35041,"Kanata--Carleton/Kanata--Carleton"," 606","Kanata",86,379,523,10,99,5,1102,
35041,"Kanata--Carleton/Kanata--Carleton"," 607","Kanata",106,434,534,10,68,15,1167,
35041,"Kanata--Carleton/Kanata--Carleton"," 608","Kanata",116,541,589,10,68,11,1335,
35041,"Kanata--Carleton/Kanata--Carleton"," 609","Kanata",148,381,557,14,109,7,1216,
35041,"Kanata--Carleton/Kanata--Carleton"," 610","Kanata",187,576,501,20,75,5,1364,
