Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Allison Brown,Russ Emo,Michele Fisher,Chad Ransom,Kyle Seeback,Stefan Wiesen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35022,"Dufferin--Caledon/Dufferin--Caledon"," 53","Caledon",32,0,113,8,118,31,0,302,614
35022,"Dufferin--Caledon/Dufferin--Caledon"," 54","Caledon",24,2,96,1,136,13,1,273,583
35022,"Dufferin--Caledon/Dufferin--Caledon"," 55","Caledon",18,0,96,11,102,22,2,251,493
35022,"Dufferin--Caledon/Dufferin--Caledon"," 56","Caledon",28,1,109,4,104,33,0,279,601
35022,"Dufferin--Caledon/Dufferin--Caledon"," 57","Caledon",32,1,131,10,125,35,1,335,592
35022,"Dufferin--Caledon/Dufferin--Caledon"," 58","Caledon",34,0,112,4,125,25,2,302,612
35022,"Dufferin--Caledon/Dufferin--Caledon"," 59","Caledon",40,1,84,1,138,25,3,292,596
35022,"Dufferin--Caledon/Dufferin--Caledon"," 60","Caledon",21,1,69,3,61,23,1,179,474
35022,"Dufferin--Caledon/Dufferin--Caledon"," 61","Caledon",29,0,89,0,106,14,3,241,446
35022,"Dufferin--Caledon/Dufferin--Caledon"," 62","Caledon",30,1,99,6,91,29,2,258,538
35022,"Dufferin--Caledon/Dufferin--Caledon"," 63","Caledon",39,0,97,7,97,14,0,254,597
35022,"Dufferin--Caledon/Dufferin--Caledon"," 64","Amaranth",19,8,49,4,165,36,0,281,487
35022,"Dufferin--Caledon/Dufferin--Caledon"," 65","Amaranth",30,4,27,5,129,17,3,215,455
35022,"Dufferin--Caledon/Dufferin--Caledon"," 66","Amaranth",12,3,28,8,103,32,4,190,470
35022,"Dufferin--Caledon/Dufferin--Caledon"," 67","Amaranth",14,1,29,12,131,29,0,216,431
35022,"Dufferin--Caledon/Dufferin--Caledon"," 68","Caledon",34,1,156,7,136,30,2,366,702
35022,"Dufferin--Caledon/Dufferin--Caledon"," 69","Caledon",23,2,119,3,101,17,1,266,543
35022,"Dufferin--Caledon/Dufferin--Caledon"," 70","Caledon",29,0,104,1,90,19,1,244,394
35022,"Dufferin--Caledon/Dufferin--Caledon"," 71","Caledon",13,1,94,5,97,11,2,223,471
35022,"Dufferin--Caledon/Dufferin--Caledon"," 72","Caledon",27,0,96,7,101,16,1,248,483
35022,"Dufferin--Caledon/Dufferin--Caledon"," 73","Caledon",17,2,103,5,105,14,4,250,511
35022,"Dufferin--Caledon/Dufferin--Caledon"," 74","Orangeville",41,0,86,6,86,35,1,255,527
35022,"Dufferin--Caledon/Dufferin--Caledon"," 75","Orangeville",37,1,78,8,110,28,4,266,548
35022,"Dufferin--Caledon/Dufferin--Caledon"," 76","Orangeville",48,0,75,8,79,39,1,250,626
35022,"Dufferin--Caledon/Dufferin--Caledon"," 77","Orangeville",31,0,50,10,81,37,2,211,576
35022,"Dufferin--Caledon/Dufferin--Caledon"," 78","Orangeville",40,0,73,10,68,44,0,235,616
35022,"Dufferin--Caledon/Dufferin--Caledon"," 79","Caledon",25,3,107,1,99,24,0,259,525
35022,"Dufferin--Caledon/Dufferin--Caledon"," 80","Caledon",27,1,66,7,77,6,1,185,422
35022,"Dufferin--Caledon/Dufferin--Caledon"," 81","Orangeville",44,1,95,5,83,41,1,270,519
35022,"Dufferin--Caledon/Dufferin--Caledon"," 82","Orangeville",37,1,95,6,102,56,1,298,616
35022,"Dufferin--Caledon/Dufferin--Caledon"," 83","Orangeville",14,1,52,4,72,36,2,181,380
35022,"Dufferin--Caledon/Dufferin--Caledon"," 84","Orangeville",27,5,57,4,101,47,0,241,538
35022,"Dufferin--Caledon/Dufferin--Caledon"," 85","Orangeville",23,0,97,5,146,27,0,298,552
35022,"Dufferin--Caledon/Dufferin--Caledon"," 86","Orangeville",39,0,93,9,133,45,2,321,586
35022,"Dufferin--Caledon/Dufferin--Caledon"," 87","Orangeville",40,3,69,7,89,38,1,247,454
35022,"Dufferin--Caledon/Dufferin--Caledon"," 88","Orangeville",40,0,96,4,129,43,0,312,623
35022,"Dufferin--Caledon/Dufferin--Caledon"," 89","Caledon",30,2,89,9,105,16,1,252,513
35022,"Dufferin--Caledon/Dufferin--Caledon"," 90","Caledon",42,0,105,2,94,15,1,259,581
35022,"Dufferin--Caledon/Dufferin--Caledon"," 91","Caledon",49,0,125,1,122,12,0,309,586
35022,"Dufferin--Caledon/Dufferin--Caledon"," 92","Caledon",52,3,148,7,124,19,1,354,680
35022,"Dufferin--Caledon/Dufferin--Caledon"," 93","Caledon",34,0,116,4,102,16,1,273,546
35022,"Dufferin--Caledon/Dufferin--Caledon"," 94","Caledon",47,1,111,7,145,17,1,329,571
35022,"Dufferin--Caledon/Dufferin--Caledon"," 95A","Orangeville",31,0,60,6,111,26,1,235,439
35022,"Dufferin--Caledon/Dufferin--Caledon"," 95B","Orangeville",39,0,63,5,90,36,3,236,456
35022,"Dufferin--Caledon/Dufferin--Caledon"," 96A","Orangeville",30,1,55,1,70,17,1,175,417
35022,"Dufferin--Caledon/Dufferin--Caledon"," 96B","Orangeville",17,3,55,2,78,12,1,168,395
35022,"Dufferin--Caledon/Dufferin--Caledon"," 97","Orangeville",27,0,89,13,104,45,1,279,608
35022,"Dufferin--Caledon/Dufferin--Caledon"," 98","Orangeville",27,1,71,5,69,52,2,227,469
35022,"Dufferin--Caledon/Dufferin--Caledon"," 99","Orangeville",38,4,75,11,114,45,3,290,667
35022,"Dufferin--Caledon/Dufferin--Caledon"," 100","Orangeville",41,1,72,7,110,48,3,282,576
35022,"Dufferin--Caledon/Dufferin--Caledon"," 101","Caledon",15,3,56,6,124,25,1,230,542
35022,"Dufferin--Caledon/Dufferin--Caledon"," 102","Caledon",47,0,131,3,126,19,4,330,745
35022,"Dufferin--Caledon/Dufferin--Caledon"," 103","Caledon",51,1,107,0,116,10,1,286,552
35022,"Dufferin--Caledon/Dufferin--Caledon"," 104","Caledon",35,1,115,0,136,27,4,318,636
35022,"Dufferin--Caledon/Dufferin--Caledon"," 105","Caledon",29,0,106,3,106,22,0,266,574
35022,"Dufferin--Caledon/Dufferin--Caledon"," 106","Caledon",31,2,44,3,92,10,1,183,520
35022,"Dufferin--Caledon/Dufferin--Caledon"," 107","Caledon",19,0,59,3,88,20,2,191,435
35022,"Dufferin--Caledon/Dufferin--Caledon"," 108","Orangeville",14,3,66,5,105,42,2,237,525
35022,"Dufferin--Caledon/Dufferin--Caledon"," 109","Orangeville",36,1,61,8,101,49,2,258,576
35022,"Dufferin--Caledon/Dufferin--Caledon"," 110","Orangeville",28,1,64,9,48,42,2,194,459
35022,"Dufferin--Caledon/Dufferin--Caledon"," 111","Orangeville",27,1,50,16,106,42,2,244,581
35022,"Dufferin--Caledon/Dufferin--Caledon"," 112","Caledon",31,2,118,5,102,8,2,268,475
35022,"Dufferin--Caledon/Dufferin--Caledon"," 113","Caledon",24,2,109,3,111,10,2,261,489
35022,"Dufferin--Caledon/Dufferin--Caledon"," 114","Caledon",25,1,102,11,103,20,3,265,558
35022,"Dufferin--Caledon/Dufferin--Caledon"," 115","Caledon",28,7,133,3,118,9,7,305,577
35022,"Dufferin--Caledon/Dufferin--Caledon"," 116","Caledon",37,2,123,9,116,11,2,300,607
35022,"Dufferin--Caledon/Dufferin--Caledon"," 117A","Caledon",25,0,91,6,104,4,4,234,494
35022,"Dufferin--Caledon/Dufferin--Caledon"," 117B","Caledon",31,3,82,6,72,7,0,201,432
35022,"Dufferin--Caledon/Dufferin--Caledon"," 118","Orangeville",43,2,90,6,111,49,0,301,561
35022,"Dufferin--Caledon/Dufferin--Caledon"," 119","Orangeville",46,1,67,19,144,47,1,325,594
35022,"Dufferin--Caledon/Dufferin--Caledon"," 120","Orangeville",49,3,80,8,113,42,1,296,614
35022,"Dufferin--Caledon/Dufferin--Caledon"," 121","Orangeville",45,1,45,8,88,24,0,211,470
35022,"Dufferin--Caledon/Dufferin--Caledon"," 122","Orangeville",20,0,70,7,83,22,1,203,444
35022,"Dufferin--Caledon/Dufferin--Caledon"," 123","Orangeville",34,2,90,17,96,27,1,267,544
35022,"Dufferin--Caledon/Dufferin--Caledon"," 124","Orangeville",46,0,74,14,88,15,5,242,538
35022,"Dufferin--Caledon/Dufferin--Caledon"," 125","Caledon",39,2,85,2,110,31,2,271,627
35022,"Dufferin--Caledon/Dufferin--Caledon"," 126","Caledon",17,0,77,1,126,39,0,260,530
35022,"Dufferin--Caledon/Dufferin--Caledon"," 127","Caledon",12,0,64,5,76,19,0,176,434
35022,"Dufferin--Caledon/Dufferin--Caledon"," 128","Caledon",16,1,84,2,92,22,2,219,451
35022,"Dufferin--Caledon/Dufferin--Caledon"," 129","Caledon",16,1,79,0,86,20,1,203,406
35022,"Dufferin--Caledon/Dufferin--Caledon"," 130","East Garafraxa--Garafraxa Woods",35,3,89,7,141,30,4,309,588
35022,"Dufferin--Caledon/Dufferin--Caledon"," 131","Orangeville",46,0,82,2,117,30,1,278,552
35022,"Dufferin--Caledon/Dufferin--Caledon"," 132","Orangeville",38,0,93,7,138,31,1,308,562
35022,"Dufferin--Caledon/Dufferin--Caledon"," 133","Orangeville",45,1,117,7,132,31,0,333,600
35022,"Dufferin--Caledon/Dufferin--Caledon"," 134","Caledon",41,6,70,1,123,13,4,258,570
35022,"Dufferin--Caledon/Dufferin--Caledon"," 135","Caledon",42,0,92,0,107,6,1,248,554
35022,"Dufferin--Caledon/Dufferin--Caledon"," 136","Caledon",52,1,125,5,95,14,0,292,616
35022,"Dufferin--Caledon/Dufferin--Caledon"," 137","Caledon",50,0,85,1,111,11,0,258,542
35022,"Dufferin--Caledon/Dufferin--Caledon"," 138","Orangeville",38,0,62,5,108,43,1,257,580
35022,"Dufferin--Caledon/Dufferin--Caledon"," 139","Orangeville",38,0,93,14,101,40,3,289,578
35022,"Dufferin--Caledon/Dufferin--Caledon"," 140","Orangeville",55,0,97,11,143,46,1,353,679
35022,"Dufferin--Caledon/Dufferin--Caledon"," 141","Orangeville",40,1,98,14,129,36,0,318,654
35022,"Dufferin--Caledon/Dufferin--Caledon"," 142","East Garafraxa--Garafraxa Woods",38,3,85,9,133,26,1,295,620
35022,"Dufferin--Caledon/Dufferin--Caledon"," 143","East Garafraxa--Garafraxa Woods",21,0,61,5,151,16,1,255,489
35022,"Dufferin--Caledon/Dufferin--Caledon"," 144","Caledon",27,1,62,2,99,23,0,214,453
35022,"Dufferin--Caledon/Dufferin--Caledon"," 145","Caledon",16,1,50,8,106,16,1,198,494
35022,"Dufferin--Caledon/Dufferin--Caledon"," 146","Caledon",21,0,71,5,83,29,1,210,448
35022,"Dufferin--Caledon/Dufferin--Caledon"," 147","Caledon",20,0,83,1,126,17,1,248,568
35022,"Dufferin--Caledon/Dufferin--Caledon"," 148","East Luther Grand Valley",27,3,44,8,116,33,0,231,443
35022,"Dufferin--Caledon/Dufferin--Caledon"," 149","East Luther Grand Valley",29,11,100,10,135,32,3,320,732
35022,"Dufferin--Caledon/Dufferin--Caledon"," 150","Caledon",36,5,84,6,137,70,2,340,549
35022,"Dufferin--Caledon/Dufferin--Caledon"," 151","Caledon",23,1,81,8,117,41,0,271,535
35022,"Dufferin--Caledon/Dufferin--Caledon"," 152","Caledon",25,0,106,13,99,50,0,293,504
35022,"Dufferin--Caledon/Dufferin--Caledon"," 153","East Luther Grand Valley",15,0,26,9,46,18,1,115,257
35022,"Dufferin--Caledon/Dufferin--Caledon"," 154","East Luther Grand Valley",30,2,44,12,117,25,1,231,440
35022,"Dufferin--Caledon/Dufferin--Caledon"," 155","Amaranth--Waldemar",38,0,77,11,125,30,2,283,632
35022,"Dufferin--Caledon/Dufferin--Caledon"," 156","East Garafraxa",26,5,53,7,98,23,0,212,466
35022,"Dufferin--Caledon/Dufferin--Caledon"," 157","Caledon",24,2,100,6,124,35,2,293,582
35022,"Dufferin--Caledon/Dufferin--Caledon"," 158","Caledon",27,0,115,6,135,61,2,346,570
35022,"Dufferin--Caledon/Dufferin--Caledon"," 159","Caledon",33,0,55,5,77,16,3,189,466
35022,"Dufferin--Caledon/Dufferin--Caledon"," 160","Caledon",47,1,82,2,68,11,2,213,469
35022,"Dufferin--Caledon/Dufferin--Caledon"," 161","Caledon",50,0,85,1,138,15,4,293,603
35022,"Dufferin--Caledon/Dufferin--Caledon"," 162A","Caledon",42,0,71,0,54,1,0,168,388
35022,"Dufferin--Caledon/Dufferin--Caledon"," 162B","Caledon",24,0,97,0,41,1,0,163,380
35022,"Dufferin--Caledon/Dufferin--Caledon"," 163A","Caledon",51,1,98,2,67,8,1,228,505
35022,"Dufferin--Caledon/Dufferin--Caledon"," 163B","Caledon",55,1,95,1,66,6,4,228,509
35022,"Dufferin--Caledon/Dufferin--Caledon"," 164","Caledon",37,0,91,1,75,8,1,213,552
35022,"Dufferin--Caledon/Dufferin--Caledon"," 165","East Garafraxa",13,2,38,7,140,21,1,222,426
35022,"Dufferin--Caledon/Dufferin--Caledon"," 166","East Garafraxa",26,3,43,9,129,29,2,241,393
35022,"Dufferin--Caledon/Dufferin--Caledon"," 167","East Garafraxa",21,2,70,8,132,37,1,271,470
35022,"Dufferin--Caledon/Dufferin--Caledon"," 168","Caledon",14,0,119,4,124,54,3,318,574
35022,"Dufferin--Caledon/Dufferin--Caledon"," 169","Caledon",21,2,101,9,150,76,4,363,607
35022,"Dufferin--Caledon/Dufferin--Caledon"," 170","Caledon",51,0,142,1,84,12,1,291,603
35022,"Dufferin--Caledon/Dufferin--Caledon"," 171","Caledon",52,2,122,3,111,14,3,307,626
35022,"Dufferin--Caledon/Dufferin--Caledon"," 172A","Caledon",57,0,113,3,62,8,2,245,484
35022,"Dufferin--Caledon/Dufferin--Caledon"," 172B","Caledon",36,0,114,1,99,7,5,262,571
35022,"Dufferin--Caledon/Dufferin--Caledon"," 173A","Caledon",42,1,124,1,63,4,0,235,520
35022,"Dufferin--Caledon/Dufferin--Caledon"," 173B","Caledon",34,2,113,1,65,1,2,218,496
35022,"Dufferin--Caledon/Dufferin--Caledon"," 173C","Caledon",33,0,73,1,76,1,4,188,433
35022,"Dufferin--Caledon/Dufferin--Caledon"," 174","Caledon",34,1,137,1,79,5,4,261,594
35022,"Dufferin--Caledon/Dufferin--Caledon"," 175","Caledon",38,3,136,4,74,6,3,264,598
35022,"Dufferin--Caledon/Dufferin--Caledon"," 176A","Caledon",43,0,72,1,65,2,1,184,443
35022,"Dufferin--Caledon/Dufferin--Caledon"," 176B","Caledon",30,0,97,2,64,5,1,199,464
35022,"Dufferin--Caledon/Dufferin--Caledon"," 177","Caledon",31,0,121,6,98,12,5,273,475
35022,"Dufferin--Caledon/Dufferin--Caledon"," 178","Caledon",50,2,115,2,81,21,1,272,459
35022,"Dufferin--Caledon/Dufferin--Caledon"," 179","Caledon",35,3,142,10,132,21,5,348,577
35022,"Dufferin--Caledon/Dufferin--Caledon"," 180","Caledon",39,1,74,5,87,12,1,219,374
35022,"Dufferin--Caledon/Dufferin--Caledon"," 181","Caledon",49,0,130,1,116,21,4,321,556
35022,"Dufferin--Caledon/Dufferin--Caledon"," 182","Caledon",31,0,108,19,121,44,1,324,554
35022,"Dufferin--Caledon/Dufferin--Caledon"," 183","Caledon",27,2,93,7,167,36,0,332,560
35022,"Dufferin--Caledon/Dufferin--Caledon"," 184","Caledon",39,1,79,4,134,14,4,275,568
35022,"Dufferin--Caledon/Dufferin--Caledon"," 185","Caledon",23,1,111,7,139,32,2,315,609
35022,"Dufferin--Caledon/Dufferin--Caledon"," 500","Mobile poll/Bureau itinérant",8,3,31,2,32,6,3,85,241
35022,"Dufferin--Caledon/Dufferin--Caledon"," 501","Mobile poll/Bureau itinérant",11,5,55,0,34,7,6,118,244
35022,"Dufferin--Caledon/Dufferin--Caledon"," 502","Mobile poll/Bureau itinérant",19,0,79,4,74,11,5,192,300
35022,"Dufferin--Caledon/Dufferin--Caledon"," 503","Mobile poll/Bureau itinérant",8,3,35,3,55,16,10,130,191
35022,"Dufferin--Caledon/Dufferin--Caledon"," 504A","Mobile poll/Bureau itinérant",13,1,76,3,42,21,1,157,258
35022,"Dufferin--Caledon/Dufferin--Caledon"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,19
35022,"Dufferin--Caledon/Dufferin--Caledon"," 505","Mobile poll/Bureau itinérant",22,1,48,3,24,8,2,108,153
35022,"Dufferin--Caledon/Dufferin--Caledon"," 600","Mulmur",35,0,133,13,211,85,1,478,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 601","Shelburne",81,2,196,28,385,87,0,779,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 602","Amaranth--East Luther Grand Valley",41,4,138,17,291,70,0,561,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 603","Amaranth",26,4,72,9,165,50,0,326,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 604","Shelburne",98,3,242,19,351,91,7,811,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 605","Mono",56,3,251,22,437,150,4,923,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 606","Orangeville",86,6,289,17,355,140,16,909,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 607","Orangeville",104,5,273,20,390,101,8,901,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 608","Orangeville",72,1,175,21,261,117,2,649,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 609","Orangeville",110,3,194,26,379,138,5,855,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 610","Orangeville",74,1,202,15,359,118,2,771,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 611","Caledon",63,7,282,12,421,150,1,936,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 612","Caledon",99,3,376,19,506,123,5,1131,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 613","Caledon",65,4,312,11,545,114,4,1055,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 614","Caledon",92,2,357,17,447,86,1,1002,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 615","Caledon",91,2,320,16,319,83,2,833,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 616","Caledon",53,0,224,13,242,42,1,575,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 617","Caledon",86,0,210,18,252,24,3,593,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 618","Caledon",208,4,476,7,463,38,14,1210,
35022,"Dufferin--Caledon/Dufferin--Caledon"," 619","Caledon",143,3,449,13,414,39,3,1064,
35022,"Dufferin--Caledon/Dufferin--Caledon",,Group 1/Groupe 1, 6,0,57,4,30,19,5,121,154
35022,"Dufferin--Caledon/Dufferin--Caledon",,Group 2/Groupe 2, 194,1,508,30,387,228,41,1389,
