Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Luc Berthold,Mathieu Boisvert,Nicole Charette,Priscilla Corbeil,Isabelle Grégoire,Marie  Claude Lauzier,Jean Paradis,Damien Roy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 600","Plessisville",92,12,6,44,19,6,0,0,1,180,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 601","Plessisville",327,16,6,129,109,5,0,4,10,606,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 602","Plessisville",493,32,13,212,147,5,2,3,20,927,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 603","Princeville",417,29,28,156,152,19,4,4,15,824,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 604","Saint-Ferdinand",272,24,16,144,90,10,1,0,3,560,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 605","East Broughton",414,23,14,126,76,28,4,4,12,701,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 606","Thetford Mines",323,16,15,166,90,21,4,4,2,641,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 607","Thetford Mines",524,38,12,328,156,15,2,3,7,1085,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 608","Thetford Mines",646,36,25,319,239,28,4,3,19,1319,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 609","Thetford Mines",459,35,24,219,172,13,2,5,10,939,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 610","Thetford Mines",451,16,17,231,130,14,2,0,21,882,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 611","Saint-Joseph-de-Coleraine",216,12,9,130,70,8,1,3,7,456,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 612","Disraëli",286,16,10,195,100,4,2,2,11,626,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 613","Disraëli",223,22,9,195,120,10,2,4,8,593,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 614","Thetford Mines",149,12,5,71,33,11,1,2,4,288,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 615","Lambton",245,19,12,141,119,7,7,5,13,568,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 616","Saint-Ludger",98,9,7,56,24,5,0,1,2,202,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 617","Lac-Mégantic",121,17,13,102,66,0,2,1,5,327,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 618","Lac-Mégantic",452,44,55,306,229,10,11,4,11,1122,
24047,"Mégantic--L'Érable/Mégantic--L'Érable"," 619","Lac-Mégantic",103,15,16,106,63,0,2,0,3,308,
24047,"Mégantic--L'Érable/Mégantic--L'Érable",,Group 1/Groupe 1, 10,5,4,6,20,0,2,1,2,50,52
24047,"Mégantic--L'Érable/Mégantic--L'Érable",,Group 2/Groupe 2, 336,69,52,198,164,12,2,4,10,847,
