Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Charlotte Boucher Smoley,Yves Destroismaisons,Sherwin Edwards,Stéphane Lauzon,Marie Louis-Seize,Marjorie Valiquette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 196","Gatineau",14,61,0,52,22,11,2,162,338
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 197","Gatineau",17,44,2,85,14,13,3,178,421
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 198","Gatineau",17,44,6,90,21,7,2,187,406
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 199","Gatineau",33,61,4,88,19,4,1,210,506
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 200","Gatineau",17,59,1,68,20,9,1,175,414
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 201","Gatineau",23,44,4,80,23,9,4,187,399
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 202","Gatineau",23,46,6,66,20,4,5,170,395
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 203","Gatineau",8,28,3,37,12,4,1,93,338
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 204","Gatineau",20,56,3,114,19,10,2,224,564
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 205","Gatineau",10,41,4,63,22,12,0,152,370
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 206","Gatineau",3,51,5,49,10,5,2,125,336
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 207","Gatineau",19,45,0,85,21,11,3,184,367
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 208","Gatineau",24,46,2,83,18,10,0,183,370
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 209","Gatineau",29,50,5,128,26,10,5,253,467
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 210","Gatineau",26,55,2,112,25,5,2,227,432
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 211","Gatineau",28,57,6,116,23,13,3,246,436
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 212","Gatineau",28,70,2,94,21,15,4,234,443
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 213","Gatineau",12,56,0,76,16,13,4,177,409
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 214","Gatineau",15,57,7,94,13,10,1,197,425
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 215","Gatineau",13,42,4,76,23,9,2,169,481
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 216","Gatineau",8,26,1,73,17,11,4,140,340
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 217","Gatineau",30,89,3,136,17,13,6,294,584
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 218","Gatineau",22,79,2,96,24,6,2,231,540
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 500","Mobile poll/Bureau itinérant",3,10,1,28,6,0,4,52,96
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 501","Mobile poll/Bureau itinérant",0,10,1,29,8,2,1,51,90
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 502A","Mobile poll/Bureau itinérant",3,13,1,21,2,1,2,43,51
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 502B","Lachute",Merged with No./Fusionné avec le n°78A,,,,,,,,46
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 502C","Mobile poll/Bureau itinérant",2,14,0,61,9,1,17,104,77
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 503","Mobile poll/Bureau itinérant",2,17,1,50,10,0,6,86,111
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 504","Mobile poll/Bureau itinérant",1,11,0,89,11,1,6,119,59
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 505","Mobile poll/Bureau itinérant",2,20,2,40,8,1,3,76,101
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 600","Saint-Adolphe-d'Howard",38,401,9,278,40,38,13,817,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 601","Morin-Heights",54,341,14,409,83,73,5,979,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 602","Wentworth-Nord",23,142,7,153,54,26,4,409,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 603","Morin-Heights",40,269,12,228,62,47,7,665,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 604","Lachute",62,443,8,326,106,25,24,994,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 605","Saint-André-d'Argenteuil",57,395,19,432,132,36,15,1086,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 606","Saint-André-d'Argenteuil",23,296,13,166,79,30,11,618,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 607","Brownsburg-Chatham",66,409,30,320,154,39,7,1025,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 608","Grenville sur la Rouge",43,186,18,254,128,13,12,654,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 609","Saint-Michel-de-Wentworth",24,99,5,152,52,14,0,346,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 610","Chénéville",16,116,3,89,30,12,3,269,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 611","Saint-André-Avellin",40,325,7,257,85,26,9,749,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 612","Val-des-Bois",9,103,4,131,58,9,4,318,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 613","Mulgrave-et-Derry",11,45,2,83,32,11,2,186,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 614","Notre-Dame-de-la-Paix",36,247,4,201,72,20,5,585,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 615","Montebello",26,198,1,162,50,31,9,477,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 616","Thurso",35,271,10,288,88,20,19,731,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 617","L'Ange-Gardien",62,157,5,242,88,29,3,586,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 618","Buckingham",67,263,7,398,121,31,8,895,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 619","Buckingham",68,255,7,424,107,39,14,914,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 620","Gatineau",69,247,13,337,135,23,10,834,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 621","Gatineau",92,265,22,392,99,40,17,927,
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation",,Group 1/Groupe 1, 7,8,3,35,14,3,1,71,65
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation",,Group 2/Groupe 2, 98,339,17,510,137,104,25,1230,
