Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 1","Lac-Rapide",N,N,"2",0,214,"Bertrand","","Claude","Green Party","Parti Vert",N,N,0
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 1","Lac-Rapide",N,N,"2",0,214,"Chatel","","Sophie","Liberal","Libéral",Y,Y,0
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 1","Lac-Rapide",N,N,"2",0,214,"Hoffman","","Todd","People's Party - PPC","Parti populaire - PPC",N,N,0
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 1","Lac-Rapide",N,N,"2",0,214,"Nolan","","Brian","Conservative","Conservateur",N,N,0
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 1","Lac-Rapide",N,N,"2",0,214,"Proulx","","Suzanne","Bloc Québécois","Bloc Québécois",N,N,0
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 1","Lac-Rapide",N,N,"2",0,214,"Whiteduck","","Gilbert W.","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 2","Grand-Remous",N,N,"",3,373,"Bertrand","","Claude","Green Party","Parti Vert",N,N,3
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 2","Grand-Remous",N,N,"",3,373,"Chatel","","Sophie","Liberal","Libéral",Y,Y,46
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 2","Grand-Remous",N,N,"",3,373,"Hoffman","","Todd","People's Party - PPC","Parti populaire - PPC",N,N,1
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 2","Grand-Remous",N,N,"",3,373,"Nolan","","Brian","Conservative","Conservateur",N,N,26
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 2","Grand-Remous",N,N,"",3,373,"Proulx","","Suzanne","Bloc Québécois","Bloc Québécois",N,N,24
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 2","Grand-Remous",N,N,"",3,373,"Whiteduck","","Gilbert W.","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 3","Grand-Remous",N,N,"",1,281,"Bertrand","","Claude","Green Party","Parti Vert",N,N,1
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 3","Grand-Remous",N,N,"",1,281,"Chatel","","Sophie","Liberal","Libéral",Y,Y,23
24057,"Pontiac--Kitigan Zibi","Pontiac--Kitigan Zibi"," 3","Grand-Remous",N,N,"",1,281,"Hoffman","","Todd","People's Party - PPC","Parti populaire - PPC",N,N,1
