Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 1","Innisfil",N,N,"8",0,533,"Brassard","","John","Conservative","Conservateur",Y,Y,0
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 1","Innisfil",N,N,"8",0,533,"Harrigan","","Andrew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 1","Innisfil",N,N,"8",0,533,"Olthuis","","John","Liberal","Libéral",N,N,0
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 1","Innisfil",N,N,"8",0,533,"Sampson","","Mark","People's Party - PPC","Parti populaire - PPC",N,N,0
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 2","Innisfil",N,N,"",1,779,"Brassard","","John","Conservative","Conservateur",Y,Y,118
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 2","Innisfil",N,N,"",1,779,"Harrigan","","Andrew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 2","Innisfil",N,N,"",1,779,"Olthuis","","John","Liberal","Libéral",N,N,69
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 2","Innisfil",N,N,"",1,779,"Sampson","","Mark","People's Party - PPC","Parti populaire - PPC",N,N,2
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 3","Innisfil",N,N,"",1,569,"Brassard","","John","Conservative","Conservateur",Y,Y,111
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 3","Innisfil",N,N,"",1,569,"Harrigan","","Andrew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 3","Innisfil",N,N,"",1,569,"Olthuis","","John","Liberal","Libéral",N,N,61
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 3","Innisfil",N,N,"",1,569,"Sampson","","Mark","People's Party - PPC","Parti populaire - PPC",N,N,1
35004,"Barrie South--Innisfil","Barrie-Sud--Innisfil"," 4","Innisfil",N,N,"",3,581,"Brassard","","John","Conservative","Conservateur",Y,Y,126
