Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Botros","","Waseem","Conservative","Conservateur",N,N,94
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Chagger","","Bardish","Liberal","Libéral",N,Y,77
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Chatham","","Santa Claus","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Chow","","Héline","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Guthrie","","Simon","Green Party","Parti Vert",N,N,3
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Hari","","Jamie","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Neekman","","Val","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Roach","","Hans","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 1","Waterloo",N,N,"",2,523,"Ross","","Douglas","People's Party - PPC","Parti populaire - PPC",N,N,1
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Botros","","Waseem","Conservative","Conservateur",N,N,77
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Chagger","","Bardish","Liberal","Libéral",N,Y,66
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Chatham","","Santa Claus","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Chow","","Héline","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Guthrie","","Simon","Green Party","Parti Vert",N,N,2
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Hari","","Jamie","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Neekman","","Val","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Roach","","Hans","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 2","Waterloo",N,N,"",0,429,"Ross","","Douglas","People's Party - PPC","Parti populaire - PPC",N,N,0
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Botros","","Waseem","Conservative","Conservateur",N,N,81
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Chagger","","Bardish","Liberal","Libéral",N,Y,65
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Chatham","","Santa Claus","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Chow","","Héline","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Guthrie","","Simon","Green Party","Parti Vert",N,N,4
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Hari","","Jamie","Independent","Indépendant(e)",N,N,0
35114,"Waterloo","Waterloo"," 3","Waterloo",N,N,"",0,383,"Neekman","","Val","Independent","Indépendant(e)",N,N,0
