Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Chenier","","Cody","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,3
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Crawley","","Sandy","Green Party","Parti Vert",N,N,2
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Green","","Carla","No Affiliation","Aucune appartenance",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Green","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,47
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Lawrence","","Hayden","Conservative","Conservateur",N,N,75
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Loomans","","Michael","No Affiliation","Aucune appartenance",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Rana","","Aslam","Liberal","Libéral",N,Y,52
35036,"Hamilton Centre","Hamilton-Centre"," 1","Hamilton",N,N,"",2,528,"Speicher","","David","People's Party - PPC","Parti populaire - PPC",N,N,6
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Chenier","","Cody","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Crawley","","Sandy","Green Party","Parti Vert",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Green","","Carla","No Affiliation","Aucune appartenance",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Green","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,30
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Lawrence","","Hayden","Conservative","Conservateur",N,N,45
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Loomans","","Michael","No Affiliation","Aucune appartenance",N,N,0
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Rana","","Aslam","Liberal","Libéral",N,Y,28
35036,"Hamilton Centre","Hamilton-Centre"," 2","Hamilton",N,N,"",1,351,"Speicher","","David","People's Party - PPC","Parti populaire - PPC",N,N,2
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Chenier","","Cody","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Crawley","","Sandy","Green Party","Parti Vert",N,N,2
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Green","","Carla","No Affiliation","Aucune appartenance",N,N,0
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Green","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,33
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Lawrence","","Hayden","Conservative","Conservateur",N,N,62
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Loomans","","Michael","No Affiliation","Aucune appartenance",N,N,0
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Rana","","Aslam","Liberal","Libéral",N,Y,35
35036,"Hamilton Centre","Hamilton-Centre"," 3","Hamilton",N,N,"",1,366,"Speicher","","David","People's Party - PPC","Parti populaire - PPC",N,N,0
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Chenier","","Cody","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Crawley","","Sandy","Green Party","Parti Vert",N,N,3
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Green","","Carla","No Affiliation","Aucune appartenance",N,N,2
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Green","","Matthew","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,N,43
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Lawrence","","Hayden","Conservative","Conservateur",N,N,68
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Loomans","","Michael","No Affiliation","Aucune appartenance",N,N,1
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Rana","","Aslam","Liberal","Libéral",N,Y,54
35036,"Hamilton Centre","Hamilton-Centre"," 4","Hamilton",N,N,"",1,451,"Speicher","","David","People's Party - PPC","Parti populaire - PPC",N,N,3
