Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
35085,"Perth--Wellington","Perth--Wellington"," 1","Wellington North",N,N,"",1,602,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,1
35085,"Perth--Wellington","Perth--Wellington"," 1","Wellington North",N,N,"",1,602,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
35085,"Perth--Wellington","Perth--Wellington"," 1","Wellington North",N,N,"",1,602,"Mackey","","David","Liberal","Libéral",N,N,54
35085,"Perth--Wellington","Perth--Wellington"," 1","Wellington North",N,N,"",1,602,"Nater","","John","Conservative","Conservateur",Y,Y,97
35085,"Perth--Wellington","Perth--Wellington"," 2","Wellington North",N,N,"",2,505,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,6
35085,"Perth--Wellington","Perth--Wellington"," 2","Wellington North",N,N,"",2,505,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35085,"Perth--Wellington","Perth--Wellington"," 2","Wellington North",N,N,"",2,505,"Mackey","","David","Liberal","Libéral",N,N,44
35085,"Perth--Wellington","Perth--Wellington"," 2","Wellington North",N,N,"",2,505,"Nater","","John","Conservative","Conservateur",Y,Y,81
35085,"Perth--Wellington","Perth--Wellington"," 3","Wellington North",N,N,"",0,460,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,8
35085,"Perth--Wellington","Perth--Wellington"," 3","Wellington North",N,N,"",0,460,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,5
35085,"Perth--Wellington","Perth--Wellington"," 3","Wellington North",N,N,"",0,460,"Mackey","","David","Liberal","Libéral",N,N,34
35085,"Perth--Wellington","Perth--Wellington"," 3","Wellington North",N,N,"",0,460,"Nater","","John","Conservative","Conservateur",Y,Y,93
35085,"Perth--Wellington","Perth--Wellington"," 4","Wellington North",N,N,"",0,367,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,4
35085,"Perth--Wellington","Perth--Wellington"," 4","Wellington North",N,N,"",0,367,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
35085,"Perth--Wellington","Perth--Wellington"," 4","Wellington North",N,N,"",0,367,"Mackey","","David","Liberal","Libéral",N,N,36
35085,"Perth--Wellington","Perth--Wellington"," 4","Wellington North",N,N,"",0,367,"Nater","","John","Conservative","Conservateur",Y,Y,54
35085,"Perth--Wellington","Perth--Wellington"," 5","Wellington North",N,N,"",1,488,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,5
35085,"Perth--Wellington","Perth--Wellington"," 5","Wellington North",N,N,"",1,488,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,10
35085,"Perth--Wellington","Perth--Wellington"," 5","Wellington North",N,N,"",1,488,"Mackey","","David","Liberal","Libéral",N,N,46
35085,"Perth--Wellington","Perth--Wellington"," 5","Wellington North",N,N,"",1,488,"Nater","","John","Conservative","Conservateur",Y,Y,103
35085,"Perth--Wellington","Perth--Wellington"," 6","Mount Forest",N,N,"",0,504,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,4
35085,"Perth--Wellington","Perth--Wellington"," 6","Mount Forest",N,N,"",0,504,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
35085,"Perth--Wellington","Perth--Wellington"," 6","Mount Forest",N,N,"",0,504,"Mackey","","David","Liberal","Libéral",N,N,48
35085,"Perth--Wellington","Perth--Wellington"," 6","Mount Forest",N,N,"",0,504,"Nater","","John","Conservative","Conservateur",Y,Y,106
35085,"Perth--Wellington","Perth--Wellington"," 7","Wellington North",N,N,"",1,522,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,2
35085,"Perth--Wellington","Perth--Wellington"," 7","Wellington North",N,N,"",1,522,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
35085,"Perth--Wellington","Perth--Wellington"," 7","Wellington North",N,N,"",1,522,"Mackey","","David","Liberal","Libéral",N,N,57
35085,"Perth--Wellington","Perth--Wellington"," 7","Wellington North",N,N,"",1,522,"Nater","","John","Conservative","Conservateur",Y,Y,77
35085,"Perth--Wellington","Perth--Wellington"," 8","Wellington North",N,N,"",0,494,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,4
35085,"Perth--Wellington","Perth--Wellington"," 8","Wellington North",N,N,"",0,494,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,8
35085,"Perth--Wellington","Perth--Wellington"," 8","Wellington North",N,N,"",0,494,"Mackey","","David","Liberal","Libéral",N,N,40
35085,"Perth--Wellington","Perth--Wellington"," 8","Wellington North",N,N,"",0,494,"Nater","","John","Conservative","Conservateur",Y,Y,56
35085,"Perth--Wellington","Perth--Wellington"," 9","Mount Forest",N,N,"",0,510,"Baker","","Wayne","People's Party - PPC","Parti populaire - PPC",N,N,7
35085,"Perth--Wellington","Perth--Wellington"," 9","Mount Forest",N,N,"",0,510,"Kruchkywich","","Kevin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
35085,"Perth--Wellington","Perth--Wellington"," 9","Mount Forest",N,N,"",0,510,"Mackey","","David","Liberal","Libéral",N,N,36
