Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Arsenault","","Raphaël","Independent","Indépendant(e)",N,N,1
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Blanchette-Joncas","","Maxime","Bloc Québécois","Bloc Québécois",Y,Y,38
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Bureau-Civil","","Noémi","Independent","Indépendant(e)",N,N,1
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Javanbakht","","Taraneh","People's Party - PPC","Parti populaire - PPC",N,N,2
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Joannette","","Nancy","Conservative","Conservateur",N,N,22
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Lefebvre","","Tommy","Independent","Indépendant(e)",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Picker-Paquin","","Lysane","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Reford","","Alexander","Liberal","Libéral",N,N,21
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 1","Causapscal",N,N,"",6,241,"Salvain","","Salomé","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Arsenault","","Raphaël","Independent","Indépendant(e)",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Blanchette-Joncas","","Maxime","Bloc Québécois","Bloc Québécois",Y,Y,46
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Bureau-Civil","","Noémi","Independent","Indépendant(e)",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Javanbakht","","Taraneh","People's Party - PPC","Parti populaire - PPC",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Joannette","","Nancy","Conservative","Conservateur",N,N,11
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Lefebvre","","Tommy","Independent","Indépendant(e)",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Picker-Paquin","","Lysane","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,0
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Reford","","Alexander","Liberal","Libéral",N,N,25
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 2","Causapscal",N,N,"",2,286,"Salvain","","Salomé","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,1
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 3","Causapscal",N,N,"",3,352,"Arsenault","","Raphaël","Independent","Indépendant(e)",N,N,2
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 3","Causapscal",N,N,"",3,352,"Blanchette-Joncas","","Maxime","Bloc Québécois","Bloc Québécois",Y,Y,60
24062,"Rimouski--La Matapédia","Rimouski--La Matapédia"," 3","Causapscal",N,N,"",3,352,"Bureau-Civil","","Noémi","Independent","Indépendant(e)",N,N,0
