Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Allen-Leblanc","","Pam","Green Party","Parti Vert",N,N,4
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Cardy","","Dominic","Canadian Future Party","Parti Avenir Canadien",N,N,1
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Ellis","","Brandon","Centrist","Centriste",N,N,1
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Lyons-MacFarlane","","Nicki","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,7
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Macdonald","","Brian","Conservative","Conservateur",N,N,57
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Michaud","","Heather","People's Party - PPC","Parti populaire - PPC",N,N,1
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Myles","","David","Liberal","Libéral",N,Y,99
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 1","McLeod Hill",N,N,"",0,426,"Patterson","","June","Communist","Communiste",N,N,0
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 2","Killarney Road",N,N,"",2,415,"Allen-Leblanc","","Pam","Green Party","Parti Vert",N,N,1
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 2","Killarney Road",N,N,"",2,415,"Cardy","","Dominic","Canadian Future Party","Parti Avenir Canadien",N,N,0
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 2","Killarney Road",N,N,"",2,415,"Ellis","","Brandon","Centrist","Centriste",N,N,0
13003,"Fredericton--Oromocto","Fredericton--Oromocto"," 2","Killarney Road",N,N,"",2,415,"Lyons-MacFarlane","","Nicki","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
