Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Badr Eldeen","","Amir","Green Party","Parti Vert",N,N,4
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Dhillon","","Anju","Liberal","Libéral",Y,Y,109
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Lavigne","","André","Parti Rhinocéros Party","Parti Rhinocéros Party",N,N,1
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Lavoie","","Angélique Soleil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,16
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Le Rougetel","","Katy","No Affiliation","Aucune appartenance",N,N,0
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Patterson","","Michael","People's Party - PPC","Parti populaire - PPC",N,N,1
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Postel","","Pauline Fleur Julie","Bloc Québécois","Bloc Québécois",N,N,14
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 1","Montréal",N,N,"",0,686,"Sarr","","Alioune","Conservative","Conservateur",N,N,79
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 2","Montréal",N,N,"",4,481,"Badr Eldeen","","Amir","Green Party","Parti Vert",N,N,1
24022,"Dorval--Lachine--LaSalle","Dorval--Lachine--LaSalle"," 2","Montréal",N,N,"",4,481,"Dhillon","","Anju","Liberal","Libéral",Y,Y,59
