Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Combined with No./Résultats combinés à ceux du n°,Rejected Ballots for poll/Bulletins rejetés du bureau,Electors for poll/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Vote Count/Votes du candidat
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 1","Hamilton",N,N,"",0,569,"Boutsikakis","","Jim","People's Party - PPC","Parti populaire - PPC",N,N,3
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 1","Hamilton",N,N,"",0,569,"Collins","","Chad","Liberal","Libéral",N,N,142
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 1","Hamilton",N,N,"",0,569,"Kuruc","","Ned","Conservative","Conservateur",N,Y,140
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 1","Hamilton",N,N,"",0,569,"Mithani","","Nayla","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 2","Hamilton",N,N,"",5,575,"Boutsikakis","","Jim","People's Party - PPC","Parti populaire - PPC",N,N,0
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 2","Hamilton",N,N,"",5,575,"Collins","","Chad","Liberal","Libéral",N,N,194
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 2","Hamilton",N,N,"",5,575,"Kuruc","","Ned","Conservative","Conservateur",N,Y,130
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 2","Hamilton",N,N,"",5,575,"Mithani","","Nayla","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 3","Hamilton",N,N,"",1,513,"Boutsikakis","","Jim","People's Party - PPC","Parti populaire - PPC",N,N,2
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 3","Hamilton",N,N,"",1,513,"Collins","","Chad","Liberal","Libéral",N,N,64
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 3","Hamilton",N,N,"",1,513,"Kuruc","","Ned","Conservative","Conservateur",N,Y,112
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 3","Hamilton",N,N,"",1,513,"Mithani","","Nayla","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,22
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 4","Hamilton",N,N,"",0,415,"Boutsikakis","","Jim","People's Party - PPC","Parti populaire - PPC",N,N,0
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 4","Hamilton",N,N,"",0,415,"Collins","","Chad","Liberal","Libéral",N,N,46
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 4","Hamilton",N,N,"",0,415,"Kuruc","","Ned","Conservative","Conservateur",N,Y,97
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 4","Hamilton",N,N,"",0,415,"Mithani","","Nayla","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 5","Hamilton",N,N,"",3,434,"Boutsikakis","","Jim","People's Party - PPC","Parti populaire - PPC",N,N,1
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 5","Hamilton",N,N,"",3,434,"Collins","","Chad","Liberal","Libéral",N,N,57
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 5","Hamilton",N,N,"",3,434,"Kuruc","","Ned","Conservative","Conservateur",N,Y,93
35037,"Hamilton East--Stoney Creek","Hamilton-Est--Stoney Creek"," 5","Hamilton",N,N,"",3,434,"Mithani","","Nayla","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
